,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,contributor_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,labels,trending,updated_github_id,gitlab_id,gitlab_url
67,srvos,nix-community/srvos,NixOS profiles for servers.,nixos-modules,https://github.com/nix-community/srvos,https://github.com/nix-community/srvos,MIT,2022-12-01 16:34:50,2025-12-28 03:31:03,2025-12-25 01:26:41,1302.0,66.0,53.0,19.0,697.0,15.0,27.0,861.0,42.0,17,True,2.0,,,,,,,,,,,,
68,nixos-shell,Mic92/nixos-shell,Simple headless VM configuration using Nix (similar to Vagrant).,virtualisation,https://github.com/Mic92/nixos-shell,https://github.com/Mic92/nixos-shell,MIT,2018-04-03 21:46:23,2025-12-28 03:58:15,2025-12-28 03:58:14,203.0,26.0,39.0,17.0,72.0,11.0,44.0,808.0,23.0,17,True,2.0,2024-08-14 06:20:05,2.0.0,,,5.0,,,,,,,
69,jupyenv,tweag/jupyenv,Declarative and reproducible Jupyter environments - powered by Nix.,development,https://github.com/tweag/jupyenv,https://github.com/tweag/jupyenv,MIT,2018-12-18 10:10:58,2025-12-28 00:15:57,2024-12-03 01:17:10,594.0,,145.0,30.0,367.0,38.0,170.0,727.0,39.0,17,True,2.0,2023-01-31 21:35:49,0.1.0,,,1.0,,,,,,,
70,services-flake,juspay/services-flake,A NixOS-like service configuration framework for Nix flakes.,development,https://github.com/juspay/services-flake,https://github.com/juspay/services-flake,MIT,2023-06-19 21:44:26,2025-12-28 00:32:32,2025-12-08 04:30:39,628.0,32.0,58.0,11.0,493.0,38.0,91.0,678.0,34.0,17,True,2.0,2024-12-10 12:11:02,0.4.0,,,4.0,,,,,,,
71,vulnix,nix-community/vulnix,Vulnerability (CVE) scanner for Nix/NixOS.,security,https://github.com/nix-community/vulnix,https://github.com/nix-community/vulnix,BSD-3-Clause,2016-06-27 08:08:54,2025-12-11 18:17:56,2025-10-13 06:40:04,362.0,2.0,39.0,13.0,75.0,18.0,55.0,676.0,26.0,17,True,1.0,2025-10-20 07:01:44,1.12.2,,,6.0,3.0,3.0,,,,,
72,chaotic-nyx,chaotic-cx/nyx,Daily bumped bleeding edge packages like `mesa_git` & others that arent yet in Nixpkgs. Created by the makers of..,overlays,https://github.com/chaotic-cx/nyx,https://github.com/chaotic-cx/nyx,MIT,2023-03-27 20:33:14,2025-12-08 14:39:14,2025-12-08 14:32:21,2479.0,117.0,78.0,5.0,1135.0,,128.0,651.0,52.0,17,True,2.0,,,,,,,,,,,,
73,npins,andir/npins,A simple tool for handling different types of dependencies in a Nix project.,development,https://github.com/andir/npins,https://github.com/andir/npins,EUPL-1.2,2021-07-31 15:30:32,2025-12-27 09:05:08,2025-12-27 09:05:07,331.0,20.0,35.0,11.0,118.0,24.0,45.0,448.0,27.0,17,True,2.0,2025-12-21 17:49:31,0.4.0,,,7.0,,,,,,,
74,gomod2nix,nix-community/gomod2nix,Convert applications using Go modules to Nix expressions.,programming-languages,https://github.com/nix-community/gomod2nix,https://github.com/nix-community/gomod2nix,MIT,2020-12-03 13:56:10,2025-12-22 10:08:39,2025-11-24 11:08:41,324.0,9.0,69.0,1.0,168.0,34.0,43.0,292.0,27.0,17,True,2.0,2025-08-27 11:32:40,1.7.0,,,9.0,5.0,5.0,,,,,
75,nix-eval-jobs,nix-community/nix-eval-jobs,Parallel nix evaluator with a streamable json output.,command-line-tools,https://github.com/nix-community/nix-eval-jobs,https://github.com/nix-community/nix-eval-jobs,GPL-3.0,2021-03-15 04:53:42,2025-12-03 14:47:09,2025-10-14 21:45:25,870.0,12.0,38.0,8.0,348.0,15.0,29.0,212.0,26.0,17,True,2.0,2025-10-14 21:48:34,2.32.1,,,37.0,,,,,,,
76,nixpkgs-vet,NixOS/nixpkgs-vet,"Tool to vet (check) Nixpkgs, including its pkgs/by-name directory.",command-line-tools,https://github.com/NixOS/nixpkgs-vet,https://github.com/NixOS/nixpkgs-vet,MIT,2024-03-16 08:35:08,2025-12-16 17:52:18,2025-12-16 17:52:18,532.0,14.0,13.0,10.0,149.0,29.0,9.0,55.0,14.0,17,True,2.0,2024-08-29 22:48:06,0.1.4,1159200.0,55200.0,5.0,,,,,,,
77,mitchellh/nixos-config,mitchellh/nixos-config,"NixOS system configurations for a development environment, primarily running in a VM on macOS with VMware Fusion.",nix-configurations,https://github.com/mitchellh/nixos-config,https://github.com/mitchellh/nixos-config,MIT,2020-05-05 05:13:41,2025-12-23 15:20:17,2025-12-23 15:20:09,412.0,12.0,238.0,41.0,22.0,8.0,20.0,2798.0,8.0,16,True,2.0,,,,,,,,,,,,
78,nixos-generators,nix-community/nixos-generators,"Take a NixOS config and build multiple different images types including VirtualBox VMs, Azure images, and installation..",installation-media,https://github.com/nix-community/nixos-generators,https://github.com/nix-community/nixos-generators,MIT,2018-04-28 10:16:02,2025-12-08 13:01:07,2025-11-27 09:01:27,485.0,2.0,150.0,26.0,274.0,87.0,89.0,2369.0,69.0,16,True,2.0,,,,,,,,,,,,
79,agenix,ryantm/agenix,age-encrypted secrets for NixOS and Home manager.,security,https://github.com/ryantm/agenix,https://github.com/ryantm/agenix,CC0-1.0,2020-09-01 04:38:08,2025-11-08 16:12:15,2025-11-08 16:12:14,358.0,5.0,144.0,15.0,174.0,85.0,94.0,2132.0,56.0,16,True,1.0,2023-12-20 16:42:54,0.15.0,,,12.0,,,,,,,
80,dev-templates,the-nix-way/dev-templates,Dev environments for numerous languages based on Nix flakes.,learning,https://github.com/the-nix-way/dev-templates,https://github.com/the-nix-way/dev-templates,MPL-2.0,2022-07-12 00:03:07,2025-10-27 18:43:16,2025-10-27 18:43:16,347.0,10.0,167.0,10.0,66.0,6.0,20.0,2066.0,32.0,16,True,2.0,,,,,,,,,,,,
81,nix-on-droid,nix-community/nix-on-droid,Nix-enabled environment for your Android device.,distributions,https://github.com/nix-community/nix-on-droid,https://github.com/nix-community/nix-on-droid,MIT,2019-03-06 18:52:50,2025-12-19 01:47:33,2025-12-06 14:25:49,460.0,2.0,122.0,31.0,133.0,103.0,206.0,1903.0,23.0,16,True,2.0,,,,,,,,['android'],,,,
82,Colmena,zhaofengli/colmena,"A simple, stateless NixOS deployment tool modeled after NixOps and morph.",deployment-tools,https://github.com/zhaofengli/colmena,https://github.com/zhaofengli/colmena,MIT,2020-12-16 04:21:43,2025-12-27 08:39:53,2025-11-01 22:07:36,630.0,2.0,90.0,11.0,108.0,118.0,95.0,1902.0,37.0,16,True,2.0,2023-05-15 05:17:28,0.4.0,,,7.0,,,,,,,
83,devshell,numtide/devshell,`mkShell` with extra bits and a toml config option to be able to onboard non-nix users.,development,https://github.com/numtide/devshell,https://github.com/numtide/devshell,MIT,2020-08-04 20:29:01,2025-11-24 19:04:13,2025-11-24 19:04:11,356.0,9.0,91.0,25.0,201.0,69.0,71.0,1452.0,42.0,16,True,2.0,,,,,,,,,,,,
84,System Manager,numtide/system-manager,A non-NixOS Linux system configuration tool built on Nix.,overlays,https://github.com/numtide/system-manager,https://github.com/numtide/system-manager,MIT,2023-03-22 16:38:41,2025-12-27 09:14:18,2025-12-17 23:11:31,710.0,40.0,37.0,18.0,233.0,37.0,29.0,1283.0,26.0,16,True,2.0,,,,,,,,,,,,
85,nix-init,nix-community/nix-init,"Generate Nix packages from URLs with hash prefetching, dependency inference, license detection, and more.",command-line-tools,https://github.com/nix-community/nix-init,https://github.com/nix-community/nix-init,MPL-2.0,2023-01-18 19:45:48,2025-11-21 08:09:18,2025-05-04 06:51:38,1074.0,,37.0,5.0,591.0,34.0,29.0,1224.0,12.0,16,True,2.0,2024-08-16 05:45:38,0.3.1,,,10.0,1.0,1.0,,,,,
86,dream2nix,nix-community/dream2nix,A framework for automatically converting packages from other build systems to Nix.,development,https://github.com/nix-community/dream2nix,https://github.com/nix-community/dream2nix,MIT,2021-09-03 15:30:51,2025-12-17 06:30:15,2025-12-17 06:30:15,2444.0,6.0,142.0,11.0,830.0,172.0,128.0,1216.0,80.0,16,True,2.0,,,,,,,,,,,,
87,nix-portable,DavHau/nix-portable,"Nix - Static, Permissionless, Installation-free, Pre-configured.",installation-media,https://github.com/DavHau/nix-portable,https://github.com/DavHau/nix-portable,MIT,2021-02-08 07:12:43,2025-09-22 00:10:34,2025-06-01 05:30:34,177.0,,53.0,16.0,82.0,58.0,23.0,1190.0,13.0,16,True,2.0,2024-04-15 08:53:22,012,26481.0,456.0,12.0,,,,,,,
88,Zero to Nix,DeterminateSystems/zero-to-nix,"A beginners guide to Nix, providing step-by-step tutorials and explanations.",learning,https://github.com/DeterminateSystems/zero-to-nix,https://github.com/DeterminateSystems/zero-to-nix,,2022-11-07 18:38:33,2025-12-15 02:14:31,2025-12-10 17:49:08,1587.0,49.0,81.0,13.0,369.0,37.0,74.0,1158.0,55.0,16,True,2.0,,,,,,,,,,,,
89,flake.parts,hercules-ci/flake-parts,Minimal Nix modules framework for Flakes: split your flakes into modules and get things done with community modules.,development,https://github.com/hercules-ci/flake-parts,https://github.com/hercules-ci/flake-parts,MIT,2021-10-27 09:03:42,2025-12-15 21:49:13,2025-12-15 21:49:12,424.0,26.0,63.0,19.0,183.0,60.0,59.0,1123.0,23.0,16,True,2.0,,,,,,,,,,,,
90,cachix,cachix/cachix,Command line client for Nix binary cache hosting.,development,https://github.com/cachix/cachix,https://github.com/cachix/cachix,,2018-02-25 19:55:01,2025-12-26 12:15:30,2025-12-26 12:15:27,1364.0,75.0,53.0,10.0,342.0,120.0,246.0,987.0,21.0,16,True,2.0,,,,,,,,,,,,
91,lorri,nix-community/lorri,A much better `nix-shell` for development that augments direnv.,development,https://github.com/nix-community/lorri,https://github.com/nix-community/lorri,Apache-2.0,2021-01-24 15:10:38,2025-04-19 22:07:58,2025-03-26 18:44:46,1144.0,,25.0,8.0,86.0,24.0,50.0,836.0,59.0,16,True,2.0,2024-08-16 16:11:14,1.7.1,,,7.0,,,,,,,
92,Arion,hercules-ci/arion,Run `docker-compose` with help from Nix/NixOS.,development,https://github.com/hercules-ci/arion,https://github.com/hercules-ci/arion,Apache-2.0,2018-12-17 16:25:48,2025-12-15 23:05:58,2025-12-15 23:05:57,450.0,11.0,54.0,13.0,130.0,92.0,54.0,830.0,31.0,16,True,2.0,2024-12-11 12:03:22,0.2.2.0,,,3.0,,,,,,,
93,statix,oppiliappan/statix,A linter/fixer to check for and fix antipatterns in Nix code.,command-line-tools,https://github.com/oppiliappan/statix,https://github.com/oppiliappan/statix,MIT,2021-10-24 12:42:29,2025-12-26 02:09:25,2025-10-16 06:31:33,283.0,25.0,29.0,7.0,72.0,39.0,43.0,784.0,20.0,16,True,2.0,2023-09-09 11:41:50,0.5.8,,,6.0,,,,,,,
94,compose2nix,aksiksi/compose2nix,Generate a NixOS config from a Docker Compose project.,development,https://github.com/aksiksi/compose2nix,https://github.com/aksiksi/compose2nix,MIT,2023-11-01 01:22:49,2025-11-06 01:00:55,2025-11-06 01:00:55,259.0,13.0,13.0,4.0,48.0,8.0,40.0,733.0,5.0,16,True,2.0,2025-11-03 13:53:54,0.3.3,,,20.0,,,,,,,
95,node2nix,svanderburg/node2nix,Generate Nix expression from a `package.json` (or `package-lock.json`) (to be stored as files).,programming-languages,https://github.com/svanderburg/node2nix,https://github.com/svanderburg/node2nix,MIT,2014-09-18 20:32:04,2024-11-18 23:19:58,2023-01-12 19:28:09,277.0,,98.0,7.0,90.0,118.0,124.0,574.0,49.0,16,False,2.0,2022-04-20 14:28:23,node2nix-1.11.0,,,16.0,13.0,13.0,,,,,
96,nixpkgs-fmt,nix-community/nixpkgs-fmt,Nix code formatter for nixpkgs.,command-line-tools,https://github.com/nix-community/nixpkgs-fmt,https://github.com/nix-community/nixpkgs-fmt,Apache-2.0,2019-05-02 19:38:08,2024-07-24 11:56:52,2024-07-24 11:56:51,527.0,,33.0,9.0,210.0,32.0,89.0,565.0,30.0,16,False,2.0,,,,,,149.0,149.0,,,,,
97,nixpkgs-update,nix-community/nixpkgs-update,Semi-automatic updating of nixpkgs packages.,development,https://github.com/nix-community/nixpkgs-update,https://github.com/nix-community/nixpkgs-update,CC0-1.0,2017-11-03 02:25:28,2025-12-05 22:32:03,2025-12-05 22:31:40,1102.0,21.0,86.0,16.0,217.0,105.0,181.0,551.0,55.0,16,True,2.0,,,,,,,,,,,,
98,NixOS Search,NixOS/nixos-search,Search NixOS packages and options.,discovery,https://github.com/NixOS/nixos-search,https://github.com/NixOS/nixos-search,MIT,2020-03-28 04:16:53,2025-12-28 00:12:46,2025-12-15 14:36:41,562.0,36.0,146.0,11.0,655.0,131.0,306.0,511.0,103.0,16,True,1.0,,,,,,,,,-1.0,,,
99,Makes,fluidattacks/makes,"A Nix-based CI/CD pipeline framework for building, testing, and releasing projects in any language, from anywhere.",devops,https://github.com/fluidattacks/makes,https://github.com/fluidattacks/makes,MIT,2021-06-21 17:03:36,2025-09-01 18:51:09,2025-07-30 20:07:31,1434.0,,43.0,8.0,1003.0,27.0,408.0,498.0,27.0,16,True,1.0,2024-08-12 19:34:11,24.09,171.0,3.0,25.0,,,,,,,
100,nix-minecraft,Infinidoge/nix-minecraft,An attempt to better support Minecraft-related content for the Nix ecosystem.,nixos-modules,https://github.com/Infinidoge/nix-minecraft,https://github.com/Infinidoge/nix-minecraft,MIT,2022-04-25 05:15:48,2025-12-28 02:28:20,2025-12-28 02:28:20,1044.0,54.0,61.0,3.0,70.0,27.0,56.0,479.0,22.0,16,True,2.0,,,,,,,,,,,,
101,KubeNix,hall/kubenix,A Kubernetes resource builder using Nix.,deployment-tools,https://github.com/hall/kubenix,https://github.com/hall/kubenix,MIT,2022-08-12 02:40:33,2025-12-28 17:25:59,2025-12-28 17:25:59,425.0,6.0,39.0,13.0,45.0,20.0,22.0,436.0,24.0,16,True,2.0,2024-05-06 23:34:26,0.3.0,,,3.0,,,,1.0,,,
102,Self Host Blocks,ibizaman/selfhostblocks,Modular server management based on NixOS modules and focused on best practices.,nixos-modules,https://github.com/ibizaman/selfhostblocks,https://github.com/ibizaman/selfhostblocks,AGPL-3.0,2022-12-17 23:39:16,2025-12-27 01:49:07,2025-12-26 21:45:09,935.0,106.0,14.0,10.0,474.0,88.0,45.0,402.0,13.0,16,True,2.0,2025-12-08 10:49:22,0.7.1,,,23.0,,,,,,,
103,android-nixpkgs,tadfisher/android-nixpkgs,Nix-packaged Android SDK.,programming-languages,https://github.com/tadfisher/android-nixpkgs,https://github.com/tadfisher/android-nixpkgs,MIT,2018-10-21 06:17:39,2025-12-28 20:23:52,2025-12-28 20:23:28,2010.0,66.0,45.0,4.0,63.0,29.0,34.0,400.0,18.0,16,True,2.0,,,,,,,,['android'],,,,
104,cabal2nix,NixOS/cabal2nix,Converts a Cabal file into a Nix build expression.,programming-languages,https://github.com/NixOS/cabal2nix,https://github.com/NixOS/cabal2nix,,2011-08-05 15:31:37,2025-12-03 17:19:13,2025-12-03 17:12:11,2662.0,33.0,156.0,13.0,356.0,76.0,250.0,394.0,133.0,16,True,2.0,,,,,,,,,,,,
105,nixos-cli,nix-community/nixos-cli,A unified NixOS tooling replacement for nixos-* utilities.,command-line-tools,https://github.com/nix-community/nixos-cli,https://github.com/nix-community/nixos-cli,GPL-3.0,2023-06-26 18:21:45,2025-12-21 03:24:03,2025-12-21 03:24:03,570.0,100.0,8.0,6.0,102.0,5.0,38.0,341.0,8.0,16,True,2.0,2025-11-09 12:19:57,0.15.0,,,16.0,,,,,,,
106,flake-checker,DeterminateSystems/flake-checker,Health checks for your Nix flakes.,command-line-tools,https://github.com/DeterminateSystems/flake-checker,https://github.com/DeterminateSystems/flake-checker,Apache-2.0,2023-05-19 13:36:34,2025-12-01 17:44:11,2025-12-01 17:39:30,686.0,24.0,8.0,6.0,199.0,2.0,10.0,304.0,12.0,16,True,2.0,2025-12-01 17:50:32,0.2.10,2001.0,66.0,32.0,1.0,1.0,,,,,
107,nixidy,arnarg/nixidy,Kubernetes GitOps with Nix and Argo CD.,devops,https://github.com/arnarg/nixidy,https://github.com/arnarg/nixidy,MIT,2023-12-11 11:40:00,2025-12-23 05:55:59,2025-12-23 05:50:12,222.0,28.0,13.0,6.0,40.0,5.0,32.0,266.0,10.0,16,True,1.0,2025-12-11 13:41:42,0.18.1,,,20.0,2.0,2.0,,,,,
108,haskell-flake,srid/haskell-flake,A `flake-parts` Nix module for Haskell development.,programming-languages,https://github.com/srid/haskell-flake,https://github.com/srid/haskell-flake,MIT,2022-05-30 13:01:57,2025-12-28 00:41:12,2025-12-21 20:42:50,471.0,16.0,26.0,9.0,283.0,38.0,91.0,221.0,17.0,16,True,2.0,2024-06-24 17:17:26,0.5.0,,,5.0,,,['haskell'],,,,
109,nix-cargo-integration,yusdacra/nix-cargo-integration,Library to easily and effortlessly integrate Cargo projects with Nix.,programming-languages,https://github.com/90-008/nix-cargo-integration,https://github.com/90-008/nix-cargo-integration,MIT,2021-04-10 22:16:35,2025-12-28 06:20:24,2025-12-28 06:20:23,2358.0,66.0,23.0,3.0,74.0,4.0,84.0,211.0,15.0,16,True,2.0,,,,,,,,['rust'],,90-008/nix-cargo-integration,,
110,flake-checker-action,DeterminateSystems/flake-checker-action,A GitHub Action that performs health checks for your Nix flake.lock files.,github-actions,https://github.com/DeterminateSystems/flake-checker-action,https://github.com/DeterminateSystems/flake-checker-action,MIT,2023-06-05 11:10:57,2025-12-10 20:29:12,2025-12-10 20:29:11,157.0,6.0,5.0,2.0,84.0,,7.0,76.0,4.0,16,True,3.0,2025-07-15 02:38:22,12,,,12.0,1551.0,1551.0,,,,,
111,Nixery,tazjin/nixery,A Docker-compatible container registry which builds images ad-hoc via Nix.,deployment-tools,https://github.com/tazjin/nixery,https://github.com/tazjin/nixery,Apache-2.0,2019-07-29 19:39:48,2025-11-07 07:51:23,2025-11-07 07:42:50,257.0,1.0,75.0,26.0,100.0,32.0,51.0,1958.0,11.0,15,True,2.0,,,,,,5.0,5.0,,,,,
112,nil,oxalica/nil,"NIx Language server, an incremental analysis assistent for writing in Nix.",development,https://github.com/oxalica/nil,https://github.com/oxalica/nil,Apache-2.0,2022-07-19 08:55:08,2025-12-10 00:33:51,2025-12-10 00:33:51,550.0,1.0,56.0,8.0,68.0,26.0,92.0,1750.0,31.0,15,True,2.0,2025-06-13 06:48:41,2025-06-13,,,17.0,,,,,,,
113,proxmox-nixos,SaumonNet/proxmox-nixos,"The Proxmox Hypervisor, on NixOS.",virtualisation,https://github.com/SaumonNet/proxmox-nixos,https://github.com/SaumonNet/proxmox-nixos,AGPL-3.0,2024-02-18 13:54:11,2025-11-28 15:22:08,2025-11-26 20:15:13,542.0,84.0,60.0,18.0,143.0,22.0,48.0,1151.0,18.0,15,True,2.0,,,,,,,,,,,,
114,KuberNix,saschagrunert/kubernix,Single-dependency Kubernetes clusters via Nix packages.,deployment-tools,https://github.com/saschagrunert/kubernix,https://github.com/saschagrunert/kubernix,MIT,2019-09-22 16:33:58,2023-01-25 11:05:38,2021-11-16 12:25:22,1036.0,,26.0,9.0,1179.0,17.0,8.0,797.0,8.0,15,False,2.0,2019-11-14 10:07:35,0.2.0,72.0,0.0,3.0,51.0,51.0,,,,,
115,robotnix,nix-community/robotnix,A declarative and reproducible build system for Android (AOSP) images.,development,https://github.com/nix-community/robotnix,https://github.com/nix-community/robotnix,,2019-06-20 15:20:44,2025-12-27 13:00:15,2025-12-27 02:12:19,2082.0,71.0,81.0,13.0,208.0,61.0,72.0,740.0,30.0,15,True,2.0,,,,,,,,['android'],,,,
116,rnix-lsp,nix-community/rnix-lsp,A syntax-checking language server for Nix.,development,https://github.com/nix-community/rnix-lsp,https://github.com/nix-community/rnix-lsp,MIT,2018-08-19 08:43:21,2024-01-15 11:53:04,2022-11-27 13:18:38,176.0,,38.0,12.0,75.0,17.0,21.0,713.0,24.0,15,False,2.0,,,,,,36.0,36.0,,,,,
117,flake-utils-plus,gytis-ivaskevicius/flake-utils-plus,A lightweight Nix library flake for painless NixOS flake configuration.,development,https://github.com/gytis-ivaskevicius/flake-utils-plus,https://github.com/gytis-ivaskevicius/flake-utils-plus,MIT,2021-03-13 13:37:12,2025-02-03 13:57:30,2025-02-03 13:57:20,317.0,,43.0,5.0,94.0,5.0,56.0,542.0,23.0,15,True,2.0,2024-07-02 21:31:57,1.5.1,,,9.0,,,,,,,
118,treefmt-nix,numtide/treefmt-nix,"A formatter that allows formatting all your project files with a single command, all via a single `.nix` file.",development,https://github.com/numtide/treefmt-nix,https://github.com/numtide/treefmt-nix,MIT,2022-09-23 09:13:45,2025-12-17 19:40:01,2025-12-17 19:40:01,507.0,35.0,142.0,10.0,337.0,43.0,72.0,521.0,122.0,15,True,2.0,,,,,,,,,,,,
119,nixos-facter,nix-community/nixos-facter,Declarative hardware configuration for NixOS.,nixos-modules,https://github.com/nix-community/nixos-facter,https://github.com/nix-community/nixos-facter,,2024-06-12 08:51:04,2025-12-28 03:49:13,2025-12-28 03:48:20,462.0,123.0,13.0,12.0,222.0,42.0,52.0,521.0,13.0,15,True,2.0,2025-11-04 18:50:14,0.4.2,,,5.0,,,,,,,
120,kclejeune/system,kclejeune/system,"Declarative system configurations using nixOS, nix-darwin, and home-manager.",nix-configurations,https://github.com/kclejeune/system,https://github.com/kclejeune/system,MIT,2020-07-02 06:19:11,2025-12-28 08:06:49,2025-12-25 16:22:33,1274.0,65.0,42.0,5.0,393.0,,11.0,507.0,9.0,15,True,3.0,,,,,,,,,,,,
121,cargo2nix,cargo2nix/cargo2nix,Granular builds of Rust projects for Nix.,programming-languages,https://github.com/cargo2nix/cargo2nix,https://github.com/cargo2nix/cargo2nix,MIT,2019-05-13 03:27:27,2025-06-19 20:24:21,2025-06-19 20:19:13,637.0,,84.0,12.0,218.0,70.0,119.0,442.0,42.0,15,True,2.0,2025-06-19 20:23:17,0.12.0,,,15.0,,,['rust'],,,,
122,terranix,terranix/terranix,Use Nix and the NixOS module system to write your Terraform code.,deployment-tools,https://github.com/terranix/terranix,https://github.com/terranix/terranix,GPL-3.0,2018-12-09 17:51:29,2025-11-06 23:37:06,2025-11-06 23:37:06,458.0,4.0,50.0,11.0,91.0,17.0,28.0,402.0,31.0,15,True,2.0,2024-10-15 02:32:47,2.8.0,,,15.0,,,,,,,
123,neovim-nightly-overlay,nix-community/neovim-nightly-overlay,Bleeding edge Neovim overlay.,overlays,https://github.com/nix-community/neovim-nightly-overlay,https://github.com/nix-community/neovim-nightly-overlay,,2020-08-23 18:25:45,2025-12-29 00:05:02,2025-12-29 00:05:01,2181.0,92.0,68.0,5.0,1029.0,1.0,88.0,397.0,26.0,15,True,2.0,,,,,,,,,,,,
124,MCP-NixOS,utensils/mcp-nixos,"An MCP server that provides AI assistants with accurate information about NixOS packages, options, Home Manager, and..",development,https://github.com/utensils/mcp-nixos,https://github.com/utensils/mcp-nixos,MIT,2025-03-20 05:05:00,2025-12-03 17:25:07,2025-10-18 20:59:54,363.0,15.0,18.0,5.0,38.0,10.0,13.0,383.0,6.0,15,True,2.0,2025-10-18 21:00:36,1.0.3,,,4.0,1.0,1.0,,,,,
125,donovanglover/nix-config,donovanglover/nix-config,"NixOS configuration with Nix Flakes, Home Manager, Stylix, and Hyprland.",nix-configurations,https://github.com/donovanglover/nix-config,https://github.com/donovanglover/nix-config,MIT,2017-10-21 09:31:19,2025-12-17 19:51:29,2025-12-17 19:38:23,3826.0,36.0,13.0,3.0,2.0,1.0,4.0,376.0,,15,True,3.0,2018-12-13 04:54:01,0.2.0,,,2.0,,,,,,,
126,harmonia,nix-community/harmonia,Nix binary cache implemented in Rust.,development,https://github.com/nix-community/harmonia,https://github.com/nix-community/harmonia,,2023-01-22 21:22:29,2025-12-26 23:39:31,2025-12-26 23:36:45,1414.0,318.0,28.0,2.0,715.0,11.0,17.0,360.0,28.0,15,True,2.0,2025-04-24 09:17:39,harmonia-v2.1.0,,,22.0,,,,,,,
127,omnix,juspay/omnix,A Nix companion to improve developer experience.,development,https://github.com/juspay/omnix,https://github.com/juspay/omnix,AGPL-3.0,2023-05-27 01:08:11,2025-12-22 07:35:42,2025-12-19 22:21:02,846.0,5.0,25.0,13.0,299.0,35.0,136.0,248.0,16.0,15,True,2.0,2025-12-18 19:52:56,1.3.1,,,7.0,,,,,,,
128,nix-openwrt-imagebuilder,astro/nix-openwrt-imagebuilder,Build OpenWRT images in Nix derivations.,installation-media,https://github.com/astro/nix-openwrt-imagebuilder,https://github.com/astro/nix-openwrt-imagebuilder,MIT,2022-04-27 20:38:30,2025-12-28 10:39:34,2025-12-28 09:45:08,1470.0,103.0,25.0,5.0,39.0,7.0,18.0,221.0,12.0,15,True,3.0,,,,,,,,,,,,
129,tree-sitter-nix,nix-community/tree-sitter-nix,Nix grammar for tree-sitter.,development,https://github.com/nix-community/tree-sitter-nix,https://github.com/nix-community/tree-sitter-nix,MIT,2019-03-22 10:12:10,2025-12-26 05:42:40,2025-12-03 17:15:50,188.0,3.0,46.0,2.0,114.0,19.0,29.0,214.0,21.0,15,True,2.0,,,,,,17.0,17.0,,,,,
130,process-compose-flake,Platonic-Systems/process-compose-flake,A flake-parts module to spin up processes for development by leveraging process-compose.,devops,https://github.com/Platonic-Systems/process-compose-flake,https://github.com/Platonic-Systems/process-compose-flake,MIT,2022-12-08 17:19:30,2025-12-05 06:14:06,2025-12-05 06:14:01,172.0,12.0,26.0,8.0,63.0,12.0,25.0,172.0,17.0,15,True,2.0,2023-06-12 20:46:17,0.1.0,,,1.0,,,,,,,
131,nixdoc,nix-community/nixdoc,Tool to generate documentation for Nix library functions.,development,https://github.com/nix-community/nixdoc,https://github.com/nix-community/nixdoc,GPL-3.0,2018-10-25 16:07:24,2025-12-22 21:05:25,2025-11-18 21:22:40,229.0,3.0,17.0,6.0,129.0,5.0,21.0,159.0,14.0,15,True,2.0,2025-02-11 21:35:04,3.1.0,,,14.0,12.0,12.0,,,,,
132,Misterio77/nix-starter-configs,Misterio77/nix-starter-configs,A few simple Nix Flake templates for getting started with NixOS + home-manager.,nix-configurations,https://github.com/Misterio77/nix-starter-configs,https://github.com/Misterio77/nix-starter-configs,CC0-1.0,2021-12-16 20:29:26,2025-11-15 14:24:20,2025-11-15 14:23:54,102.0,5.0,164.0,51.0,23.0,23.0,50.0,3510.0,14.0,14,True,3.0,,,,,,,,,,,,
133,deploy-rs,serokell/deploy-rs,A simple multi-profile Nix-flake deploy tool.,deployment-tools,https://github.com/serokell/deploy-rs,https://github.com/serokell/deploy-rs,,2020-09-28 17:46:15,2025-12-22 02:00:42,2025-12-18 09:51:58,346.0,5.0,135.0,23.0,149.0,91.0,115.0,1900.0,43.0,14,True,2.0,,,,,,,,,,,,
134,niv,nmattia/niv,Easy dependency management for Nix projects with package pinning.,development,https://github.com/nmattia/niv,https://github.com/nmattia/niv,MIT,2019-01-17 21:00:18,2025-03-02 23:46:25,2025-03-02 23:46:23,465.0,,76.0,17.0,221.0,79.0,113.0,1793.0,38.0,14,True,2.0,,,,,,,,,,,,
135,nixos-infect,elitak/nixos-infect,Replace a running non-NixOS Linux host with NixOS.,installation-media,https://github.com/elitak/nixos-infect,https://github.com/elitak/nixos-infect,GPL-3.0,2016-04-18 22:10:28,2024-07-04 02:41:41,2024-03-11 15:41:57,165.0,,270.0,15.0,163.0,51.0,35.0,1706.0,86.0,14,False,3.0,,,,,,,,,,,,
