,name,github_id,description,category,homepage,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,gitlab_id,gitlab_url,created_at,fork_count,open_issue_count,closed_issue_count,star_count,release_count,updated_at,trending
173,nix-search-cli,peterldowns/nix-search-cli,CLI for searching packages on search.nixos.org.,discovery,{},6.0,6.0,2.0,0,False,,,,,,,,,,,
174,nix-search-tv,3timeslazy/nix-search-tv,"CLI fuzzy finder for packages and options from Nixpkgs, Home Manager, and more.",discovery,{},,,5.0,0,False,,,,,,,,,,,
175,nixpkgs,NixOS/nixpkgs,Nix Packages collection & NixOS.,discovery,{},,,,0,False,,,,,,,,,,,-33.0
176,NüschtOS Search,NuschtOS/search,Simple and fast static-page NixOS option search.,discovery,{},,,14.0,0,False,,,,,,,,,,,
177,optnix,water-sucks/optnix,"A fast, terminal-based options searcher for Nix module systems.",discovery,{},1.0,1.0,5.0,0,False,,,,,,,,,,,
178,rippkgs,replit/rippkgs,A CLI for indexing and searching packages in Nix expressions.,discovery,{},,,4.0,0,False,,,,,,,,,,,
179,nix-installer-scripts,dnkmmr69420/nix-installer-scripts,Runs the official installer but does some tweaking as well such as adding fcontext for selinux and installing nix..,installation-media,{},,,3.0,0,False,,,,,,,,,,,
180,nix-netboot-serve,DeterminateSystems/nix-netboot-serve,Make any NixOS system netbootable with 10s cycle times.,installation-media,{},,,5.0,0,False,,,,,,,,,,,
181,nix-openwrt-imagebuilder,astro/nix-openwrt-imagebuilder,Build OpenWRT images in Nix derivations.,installation-media,{},,,17.0,0,False,,,,,,,,,,,
182,nix-portable,DavHau/nix-portable,"Nix - Static, Permissionless, Installation-free, Pre-configured.",installation-media,{},,,13.0,0,False,,,,,,,,,,,
183,nixos-docker-sd-image-builder,Robertof/nixos-docker-sd-image-builder,Build custom SD images of NixOS for your Raspberry Pi (or any other supported AArch64 device) in 5-20 minutes.,installation-media,{},,,7.0,0,False,,,,,,,,,,,
184,nixos-up,samuela/nixos-up,Super easy NixOS installer that can be used from the installation ISO.,installation-media,{},,,6.0,0,False,,,,,,,,,,,
185,nixsa,noamraph/nixsa,A Nix Standalone Environment.,installation-media,{},,,4.0,0,False,,,,,,,,,,,
186,raspberry-pi-nix,nix-community/raspberry-pi-nix,NixOS modules to aid in configuring NixOS for Raspberry PI products.,installation-media,{},,,14.0,0,False,,,,,,,,,,,
187,nothing-but-nix,wimpysworld/nothing-but-nix,Create a 130GB Nix store in GitHub runners by ruthlessly purging unnecessary software and configuring BTRFS RAID-0 for..,github-actions,{},,,7.0,0,False,,,,,,,,,,,
188,bento,rapenne-s/bento,A KISS deployment tool to keep your NixOS fleet (servers & workstations) up to date.,deployment-tools,{},,,6.0,0,False,,,,,,,,,,,
189,clonix,tulilirockz/clonix,Declaratively manage rsync deployments in NixOS/Home-manager.,deployment-tools,{},,,,0,False,,,,,,,,,,,
190,krops,krebs/krops,A tool for deploying NixOS systems from Nix expressions.,deployment-tools,{},,,13.0,0,False,,,,,,,,,,,
191,lollypops,pinpox/lollypops,Lollypop Operations - NixOS Deployment Tool.,deployment-tools,{},,,12.0,0,False,,,,,,,,,,,
192,nixcloud-webservices,nixcloud/nixcloud-webservices,"This nixpkgs extension, called nixcloud-webservices, focuses on ease of deployment of web-related technologies.",deployment-tools,{},,,14.0,0,False,,,,,,,,,,,
193,Nixinate,MatthewCroughan/nixinate,A Nix flake library to provide app outputs for managing existing NixOS hosts over SSH.,deployment-tools,{},,,7.0,0,False,,,,,,,,,,,
194,NixOps4,nixops4/nixops4,Deploy with Nix and manage resources declaratively.,deployment-tools,{},,,8.0,0,False,,,,,,,,,,,
195,nixus,infinisil/nixus,Experimental deployment tool supporting multi-host abstractions.,deployment-tools,{},,,10.0,0,False,,,,,,,,,,,
196,terraform-nixos,nix-community/terraform-nixos,A set of Terraform modules designed to deploy NixOS.,deployment-tools,{},,,16.0,0,False,,,,,,,,,,,
197,amis,NixOS/amis,Home for NixOS AMI automation.,devops,{},,,16.0,0,False,,,,,,,,,,,
198,equinix-metal-builders,NixOS/equinix-metal-builders,iPXE image for Nix builders on Equinix Metals Spot market.,devops,{},,,10.0,0,False,,,,,,,,,,,
199,flux,IogaMaster/flux,Create and deploy game servers with nix.,devops,{},,,3.0,0,False,,,,,,,,,,,
200,krewfile,brumhard/krewfile,Declarative krew plugin management.,devops,{},,,7.0,0,False,,,,,,,,,,,
201,nix-otel,lf-/nix-otel,Nix OpenTelemetry sender plugin.,devops,{},,,3.0,0,False,,,,,,,,,,,
202,nixidy,arnarg/nixidy,Kubernetes GitOps with Nix and Argo CD.,devops,{},2.0,2.0,18.0,0,False,,,,,,,,,,,
203,process-compose-flake,Platonic-Systems/process-compose-flake,A flake-parts module to spin up processes for development by leveraging process-compose.,devops,{},,,19.0,0,False,,,,,,,,,,,
204,typhon,typhon-ci/typhon,Nix-based continuous integration.,devops,{},,,3.0,0,False,,,,,,,,,,,
205,appvm,jollheef/appvm,Nix-based app VMs.,virtualisation,{},,,6.0,0,False,,,,,,,,,,,
206,extra-container,erikarvstedt/extra-container,Run declarative NixOS containers from the command line.,virtualisation,{},,,3.0,0,False,,,,,,,,,,,
207,proxmox-nixos,SaumonNet/proxmox-nixos,"The Proxmox Hypervisor, on NixOS.",virtualisation,{},,,20.0,0,False,,,,,,,,,,,
208,angrr,linyinfeng/angrr,Auto Nix GC Roots Retention. This tool simply deletes auto GC roots based on the modified time of their symbolic link..,command-line-tools,{},,,7.0,0,False,,,,,,,,,,,
209,drv-parts,DavHau/drv-parts,Composable derivations for Nix with a focus on simplicity.,command-line-tools,{},,,6.0,0,False,,,,,,,,,,,
210,dwarffs,edolstra/dwarffs,A FUSE filesystem that allows tools like gdb to look up debug info files via HTTP.,command-line-tools,{},,,9.0,0,False,,,,,,,,,,,
211,eris,thoughtpolice/eris,Serve your /nix/store directory over the internet.,command-line-tools,{},,,4.0,0,False,,,,,,,,,,,
212,fast-flake-update,Mic92/fast-flake-update,Update flake.lock with the latest commit of a local checkout.,command-line-tools,{},,,9.0,0,False,,,,,,,,,,,
213,flake-checker,DeterminateSystems/flake-checker,Health checks for your Nix flakes.,command-line-tools,{},2.0,2.0,13.0,0,False,,,,,,,,,,,
214,get-flake,ursi/get-flake,builtins.getFlake without the restrictions.,command-line-tools,{},,,17.0,0,False,,,,,,,,,,,
215,grep-nixos-cache,delroth/grep-nixos-cache,Finds strings in a large list of cached NixOS store paths.,command-line-tools,{},,,,0,False,,,,,,,,,,,
216,hydra-check,nix-community/hydra-check,Check hydra for the build status of a package.,command-line-tools,{},,,11.0,0,False,,,,,,,,,,,
217,hydra-cli,nlewo/hydra-cli,A client for the Hydra Nix CI.,command-line-tools,{},,,5.0,0,False,,,,,,,,,,,
218,lon,nikstur/lon,Lock & update Nix dependencies.,command-line-tools,{},,,7.0,0,False,,,,,,,,,,,
219,madness,antithesishq/madness,Madness enables you to easily run the same binary on NixOS and non-NixOS systems.,command-line-tools,{},,,4.0,0,False,,,,,,,,,,,
220,manix,mlvzk/manix,"Find configuration options and function documentation for Nixpkgs, NixOS, and Home Manager.",command-line-tools,{},,,3.0,0,False,,,,,,,,,,,
221,netproxrc,timbertson/netproxrc,netrc-enabled https proxy for nix.,command-line-tools,{},,,,0,False,,,,,,,,,,,
222,nix-alien,thiagokokada/nix-alien,Run unpatched binaries on Nix/NixOS easily.,command-line-tools,{},,,11.0,0,False,,,,,,,,,,,
223,nix-appimage,ralismark/nix-appimage,Convert a nixos derivation into a self-contained binary.,command-line-tools,{},,,4.0,0,False,,,,,,,,,,,
224,nix-auto-follow,fzakaria/nix-auto-follow,A script to achieve automatically following all flake inputs for Nix.,command-line-tools,{},,,7.0,0,False,,,,,,,,,,,
225,nix-diff,Gabriella439/nix-diff,A tool to explain why two Nix derivations differ.,command-line-tools,{},,,17.0,0,False,,,,,,,,,,,
226,nix-difflog,Artturin/nix-difflog,Diff nix build logs with less clutter.,command-line-tools,{},,,,0,False,,,,,,,,,,,
227,nix-dissector,picnoir/nix-dissector,Wireshark dissector for the Nix daemon protocol.,command-line-tools,{},,,,0,False,,,,,,,,,,,
228,nix-du,symphorien/nix-du,Visualise which gc-roots to delete to free some space in your Nix store.,command-line-tools,{},,,4.0,0,False,,,,,,,,,,,
229,nix-forecast,getchoo/nix-forecast,Check the forecast for todays Nix builds.,command-line-tools,{},,,4.0,0,False,,,,,,,,,,,
230,nix-init,nix-community/nix-init,"Generate Nix packages from URLs with hash prefetching, dependency inference, license detection, and more.",command-line-tools,{},1.0,1.0,16.0,0,False,,,,,,,,,,,
231,nix-melt,nix-community/nix-melt,A ranger-like flake.,command-line-tools,{},1.0,1.0,3.0,0,False,,,,,,,,,,,
232,nix-patcher,katrinafyi/nix-patcher,"a tool for patching Nix flake inputs, declaratively.",command-line-tools,{},,,3.0,0,False,,,,,,,,,,,
233,nix-prefetch,msteen/nix-prefetch,A universal tool for updating source checksums.,command-line-tools,{},,,6.0,0,False,,,,,,,,,,,
234,nix-remarkable,pl-semiotics/nix-remarkable,Nix expressions for tools for the reMarkable tablet.,command-line-tools,{},,,,0,False,,,,,,,,,,,
235,nix-system-graphics,soupglasses/nix-system-graphics,Run graphics accelerated programs built with Nix on any Linux distribution.,command-line-tools,{},,,4.0,0,False,,,,,,,,,,,
236,nix-tree,utdemir/nix-tree,Interactively browse the dependency graph of Nix derivations.,command-line-tools,{},,,14.0,0,False,,,,,,,,,,,
237,nix-visualize,craigmbooth/nix-visualize,Uses the Nix package manager to visualize the dependencies of a given package.,command-line-tools,{},,,7.0,0,False,,,,,,,,,,,
238,nix-weather,cafkafk/nix-weather,Check Cache Availablility of NixOS Configurations.,command-line-tools,{},,,4.0,0,False,,,,,,,,,,,
239,nix-wtf-depends,Lassulus/nix-wtf-depends,nix why-depends for dummies or lazy people.,command-line-tools,{},,,,0,False,,,,,,,,,,,
240,nix-your-shell,MercuryTechnologies/nix-your-shell,A nix and nix-shell wrapper for shells other than bash.,command-line-tools,{},1.0,1.0,17.0,0,False,,,,,,,,,,,
241,nixos-cli,nix-community/nixos-cli,A unified NixOS tooling replacement for nixos-* utilities.,command-line-tools,{},,,14.0,0,False,,,,,,,,,,,
242,nixpkgs-hammering,jtojnar/nixpkgs-hammering,An opinionated linter for Nixpkgs package expressions.,command-line-tools,{},,,14.0,0,False,,,,,,,,,,,
243,nixpkgs-lint,nix-community/nixpkgs-lint,A fast semantic linter for Nix using tree-sitter.,command-line-tools,{},,,6.0,0,False,,,,,,,,,,,
244,nixpkgs-track,uncenter/nixpkgs-track,Track where Nixpkgs pull requests have reached.,command-line-tools,{},1.0,1.0,5.0,0,False,,,,,,,,,,,
245,nixpkgs-tracker,ocfox/nixpkgs-tracker,"Nixpkgs pr tracker, use Github API.",command-line-tools,{},,,8.0,0,False,,,,,,,,,,,
246,nixpkgs-using,uncenter/nixpkgs-using,Find packages that you use that are currently being updated in Nixpkgs.,command-line-tools,{},,,3.0,0,False,,,,,,,,,,,
247,nixpkgs-vet,NixOS/nixpkgs-vet,"Tool to vet (check) Nixpkgs, including its pkgs/by-name directory.",command-line-tools,{},,,18.0,0,False,,,,,,,,,,,
248,nixtract,tweag/nixtract,A CLI tool to extract the graph of derivations from a Nix flake.,command-line-tools,{},,,9.0,0,False,,,,,,,,,,,
249,nm2nix,Janik-Haag/nm2nix,Converts .nmconnection files into nix code.,command-line-tools,{},,,8.0,0,False,,,,,,,,,,,
250,pinix,remi-dupre/pinix,Progress In Nix - Pacman inspired frontend for Nix.,command-line-tools,{},,,4.0,0,False,,,,,,,,,,,
251,pog,jpetrucciani/pog,"A new, powerful way to do bash scripts.",command-line-tools,{},,,5.0,0,False,,,,,,,,,,,
252,r13y.com,grahamc/r13y.com,NixOS Reproducibility Checker.,command-line-tools,{},,,8.0,0,False,,,,,,,,,,,
253,statix,oppiliappan/statix,A linter/fixer to check for and fix antipatterns in Nix code.,command-line-tools,{},,,20.0,0,False,,,,,,,,,,,
254,styx (dnr),dnr/styx,Alternate nix substitution.,command-line-tools,{},,,,0,False,,,,,,,,,,,
255,tarnix,puckipedia/tarnix,Who needs NAR files anyways?.,command-line-tools,{},,,,0,False,,,,,,,,,,,
256,agent-skills-nix,Kyure-A/agent-skills-nix,"Declarative management of Agent Skills on Nix with flake-pinned sources, discovery, selection, bundling, and Home..",ai-tooling,{},,,10.0,0,False,,,,,,,,,,,
257,MCP-NixOS,utensils/mcp-nixos,"An MCP server that provides AI assistants with accurate information about NixOS packages, options, Home Manager, and..",ai-tooling,{},,,13.0,0,False,,,,,,,,,,,
258,mcp-servers-nix,natsukium/mcp-servers-nix,A Nix-based configuration framework for Model Control Protocol (MCP) servers with ready-to-use packages.,ai-tooling,{},,,13.0,0,False,,,,,,,,,,,
259,ollama-flake,abysssol/ollama-flake,A nix flake for Ollama.,ai-tooling,{},,,3.0,0,False,,,,,,,,,,,
260,rigup.nix,YPares/rigup.nix,"AI agents and Nix: parametrable skills/instructions and tools, packaged together in a reproducible and modular fashion.",ai-tooling,{},,,5.0,0,False,,,,,,,,,,,
261,any-nix-shell,haslersn/any-nix-shell,fish and zsh support for the nix run and nix-shell environments of the Nix package manager.,development,{},,,10.0,0,False,,,,,,,,,,,
262,atom,ekala-project/atom,Efficient source archive format with deterministic properties.,development,{},,,3.0,0,False,,,,,,,,,,,
263,attr-cmd,fricklerhandwerk/attr-cmd,Build shell commands from Nix attribute sets.,development,{},,,,0,False,,,,,,,,,,,
264,buildproxy,polygon/nix-buildproxy,Providing reproducible HTTP/HTTPS responders to builds that just can not live without.,development,{},,,,0,False,,,,,,,,,,,
265,buildxyz,RaitoBezarius/buildxyz,Build your Nix package automatically.,development,{},,,4.0,0,False,,,,,,,,,,,
266,chisel-nix,chipsalliance/chisel-nix,Nix template for the chisel-based industrial designing flows.,development,{},,,6.0,0,False,,,,,,,,,,,
267,compose2nix,aksiksi/compose2nix,Generate a NixOS config from a Docker Compose project.,development,{},,,8.0,0,False,,,,,,,,,,,
268,flake-edit,a-kenji/flake-edit,Edit your flake inputs with ease.,development,{},,,4.0,0,False,,,,,,,,,,,
269,flakelight,nix-community/flakelight,A modular flake framework aiming to minimize boilerplate.,development,{},,,8.0,0,False,,,,,,,,,,,
270,gitignore.nix,hercules-ci/gitignore.nix,The most feature-complete and easy-to-use `.gitignore` integration.,development,{},,,13.0,0,False,,,,,,,,,,,
271,haumea,nix-community/haumea,"Filesystem-based module system for the Nix language similar to traditional programming languages, with support for..",development,{},,,4.0,0,False,,,,,,,,,,,
272,kakapo,adisbladis/kakapo,A Nix web bundler because why not.,development,{},,,,0,False,,,,,,,,,,,
273,laurn,baloo/laurn,Dev environment isolation.,development,{},,,,0,False,,,,,,,,,,,
274,make-shell,nicknovitski/make-shell,"`mkShell` meets modules, a modular almost-drop-in replacement for `pkgs.mkShell` function.",development,{},,,3.0,0,False,,,,,,,,,,,
275,namaka,nix-community/namaka,Snapshot testing for Nix based on haumea.,development,{},1.0,1.0,4.0,0,False,,,,,,,,,,,
276,Nix Durability Tests,squalus/nix-durability-tests,Tests to reproduce Nix durablity problems.,development,{},,,,0,False,,,,,,,,,,,
277,nix-filter,numtide/nix-filter,A small self-contained source filtering lib.,development,{},,,12.0,0,False,,,,,,,,,,,
278,nix-health,juspay/nix-health,A program to check the health of your Nix install.,development,{},,,4.0,0,False,,,,,,,,,,,
279,nix-plugins,shlevy/nix-plugins,Collection of miscellaneous plugins for the nix expression language.,development,{},,,8.0,0,False,,,,,,,,,,,
280,nix-serve-ng,aristanetworks/nix-serve-ng,A drop-in replacement for nix-serve that is faster and more reliable.,development,{},,,15.0,0,False,,,,,,,,,,,
281,nix-systems,nix-systems/nix-systems,Externally extensible flake systems.,development,{},,,5.0,0,False,,,,,,,,,,,
282,nixcrpkgs,pololu/nixcrpkgs,Tools for cross-compiling standalone applications using Nix.,development,{},,,7.0,0,False,,,,,,,,,,,
283,nixdoc,nix-community/nixdoc,Tool to generate documentation for Nix library functions.,development,{},,,14.0,0,False,,,,,,,,,,,
284,nixseparatedebuginfod,symphorien/nixseparatedebuginfod,Downloads and provides debug symbols and source code for nix derivations to debuggers as needed.,development,{},,,7.0,0,False,,,,,,,,,,,
285,nixt,nix-community/nixt,Simple unit-testing for Nix.,development,{},,,5.0,0,False,,,,,,,,,,,
286,nvfetcher,berberman/nvfetcher,Generate nix sources expr for the latest version of packages.,development,{},,,18.0,0,False,,,,,,,,,,,
287,omnix,juspay/omnix,A Nix companion to improve developer experience.,development,{},,,16.0,0,False,,,,,,,,,,,
288,peerix,cid-chan/peerix,Peer2Peer Nix-Binary-Cache.,development,{},,,5.0,0,False,,,,,,,,,,,
289,pkgs-modules,DavHau/pkgs-modules,The Ideal interface for configuring packages.,development,{},,,,0,False,,,,,,,,,,,
290,rand-nix,figsoda/rand-nix,Eval-time random number generator for Nix without IFD.,development,{},,,,0,False,,,,,,,,,,,
291,remote-execution-nix,tweag/remote-execution-nix,Nix to bazel-re proxy.,development,{},,,,0,False,,,,,,,,,,,
292,Snowfall Lib,snowfallorg/lib,A library that makes it easy to manage your Nix flake by imposing an opinionated file structure.,development,{},,,13.0,0,False,,,,,,,,,,,
293,ssh-participation,tweag/ssh-participation,"An ssh server that creates new users on-the-fly, great for letting users participate in a demo.",development,{},,,,0,False,,,,,,,,,,,
294,styx,styx-static/styx,Static site generator in Nix expression language.,development,{},,,13.0,0,False,,,,,,,,,,,
295,templates,nix-community/templates,Project templates for many languages using Nix flakes.,development,{},,,11.0,0,False,,,,,,,,,,,
296,Typix,loqusion/typix,Deterministic Typst compilation with Nix.,development,{},,,7.0,0,False,,,,,,,,,,,
297,zellij-nix,a-kenji/zellij-nix,Zellij Nix Environment.,development,{},,,5.0,0,False,,,,,,,,,,,
298,zephyr-nix,adisbladis/zephyr-nix,Develop Zephyr projects using Nix.,development,{},,,11.0,0,False,,,,,,,,,,,
299,zmk-nix,lilyinstarlight/zmk-nix,Build system and configuration files for generating and building ZMK firmware with Nix.,development,{},,,11.0,0,False,,,,,,,,,,,
300,android-nixpkgs,tadfisher/android-nixpkgs,Nix-packaged Android SDK.,programming-languages,{},,,18.0,0,False,,,,,,,,,,,
301,clj-nix,jlesquembre/clj-nix,Nix helper functions for Clojure projects.,programming-languages,{},,,17.0,0,False,,,,,,,,,,,
302,composer2nix,svanderburg/composer2nix,Generate Nix expressions to build composer packages.,programming-languages,{},,,7.0,0,False,,,,,,,,,,,
303,CppNix,roberth/CppNix,a Nix-based C preprocessor.,programming-languages,{},,,,0,False,,,,,,,,,,,
304,crystal2nix,nix-community/crystal2nix,Convert `shard.lock` into Nix expressions.,programming-languages,{},,,4.0,0,False,,,,,,,,,,,
305,easy-hls-nix,jkachmar/easy-hls-nix,Easy Haskell Language Server tooling with Nix.,programming-languages,{},,,7.0,0,False,,,,,,,,,,,
306,elm2nix,cachix/elm2nix,Convert `elm.json` into Nix expressions.,programming-languages,{},,,14.0,0,False,,,,,,,,,,,
307,gradle2nix,tadfisher/gradle2nix,Generate Nix expressions which build Gradle-based projects.,programming-languages,{},,,5.0,0,False,,,,,,,,,,,
308,haskell-flake,srid/haskell-flake,A `flake-parts` Nix module for Haskell development.,programming-languages,{},,,18.0,0,False,,,,,,,,,,,
309,lean4-nix,lenianiva/lean4-nix,"Nix flake build for Lean 4, and `lake2nix`.",programming-languages,{},,,7.0,0,False,,,,,,,,,,,
310,Napalm,nix-community/napalm,Support for building npm packages in Nix with a lightweight npm registry.,programming-languages,{},,,18.0,0,False,,,,,,,,,,,
311,nix-cargo-integration,yusdacra/nix-cargo-integration,Library to easily and effortlessly integrate Cargo projects with Nix.,programming-languages,{},,,16.0,0,False,,,,,,,,,,,
312,nix-dart,tadfisher/nix-dart,Nix builder for Dart packages.,programming-languages,{},,,,0,False,,,,,,,,,,,
313,nix-gleam,arnarg/nix-gleam,Generic Nix builder for Gleam applications.,programming-languages,{},,,8.0,0,False,,,,,,,,,,,
314,nix-haskell-mode,matthewbauer/nix-haskell-mode,Automatic Haskell setup in Emacs.,programming-languages,{},,,,0,False,,,,,,,,,,,
315,nix-phps,fossar/nix-phps,Flake containing old and unmaintained PHP versions (intended for CI use).,programming-languages,{},,,18.0,0,False,,,,,,,,,,,
316,nix-shell,loophp/nix-shell,Nix shells for PHP development.,programming-languages,{},,,9.0,0,False,,,,,,,,,,,
317,nixkell,pwm/nixkell,A Haskell project template using Nix and direnv.,programming-languages,{},,,3.0,0,False,,,,,,,,,,,
318,nixlisp,utdemir/nixlisp,A Lisp implementation in Nix.,programming-languages,{},,,,0,False,,,,,,,,,,,
319,nixpkgs-python,cachix/nixpkgs-python,"All Python versions, kept up-to-date on hourly basis using Nix.",programming-languages,{},,,18.0,0,False,,,,,,,,,,,
320,nocargo,oxalica/nocargo,Build Rust crates with Nix Build System.,programming-languages,{},2.0,2.0,4.0,0,False,,,,,,,,,,,
321,npmlock2nix,nix-community/npmlock2nix,"Generate Nix expressions from a `package-lock.json` (in-memory), primarily for web projects.",programming-languages,{},,,16.0,0,False,,,,,,,,,,,
322,opam2nix,timbertson/opam2nix,Generate Nix expressions from opam packages.,programming-languages,{},,,11.0,0,False,,,,,,,,,,,
323,purs-nix,purs-nix/purs-nix,CLI and library combo designed for managing PureScript projects using Nix.,programming-languages,{},,,7.0,0,False,,,,,,,,,,,
324,pyproject.nix,pyproject-nix/pyproject.nix,A collection of Nix utilities to work with Python projects.,programming-languages,{},,,18.0,0,False,,,,,,,,,,,
325,python-nix,tweag/python-nix,Python-Nix FFI library using the new C API.,programming-languages,{},,,3.0,0,False,,,,,,,,,,,
326,ruby-nix,inscapist/ruby-nix,Generates reproducible ruby/bundler app environment with Nix.,programming-languages,{},,,6.0,0,False,,,,,,,,,,,
327,sbt-derivation,zaninime/sbt-derivation,"mkDerivation for sbt, similar to buildGoModule.",programming-languages,{},,,5.0,0,False,,,,,,,,,,,
328,static-haskell-nix,nh2/static-haskell-nix,Easily build most Haskell programs into fully static Linux executables.,programming-languages,{},,,12.0,0,False,,,,,,,,,,,
329,tex2nix,rgri/tex2nix,Generate texlive nix expressions for documents.,programming-languages,{},,,9.0,0,False,,,,,,,,,,,
330,zon2nix,nix-community/zon2nix,Convert the dependencies in `build.zig.zon` to a Nix expression.,programming-languages,{},,,8.0,0,False,,,,,,,,,,,
331,dns.nix,nix-community/dns.nix,A Nix DSL for DNS zone files.,nixos-modules,{},,,15.0,0,False,,,,,,,,,,,
332,hjem,feel-co/hjem,"Streamlined, elegant $HOME management with Nix.",nixos-modules,{},,,19.0,0,False,,,,,,,,,,,
333,hyprland-protocols,hyprwm/hyprland-protocols,Wayland protocol extensions for Hyprland.,nixos-modules,{},,,8.0,0,False,,,,,,,,,,,
334,mineflake,nix-community/mineflake,Declarative Minecraft server in NixOS.,nixos-modules,{},1.0,1.0,5.0,0,False,,,,,,,,,,,
335,native-access-nix,yusefnapora/native-access-nix,A nixy way to install Native Instruments plugins using wine.,nixos-modules,{},,,,0,False,,,,,,,,,,,
336,nether,krebs/nether,zerotier network configuration as a NixOS flake.,nixos-modules,{},,,11.0,0,False,,,,,,,,,,,
337,nix-mineral,cynicsketch/nix-mineral,Conveniently and reasonably harden NixOS.,nixos-modules,{},,,16.0,0,False,,,,,,,,,,,
338,nixiosk,matthewbauer/nixiosk,Declarative Kiosk systems built with NixOS.,nixos-modules,{},,,6.0,0,False,,,,,,,,,,,
339,nixos-cosmic,lilyinstarlight/nixos-cosmic,Flake for using COSMIC on NixOS.,nixos-modules,{},,,20.0,0,False,,,,,,,,,,,
340,NixOS-DNS,Janik-Haag/NixOS-DNS,Manage your DNS zones with NixOS.,nixos-modules,{},,,5.0,0,False,,,,,,,,,,,
341,nixos-facter,nix-community/nixos-facter,Declarative hardware configuration for NixOS.,nixos-modules,{},,,15.0,0,False,,,,,,,,,,,
342,nixos-facter-modules,nix-community/nixos-facter-modules,A series of NixOS modules to be used in conjunction with nixos-facter.,nixos-modules,{},,,17.0,0,False,,,,,,,,,,,
343,nixos-unified,srid/nixos-unified,"Unify NixOS + nix-darwin + home-manager configuration in a single flake, while providing a consistent interface at DX..",nixos-modules,{},,,10.0,0,False,,,,,,,,,,,
344,notnft,chayleaf/notnft,Nix DSL for nftables.,nixos-modules,{},,,,0,False,,,,,,,,,,,
345,Preservation,nix-community/preservation,Declarative management of non-volatile system state for NixOS.,nixos-modules,{},,,3.0,0,False,,,,,,,,,,,
346,Self Host Blocks,ibizaman/selfhostblocks,Modular server management based on NixOS modules and focused on best practices.,nixos-modules,{},,,19.0,0,False,,,,,,,,,,,
347,userborn,nikstur/userborn,Declaratively bear (manage) Linux users and groups.,nixos-modules,{},,,10.0,0,False,,,,,,,,,,,
348,base16.nix,SenchoPens/base16.nix,"Flake way to theme programs in base16 colorschemes, mustache template support included.",theming,{},,,8.0,0,False,,,,,,,,,,,
349,high-quality-nix-content,gytis-ivaskevicius/high-quality-nix-content,GitHub repository containing highest quality Nix/NixOS content.,theming,{},,,19.0,0,False,,,,,,,,,,,
350,nix-colors,Misterio77/nix-colors,Modules and schemes to make theming with Nix awesome.,theming,{},,,12.0,0,False,,,,,,,,,,,
351,nix-wallpaper,lunik1/nix-wallpaper,A configurable wallpaper for nix systems.,theming,{},,,4.0,0,False,,,,,,,,,,,
352,awesome-nix-hpc,freuk/awesome-nix-hpc,High Performance Computing package sets.,overlays,{},,,4.0,0,False,,,,,,,,,,,
353,dreampkgs,nix-community/dreampkgs,A collection of software packages managed with dream2nix.,overlays,{},,,7.0,0,False,,,,,,,,,,,
354,geospatial-nix,imincik/geospatial-nix,Geospatial packages repository and environment.,overlays,{},,,3.0,0,False,,,,,,,,,,,
355,hamnix,MatthewCroughan/hamnix,A collection of Amateur Radio software packaged for Nix.,overlays,{},,,,0,False,,,,,,,,,,,
356,nixcasks,jcszymansk/nixcasks,"Homebrew casks, nixified.",overlays,{},,,5.0,0,False,,,,,,,,,,,
357,nixpkgs-cuda-ci,SomeoneSerge/nixpkgs-cuda-ci,Building and caching nixpkgs with cudaSupport=true.,overlays,{},,,9.0,0,False,,,,,,,,,,,
358,nixpkgs-firefox-darwin,bandithedoge/nixpkgs-firefox-darwin,Automatically updated Firefox binary packages for macOS.,overlays,{},,,11.0,0,False,,,,,,,,,,,
359,nixpkgs-xr,nix-community/nixpkgs-xr,Automated packages for XR/AR/VR tools and apps for NixOS.,overlays,{},,,11.0,0,False,,,,,,,,,,,
360,redoxpkgs,nix-community/redoxpkgs,Cross-compile to Redox using Nix.,overlays,{},,,3.0,0,False,,,,,,,,,,,
361,talon-nix,nix-community/talon-nix,Auto packaging for Talon Voice.,overlays,{},,,6.0,0,False,,,,,,,,,,,
362,bombon,nikstur/bombon,Nix CycloneDX Software Bills of Materials (SBOMs).,security,{},,,15.0,0,False,,,,,,,,,,,
363,genealogos,tweag/genealogos,A Nix sbom generator.,security,{},,,9.0,0,False,,,,,,,,,,,
364,kanidm-provision,oddlama/kanidm-provision,A small utility to help with kanidm provisioning.,security,{},,,6.0,0,False,,,,,,,,,,,
365,nix-security-box,fabaff/nix-security-box,Tool set for Information security professionals and all others.,security,{},,,,0,False,,,,,,,,,,,
366,opnix,mrjones2014/opnix,Native secret management for NixOS using 1Password.,security,{},,,5.0,0,False,,,,,,,,,,,
367,ragenix,yaxitech/ragenix,age-encrypted secrets for NixOS; drop-in replacement for agenix.,security,{},,,14.0,0,False,,,,,,,,,,,
368,regula-nix,JeremiahSecrist/regula-nix,This project aims to help implement and enforce various security standards in NixOS.,security,{},,,3.0,0,False,,,,,,,,,,,
369,sbomnix,tiiuae/sbomnix,A suite of utilities to help with software supply chain challenges on nix targets.,security,{},,,18.0,0,False,,,,,,,,,,,
