,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,contributor_count,projectrank,show,projectrank_placing,new_addition,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,github_release_downloads,monthly_downloads,labels,trending,updated_github_id
0,nixpkgs,NixOS/nixpkgs,Nix Packages collection & NixOS.,discovery,https://github.com/NixOS/nixpkgs,https://github.com/NixOS/nixpkgs,MIT,2012-06-04 02:49:46,2025-06-04 19:17:38,2025-06-04 19:03:38,810918,45241.0,15623.0,274,365442.0,10258.0,37107.0,20683,13142.0,37,True,1,True,,,,,,,,,,
1,devenv,cachix/devenv,A Nix-based tool for creating developer shell environments quickly and reproducibly.,development,https://github.com/cachix/devenv,https://github.com/cachix/devenv,Apache-2.0,2022-10-22 20:10:10,2025-06-04 16:30:52,2025-06-04 16:29:48,3770,383.0,384.0,27,952.0,362.0,592.0,5209,216.0,30,True,1,,2025-05-08 12:29:24,1.6.1,30.0,288.0,288.0,,,,,
2,Devbox,jetify-com/devbox,"Instant, portable, and predictable development environments.",development,https://github.com/jetify-com/devbox,https://github.com/jetify-com/devbox,Apache-2.0,2022-08-18 20:27:16,2025-06-03 17:37:32,2025-06-03 17:37:30,1663,26.0,246.0,44,1874.0,354.0,394.0,9891,86.0,28,True,1,,2025-04-17 20:04:32,0.14.2,100.0,,,1100009.0,50000.0,,,
3,nickel,tweag/nickel,Better configuration for less.,programming-languages,https://github.com/tweag/nickel,https://github.com/tweag/nickel,MIT,2019-01-08 21:43:11,2025-06-04 15:54:16,2025-06-04 14:38:05,4318,54.0,100.0,37,1534.0,122.0,524.0,2609,88.0,28,True,1,True,2025-04-11 12:59:14,1.11.0,22.0,20.0,20.0,125719.0,3223.0,,,
4,Home Manager,nix-community/home-manager,Manage your user configuration just like NixOS.,nixos-modules,https://github.com/nix-community/home-manager,https://github.com/nix-community/home-manager,MIT,2017-01-14 12:11:06,2025-06-04 18:36:30,2025-06-04 18:35:39,4841,594.0,2017.0,51,4540.0,719.0,1941.0,8151,1297.0,27,True,1,,,,,,,,,,,
5,install-nix-action,cachix/install-nix-action,Installs Nix on GitHub Actions for the supported platforms: Linux and macOS.,github-actions,https://github.com/cachix/install-nix-action,https://github.com/cachix/install-nix-action,Apache-2.0,2019-10-02 09:31:59,2025-05-27 10:56:07,2025-05-27 10:18:05,330,23.0,81.0,11,131.0,16.0,93.0,575,32.0,25,True,1,True,2025-05-27 10:39:45,31.4.0,37.0,32932.0,32932.0,,,,,
6,nix-installer,DeterminateSystems/nix-installer,Opinionated alternative to the official Nix install scripts.,installation-media,https://github.com/DeterminateSystems/nix-installer,https://github.com/DeterminateSystems/nix-installer,LGPL-2.1,2022-09-02 19:10:48,2025-06-03 01:30:25,2025-06-03 01:30:17,739,26.0,74.0,15,776.0,315.0,474.0,2882,31.0,24,True,1,,2025-06-03 01:30:25,3.6.2,76.0,3.0,3.0,890588.0,30709.0,,,
7,haskell.nix,input-output-hk/haskell.nix,Alternative Haskell Infrastructure for Nixpkgs.,programming-languages,https://github.com/input-output-hk/haskell.nix,https://github.com/input-output-hk/haskell.nix,Apache-2.0,2018-04-20 16:00:09,2025-06-04 12:49:39,2025-06-04 00:52:09,3821,127.0,237.0,19,1434.0,167.0,778.0,589,157.0,24,True,1,,2025-04-18 13:11:11,nix-tools-0.3.2,12.0,,,12664.0,844.0,['haskell'],,
8,NixOS-WSL,nix-community/NixOS-WSL,Modules for running NixOS on the Windows Subsystem for Linux.,nixos-modules,https://github.com/nix-community/NixOS-WSL,https://github.com/nix-community/NixOS-WSL,Apache-2.0,2019-12-07 22:29:47,2025-05-18 03:25:17,2025-05-05 13:59:12,586,14.0,142.0,29,376.0,36.0,189.0,2284,40.0,23,True,1,,2025-02-14 23:50:00,2411.6.0,9.0,,,52523.0,1010.0,,,
9,NUR,nix-community/NUR,Nix User Repositories.,overlays,https://github.com/nix-community/NUR,https://github.com/nix-community/NUR,MIT,2018-02-28 18:49:50,2025-06-04 19:32:46,2025-06-04 19:29:17,31935,1936.0,383.0,18,780.0,26.0,92.0,1504,484.0,23,True,1,,,,,,,,,,,
10,alejandra,kamadorueda/alejandra,An opinionated Nix code formatter optimized for speed and consistency.,command-line-tools,https://github.com/kamadorueda/alejandra,https://github.com/kamadorueda/alejandra,Unlicense,2022-01-26 22:52:25,2025-06-03 09:16:33,2025-04-11 19:38:48,563,10.0,45.0,7,310.0,56.0,97.0,1114,24.0,23,True,1,,2025-04-10 22:34:11,4.0.0,19.0,10.0,10.0,24466.0,611.0,,,
11,update-flake-lock,DeterminateSystems/update-flake-lock,This is a GitHub Action that updates the flake.lock file for your Nix flake whenever it is run.,github-actions,https://github.com/DeterminateSystems/update-flake-lock,https://github.com/DeterminateSystems/update-flake-lock,MIT,2021-10-18 18:39:57,2025-06-02 18:55:18,2025-06-02 18:55:17,238,79.0,35.0,5,140.0,20.0,28.0,308,26.0,23,True,2,,2025-05-16 13:37:42,25,25.0,2861.0,2861.0,,,,,
12,nix-darwin,nix-darwin/nix-darwin,Manage macOS configuration just like on NixOS.,nixos-modules,https://github.com/nix-darwin/nix-darwin,https://github.com/nix-darwin/nix-darwin,MIT,2016-10-16 14:26:46,2025-06-04 05:12:04,2025-06-04 04:52:25,2195,94.0,515.0,34,793.0,255.0,453.0,4057,247.0,22,True,1,,,,,,,,,,,
13,nix.dev,NixOS/nix.dev,Official documentation for getting things done with Nix.,learning,https://github.com/NixOS/nix.dev,https://github.com/NixOS/nix.dev,CC-BY-SA-4.0,2016-05-04 10:32:21,2025-06-02 00:15:55,2025-06-02 00:15:55,1893,45.0,284.0,38,836.0,120.0,186.0,3101,181.0,22,True,1,True,,,,,,,,,,
14,NixVim,nix-community/nixvim,A NeoVim distribution built with Nix modules and Nixpkgs.,nixos-modules,https://github.com/nix-community/nixvim,https://github.com/nix-community/nixvim,MIT,2020-12-30 01:08:04,2025-06-04 09:14:40,2025-06-04 09:07:48,3409,452.0,327.0,13,2457.0,122.0,653.0,2218,230.0,22,True,1,,,,,,,,,,,
15,poetry2nix,nix-community/poetry2nix,Build Python packages directly from Poetrys `poetry.lock` files.,programming-languages,https://github.com/nix-community/poetry2nix,https://github.com/nix-community/poetry2nix,MIT,2019-06-17 15:26:38,2025-04-03 14:27:04,2025-04-03 14:27:04,3486,12.0,448.0,9,1407.0,170.0,322.0,923,333.0,22,True,1,,2025-03-19 15:29:55,2025.3.1955794,100.0,,,,,['python'],,
16,nix-installer-action,DeterminateSystems/nix-installer-action,"The fast, friendly, and reliable GitHub Action to install Nix with Flakes.",github-actions,https://github.com/DeterminateSystems/nix-installer-action,https://github.com/DeterminateSystems/nix-installer-action,LGPL-2.1,2023-01-13 18:03:12,2025-06-02 20:01:58,2025-06-02 18:59:04,327,60.0,22.0,4,146.0,13.0,25.0,203,14.0,22,True,3,,2025-04-24 11:12:44,17,17.0,6536.0,6536.0,,,,,
17,flox,flox/flox,"Manage and share development environments, package projects, and publish artifacts anywhere.",development,https://github.com/flox/flox,https://github.com/flox/flox,GPL-2.0,2022-12-22 15:52:43,2025-06-04 17:30:46,2025-06-04 16:25:45,3096,505.0,87.0,19,1854.0,303.0,1026.0,3230,46.0,21,True,1,,2025-05-28 19:26:36,1.4.3,41.0,,,20.0,0.0,,,
18,nixos-anywhere,nix-community/nixos-anywhere,Install NixOS everywhere via SSH.,installation-media,https://github.com/nix-community/nixos-anywhere,https://github.com/nix-community/nixos-anywhere,MIT,2022-11-09 12:36:38,2025-06-02 23:28:43,2025-06-02 23:27:15,782,96.0,153.0,17,356.0,59.0,130.0,2211,74.0,21,True,1,,2025-05-20 06:34:54,1.10.0,13.0,,,,,,,
19,nixos-apple-silicon,nix-community/nixos-apple-silicon,Resources to install NixOS bare metal on Apple Silicon Macs.,installation-media,https://github.com/nix-community/nixos-apple-silicon,https://github.com/nix-community/nixos-apple-silicon,MIT,2021-12-14 00:25:40,2025-05-31 02:57:45,2025-05-31 02:44:03,582,44.0,113.0,36,116.0,39.0,151.0,1096,34.0,21,True,1,True,2025-05-31 04:25:56,release-2025-05-30,83.0,,,3065.0,78.0,,,
20,treefmt,numtide/treefmt,"One CLI to format the code tree, using formatters such as alejandra, prettier, etc.",command-line-tools,https://github.com/numtide/treefmt,https://github.com/numtide/treefmt,MIT,2020-12-18 10:30:54,2025-06-03 06:26:52,2025-06-03 06:26:52,700,90.0,44.0,13,390.0,46.0,147.0,752,20.0,21,True,1,,2025-05-21 12:33:45,2.3.1,28.0,8.0,8.0,14223.0,290.0,,,
21,nix-bitcoin,fort-nix/nix-bitcoin,Modules and packages for Bitcoin nodes with higher-layer protocols with an emphasis on security.,nixos-modules,https://github.com/fort-nix/nix-bitcoin,https://github.com/fort-nix/nix-bitcoin,MIT,2018-12-06 16:06:42,2025-05-25 15:33:20,2025-05-25 15:30:31,2118,25.0,110.0,20,575.0,34.0,170.0,557,31.0,21,True,2,,2025-05-25 15:33:15,0.0.124,100.0,,,7840.0,145.0,,-1.0,
22,magic-nix-cache-action,DeterminateSystems/magic-nix-cache-action,"Save 30-50%+ of CI time without any effort or cost. Use Magic Nix Cache, a totally free and zero-configuration binary..",github-actions,https://github.com/DeterminateSystems/magic-nix-cache-action,https://github.com/DeterminateSystems/magic-nix-cache-action,MIT,2023-06-23 16:48:28,2025-06-02 20:09:35,2025-06-02 18:55:56,284,21.0,22.0,7,101.0,19.0,11.0,436,12.0,21,True,3,,2025-01-21 17:57:00,9,9.0,4648.0,4648.0,,,,,
23,nix-index-database,nix-community/nix-index-database,Weekly updated nix-index database.,command-line-tools,https://github.com/nix-community/nix-index-database,https://github.com/nix-community/nix-index-database,MIT,2020-12-09 08:37:01,2025-06-01 04:10:04,2025-06-01 04:10:03,482,36.0,35.0,4,115.0,1.0,34.0,388,32.0,21,True,1,True,2025-06-01 03:53:04,2025-06-01-035302,100.0,,,500908.0,21778.0,,,
24,nix-direnv,nix-community/nix-direnv,A fast loader and flake-compliant configuration for the direnv environment auto-loader.,development,https://github.com/nix-community/nix-direnv,https://github.com/nix-community/nix-direnv,MIT,2019-09-27 07:43:47,2025-06-02 00:35:06,2025-05-28 22:27:54,959,35.0,116.0,15,378.0,5.0,203.0,2198,74.0,20,True,1,,2025-05-09 15:21:02,3.0.7,37.0,,,,,,,
25,Stylix,danth/stylix,System-wide colorscheming and typography for NixOS.,nixos-modules,https://github.com/nix-community/stylix,https://github.com/nix-community/stylix,MIT,2020-12-21 15:50:00,2025-06-04 17:31:45,2025-06-04 16:10:45,969,337.0,223.0,12,877.0,164.0,339.0,1675,139.0,20,True,2,,,,,,,,,,,nix-community/stylix
26,nixfmt,NixOS/nixfmt,"A formatter for Nix code, intended to easily apply a uniform style.",command-line-tools,https://github.com/NixOS/nixfmt,https://github.com/NixOS/nixfmt,MPL-2.0,2018-08-02 12:33:51,2025-06-03 07:25:09,2025-06-03 07:25:05,570,23.0,57.0,32,148.0,29.0,133.0,1159,30.0,20,True,1,,2023-10-31 21:53:05,0.6.0,6.0,,,4593.0,64.0,,,
27,Athena,Athena-OS/athena,Arch/Nix-based distro focused on Cybersecurity.,distributions,https://github.com/Athena-OS/athena,https://github.com/Athena-OS/athena,MIT,2022-06-14 21:39:15,2025-06-01 09:08:18,2025-06-01 09:07:55,487,64.0,87.0,31,18.0,11.0,129.0,1128,5.0,20,True,1,,2024-01-30 23:39:23,23.11,13.0,,,7075.0,196.0,,,
28,nvf,notashelf/nvf,"Highly modular, configurable, extensible and easy to use Neovim configuration in Nix.",nixos-modules,https://github.com/NotAShelf/nvf,https://github.com/NotAShelf/nvf,MIT,2023-02-01 17:13:58,2025-06-04 10:43:00,2025-06-04 10:40:05,2286,395.0,118.0,7,603.0,46.0,224.0,882,80.0,20,True,2,,2024-12-04 14:22:01,0.7,6.0,,,,,,-1.0,
29,crate2nix,nix-community/crate2nix,rebuild only changed crates in CI with crate2nix and nix.,programming-languages,https://github.com/nix-community/crate2nix,https://github.com/nix-community/crate2nix,Apache-2.0,2019-03-24 22:00:59,2025-06-04 13:11:00,2025-02-13 19:12:43,1357,,94.0,12,189.0,93.0,114.0,420,51.0,20,True,1,True,2024-06-30 15:14:42,0.14.1,18.0,51.0,51.0,,,,,
30,nixos-images,nix-community/nixos-images,Automatically build (netboot) images for NixOS.,installation-media,https://github.com/nix-community/nixos-images,https://github.com/nix-community/nixos-images,MIT,2021-06-10 04:52:45,2025-06-02 12:32:09,2025-06-02 12:30:56,630,48.0,52.0,6,335.0,6.0,23.0,295,23.0,20,True,2,True,2025-05-28 16:15:29,nixos-25.05,12.0,,,23858.0,568.0,,,
31,NixOS & Flakes Book,ryan4yin/nixos-and-flakes-book,An unofficial and opinionated NixOS & Flakes book for beginners.,learning,https://github.com/ryan4yin/nixos-and-flakes-book,https://github.com/ryan4yin/nixos-and-flakes-book,CC-BY-SA-4.0,2023-06-23 05:59:01,2025-05-29 03:58:41,2025-05-29 03:57:36,595,12.0,115.0,17,127.0,9.0,39.0,2529,72.0,19,True,1,,2024-12-10 13:48:14,0.4.5,33.0,,,1253.0,56.0,,-1.0,
32,nixd,nix-community/nixd,"Nix language server, based on Nix libraries.",development,https://github.com/nix-community/nixd,https://github.com/nix-community/nixd,LGPL-3.0,2023-05-10 08:41:17,2025-05-11 13:17:29,2025-05-11 09:27:47,1294,24.0,36.0,7,450.0,47.0,195.0,1085,40.0,19,True,1,,2025-05-09 18:54:40,2.6.4,27.0,,,,,,,
33,crane,ipetkov/crane,A Nix library for building Cargo projects with incremental artifact caching.,programming-languages,https://github.com/ipetkov/crane,https://github.com/ipetkov/crane,MIT,2022-01-16 04:23:52,2025-06-03 17:02:52,2025-06-03 17:02:05,738,33.0,104.0,5,448.0,20.0,254.0,1074,57.0,19,True,1,,2025-04-24 00:35:50,0.20.3,52.0,,,,,['rust'],,
34,nix-update,Mic92/nix-update,Update versions/source hashes of nix packages.,development,https://github.com/Mic92/nix-update,https://github.com/Mic92/nix-update,MIT,2020-03-05 11:31:09,2025-06-02 00:46:13,2025-06-02 00:46:12,665,84.0,69.0,10,279.0,33.0,76.0,610,53.0,19,True,1,,2025-04-04 13:59:20,1.11.0,43.0,,,,,,,
35,vulnix,nix-community/vulnix,Vulnerability (CVE) scanner for Nix/NixOS.,security,https://github.com/nix-community/vulnix,https://github.com/nix-community/vulnix,BSD-3-Clause,2016-06-27 08:08:54,2025-05-27 18:20:17,2025-05-13 05:44:02,348,10.0,39.0,14,51.0,18.0,53.0,568,26.0,19,True,1,True,2025-03-21 08:52:28,1.11.0,3.0,3.0,3.0,,,,,
36,emacs-overlay,nix-community/emacs-overlay,Bleeding edge Emacs overlay.,overlays,https://github.com/nix-community/emacs-overlay,https://github.com/nix-community/emacs-overlay,,2018-12-28 10:46:06,2025-06-04 18:15:05,2025-06-04 18:15:05,16377,753.0,170.0,9,203.0,8.0,276.0,557,82.0,19,True,1,,,,,,,,,,,
37,nixpkgs-review,Mic92/nixpkgs-review,The best tool to verify that a pull-request in Nixpkgs is building properly.,development,https://github.com/Mic92/nixpkgs-review,https://github.com/Mic92/nixpkgs-review,MIT,2018-03-17 13:30:00,2025-05-20 05:47:19,2025-05-20 05:47:18,805,46.0,72.0,11,303.0,68.0,125.0,493,60.0,19,True,1,,2025-05-20 05:40:25,3.3.0,37.0,,,,,,,
38,NixOps,NixOS/nixops,"The official Nix deployment tool, compatible with AWS, Hetzner, and more.",deployment-tools,https://github.com/NixOS/nixops,https://github.com/NixOS/nixops,LGPL-3.0,2011-10-24 15:49:58,2025-02-12 08:16:03,2025-02-12 08:16:03,3601,,351.0,58,608.0,311.0,545.0,1984,159.0,18,True,1,,,,,,,,,,,
39,Colmena,zhaofengli/colmena,"A simple, stateless NixOS deployment tool modeled after NixOps and morph.",deployment-tools,https://github.com/zhaofengli/colmena,https://github.com/zhaofengli/colmena,MIT,2020-12-16 04:21:43,2025-06-03 20:46:41,2025-06-03 15:10:29,598,25.0,81.0,14,89.0,110.0,90.0,1565,34.0,18,True,1,,2023-05-15 05:17:28,0.4.0,7.0,,,,,,,
40,lanzaboote,nix-community/lanzaboote,Secure Boot for NixOS.,nixos-modules,https://github.com/nix-community/lanzaboote,https://github.com/nix-community/lanzaboote,GPL-3.0,2022-11-21 11:10:07,2025-06-03 14:06:26,2025-06-03 14:03:17,826,23.0,62.0,15,315.0,46.0,98.0,1160,35.0,18,True,2,True,2025-01-23 13:56:40,0.4.2,6.0,,,,,,,
41,rust-overlay,oxalica/rust-overlay,Pure and reproducible nix overlay of binary distributed Rust toolchains.,programming-languages,https://github.com/oxalica/rust-overlay,https://github.com/oxalica/rust-overlay,MIT,2021-01-01 12:18:06,2025-06-04 02:38:04,2025-06-04 02:37:39,1806,94.0,69.0,10,69.0,12.0,142.0,1144,25.0,18,True,2,,,,,,,,,['rust'],,
42,mobile-nixos,mobile-nixos/mobile-nixos,NixOS for mobile devices like phones.,distributions,https://github.com/mobile-nixos/mobile-nixos,https://github.com/mobile-nixos/mobile-nixos,MIT,2018-06-10 01:00:58,2025-05-25 19:19:37,2025-05-25 19:19:37,3063,9.0,189.0,49,515.0,138.0,153.0,1027,48.0,18,True,1,,,,,,,,,,-1.0,
43,digga,divnix/digga,"A Nix flake utility library to structure your home, system, and development configurations.",development,https://github.com/divnix/digga,https://github.com/divnix/digga,MIT,2019-11-12 22:28:16,2024-05-17 10:20:04,2024-05-17 10:19:41,1358,,105.0,24,248.0,28.0,172.0,1010,52.0,18,False,2,,2022-04-02 22:16:50,0.11.0,4.0,,,,,,,
44,lorri,nix-community/lorri,A much better `nix-shell` for development that augments direnv.,development,https://github.com/nix-community/lorri,https://github.com/nix-community/lorri,Apache-2.0,2021-01-24 15:10:38,2025-04-19 22:07:58,2025-03-26 18:44:46,1144,32.0,25.0,9,86.0,20.0,50.0,789,59.0,18,True,2,,2024-08-16 16:11:14,1.7.1,7.0,,,,,,,
45,nixpkgs-wayland,nix-community/nixpkgs-wayland,Bleeding-edge Wayland packages.,overlays,https://github.com/nix-community/nixpkgs-wayland,https://github.com/nix-community/nixpkgs-wayland,,2018-10-24 01:30:44,2025-06-04 14:07:25,2025-06-04 13:34:34,10248,278.0,44.0,7,245.0,45.0,185.0,561,33.0,18,True,2,,,,,,,,,,,
46,chaotic-nyx,chaotic-cx/nyx,Daily bumped bleeding edge packages like `mesa_git` & others that arent yet in Nixpkgs. Created by the makers of..,overlays,https://github.com/chaotic-cx/nyx,https://github.com/chaotic-cx/nyx,MIT,2023-03-27 20:33:14,2025-06-04 15:48:54,2025-06-04 14:16:20,2039,325.0,50.0,4,986.0,12.0,75.0,482,40.0,18,True,2,,,,,,,,,,,
47,vscode-nix-ide,nix-community/vscode-nix-ide,Nix language support for Visual Studio Code.,development,https://github.com/nix-community/vscode-nix-ide,https://github.com/nix-community/vscode-nix-ide,MIT,2020-07-12 23:06:57,2025-06-01 11:35:22,2025-06-01 05:10:19,417,21.0,34.0,6,411.0,20.0,54.0,374,29.0,18,True,2,True,2025-05-19 17:03:16,0.4.18,32.0,,,317.0,6.0,,,
48,nix-eval-jobs,nix-community/nix-eval-jobs,Parallel nix evaluator with a streamable json output.,command-line-tools,https://github.com/nix-community/nix-eval-jobs,https://github.com/nix-community/nix-eval-jobs,GPL-3.0,2021-03-15 04:53:42,2025-05-31 09:17:30,2025-05-31 08:42:18,803,58.0,33.0,8,331.0,18.0,23.0,187,24.0,18,True,1,,2025-05-26 07:31:07,2.29.0,33.0,,,,,,,
49,awesome-nix,nix-community/awesome-nix,A curated list of the best resources in the Nix community.,learning,https://github.com/nix-community/awesome-nix,https://github.com/nix-community/awesome-nix,CC0-1.0,2019-05-15 14:59:41,2025-05-18 03:43:00,2025-05-18 03:43:00,320,7.0,170.0,74,241.0,6.0,28.0,4029,111.0,17,True,2,True,,,,8.0,8.0,,,,,
50,agenix,ryantm/agenix,age-encrypted secrets for NixOS and Home manager.,security,https://github.com/ryantm/agenix,https://github.com/ryantm/agenix,CC0-1.0,2020-09-01 04:38:08,2025-05-18 13:33:26,2025-05-18 13:33:26,330,10.0,129.0,16,158.0,81.0,85.0,1826,52.0,17,True,1,True,2023-12-20 16:42:54,0.15.0,12.0,,,,,,,
51,hlissner/dotfiles,hlissner/dotfiles,A comprehensive NixOS configuration example with detailed module structure.,learning,https://github.com/hlissner/dotfiles,https://github.com/hlissner/dotfiles,MIT,2013-03-01 08:33:14,2025-05-14 17:05:48,2025-05-14 17:05:11,2621,33.0,100.0,42,10.0,4.0,25.0,1785,7.0,17,True,2,,,,,,,,,,,
52,nix-on-droid,nix-community/nix-on-droid,Nix-enabled environment for your Android device.,distributions,https://github.com/nix-community/nix-on-droid,https://github.com/nix-community/nix-on-droid,MIT,2019-03-06 18:52:50,2025-05-16 07:56:00,2025-05-16 07:56:00,456,6.0,95.0,29,124.0,95.0,197.0,1593,21.0,17,True,2,True,,,,,,,,,,
53,nh,nix-community/nh,Yet another Nix CLI helper.,command-line-tools,https://github.com/nix-community/nh,https://github.com/nix-community/nh,EUPL-1.2,2022-02-08 19:42:42,2025-06-04 11:08:04,2025-06-04 11:04:15,536,104.0,52.0,9,115.0,39.0,156.0,1531,28.0,17,True,2,,,,,1.0,1.0,,,,,
54,nix-ld,nix-community/nix-ld,Run unpatched dynamic binaries on NixOS.,development,https://github.com/nix-community/nix-ld,https://github.com/nix-community/nix-ld,MIT,2020-11-15 09:46:18,2025-06-02 15:27:44,2025-06-02 13:13:43,394,46.0,17.0,14,127.0,11.0,26.0,1229,17.0,17,True,2,True,2024-12-27 23:11:16,2.0.4,14.0,,,,,,,
55,dream2nix,nix-community/dream2nix,A framework for automatically converting packages from other build systems to Nix.,development,https://github.com/nix-community/dream2nix,https://github.com/nix-community/dream2nix,MIT,2021-09-03 15:30:51,2025-06-03 18:43:54,2025-06-02 04:24:02,2403,11.0,138.0,15,789.0,174.0,123.0,1127,77.0,17,True,2,,,,,,,,,,1.0,
56,nix-portable,DavHau/nix-portable,"Nix - Static, Permissionless, Installation-free, Pre-configured.",installation-media,https://github.com/DavHau/nix-portable,https://github.com/DavHau/nix-portable,MIT,2021-02-08 07:12:43,2025-06-02 00:10:54,2025-06-01 05:30:34,177,10.0,41.0,17,81.0,58.0,21.0,1029,13.0,17,True,2,True,2024-04-15 08:53:22,012,12.0,,,11704.0,225.0,,,
57,morph,DBCDK/morph,A tool for managing existing NixOS hosts.,deployment-tools,https://github.com/DBCDK/morph,https://github.com/DBCDK/morph,MIT,2018-09-24 08:05:12,2025-05-13 11:00:51,2025-05-13 10:12:35,400,7.0,67.0,27,148.0,56.0,57.0,935,32.0,17,True,2,,2024-10-23 08:41:20,1.8.0,10.0,,,,,,,
58,fenix,nix-community/fenix,Rust toolchains and Rust analyzer nightly for nix.,programming-languages,https://github.com/nix-community/fenix,https://github.com/nix-community/fenix,MPL-2.0,2021-01-02 22:51:56,2025-06-04 07:03:50,2025-06-04 06:41:06,2284,94.0,56.0,10,102.0,34.0,54.0,817,22.0,17,True,2,,,,,,,,,['rust'],,
59,srvos,nix-community/srvos,NixOS profiles for servers.,nixos-modules,https://github.com/nix-community/srvos,https://github.com/nix-community/srvos,MIT,2022-12-01 16:34:50,2025-06-02 01:08:24,2025-06-02 01:08:23,1152,51.0,43.0,19,611.0,10.0,24.0,731,36.0,17,True,2,True,,,,,,,,,,
60,jupyenv,tweag/jupyenv,Declarative and reproducible Jupyter environments - powered by Nix.,development,https://github.com/tweag/jupyenv,https://github.com/tweag/jupyenv,MIT,2018-12-18 10:10:58,2025-06-01 00:16:27,2024-12-03 01:17:10,594,,138.0,34,362.0,38.0,171.0,713,39.0,17,True,2,True,2023-01-31 21:35:49,0.1.0,1.0,,,,,,,
61,Jovian-NixOS,Jovian-Experiments/Jovian-NixOS,NixOS modules for gaming with Steam Deck compatibility.,nixos-modules,https://github.com/Jovian-Experiments/Jovian-NixOS,https://github.com/Jovian-Experiments/Jovian-NixOS,MIT,2022-03-23 02:29:23,2025-06-03 19:00:26,2025-06-03 19:00:11,1267,110.0,67.0,25,335.0,38.0,102.0,685,20.0,17,True,2,True,,,,,,,,,,
62,services-flake,juspay/services-flake,A NixOS-like service configuration framework for Nix flakes.,development,https://github.com/juspay/services-flake,https://github.com/juspay/services-flake,MIT,2023-06-19 21:44:26,2025-06-04 09:22:01,2025-06-04 09:22:00,532,42.0,44.0,12,401.0,32.0,87.0,509,28.0,17,True,2,,2024-12-10 12:11:02,0.4.0,4.0,,,,,,-2.0,
63,Makes,fluidattacks/makes,"A Nix-based CI/CD pipeline framework for building, testing, and releasing projects in any language, from anywhere.",devops,https://github.com/fluidattacks/makes,https://github.com/fluidattacks/makes,MIT,2021-06-21 17:03:36,2025-06-04 18:34:43,2025-06-04 18:33:13,1432,6.0,46.0,9,1002.0,27.0,407.0,488,28.0,17,True,1,,2024-08-12 19:34:11,24.09,25.0,,,162.0,3.0,,,
64,nix-fast-build,Mic92/nix-fast-build,Combine the power of nix-eval-jobs with nix-output-monitor to speed-up your evaluation and building process.,development,https://github.com/Mic92/nix-fast-build,https://github.com/Mic92/nix-fast-build,MIT,2023-09-08 08:11:43,2025-06-02 00:05:03,2025-06-01 23:45:04,251,90.0,18.0,5,146.0,10.0,24.0,334,9.0,17,True,2,,2025-05-21 08:41:31,1.2.0,3.0,,,,,,,
65,npins,andir/npins,A simple tool for handling different types of dependencies in a Nix project.,development,https://github.com/andir/npins,https://github.com/andir/npins,EUPL-1.2,2021-07-31 15:30:32,2025-05-17 10:07:34,2025-05-17 10:07:34,279,52.0,28.0,11,99.0,16.0,34.0,330,19.0,17,True,2,,2025-05-07 19:11:03,0.3.1,6.0,,,,,,,
66,flake-checker,DeterminateSystems/flake-checker,Health checks for your Nix flakes.,command-line-tools,https://github.com/DeterminateSystems/flake-checker,https://github.com/DeterminateSystems/flake-checker,Apache-2.0,2023-05-19 13:36:34,2025-06-03 17:13:45,2025-06-03 17:13:44,633,63.0,7.0,7,177.0,4.0,3.0,248,11.0,17,True,2,True,2025-05-28 17:46:21,0.2.7,29.0,1.0,1.0,1302.0,54.0,,,
67,flake-checker-action,DeterminateSystems/flake-checker-action,A GitHub Action that performs health checks for your Nix flake.lock files.,github-actions,https://github.com/DeterminateSystems/flake-checker-action,https://github.com/DeterminateSystems/flake-checker-action,MIT,2023-06-05 11:10:57,2025-06-02 20:06:53,2025-06-02 18:56:09,137,42.0,4.0,3,69.0,1.0,6.0,67,3.0,17,True,3,True,2025-05-30 14:04:27,10,10.0,1354.0,1354.0,,,,,
68,ngipkgs,ngi-nix/ngipkgs,Nix packages and services for projects supported through the NGI program.,overlays,https://github.com/ngi-nix/ngipkgs,https://github.com/ngi-nix/ngipkgs,MIT,2023-02-14 11:21:46,2025-06-04 17:35:18,2025-06-04 17:35:18,1040,241.0,43.0,10,573.0,196.0,314.0,60,58.0,17,True,2,True,,,,,,,,,,
69,nixos-generators,nix-community/nixos-generators,"Take a NixOS config and build multiple different images types including VirtualBox VMs, Azure images, and installation..",installation-media,https://github.com/nix-community/nixos-generators,https://github.com/nix-community/nixos-generators,MIT,2018-04-28 10:16:02,2025-06-02 01:06:24,2025-05-19 13:59:45,482,6.0,144.0,27,267.0,82.0,87.0,2144,68.0,16,True,3,,,,,,,,,,,
70,microvm,astro/microvm.nix,NixOS-based MicroVMs.,virtualisation,https://github.com/astro/microvm.nix,https://github.com/astro/microvm.nix,MIT,2021-06-24 00:35:04,2025-05-28 20:31:46,2025-05-28 20:30:57,924,38.0,127.0,17,188.0,40.0,134.0,1715,60.0,16,True,1,,,,,,,,,,,
