,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,contributor_count,projectrank,show,projectrank_placing,new_addition,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,github_release_downloads,monthly_downloads,labels,trending,updated_github_id
156,Standard,divnix/std,"An opinionated Nix Flakes framework to keep Nix code in large projects organized, accompanied by a friendly CLI/TUI..",devops,https://github.com/divnix/std,https://github.com/divnix/std,,2021-11-14 10:56:16,2025-05-16 07:09:15,2025-05-16 07:00:12,812,6.0,48.0,16,238.0,36.0,126.0,441,42.0,12,True,3,,,,,,,,,,,
157,Home Manager Option Search,mipmip/home-manager-option-search,Search through all 2000+ Home Manager options and read how to use them.,discovery,https://github.com/mipmip/home-manager-option-search,https://github.com/mipmip/home-manager-option-search,Apache-2.0,2022-01-04 22:27:08,2025-06-04 04:48:09,2025-05-24 07:19:35,149,6.0,17.0,1,22.0,11.0,21.0,319,15.0,12,True,3,,2023-12-12 22:53:06,1.4,4.0,,,,,,,
158,nix-mineral,cynicsketch/nix-mineral,Conveniently and reasonably harden NixOS.,nixos-modules,https://github.com/cynicsketch/nix-mineral,https://github.com/cynicsketch/nix-mineral,GPL-3.0,2024-05-10 21:02:28,2025-06-04 15:13:31,2025-06-04 15:13:31,180,29.0,14.0,4,24.0,25.0,20.0,277,6.0,12,True,3,,,,7.0,,,,,,,
159,schizofox,schizofox/schizofox,Hardened Firefox flake for the delusional and the schizophrenics.,security,https://github.com/schizofox/schizofox,https://github.com/schizofox/schizofox,,2023-08-23 18:59:04,2025-04-17 12:29:49,2025-04-17 12:29:49,286,12.0,18.0,5,94.0,13.0,24.0,243,15.0,12,True,3,True,2023-10-06 14:20:19,0.0.1,1.0,,,,,,,
160,styx,styx-static/styx,Static site generator in Nix expression language.,development,https://github.com/styx-static/styx,https://github.com/styx-static/styx,MIT,2016-10-02 22:24:18,2023-01-13 16:06:57,2023-01-13 16:06:53,338,,24.0,11,51.0,15.0,35.0,220,13.0,12,False,3,True,,,,,,,,,,
161,Nix Templates,jonringer/nix-template,Collection of Nix templates for different types of projects.,learning,https://github.com/jonringer/nix-template,https://github.com/jonringer/nix-template,CC0-1.0,2020-07-17 00:41:15,2024-11-20 19:15:33,2024-11-20 19:15:29,149,,8.0,8,22.0,9.0,26.0,214,6.0,12,True,3,,2022-12-17 17:56:21,0.4.1,9.0,,,,,,,
162,Bundix,nix-community/bundix,Generates a Nix expression for your Bundler-managed application.,programming-languages,https://github.com/nix-community/bundix,https://github.com/nix-community/bundix,,2016-01-24 20:36:56,2024-07-01 18:19:19,2023-11-08 07:54:39,118,,54.0,4,56.0,37.0,27.0,172,18.0,12,False,3,,2021-04-01 08:26:58,2.5.1,5.0,3.0,3.0,,,['ruby'],,
163,nix-shell,loophp/nix-shell,Nix shells for PHP development.,programming-languages,https://github.com/loophp/nix-shell,https://github.com/loophp/nix-shell,MIT,2021-06-20 06:59:35,2025-06-02 01:11:17,2025-06-02 01:11:15,638,30.0,13.0,5,265.0,3.0,12.0,167,8.0,12,True,3,,,,,,,,,['php'],,
164,nixos-rk3588,ryan4yin/nixos-rk3588,"Minimal NixOS running on RK3588/RK3588s based SBC(Orange Pi 5 Plus, Orange Pi 5, Rock 5A, etc).",distributions,https://github.com/ryan4yin/nixos-rk3588,https://github.com/ryan4yin/nixos-rk3588,MIT,2023-06-02 03:05:44,2025-06-02 15:58:26,2025-06-02 15:58:19,121,1.0,31.0,10,35.0,12.0,25.0,164,10.0,12,True,2,True,2024-03-24 10:25:24,2024032400,2.0,,,423.0,19.0,,,
165,NüschtOS Search,NuschtOS/search,Simple and fast static-page NixOS option search.,discovery,https://github.com/NuschtOS/search,https://github.com/NuschtOS/search,MIT,2024-06-23 20:04:47,2025-05-26 22:21:44,2025-05-26 22:21:42,205,18.0,4.0,4,180.0,15.0,25.0,103,8.0,12,True,3,,,,,,,,,,,
166,zmk-nix,lilyinstarlight/zmk-nix,Build system and configuration files for generating and building ZMK firmware with Nix.,development,https://github.com/lilyinstarlight/zmk-nix,https://github.com/lilyinstarlight/zmk-nix,MIT,2023-11-27 21:50:04,2025-06-01 01:10:59,2025-06-01 01:10:24,264,24.0,22.0,3,185.0,3.0,5.0,97,9.0,12,True,3,True,,,,,,,,,,
167,zon2nix,nix-community/zon2nix,Convert the dependencies in `build.zig.zon` to a Nix expression.,programming-languages,https://github.com/nix-community/zon2nix,https://github.com/nix-community/zon2nix,MPL-2.0,2023-08-08 19:18:56,2025-04-24 12:54:05,2025-03-20 22:10:34,80,12.0,13.0,4,33.0,5.0,7.0,95,7.0,12,True,3,,2023-09-03 23:31:23,0.1.2,3.0,,,,,,,
168,nixpkgs-firefox-darwin,bandithedoge/nixpkgs-firefox-darwin,Automatically updated Firefox binary packages for macOS.,overlays,https://github.com/bandithedoge/nixpkgs-firefox-darwin,https://github.com/bandithedoge/nixpkgs-firefox-darwin,MIT,2021-12-12 17:28:12,2025-06-04 01:06:56,2025-06-04 01:06:56,800,91.0,8.0,3,11.0,3.0,6.0,67,10.0,12,True,3,,,,,,,,,,,
169,not-os,cleverca22/not-os,"An operating system generator, based on NixOS, that outputs a small read-only squashfs for a runit-based operating..",distributions,https://github.com/cleverca22/not-os,https://github.com/cleverca22/not-os,MIT,2016-06-03 05:40:23,2025-01-12 16:03:40,2025-01-12 16:03:38,98,,38.0,36,24.0,6.0,4.0,886,5.0,11,True,3,,,,,,,,,,,
170,nixGL,nix-community/nixGL,A wrapper tool for nix OpenGL application.,nixos-modules,https://github.com/nix-community/nixGL,https://github.com/nix-community/nixGL,,2017-09-16 10:18:56,2024-04-22 13:14:30,2024-04-19 16:17:20,173,,103.0,15,76.0,71.0,56.0,807,26.0,11,False,3,True,,,,,,,,,,
171,deadnix,astro/deadnix,Scan Nix files for dead code.,command-line-tools,https://github.com/astro/deadnix,https://github.com/astro/deadnix,GPL-3.0,2021-12-05 23:06:43,2025-06-01 01:49:25,2025-03-09 15:43:01,277,1.0,18.0,3,78.0,4.0,21.0,598,18.0,11,True,3,,,,,7.0,7.0,,,,,
172,nix-colors,Misterio77/nix-colors,Modules and schemes to make theming with Nix awesome.,nixos-modules,https://github.com/Misterio77/nix-colors,https://github.com/Misterio77/nix-colors,GPL-3.0,2021-10-01 19:43:28,2024-05-23 18:39:21,2024-02-13 11:51:18,97,,41.0,8,28.0,15.0,19.0,554,12.0,11,False,3,True,2023-04-21 20:19:53,4.0.0,4.0,,,,,,,
173,nixos-vscode-server,nix-community/nixos-vscode-server,Visual Studio Code Server support in NixOS.,development,https://github.com/nix-community/nixos-vscode-server,https://github.com/nix-community/nixos-vscode-server,MIT,2020-04-02 12:49:32,2024-10-20 11:15:40,2024-10-20 11:15:40,85,,70.0,10,38.0,12.0,44.0,484,17.0,11,True,3,True,,,,,,,,,,
174,nix-du,symphorien/nix-du,Visualise which gc-roots to delete to free some space in your Nix store.,command-line-tools,https://github.com/symphorien/nix-du,https://github.com/symphorien/nix-du,LGPL-3.0,2018-01-15 21:42:01,2025-05-12 18:23:16,2025-05-12 12:00:00,300,12.0,6.0,6,11.0,3.0,15.0,433,3.0,11,True,3,,,,,,,,,,,
175,terraform-nixos,nix-community/terraform-nixos,A set of Terraform modules designed to deploy NixOS.,deployment-tools,https://github.com/nix-community/terraform-nixos,https://github.com/nix-community/terraform-nixos,Apache-2.0,2018-12-05 17:07:26,2024-08-04 10:19:37,2021-08-26 20:33:37,76,,59.0,36,54.0,23.0,10.0,366,16.0,11,False,3,,,,,,,,,,,
176,haumea,nix-community/haumea,"Filesystem-based module system for the Nix language similar to traditional programming languages, with support for..",development,https://github.com/nix-community/haumea,https://github.com/nix-community/haumea,MPL-2.0,2023-04-01 00:50:18,2024-06-05 05:11:22,2024-02-19 20:38:18,93,,8.0,5,37.0,10.0,4.0,344,4.0,11,False,3,,2023-05-26 20:34:06,0.2.2,5.0,,,,,,,
177,any-nix-shell,haslersn/any-nix-shell,fish and zsh support for the nix run and nix-shell environments of the Nix package manager.,development,https://github.com/haslersn/any-nix-shell,https://github.com/haslersn/any-nix-shell,MIT,2018-09-10 16:36:27,2024-09-01 22:49:17,2024-09-01 22:49:17,51,,14.0,8,18.0,6.0,15.0,307,10.0,11,True,3,True,2024-07-23 16:03:52,2.0.1,7.0,,,,,,,
178,nix-security-box,fabaff/nix-security-box,Tool set for Information security professionals and all others.,security,https://github.com/fabaff/nix-security-box,https://github.com/fabaff/nix-security-box,MIT,2020-12-22 22:36:28,2025-04-06 14:36:52,2025-04-06 14:36:52,653,8.0,22.0,7,4.0,2.0,2.0,305,,11,True,3,True,,,,,,,,,,
179,nix-melt,nix-community/nix-melt,A ranger-like flake.,command-line-tools,https://github.com/nix-community/nix-melt,https://github.com/nix-community/nix-melt,MPL-2.0,2023-04-25 22:20:20,2024-12-13 23:10:06,2024-09-16 15:27:16,347,,2.0,3,221.0,2.0,3.0,268,3.0,11,True,3,,2024-09-16 15:29:34,0.1.3,4.0,1.0,1.0,307.0,11.0,,,
180,base16.nix,SenchoPens/base16.nix,"Flake way to theme programs in base16 colorschemes, mustache template support included.",nixos-modules,https://github.com/SenchoPens/base16.nix,https://github.com/SenchoPens/base16.nix,MIT,2021-05-06 15:19:06,2025-05-06 20:21:28,2025-05-06 20:21:28,67,4.0,10.0,2,8.0,2.0,14.0,240,7.0,11,True,3,,2024-02-27 10:09:57,2.2.1,7.0,,,,,,,
181,extra-container,erikarvstedt/extra-container,Run declarative NixOS containers from the command line.,virtualisation,https://github.com/erikarvstedt/extra-container,https://github.com/erikarvstedt/extra-container,MIT,2018-07-14 13:32:14,2024-12-18 17:17:57,2024-12-18 17:17:55,151,,18.0,11,7.0,2.0,28.0,233,3.0,11,True,3,,,,,,,,,,,
182,nix-appimage,ralismark/nix-appimage,Convert a nixos derivation into a self-contained binary.,command-line-tools,https://github.com/ralismark/nix-appimage,https://github.com/ralismark/nix-appimage,MIT,2022-08-07 06:20:32,2025-06-04 03:01:08,2025-06-04 03:01:07,39,4.0,22.0,6,6.0,5.0,14.0,197,4.0,11,True,3,True,,,,,,,,,,
183,process-compose-flake,Platonic-Systems/process-compose-flake,A flake-parts module to spin up processes for development by leveraging process-compose.,devops,https://github.com/Platonic-Systems/process-compose-flake,https://github.com/Platonic-Systems/process-compose-flake,MIT,2022-12-08 17:19:30,2025-02-23 15:31:11,2025-02-23 15:31:11,158,,21.0,9,53.0,12.0,20.0,144,14.0,11,True,3,True,2023-06-12 20:46:17,0.1.0,1.0,,,,,,,
184,ruby-nix,inscapist/ruby-nix,Generates reproducible ruby/bundler app environment with Nix.,programming-languages,https://github.com/inscapist/ruby-nix,https://github.com/inscapist/ruby-nix,MIT,2022-12-20 08:37:50,2025-04-14 09:34:37,2025-04-14 09:34:37,143,3.0,7.0,6,43.0,3.0,16.0,133,6.0,11,True,3,,2024-09-07 03:26:11,0.2.2,8.0,,,,,['ruby'],,
185,opam2nix,timbertson/opam2nix,Generate Nix expressions from opam packages.,programming-languages,https://github.com/timbertson/opam2nix,https://github.com/timbertson/opam2nix,MIT,2015-08-06 10:42:08,2025-01-29 21:52:55,2025-01-29 05:58:48,370,,27.0,12,29.0,17.0,45.0,93,11.0,11,True,3,,,,,,,,,,,
186,composer2nix,svanderburg/composer2nix,Generate Nix expressions to build composer packages.,programming-languages,https://github.com/svanderburg/composer2nix,https://github.com/svanderburg/composer2nix,MIT,2017-07-07 20:51:06,2022-08-18 10:35:27,2022-03-01 23:41:50,64,,26.0,3,19.0,10.0,11.0,91,7.0,11,False,3,,2022-03-05 11:16:43,0.0.6,6.0,,,,,,,
187,patsh,nix-community/patsh,A command-line tool for patching shell scripts inspired by resholve.,command-line-tools,https://github.com/nix-community/patsh,https://github.com/nix-community/patsh,MPL-2.0,2022-11-26 03:13:01,2024-05-16 11:25:23,2024-02-19 21:21:25,262,,1.0,3,135.0,2.0,,50,2.0,11,False,3,True,2023-08-18 14:59:05,0.2.1,6.0,19.0,19.0,,,,,
188,genealogos,tweag/genealogos,A Nix sbom generator.,security,https://github.com/tweag/genealogos,https://github.com/tweag/genealogos,MIT,2023-03-10 13:44:54,2025-04-04 20:47:07,2025-02-06 16:37:21,223,,1.0,12,48.0,5.0,18.0,48,9.0,11,True,3,True,2024-06-13 12:15:00,1.0.0,4.0,,,73.0,4.0,,,
189,nix-security-tracker,Nix-Security-WG/nix-security-tracker,Web service for managing information on vulnerabilities in software distributed through Nixpkgs.,security,https://github.com/Nix-Security-WG/nix-security-tracker,https://github.com/Nix-Security-WG/nix-security-tracker,,2023-08-31 16:49:45,2025-06-02 07:37:20,2025-06-02 07:37:20,461,62.0,10.0,9,327.0,99.0,92.0,47,15.0,11,True,3,True,,,,,,,,,,
190,hydra-cli,nlewo/hydra-cli,A client for the Hydra Nix CI.,command-line-tools,https://github.com/nlewo/hydra-cli,https://github.com/nlewo/hydra-cli,MIT,2019-06-18 12:48:30,2024-07-22 08:10:00,2023-12-19 22:16:49,208,,13.0,5,61.0,5.0,6.0,46,5.0,11,False,3,True,2020-11-15 08:04:35,0.3.0,2.0,,,,,,,
191,lean4-nix,lenianiva/lean4-nix,"Nix flake build for Lean 4, and `lake2nix`.",programming-languages,https://github.com/lenianiva/lean4-nix,https://github.com/lenianiva/lean4-nix,Apache-2.0,2024-10-11 05:39:31,2025-06-04 17:11:08,2025-06-03 06:47:50,118,21.0,8.0,3,35.0,6.0,12.0,44,4.0,11,True,3,,2024-12-10 06:09:58,0.2,2.0,,,,,,,
192,nixos-in-production,Gabriella439/nixos-in-production,"Source files for the book NixOS in Production, a practical guide for using NixOS in professional environments.",learning,https://github.com/Gabriella439/nixos-in-production,https://github.com/Gabriella439/nixos-in-production,,2022-09-09 01:41:56,2024-10-06 12:50:20,2024-10-06 12:49:49,127,,24.0,31,5.0,7.0,20.0,602,6.0,10,True,3,,2024-09-23 06:00:28,0.10,10.0,,,,,,,
193,static-haskell-nix,nh2/static-haskell-nix,Easily build most Haskell programs into fully static Linux executables.,programming-languages,https://github.com/nh2/static-haskell-nix,https://github.com/nh2/static-haskell-nix,,2018-06-13 01:06:17,2024-06-30 13:23:08,2024-06-15 22:58:11,257,,35.0,17,57.0,19.0,53.0,397,12.0,10,True,3,True,2024-06-15 23:02:38,2024-06-16,5.0,,,63.0,0.0,['haskell'],,
194,manix,mlvzk/manix,"Find configuration options and function documentation for Nixpkgs, NixOS, and Home Manager.",command-line-tools,https://github.com/mlvzk/manix,https://github.com/mlvzk/manix,MPL-2.0,2020-08-15 17:14:06,2024-01-28 15:07:18,2021-04-19 23:47:08,82,,14.0,15,17.0,10.0,7.0,391,3.0,10,False,3,,2021-04-19 23:51:39,0.6.3,4.0,,,123.0,2.0,,,
195,Nix Package Versions,lazamar/nix-package-versions,Find all versions of a package that were available in a channel and the revision you can download it from.,discovery,https://github.com/lazamar/nix-package-versions,https://github.com/lazamar/nix-package-versions,,2020-02-11 23:23:47,2025-01-23 23:25:07,2025-01-23 23:25:03,313,,29.0,8,18.0,10.0,27.0,358,11.0,10,True,3,,,,,,,,,,,
196,ragenix,yaxitech/ragenix,age-encrypted secrets for NixOS; drop-in replacement for agenix.,security,https://github.com/yaxitech/ragenix,https://github.com/yaxitech/ragenix,Apache-2.0,2021-05-07 22:41:54,2025-06-01 02:45:21,2025-04-17 13:51:54,167,2.0,19.0,9,143.0,11.0,6.0,353,13.0,10,True,3,True,,,,,,,,,,
197,trustix,nix-community/trustix,Distributed trust and reproducibility tracking for binary caches.,security,https://github.com/nix-community/trustix,https://github.com/nix-community/trustix,,2020-12-03 15:30:40,2024-08-15 14:03:26,2024-08-14 20:49:19,1208,,20.0,7,353.0,36.0,24.0,332,17.0,10,True,3,True,,,,,,,,,,
198,high-quality-nix-content,gytis-ivaskevicius/high-quality-nix-content,GitHub repository containing highest quality Nix/NixOS content.,learning,https://github.com/gytis-ivaskevicius/high-quality-nix-content,https://github.com/gytis-ivaskevicius/high-quality-nix-content,MIT,2021-05-28 18:31:02,2025-02-03 08:10:47,2025-02-03 08:10:47,84,,22.0,13,24.0,,3.0,327,18.0,10,True,3,True,,,,,,,,,,
199,nix-netboot-serve,DeterminateSystems/nix-netboot-serve,Make any NixOS system netbootable with 10s cycle times.,installation-media,https://github.com/DeterminateSystems/nix-netboot-serve,https://github.com/DeterminateSystems/nix-netboot-serve,MIT,2021-09-01 17:05:39,2025-04-09 16:01:57,2025-04-09 16:01:55,95,5.0,13.0,5,24.0,5.0,2.0,219,5.0,10,True,3,True,2021-09-03 19:17:30,0.1.0,1.0,,,,,,,
200,lf-doc,lf-/nix-doc,An interactive Nix documentation tool providing CLI for function search.,command-line-tools,https://github.com/lf-/nix-doc,https://github.com/lf-/nix-doc,,2020-07-16 08:49:20,2024-05-15 22:15:48,2024-05-15 22:15:48,80,,6.0,6,4.0,8.0,17.0,218,3.0,10,False,3,,2021-07-09 03:37:24,0.5.1,2.0,5.0,5.0,,,,,
201,nixcloud-webservices,nixcloud/nixcloud-webservices,"This nixpkgs extension, called nixcloud-webservices, focuses on ease of deployment of web-related technologies.",deployment-tools,https://github.com/nixcloud/nixcloud-webservices,https://github.com/nixcloud/nixcloud-webservices,,2017-11-17 23:06:20,2024-10-18 11:02:38,2024-10-18 11:02:38,467,,26.0,13,29.0,18.0,40.0,182,14.0,10,True,3,True,,,,,,,,,,
202,nixsa,noamraph/nixsa,A Nix Standalone Environment.,installation-media,https://github.com/noamraph/nixsa,https://github.com/noamraph/nixsa,LGPL-2.1,2024-08-05 19:57:39,2025-04-01 21:49:26,2025-04-01 21:30:56,69,3.0,2.0,2,16.0,3.0,7.0,166,4.0,10,True,3,True,2024-11-17 20:35:16,0.2.0,6.0,,,285.0,28.0,,,
203,nixiosk,matthewbauer/nixiosk,Declarative Kiosk systems built with NixOS.,nixos-modules,https://github.com/matthewbauer/nixiosk,https://github.com/matthewbauer/nixiosk,MIT,2020-02-22 21:05:04,2023-03-19 01:28:23,2023-03-19 01:28:04,289,,12.0,7,10.0,14.0,5.0,157,6.0,10,False,3,True,,,,,,,,,,
204,npmlock2nix,nix-community/npmlock2nix,"Generate Nix expressions from a `package-lock.json` (in-memory), primarily for web projects.",programming-languages,https://github.com/nix-community/npmlock2nix,https://github.com/nix-community/npmlock2nix,Apache-2.0,2020-07-22 14:21:40,2024-01-20 21:45:48,2023-01-11 14:30:13,286,,36.0,4,137.0,37.0,19.0,135,15.0,10,False,3,,,,,,,,,,,
205,gradle2nix,tadfisher/gradle2nix,Generate Nix expressions which build Gradle-based projects.,programming-languages,https://github.com/tadfisher/gradle2nix,https://github.com/tadfisher/gradle2nix,MIT,2019-04-01 16:26:33,2025-04-02 21:31:27,2023-09-30 19:19:09,51,,54.0,6,33.0,34.0,18.0,132,5.0,10,False,3,True,,,,,,,,,,
206,namaka,nix-community/namaka,Snapshot testing for Nix based on haumea.,development,https://github.com/nix-community/namaka,https://github.com/nix-community/namaka,MPL-2.0,2023-04-09 02:24:14,2025-02-12 16:53:55,2024-11-17 00:47:29,359,,4.0,4,202.0,2.0,1.0,123,3.0,10,True,3,,2024-11-17 00:47:49,0.2.1,4.0,1.0,1.0,,,,,
207,nixos-avf,nix-community/nixos-avf,NixOS for Android Terminal (Android Virtualization Framework).,distributions,https://github.com/nix-community/nixos-avf,https://github.com/nix-community/nixos-avf,GPL-3.0,2025-03-24 22:04:05,2025-05-16 12:57:04,2025-05-16 12:56:59,100,100.0,1.0,4,2.0,4.0,5.0,100,,10,True,3,,2025-03-26 16:56:00,nixos-25.05,3.0,,,,,,,
208,nix-super,privatevoid-net/nix-super,A fork of the Nix package manager.,development,https://github.com/privatevoid-net/nix-super,https://github.com/privatevoid-net/nix-super,LGPL-2.1,2022-08-25 22:06:01,2024-12-04 19:10:18,2024-12-04 19:02:17,18826,,2.0,4,16.0,1.0,2.0,86,750.0,10,True,3,True,,,,,,,,,,
209,nixos-riscv,NickCao/nixos-riscv,NixOS for RISC-V architecture.,distributions,https://github.com/NickCao/nixos-riscv,https://github.com/NickCao/nixos-riscv,MIT,2021-11-27 05:33:08,2025-05-29 00:16:49,2025-05-29 00:16:49,473,7.0,12.0,9,13.0,2.0,10.0,77,6.0,10,True,3,True,,,,,,,,,,
210,purs-nix,purs-nix/purs-nix,CLI and library combo designed for managing PureScript projects using Nix.,programming-languages,https://github.com/purs-nix/purs-nix,https://github.com/purs-nix/purs-nix,MIT,2021-02-25 04:10:19,2025-05-09 21:12:06,2025-05-08 17:27:14,589,1.0,27.0,2,21.0,7.0,30.0,76,7.0,10,True,3,,,,,,,,,,,
211,nijs,svanderburg/nijs,NiJS: An internal DSL for Nix in JavaScript.,programming-languages,https://github.com/svanderburg/nijs,https://github.com/svanderburg/nijs,MIT,2013-01-25 20:44:29,2022-05-01 15:31:03,2022-05-01 15:30:50,170,,4.0,7,,6.0,,57,2.0,10,False,3,,,,,29.0,29.0,,,,,
212,nixpkgs-track,uncenter/nixpkgs-track,Track where Nixpkgs pull requests have reached.,command-line-tools,https://github.com/uncenter/nixpkgs-track,https://github.com/uncenter/nixpkgs-track,MIT,2024-08-02 21:26:39,2025-05-23 16:02:27,2025-05-23 16:02:25,45,16.0,1.0,1,7.0,,5.0,29,4.0,10,True,3,True,2025-05-23 15:38:42,0.3.0,1.0,1.0,1.0,,,,,
213,Nix Software Center,snowfallorg/nix-software-center,Install and manage Nix packages.,nixos-configuration-editors,https://github.com/snowfallorg/nix-software-center,https://github.com/snowfallorg/nix-software-center,GPL-3.0,2022-08-26 18:58:22,2024-11-02 03:21:56,2024-11-02 03:21:56,95,,24.0,10,14.0,59.0,17.0,687,9.0,9,True,1,,,,,,,,,,,
214,NixOS Configuration Editor,snowfallorg/nixos-conf-editor,Graphical editor for NixOS configuration.,nixos-configuration-editors,https://github.com/snowfallorg/nixos-conf-editor,https://github.com/snowfallorg/nixos-conf-editor,GPL-3.0,2022-05-31 20:25:42,2024-02-07 20:33:54,2024-02-07 20:33:30,70,,16.0,9,7.0,16.0,6.0,566,5.0,9,False,1,,,,3.0,,,,,,,
215,Snowfall Lib,snowfallorg/lib,A library that makes it easy to manage your Nix flake by imposing an opinionated file structure.,development,https://github.com/snowfallorg/lib,https://github.com/snowfallorg/lib,,2022-09-08 00:07:34,2025-01-06 02:28:15,2025-01-06 02:28:15,93,,49.0,12,34.0,36.0,108.0,526,12.0,9,True,3,,,,,,,,,,,
216,nix-diff,Gabriella439/nix-diff,A tool to explain why two Nix derivations differ.,command-line-tools,https://github.com/Gabriella439/nix-diff,https://github.com/Gabriella439/nix-diff,BSD-3-Clause,2017-09-30 19:02:53,2024-12-20 07:48:10,2024-12-20 07:48:09,120,,18.0,11,69.0,11.0,20.0,402,16.0,9,True,3,,,,,,,,,,,
217,bento,rapenne-s/bento,A KISS deployment tool to keep your NixOS fleet (servers & workstations) up to date.,deployment-tools,https://github.com/rapenne-s/bento,https://github.com/rapenne-s/bento,MIT,2022-09-08 20:16:38,2024-12-29 17:24:56,2024-12-29 17:24:56,157,,11.0,8,9.0,3.0,2.0,270,6.0,9,True,3,,,,,,,,,,,
218,Nixinate,MatthewCroughan/nixinate,A Nix flake library to provide app outputs for managing existing NixOS hosts over SSH.,deployment-tools,https://github.com/MatthewCroughan/nixinate,https://github.com/MatthewCroughan/nixinate,MIT,2022-01-03 09:39:11,2025-03-23 13:46:49,2025-03-23 13:46:47,59,1.0,33.0,11,27.0,14.0,15.0,265,7.0,9,True,3,,,,,,,,,,,
219,gitignore.nix,hercules-ci/gitignore.nix,The most feature-complete and easy-to-use `.gitignore` integration.,development,https://github.com/hercules-ci/gitignore.nix,https://github.com/hercules-ci/gitignore.nix,Unlicense,2019-05-12 11:51:55,2024-02-28 02:28:52,2024-02-28 02:28:52,101,,19.0,10,34.0,24.0,12.0,261,12.0,9,False,3,,,,,,,,,,,
220,typhon,typhon-ci/typhon,Nix-based continuous integration.,devops,https://github.com/typhon-ci/typhon,https://github.com/typhon-ci/typhon,AGPL-3.0,2022-10-01 10:47:12,2024-11-04 00:35:31,2024-10-31 11:21:33,592,,6.0,8,50.0,16.0,13.0,215,3.0,9,True,3,True,,,,,,,,,,
221,nix-filter,numtide/nix-filter,A small self-contained source filtering lib.,development,https://github.com/numtide/nix-filter,https://github.com/numtide/nix-filter,MIT,2021-04-23 12:16:46,2024-11-13 21:28:58,2024-11-13 21:28:56,58,,14.0,12,34.0,7.0,8.0,214,11.0,9,True,3,True,,,,,,,,,,
222,dwarffs,edolstra/dwarffs,A FUSE filesystem that allows tools like gdb to look up debug info files via HTTP.,command-line-tools,https://github.com/edolstra/dwarffs,https://github.com/edolstra/dwarffs,GPL-3.0,2017-07-06 16:43:44,2024-12-02 13:32:34,2024-12-02 13:32:34,85,,24.0,12,16.0,4.0,9.0,205,8.0,9,True,3,,,,,,,,,,,
223,nix-visualize,craigmbooth/nix-visualize,Uses the Nix package manager to visualize the dependencies of a given package.,command-line-tools,https://github.com/craigmbooth/nix-visualize,https://github.com/craigmbooth/nix-visualize,Apache-2.0,2016-12-31 21:28:31,2024-01-17 18:22:40,2024-01-17 18:22:40,52,,11.0,5,6.0,2.0,3.0,191,7.0,9,False,3,True,,,,,,,,,,
224,elm2nix,cachix/elm2nix,Convert `elm.json` into Nix expressions.,programming-languages,https://github.com/cachix/elm2nix,https://github.com/cachix/elm2nix,BSD-3-Clause,2017-12-14 14:31:58,2025-04-30 18:32:22,2025-04-30 18:32:20,118,3.0,17.0,8,34.0,4.0,17.0,114,14.0,9,True,3,,,,,,,,,,,
225,nixt,nix-community/nixt,Simple unit-testing for Nix.,development,https://github.com/nix-community/nixt,https://github.com/nix-community/nixt,MIT,2020-06-07 22:21:41,2025-06-01 02:11:14,2024-10-18 17:37:56,127,,10.0,9,24.0,6.0,11.0,111,5.0,9,True,3,True,,,,,,,,,,
226,userborn,nikstur/userborn,Declaratively bear (manage) Linux users and groups.,nixos-modules,https://github.com/nikstur/userborn,https://github.com/nikstur/userborn,MIT,2024-07-22 19:33:25,2025-03-16 16:14:32,2025-03-16 16:04:58,48,4.0,2.0,2,13.0,3.0,4.0,84,4.0,9,True,3,True,2025-03-16 16:15:43,0.4.0,4.0,,,,,,,
227,kanidm-provision,oddlama/kanidm-provision,A small utility to help with kanidm provisioning.,security,https://github.com/oddlama/kanidm-provision,https://github.com/oddlama/kanidm-provision,Apache-2.0,2024-03-05 15:52:10,2025-05-08 19:26:27,2025-05-08 18:35:35,56,4.0,8.0,4,8.0,5.0,13.0,52,5.0,9,True,3,True,,,,,,,,,,
228,rust-nix-templater,yusdacra/rust-nix-templater,Generates Nix build and development files for Rust projects.,programming-languages,https://github.com/yusdacra/rust-nix-templater,https://github.com/yusdacra/rust-nix-templater,MIT,2021-01-04 15:40:01,2023-03-14 02:45:44,2023-03-14 02:45:44,178,,,3,3.0,4.0,15.0,49,2.0,9,False,3,,2022-11-03 23:57:26,0.4.0,9.0,,,,,['rust'],,
229,sublime-nix,wmertens/sublime-nix,Nix syntax highlighting for Sublime Text.,development,https://github.com/wmertens/sublime-nix,https://github.com/wmertens/sublime-nix,MIT,2014-12-01 00:26:39,2025-02-18 20:20:38,2025-02-18 20:17:33,44,,9.0,2,8.0,2.0,4.0,33,6.0,9,True,3,True,2025-02-18 20:20:38,V2.4.0,6.0,,,,,,,
230,nix-1p,tazjin/nix-1p,"A (more or less) one page introduction to Nix, the language.",learning,https://github.com/tazjin/nix-1p,https://github.com/tazjin/nix-1p,,2019-08-01 21:49:02,2024-04-16 17:20:17,2024-04-16 17:10:16,24,,24.0,18,9.0,7.0,8.0,955,5.0,8,False,3,,,,,,,,,,,
