,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,dependent_project_count,github_dependent_project_count,updated_github_id,trending,labels,gitlab_id,gitlab_url
135,nix-mineral,cynicsketch/nix-mineral,Conveniently and reasonably harden NixOS.,nixos-modules,https://github.com/cynicsketch/nix-mineral,https://github.com/cynicsketch/nix-mineral,GPL-3.0,2024-05-10 21:02:28,2026-03-16 17:39:53,2026-03-16 17:38:54,458.0,143.0,25.0,9.0,47.0,31.0,44.0,457,15,True,2,,,,,11.0,15.0,,,,,,,
136,cargo2nix,cargo2nix/cargo2nix,Granular builds of Rust projects for Nix.,programming-languages,https://github.com/cargo2nix/cargo2nix,https://github.com/cargo2nix/cargo2nix,MIT,2019-05-13 03:27:27,2025-06-19 20:24:21,2025-06-19 20:19:13,637.0,,84.0,12.0,218.0,71.0,119.0,454,15,True,2,2025-06-19 20:23:17,0.12.0,,,15.0,42.0,,,,,['rust'],,
137,neovim-nightly-overlay,nix-community/neovim-nightly-overlay,Bleeding edge Neovim overlay.,editors-and-ides,https://github.com/nix-community/neovim-nightly-overlay,https://github.com/nix-community/neovim-nightly-overlay,,2020-08-23 18:25:45,2026-03-23 00:06:26,2026-03-23 00:06:25,2270.0,95.0,69.0,5.0,1118.0,1.0,91.0,410,15,True,2,,,,,,27.0,,,,,,,
138,flake-checker,DeterminateSystems/flake-checker,Health checks for your Nix flakes.,command-line-tools,https://github.com/DeterminateSystems/flake-checker,https://github.com/DeterminateSystems/flake-checker,Apache-2.0,2023-05-19 13:36:34,2026-03-11 00:19:47,2026-01-05 15:55:55,692.0,6.0,8.0,6.0,204.0,2.0,11.0,313,15,True,2,2026-01-08 12:47:32,0.2.11,2219.0,67.0,33.0,12.0,2.0,2.0,,,,,
139,omnix,juspay/omnix,A Nix companion to improve developer experience.,development,https://github.com/juspay/omnix,https://github.com/juspay/omnix,AGPL-3.0,2023-05-27 01:08:11,2026-02-06 15:20:22,2026-02-06 15:20:13,850.0,4.0,25.0,12.0,303.0,36.0,137.0,267,15,True,2,2026-01-05 20:09:06,1.3.2,,,8.0,16.0,,,,,,,
140,nix-your-shell,MercuryTechnologies/nix-your-shell,A nix and nix-shell wrapper for shells other than bash.,command-line-tools,https://github.com/MercuryTechnologies/nix-your-shell,https://github.com/MercuryTechnologies/nix-your-shell,MIT,2023-02-09 22:45:07,2026-02-23 19:03:02,2026-02-23 19:01:43,95.0,16.0,22.0,11.0,91.0,6.0,16.0,243,15,True,2,2026-02-23 19:03:04,1.4.9,265.0,7.0,18.0,14.0,1.0,1.0,,,,,
141,nix-openwrt-imagebuilder,astro/nix-openwrt-imagebuilder,Build OpenWRT images in Nix derivations.,installation-media,https://github.com/astro/nix-openwrt-imagebuilder,https://github.com/astro/nix-openwrt-imagebuilder,MIT,2022-04-27 20:38:30,2026-03-22 08:45:41,2026-03-22 08:45:40,1571.0,107.0,27.0,6.0,47.0,9.0,20.0,236,15,True,3,,,,,,15.0,,,,,,,
142,tree-sitter-nix,nix-community/tree-sitter-nix,Nix grammar for tree-sitter.,development,https://github.com/nix-community/tree-sitter-nix,https://github.com/nix-community/tree-sitter-nix,MIT,2019-03-22 10:12:10,2026-03-18 21:15:13,2025-12-03 17:15:50,188.0,,47.0,2.0,117.0,21.0,30.0,227,15,True,2,,,,,,21.0,18.0,18.0,,,,,
143,mcp-servers-nix,natsukium/mcp-servers-nix,A Nix-based configuration framework for Model Control Protocol (MCP) servers with ready-to-use packages.,ai-tooling,https://github.com/natsukium/mcp-servers-nix,https://github.com/natsukium/mcp-servers-nix,Apache-2.0,2025-04-06 17:58:14,2026-03-22 02:02:42,2026-03-17 19:00:22,738.0,268.0,29.0,3.0,389.0,5.0,14.0,219,15,True,2,,,,,,12.0,,,,,,,
144,clj-nix,jlesquembre/clj-nix,Nix helper functions for Clojure projects.,programming-languages,https://github.com/jlesquembre/clj-nix,https://github.com/jlesquembre/clj-nix,EPL-2.0,2022-04-02 19:16:53,2026-03-16 05:27:34,2026-03-10 14:11:27,272.0,16.0,25.0,4.0,113.0,27.0,48.0,174,15,True,2,2024-11-20 01:44:18,0.4.0,,,1.0,17.0,,,,,,,
145,NixNeovimPlugins,NixNeovim/NixNeovimPlugins,Makes all neovim plugins available in nix (Auto updated).,editors-and-ides,https://github.com/NixNeovim/NixNeovimPlugins,https://github.com/NixNeovim/NixNeovimPlugins,MIT,2022-08-13 14:50:55,2026-03-22 14:41:59,2026-03-22 14:41:58,1483.0,38.0,28.0,1.0,104.0,2.0,47.0,154,15,True,2,,,,,,37.0,1.0,1.0,,,,,
146,nix4vscode,nix-community/nix4vscode,Nix overlay for VSCode.,editors-and-ides,https://github.com/nix-community/nix4vscode,https://github.com/nix-community/nix4vscode,Apache-2.0,2023-09-07 13:34:42,2026-03-22 02:53:46,2026-03-22 02:53:33,1375.0,194.0,13.0,3.0,324.0,,,122,15,True,2,2025-03-24 04:06:13,nix4vscode-v0.0.12,217.0,11.0,12.0,15.0,,,,,,,
147,niv,nmattia/niv,Easy dependency management for Nix projects with package pinning.,development,https://github.com/nmattia/niv,https://github.com/nmattia/niv,MIT,2019-01-17 21:00:18,2025-03-02 23:46:25,2025-03-02 23:46:23,465.0,,77.0,17.0,221.0,79.0,113.0,1814,14,True,3,,,,,,38.0,,,,,,,
148,attic,zhaofengli/attic,Multi-tenant Nix Binary Cache.,development,https://github.com/zhaofengli/attic,https://github.com/zhaofengli/attic,,2022-12-31 23:43:41,2026-03-17 22:02:29,2025-09-24 10:59:48,425.0,,151.0,14.0,136.0,121.0,66.0,1789,14,True,3,,,,,,35.0,,,,,,,
149,naersk,nix-community/naersk,Build Rust packages directly from `Cargo.lock`.,programming-languages,https://github.com/nix-community/naersk,https://github.com/nix-community/naersk,MIT,2019-06-13 11:27:21,2026-01-30 19:04:18,2026-01-30 19:04:17,385.0,4.0,93.0,6.0,205.0,61.0,114.0,962,14,True,2,,,,,,56.0,,,,,['rust'],,
150,nixbsd,nixos-bsd/nixbsd,An unofficial NixOS fork with a FreeBSD kernel.,distributions,https://github.com/nixos-bsd/nixbsd,https://github.com/nixos-bsd/nixbsd,MIT,2023-12-24 23:35:29,2026-03-06 04:05:55,2026-02-26 18:46:17,345.0,3.0,34.0,26.0,16.0,15.0,21.0,903,14,True,2,,,,,,7.0,,,,,,,
151,musnix,musnix/musnix,Do real-time audio work in NixOS.,nixos-modules,https://github.com/musnix/musnix,https://github.com/musnix/musnix,BSD-3-Clause,2014-12-22 20:57:55,2026-03-13 09:15:42,2026-03-10 23:31:16,424.0,5.0,65.0,16.0,162.0,13.0,57.0,873,14,True,3,,,,,,39.0,,,,,,,
152,nix-bundle,nix-community/nix-bundle,Bundle Nix derivations to run anywhere.,command-line-tools,https://github.com/nix-community/nix-bundle,https://github.com/nix-community/nix-bundle,MIT,2016-06-14 19:51:08,2025-09-01 14:14:28,2025-09-01 14:14:16,186.0,,57.0,26.0,46.0,47.0,33.0,825,14,True,2,2018-04-10 19:46:47,0.3.0,117.0,1.0,1.0,21.0,,,,,,,
153,uv2nix,pyproject-nix/uv2nix,Ingest uv workspaces using Nix.,programming-languages,https://github.com/pyproject-nix/uv2nix,https://github.com/pyproject-nix/uv2nix,MIT,2024-08-22 04:29:29,2026-03-19 22:23:24,2026-03-19 22:22:55,441.0,37.0,37.0,7.0,248.0,3.0,56.0,686,14,True,2,,,,,,17.0,,,,,['python'],,
154,chaotic-nyx,chaotic-cx/nyx,Daily bumped bleeding edge packages like `mesa_git` & others that arent yet in Nixpkgs. Created by the makers of..,overlays,https://github.com/chaotic-cx/nyx,https://github.com/chaotic-cx/nyx,MIT,2023-03-27 20:33:14,2025-12-08 14:39:14,2025-12-08 14:32:21,2479.0,,79.0,4.0,1135.0,,128.0,658,14,True,2,,,,,,52.0,,,,,,,
155,nix-pills,NixOS/nix-pills,Guided introduction to Nix fundamentals from basic concepts to advanced use cases.,learning,https://github.com/NixOS/nix-pills,https://github.com/NixOS/nix-pills,CC-BY-SA-4.0,2017-08-14 09:08:14,2025-08-25 18:50:18,2025-08-25 18:50:18,398.0,,126.0,77.0,191.0,40.0,38.0,467,14,True,2,,,,,,114.0,,,,,,,
156,agenix-rekey,oddlama/agenix-rekey,An agenix extension adding secret generation and automatic rekeying using a YubiKey or master-identity.,security,https://github.com/oddlama/agenix-rekey,https://github.com/oddlama/agenix-rekey,MIT,2023-01-30 15:44:34,2026-03-02 19:12:37,2026-03-02 19:12:37,252.0,8.0,47.0,4.0,66.0,22.0,59.0,391,14,True,2,,,,,,29.0,,,,,,,
157,spicetify-nix,Gerg-L/spicetify-nix,A nix library for modifying spotify with spicetify.,theming,https://github.com/Gerg-L/spicetify-nix,https://github.com/Gerg-L/spicetify-nix,GPL-3.0,2023-11-30 23:44:32,2026-03-22 06:59:30,2026-03-22 05:23:57,979.0,41.0,35.0,4.0,278.0,4.0,67.0,379,14,True,2,2025-04-29 21:27:19,24.11,,,1.0,33.0,,,,,,,
158,nixos-unified,srid/nixos-unified,"Unify NixOS + nix-darwin + home-manager configuration in a single flake, while providing a consistent interface at DX..",nixos-modules,https://github.com/srid/nixos-unified,https://github.com/srid/nixos-unified,MIT,2023-03-15 17:35:12,2025-11-25 13:14:07,2025-11-25 13:14:07,189.0,,36.0,3.0,71.0,21.0,40.0,356,14,True,3,2024-10-03 15:42:09,0.2.0,,,2.0,10.0,,,,,,,
159,raspberry-pi-nix,nix-community/raspberry-pi-nix,NixOS modules to aid in configuring NixOS for Raspberry PI products.,installation-media,https://github.com/nix-community/raspberry-pi-nix,https://github.com/nix-community/raspberry-pi-nix,MIT,2022-05-21 01:16:06,2025-03-23 01:24:31,2025-03-17 14:59:51,165.0,,83.0,8.0,46.0,13.0,53.0,311,14,True,3,2024-11-05 03:51:57,0.4.1,,,7.0,14.0,,,,,,,
160,pyproject.nix,pyproject-nix/pyproject.nix,A collection of Nix utilities to work with Python projects.,programming-languages,https://github.com/pyproject-nix/pyproject.nix,https://github.com/pyproject-nix/pyproject.nix,MIT,2023-07-17 10:21:45,2026-03-19 08:43:19,2026-03-19 08:42:03,535.0,14.0,35.0,7.0,371.0,2.0,49.0,297,14,True,2,,,,,,18.0,,,,,['python'],,
161,nixpkgs-esp-dev,mirrexagon/nixpkgs-esp-dev,Nix flake and overlay for ESP8266 and ESP32 development.,overlays,https://github.com/mirrexagon/nixpkgs-esp-dev,https://github.com/mirrexagon/nixpkgs-esp-dev,CC0-1.0,2019-06-01 04:00:43,2026-01-08 09:44:01,2026-01-08 09:43:27,210.0,10.0,94.0,9.0,64.0,19.0,36.0,294,14,True,2,,,,,,33.0,,,,,,,
162,NobbZ/nixos-config,NobbZ/nixos-config,An example of NixOS system configuration with home-manager integration.,nix-configurations,https://github.com/NobbZ/nixos-config,https://github.com/NobbZ/nixos-config,MIT,2020-10-28 15:25:22,2026-03-22 12:51:49,2026-03-22 12:51:42,5264.0,247.0,6.0,2.0,1532.0,11.0,4.0,265,14,True,3,,,,,,9.0,,,,,,,
163,sbomnix,tiiuae/sbomnix,A suite of utilities to help with software supply chain challenges on nix targets.,security,https://github.com/tiiuae/sbomnix,https://github.com/tiiuae/sbomnix,,2022-12-08 10:45:27,2026-03-20 10:57:49,2026-03-09 07:31:44,368.0,11.0,30.0,7.0,224.0,10.0,19.0,247,14,True,2,2026-03-09 07:57:09,1.7.5,426.0,11.0,20.0,18.0,,,,,,,
164,dix,bloxx12/dix,A blazingly fast tool to diff Nix related things.,command-line-tools,https://github.com/faukah/dix,https://github.com/faukah/dix,GPL-3.0,2025-05-04 12:13:11,2026-02-22 21:51:30,2026-02-22 21:50:51,232.0,63.0,6.0,2.0,42.0,1.0,13.0,245,14,True,2,2026-01-31 21:39:02,1.4.2,,,12.0,7.0,2.0,2.0,faukah/dix,,,,
165,cached-nix-shell,xzfc/cached-nix-shell,A `nix-shell` replacement that uses caching to open subsequent shells quickly.,development,https://github.com/xzfc/cached-nix-shell,https://github.com/xzfc/cached-nix-shell,Unlicense,2019-09-18 14:23:00,2024-11-24 23:00:19,2024-06-23 18:47:25,182.0,,15.0,6.0,7.0,6.0,22.0,229,14,False,3,2024-06-23 19:21:14,0.1.6,,,3.0,6.0,8.0,8.0,,,,,
166,nix-search-tv,3timeslazy/nix-search-tv,"CLI fuzzy finder for packages and options from Nixpkgs, Home Manager, and more.",discovery,https://github.com/3timeslazy/nix-search-tv,https://github.com/3timeslazy/nix-search-tv,GPL-3.0,2025-01-29 09:30:56,2026-03-08 20:25:08,2026-02-19 01:37:59,150.0,11.0,7.0,,8.0,,17.0,227,14,True,2,2026-02-19 01:54:05,2.2.7,,,19.0,4.0,,,,,,,
167,nix-idea,NixOS/nix-idea,Nix plugin for the IntelliJ IDEA IDE.,editors-and-ides,https://github.com/NixOS/nix-idea,https://github.com/NixOS/nix-idea,Apache-2.0,2016-09-08 08:44:59,2026-01-04 06:31:03,2026-01-04 06:25:27,312.0,3.0,27.0,42.0,60.0,14.0,24.0,211,14,True,3,2025-07-04 13:35:36,0.4.0.18,317.0,2.0,28.0,17.0,,,,,,,
168,Misterio77/nix-starter-configs,Misterio77/nix-starter-configs,A few simple Nix Flake templates for getting started with NixOS + home-manager.,nix-configurations,https://github.com/Misterio77/nix-starter-configs,https://github.com/Misterio77/nix-starter-configs,CC0-1.0,2021-12-16 20:29:26,2025-11-15 14:24:20,2025-11-15 14:23:54,102.0,,168.0,49.0,25.0,23.0,50.0,3619,13,True,3,,,,,,14.0,,,,,,,
169,deploy-rs,serokell/deploy-rs,A simple multi-profile Nix-flake deploy tool.,deployment-tools,https://github.com/serokell/deploy-rs,https://github.com/serokell/deploy-rs,,2020-09-28 17:46:15,2026-03-16 02:00:33,2026-02-02 07:59:41,348.0,2.0,144.0,22.0,156.0,94.0,118.0,2041,13,True,3,,,,,,44.0,,,,-1.0,,,
170,tvix,tvlfyi/tvix,Tvix - A Rust implementation of Nix.,programming-languages,https://github.com/tvlfyi/tvix,https://github.com/tvlfyi/tvix,GPL-3.0,2023-02-01 16:57:15,2026-03-09 10:17:17,2026-03-09 09:01:36,3232.0,15.0,16.0,19.0,3.0,,,1007,13,True,2,,,,,,51.0,,,,,['rust'],,
171,nixGL,nix-community/nixGL,A wrapper tool for nix OpenGL application.,nixos-modules,https://github.com/nix-community/nixGL,https://github.com/nix-community/nixGL,MIT,2017-09-16 10:18:56,2025-11-02 13:41:21,2025-11-02 13:41:20,181.0,,127.0,14.0,83.0,76.0,60.0,957,13,True,3,,,,,,30.0,,,,,,,
172,NixOps4,nixops4/nixops4,Deploy with Nix and manage resources declaratively.,deployment-tools,https://github.com/nixops4/nixops4,https://github.com/nixops4/nixops4,LGPL-2.1,2024-03-18 14:07:58,2026-03-02 00:57:55,2026-02-03 23:37:37,521.0,90.0,16.0,32.0,111.0,15.0,12.0,842,13,True,3,,,,,,8.0,,,,,,,
173,nixos-cosmic,lilyinstarlight/nixos-cosmic,Flake for using COSMIC on NixOS.,nixos-modules,https://github.com/lilyinstarlight/nixos-cosmic,https://github.com/lilyinstarlight/nixos-cosmic,MIT,2024-02-27 23:59:10,2026-03-22 11:06:35,2025-07-04 01:16:54,949.0,,47.0,8.0,711.0,43.0,115.0,657,13,True,3,,,,,,20.0,,,,,,,
174,nixpkgs-mozilla,mozilla/nixpkgs-mozilla,Mozilla overlay for Nixpkgs.,overlays,https://github.com/mozilla/nixpkgs-mozilla,https://github.com/mozilla/nixpkgs-mozilla,MIT,2016-06-16 22:14:00,2025-11-04 11:34:56,2025-11-04 11:34:56,274.0,,128.0,14.0,203.0,51.0,92.0,580,13,True,2,,,,,,66.0,,,,,,,
175,donovanglover/nix-config,donovanglover/nix-config,"NixOS configuration with Nix Flakes, Home Manager, Stylix, and Hyprland.",nix-configurations,https://github.com/donovanglover/nix-config,https://github.com/donovanglover/nix-config,MIT,2017-10-21 09:31:19,2025-12-17 19:51:29,2025-12-17 19:38:23,3826.0,,12.0,3.0,2.0,1.0,4.0,385,13,True,3,2018-12-13 04:54:01,0.2.0,,,2.0,,,,,,,,
176,flakelight,nix-community/flakelight,A modular flake framework aiming to minimize boilerplate.,development,https://github.com/nix-community/flakelight,https://github.com/nix-community/flakelight,MIT,2023-04-09 00:56:54,2026-03-16 13:24:48,2026-03-16 13:24:16,322.0,16.0,10.0,8.0,12.0,3.0,27.0,384,13,True,3,,,,,,7.0,,,,,,,
177,juspay/nixos-unified-template,juspay/nixos-unified-template,A ready-made Nix configuration to manage either your Home environment or whole NixOS systems.,nix-configurations,https://github.com/juspay/nixos-unified-template,https://github.com/juspay/nixos-unified-template,AGPL-3.0,2023-04-01 13:43:05,2026-03-22 00:17:06,2026-03-15 19:59:16,338.0,11.0,67.0,9.0,155.0,9.0,39.0,374,13,True,3,,,,,,17.0,,,,,,,
178,nixarr,rasmus-kirk/nixarr,The Media Server Nixos Module.,nixos-modules,https://github.com/nix-media-server/nixarr,https://github.com/nix-media-server/nixarr,GPL-3.0,2024-02-21 09:34:24,2026-02-28 13:19:35,2026-02-08 09:14:26,388.0,4.0,44.0,6.0,83.0,6.0,59.0,366,13,True,3,,,,,,21.0,,,nix-media-server/nixarr,,,,
179,hjem,feel-co/hjem,"Streamlined, elegant $HOME management with Nix.",nixos-modules,https://github.com/feel-co/hjem,https://github.com/feel-co/hjem,MPL-2.0,2024-12-13 17:28:48,2026-03-18 02:46:01,2026-03-18 02:40:21,291.0,29.0,19.0,11.0,80.0,16.0,23.0,339,13,True,3,,,,,,15.0,,,,,,,
180,NixVirt,AshleyYakeley/NixVirt,LibVirt domain management for Nix.,virtualisation,https://github.com/AshleyYakeley/NixVirt,https://github.com/AshleyYakeley/NixVirt,MIT,2024-01-27 19:54:59,2026-03-22 08:00:36,2026-03-22 08:00:36,424.0,3.0,44.0,2.0,57.0,7.0,36.0,330,13,True,3,,,,,,26.0,,,,,,,
181,nixpkgs-hammering,jtojnar/nixpkgs-hammering,An opinionated linter for Nixpkgs package expressions.,command-line-tools,https://github.com/jtojnar/nixpkgs-hammering,https://github.com/jtojnar/nixpkgs-hammering,MIT,2020-04-26 04:27:10,2026-03-22 08:47:02,2026-03-22 08:30:14,243.0,21.0,19.0,6.0,111.0,48.0,41.0,325,13,True,2,,,,,,14.0,,,,,,,
182,Typix,loqusion/typix,Deterministic Typst compilation with Nix.,development,https://github.com/loqusion/typix,https://github.com/loqusion/typix,MIT,2023-12-24 03:37:43,2026-02-07 08:51:26,2026-02-07 08:51:25,439.0,4.0,13.0,3.0,69.0,4.0,10.0,302,13,True,3,2025-06-27 08:35:45,0.3.2,,,13.0,7.0,,,,,,,
183,nixos-avf,nix-community/nixos-avf,NixOS for Android Terminal (Android Virtualization Framework).,distributions,https://github.com/nix-community/nixos-avf,https://github.com/nix-community/nixos-avf,GPL-3.0,2025-03-24 22:04:05,2026-01-23 01:34:49,2026-01-23 01:34:42,150.0,28.0,21.0,5.0,20.0,7.0,12.0,283,13,True,2,2025-11-26 01:53:27,nixos-25.11,1.0,0.0,3.0,5.0,,,,-1.0,['android'],,
184,nvfetcher,berberman/nvfetcher,Generate nix sources expr for the latest version of packages.,development,https://github.com/berberman/nvfetcher,https://github.com/berberman/nvfetcher,MIT,2021-04-20 04:07:58,2026-03-13 05:28:27,2026-03-13 05:22:07,188.0,2.0,20.0,2.0,80.0,15.0,54.0,276,13,True,3,2025-12-14 07:46:13,0.8.0,,,10.0,18.0,,,,,,,
185,Easy PureScript Nix,justinwoo/easy-purescript-nix,A project to easily use PureScript and other tools with Nix.,programming-languages,https://github.com/justinwoo/easy-purescript-nix,https://github.com/justinwoo/easy-purescript-nix,MIT,2018-10-21 15:16:08,2025-11-22 12:21:39,2025-11-22 12:21:39,463.0,,54.0,7.0,198.0,6.0,31.0,210,13,True,2,,,,,,32.0,,,,,,,
186,process-compose-flake,Platonic-Systems/process-compose-flake,A flake-parts module to spin up processes for development by leveraging process-compose.,devops,https://github.com/Platonic-Systems/process-compose-flake,https://github.com/Platonic-Systems/process-compose-flake,MIT,2022-12-08 17:19:30,2026-01-08 09:18:05,2026-01-08 09:18:05,173.0,1.0,29.0,8.0,65.0,13.0,26.0,186,13,True,2,2023-06-12 20:46:17,0.1.0,,,1.0,18.0,,,,,,,
187,nixdoc,nix-community/nixdoc,Tool to generate documentation for Nix library functions.,development,https://github.com/nix-community/nixdoc,https://github.com/nix-community/nixdoc,GPL-3.0,2018-10-25 16:07:24,2026-02-16 21:43:14,2025-11-18 21:22:40,229.0,,15.0,4.0,135.0,5.0,21.0,164,13,True,3,2025-02-11 21:35:04,3.1.0,,,14.0,14.0,,,,,,,
188,NüschtOS Search,NuschtOS/search,Simple and fast static-page NixOS option search.,discovery,https://github.com/NuschtOS/search,https://github.com/NuschtOS/search,MIT,2024-06-23 20:04:47,2026-03-20 19:28:02,2026-03-15 20:44:21,265.0,3.0,10.0,4.0,241.0,24.0,36.0,147,13,True,2,2026-01-19 17:41:10,0.1.0,,,1.0,13.0,,,,,,,
189,ghc.nix,alpmestan/ghc.nix,Nix (shell) expression for working on GHC.,programming-languages,https://github.com/alpmestan/ghc.nix,https://github.com/alpmestan/ghc.nix,BSD-3-Clause,2018-04-18 19:54:21,2026-03-22 01:57:03,2024-06-10 15:01:25,271.0,,49.0,13.0,135.0,27.0,29.0,147,13,False,2,,,,,,29.0,,,,,['haskell'],,
190,hydra-check,nix-community/hydra-check,Check hydra for the build status of a package.,command-line-tools,https://github.com/nix-community/hydra-check,https://github.com/nix-community/hydra-check,MIT,2020-03-05 18:26:56,2026-02-28 16:16:25,2026-02-28 15:50:07,187.0,25.0,11.0,2.0,80.0,,16.0,136,13,True,2,2026-02-28 16:16:25,2.1.0,,,12.0,11.0,,,,,,,
191,lean4-nix,lenianiva/lean4-nix,"Nix flake build for Lean 4, and `lake2nix`.",programming-languages,https://github.com/lenianiva/lean4-nix,https://github.com/lenianiva/lean4-nix,Apache-2.0,2024-10-11 05:39:31,2026-02-23 19:46:11,2026-02-23 19:46:11,267.0,13.0,15.0,3.0,77.0,6.0,33.0,96,13,True,2,2024-12-10 06:09:58,0.2,,,2.0,6.0,,,,,,,
192,nix-phps,fossar/nix-phps,Flake containing old and unmaintained PHP versions (intended for CI use).,programming-languages,https://github.com/fossar/nix-phps,https://github.com/fossar/nix-phps,MIT,2021-01-09 21:40:06,2026-03-22 04:34:01,2026-03-01 11:36:48,487.0,22.0,24.0,3.0,470.0,5.0,27.0,81,13,True,2,,,,,,18.0,,,,,['php'],,
193,haskell-nix,Gabriella439/haskell-nix,Nix and Haskell in production.,programming-languages,https://github.com/Gabriella439/haskell-nix,https://github.com/Gabriella439/haskell-nix,,2017-01-02 18:59:50,2023-09-22 15:53:46,2023-09-22 15:53:46,82.0,,110.0,31.0,35.0,26.0,38.0,1167,12,False,3,,,,,,23.0,,,,,['haskell'],,
194,nix-alien,thiagokokada/nix-alien,Run unpatched binaries on Nix/NixOS easily.,command-line-tools,https://github.com/thiagokokada/nix-alien,https://github.com/thiagokokada/nix-alien,MIT,2021-10-27 00:26:44,2026-03-15 05:16:45,2026-02-15 10:22:02,417.0,4.0,14.0,4.0,114.0,1.0,37.0,780,12,True,2,,,,,,11.0,,,,,,,
195,RFCs,NixOS/rfcs,The Nix community RFCs.,learning,https://github.com/NixOS/rfcs,https://github.com/NixOS/rfcs,CC-BY-SA-4.0,2017-02-11 15:41:27,2025-05-26 15:49:46,2025-05-26 15:49:41,76.0,,144.0,134.0,196.0,,,627,12,True,2,,,,,,39.0,,,,,,,
196,nix-colors,Misterio77/nix-colors,Modules and schemes to make theming with Nix awesome.,theming,https://github.com/Misterio77/nix-colors,https://github.com/Misterio77/nix-colors,GPL-3.0,2021-10-01 19:43:28,2024-05-23 18:39:21,2024-02-13 11:51:18,97.0,,46.0,6.0,28.0,16.0,21.0,587,12,False,3,2023-04-21 20:19:53,4.0.0,,,4.0,12.0,,,,,,,
197,ragenix,yaxitech/ragenix,age-encrypted secrets for NixOS; drop-in replacement for agenix.,security,https://github.com/yaxitech/ragenix,https://github.com/yaxitech/ragenix,Apache-2.0,2021-05-07 22:41:54,2026-01-06 18:21:34,2025-10-30 14:01:53,169.0,,23.0,6.0,148.0,13.0,6.0,446,12,True,2,,,,,,14.0,,,,,,,
198,haumea,nix-community/haumea,"Filesystem-based module system for the Nix language similar to traditional programming languages, with support for..",development,https://github.com/nix-community/haumea,https://github.com/nix-community/haumea,MPL-2.0,2023-04-01 00:50:18,2026-02-24 18:32:03,2026-02-24 18:31:59,98.0,4.0,9.0,5.0,39.0,10.0,4.0,388,12,True,3,2023-05-26 20:34:06,0.2.2,,,5.0,4.0,,,,,,,
199,nix-security-box,fabaff/nix-security-box,Tool set for Information security professionals and all others.,security,https://github.com/fabaff/nix-security-box,https://github.com/fabaff/nix-security-box,MIT,2020-12-22 22:36:28,2026-03-08 09:53:20,2026-03-08 09:53:20,704.0,36.0,25.0,9.0,4.0,2.0,2.0,385,12,True,2,,,,,,,,,,,,,
200,Home Manager Option Search,mipmip/home-manager-option-search,Search through all 2000+ Home Manager options and read how to use them.,discovery,https://github.com/ekstranix/home-manager-option-search,https://github.com/ekstranix/home-manager-option-search,Apache-2.0,2022-01-04 22:27:08,2026-03-22 05:23:42,2026-03-11 15:05:59,152.0,1.0,19.0,,23.0,17.0,22.0,381,12,True,3,2023-12-12 22:53:06,1.4,,,4.0,15.0,,,ekstranix/home-manager-option-search,,,,
201,nix-mode,NixOS/nix-mode,An Emacs major mode for editing Nix expressions.,editors-and-ides,https://github.com/NixOS/nix-mode,https://github.com/NixOS/nix-mode,LGPL-2.1,2016-08-17 20:46:39,2024-06-25 16:56:44,2023-04-21 20:36:55,564.0,,75.0,15.0,114.0,37.0,57.0,332,12,False,3,,,,,,39.0,,,,,,,
202,nix-melt,nix-community/nix-melt,A ranger-like flake.,command-line-tools,https://github.com/nix-community/nix-melt,https://github.com/nix-community/nix-melt,MPL-2.0,2023-04-25 22:20:20,2026-03-13 23:43:47,2026-03-13 23:43:45,361.0,12.0,2.0,2.0,225.0,2.0,3.0,296,12,True,2,2024-09-16 15:29:34,0.1.3,362.0,10.0,4.0,3.0,1.0,1.0,,,,,
203,extra-container,erikarvstedt/extra-container,Run declarative NixOS containers from the command line.,virtualisation,https://github.com/erikarvstedt/extra-container,https://github.com/erikarvstedt/extra-container,MIT,2018-07-14 13:32:14,2026-01-10 20:57:00,2025-12-19 14:48:47,155.0,,19.0,10.0,7.0,3.0,29.0,286,12,True,3,,,,,,3.0,,,,,,,
204,styx,styx-static/styx,Static site generator in Nix expression language.,development,https://github.com/styx-static/styx,https://github.com/styx-static/styx,MIT,2016-10-02 22:24:18,2023-01-13 16:06:57,2023-01-13 16:06:53,338.0,,23.0,11.0,51.0,15.0,35.0,234,12,False,3,,,,,,13.0,,,,,,,
205,nixos-docker-sd-image-builder,Robertof/nixos-docker-sd-image-builder,Build custom SD images of NixOS for your Raspberry Pi (or any other supported AArch64 device) in 5-20 minutes.,installation-media,https://github.com/Robertof/nixos-docker-sd-image-builder,https://github.com/Robertof/nixos-docker-sd-image-builder,MIT,2020-05-04 23:32:19,2026-01-30 00:43:05,2026-01-30 00:42:47,77.0,4.0,34.0,7.0,7.0,5.0,22.0,226,12,True,3,,,,,,7.0,,,,,,,
