,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,dependent_project_count,github_dependent_project_count,trending,updated_github_id,labels,new_addition,gitlab_id,gitlab_url
0,nixpkgs,NixOS/nixpkgs,Nix Packages collection & NixOS.,discovery,https://github.com/NixOS/nixpkgs,https://github.com/NixOS/nixpkgs,MIT,2012-06-04 02:49:46,2026-03-02 00:17:22,2026-03-02 00:05:27,956870.0,49782.0,17873.0,275.0,440907.0,8730.0,44598.0,23651,33,True,1,,,,,,,,,,,,,,
1,Devbox,jetify-com/devbox,"Instant, portable, and predictable development environments.",development,https://github.com/jetify-com/devbox,https://github.com/jetify-com/devbox,Apache-2.0,2022-08-18 20:27:16,2026-02-27 01:20:36,2026-02-26 17:19:43,1733.0,17.0,299.0,43.0,1958.0,391.0,434.0,11335,28,True,1,2025-08-18 20:03:27,0.16.0,1917545.0,71020.0,100.0,100.0,,,,,,,,
2,Home Manager,nix-community/home-manager,Manage your user configuration just like NixOS.,nixos-modules,https://github.com/nix-community/home-manager,https://github.com/nix-community/home-manager,MIT,2017-01-14 12:11:06,2026-03-01 19:00:39,2026-03-01 15:54:21,6317.0,463.0,2288.0,50.0,5717.0,676.0,2388.0,9425,27,True,1,,,,,,1555.0,,,,,,,,
3,devenv,cachix/devenv,A Nix-based tool for creating developer shell environments quickly and reproducibly.,development,https://github.com/cachix/devenv,https://github.com/cachix/devenv,Apache-2.0,2022-10-22 20:10:10,2026-03-02 00:12:36,2026-03-02 00:10:24,5744.0,891.0,463.0,26.0,1240.0,317.0,970.0,6357,27,True,1,2025-11-27 17:34:14,1.11.2,,,41.0,258.0,1.0,1.0,1.0,,,,,
4,nickel,tweag/nickel,Better configuration for less.,programming-languages,https://github.com/nickel-lang/nickel,https://github.com/nickel-lang/nickel,MIT,2019-01-08 21:43:11,2026-02-27 14:29:16,2026-02-27 13:58:09,5005.0,168.0,110.0,26.0,1733.0,139.0,558.0,2851,26,True,1,2026-02-27 01:18:35,1.16.0,159028.0,3313.0,29.0,94.0,,,-1.0,nickel-lang/nickel,,,,
5,NixOS-WSL,nix-community/NixOS-WSL,Modules for running NixOS on the Windows Subsystem for Linux.,nixos-modules,https://github.com/nix-community/NixOS-WSL,https://github.com/nix-community/NixOS-WSL,Apache-2.0,2019-12-07 22:29:47,2026-03-01 21:26:43,2026-03-01 17:37:12,731.0,38.0,151.0,25.0,668.0,36.0,216.0,2768,25,True,1,2026-03-01 15:30:53,2511.7.1,69834.0,1144.0,11.0,50.0,,,,,,,,
6,nix-installer,DeterminateSystems/nix-installer,Opinionated alternative to the official Nix install scripts.,installation-media,https://github.com/DeterminateSystems/nix-installer,https://github.com/DeterminateSystems/nix-installer,LGPL-2.1,2022-09-02 19:10:48,2026-03-01 20:22:35,2026-02-24 05:48:34,811.0,23.0,91.0,13.0,887.0,385.0,512.0,3456,24,True,1,2026-02-24 05:48:39,3.16.3,1067416.0,30497.0,100.0,35.0,3.0,3.0,,,,,,
7,install-nix-action,cachix/install-nix-action,Installs Nix on GitHub Actions for the supported platforms: Linux and macOS.,github-actions,https://github.com/cachix/install-nix-action,https://github.com/cachix/install-nix-action,Apache-2.0,2019-10-02 09:31:59,2026-02-14 22:49:31,2026-02-14 22:48:14,390.0,7.0,87.0,10.0,151.0,16.0,98.0,658,24,True,1,2026-02-14 22:49:31,31.9.1,,,52.0,34.0,36479.0,36479.0,,,,,,
8,haskell.nix,input-output-hk/haskell.nix,Alternative Haskell Infrastructure for Nixpkgs.,programming-languages,https://github.com/input-output-hk/haskell.nix,https://github.com/input-output-hk/haskell.nix,Apache-2.0,2018-04-20 16:00:09,2026-03-01 01:02:34,2026-03-01 01:02:34,4144.0,105.0,248.0,18.0,1503.0,165.0,808.0,621,24,True,1,2026-01-29 03:17:56,nix-tools-0.4.1,21388.0,891.0,16.0,164.0,,,,,['haskell'],,,
9,patchelf,NixOS/patchelf,A small utility to modify the dynamic linker and RPATH of ELF executables.,command-line-tools,https://github.com/NixOS/patchelf,https://github.com/NixOS/patchelf,GPL-3.0,2011-12-06 21:27:51,2025-12-15 01:02:35,2025-11-11 16:03:03,981.0,,504.0,75.0,341.0,114.0,175.0,4161,23,True,1,2025-08-13 03:38:12,0.15.5,9630050.0,143732.0,32.0,99.0,,,-1.0,,,,,
10,nixos-hardware,NixOS/nixos-hardware,A collection of NixOS modules covering hardware quirks.,nixos-modules,https://github.com/NixOS/nixos-hardware,https://github.com/NixOS/nixos-hardware,CC0-1.0,2016-02-08 10:50:14,2026-02-24 21:53:28,2026-02-24 21:39:55,2638.0,98.0,861.0,62.0,1361.0,178.0,233.0,2954,23,True,1,2021-05-29 08:24:13,mnt-reform2-nitrogen8m-v1,1606.0,27.0,2.0,523.0,,,,,,,,
11,NUR,nix-community/NUR,Nix User Repositories.,overlays,https://github.com/nix-community/NUR,https://github.com/nix-community/NUR,MIT,2018-02-28 18:49:50,2026-03-01 20:58:58,2026-03-01 20:55:28,39979.0,3144.0,472.0,15.0,955.0,30.0,100.0,1774,23,True,1,,,,,,591.0,,,,,,,,
12,nixfmt,NixOS/nixfmt,"A formatter for Nix code, intended to easily apply a uniform style.",command-line-tools,https://github.com/NixOS/nixfmt,https://github.com/NixOS/nixfmt,MPL-2.0,2018-08-02 12:33:51,2026-02-21 21:58:37,2026-02-17 20:58:15,631.0,10.0,65.0,29.0,179.0,25.0,167.0,1440,23,True,1,2026-01-09 09:50:43,1.2.0,12383.0,154.0,10.0,38.0,,,,,,,,
13,nvf,notashelf/nvf,"Highly modular, configurable, extensible and easy to use Neovim configuration in Nix.",editors-and-ides,https://github.com/NotAShelf/nvf,https://github.com/NotAShelf/nvf,MIT,2023-02-01 17:13:58,2026-03-01 17:24:33,2026-02-27 19:07:36,2966.0,229.0,198.0,5.0,877.0,100.0,321.0,1394,23,True,1,2025-12-12 12:21:36,0.8,,,7.0,133.0,,,,,,,,
14,treefmt,numtide/treefmt,"One CLI to format the code tree, using formatters such as alejandra, prettier, etc.",command-line-tools,https://github.com/numtide/treefmt,https://github.com/numtide/treefmt,MIT,2020-12-18 10:30:54,2026-02-27 12:01:23,2026-02-23 16:18:51,810.0,27.0,49.0,13.0,440.0,57.0,160.0,937,23,True,1,2026-02-27 08:45:33,2.4.1,88219.0,1521.0,30.0,22.0,8.0,8.0,,,,,,
15,crate2nix,nix-community/crate2nix,rebuild only changed crates in CI with crate2nix and nix.,programming-languages,https://github.com/nix-community/crate2nix,https://github.com/nix-community/crate2nix,Apache-2.0,2019-03-24 22:00:59,2026-03-01 00:21:10,2026-02-09 14:20:48,1430.0,61.0,104.0,9.0,224.0,98.0,120.0,477,23,True,1,2026-01-28 19:11:01,0.15.0,,,19.0,58.0,51.0,51.0,,,['rust'],,,
16,nix-darwin,nix-darwin/nix-darwin,Manage macOS configuration just like on NixOS.,nixos-modules,https://github.com/nix-darwin/nix-darwin,https://github.com/nix-darwin/nix-darwin,MIT,2016-10-16 14:26:46,2026-03-01 16:02:28,2026-03-01 15:40:24,2337.0,49.0,591.0,30.0,913.0,286.0,520.0,5121,22,True,1,,,,,,279.0,,,,,,,,
17,flox,flox/flox,"Manage and share development environments, package projects, and publish artifacts anywhere.",development,https://github.com/flox/flox,https://github.com/flox/flox,GPL-2.0,2022-12-22 15:52:43,2026-02-27 19:22:44,2026-02-27 10:59:37,4657.0,552.0,110.0,19.0,2365.0,363.0,1297.0,3808,22,True,1,2026-02-24 20:54:40,1.9.1,20.0,0.0,62.0,54.0,,,,,,,,
18,NixVim,nix-community/nixvim,A NeoVim distribution built with Nix modules and Nixpkgs.,editors-and-ides,https://github.com/nix-community/nixvim,https://github.com/nix-community/nixvim,MIT,2020-12-30 01:08:04,2026-03-01 22:00:11,2026-03-01 21:57:38,4395.0,228.0,370.0,12.0,3063.0,149.0,772.0,2686,22,True,1,,,,,,278.0,,,,,,,,
19,nix-direnv,nix-community/nix-direnv,A fast loader and flake-compliant configuration for the direnv environment auto-loader.,development,https://github.com/nix-community/nix-direnv,https://github.com/nix-community/nix-direnv,MIT,2019-09-27 07:43:47,2026-03-01 03:08:05,2026-03-01 03:04:13,1129.0,80.0,139.0,15.0,473.0,6.0,219.0,2562,22,True,1,2026-02-08 20:52:15,3.1.0,,,39.0,84.0,,,,,,,,
20,update-flake-lock,DeterminateSystems/update-flake-lock,This is a GitHub Action that updates the flake.lock file for your Nix flake whenever it is run.,github-actions,https://github.com/DeterminateSystems/update-flake-lock,https://github.com/DeterminateSystems/update-flake-lock,MIT,2021-10-18 18:39:57,2026-03-01 00:02:31,2026-02-25 16:58:06,326.0,23.0,41.0,5.0,198.0,27.0,29.0,379,22,True,2,2025-11-26 21:23:21,28,,,28.0,28.0,3426.0,3426.0,,,,,,
21,nix.dev,NixOS/nix.dev,Official documentation for getting things done with Nix.,learning,https://github.com/NixOS/nix.dev,https://github.com/NixOS/nix.dev,CC-BY-SA-4.0,2016-05-04 10:32:21,2026-02-27 03:27:16,2026-02-26 12:51:44,1931.0,15.0,315.0,40.0,882.0,129.0,192.0,3652,21,True,1,,,,,,193.0,,,,,,,,
22,Stylix,nix-community/stylix,System-wide colorscheming and typography for NixOS.,theming,https://github.com/nix-community/stylix,https://github.com/nix-community/stylix,MIT,2020-12-21 15:50:00,2026-03-01 17:13:56,2026-02-28 16:40:53,1374.0,88.0,307.0,12.0,1468.0,191.0,455.0,2165,21,True,1,,,,,,192.0,,,,,,,,
23,nixos-apple-silicon,nix-community/nixos-apple-silicon,Resources to install NixOS bare metal on Apple Silicon Macs.,installation-media,https://github.com/nix-community/nixos-apple-silicon,https://github.com/nix-community/nixos-apple-silicon,MIT,2021-12-14 00:25:40,2026-02-19 14:46:51,2026-02-19 14:31:54,708.0,40.0,135.0,32.0,184.0,19.0,218.0,1402,21,True,1,2025-11-20 01:51:21,release-2025-11-18,4638.0,96.0,86.0,45.0,,,,,,,,
24,nixd,nix-community/nixd,"Nix language server, based on Nix libraries.",development,https://github.com/nix-community/nixd,https://github.com/nix-community/nixd,LGPL-3.0,2023-05-10 08:41:17,2026-02-15 05:39:45,2026-02-09 04:16:39,1373.0,65.0,58.0,8.0,506.0,60.0,224.0,1315,21,True,1,2026-02-07 17:46:48,2.9.0,,,32.0,49.0,,,,,,,,
25,crane,ipetkov/crane,A Nix library for building Cargo projects with incremental artifact caching.,programming-languages,https://github.com/ipetkov/crane,https://github.com/ipetkov/crane,MIT,2022-01-16 04:23:52,2026-02-26 04:33:42,2026-02-26 04:33:16,823.0,43.0,123.0,6.0,522.0,28.0,277.0,1290,21,True,1,2026-02-15 02:11:11,0.23.1,,,59.0,67.0,,,,,['rust'],,,
26,Athena,Athena-OS/athena,Arch/Nix-based distro focused on Cybersecurity.,distributions,https://github.com/Athena-OS/athena,https://github.com/Athena-OS/athena,MIT,2022-06-14 21:39:15,2026-03-01 15:47:27,2026-03-01 15:47:13,728.0,138.0,98.0,29.0,118.0,9.0,139.0,1190,21,True,1,2025-10-14 16:48:02,25.11,16439.0,365.0,14.0,10.0,,,,,,,,
27,nix-bitcoin,fort-nix/nix-bitcoin,Modules and packages for Bitcoin nodes with higher-layer protocols with an emphasis on security.,nixos-modules,https://github.com/fort-nix/nix-bitcoin,https://github.com/fort-nix/nix-bitcoin,MIT,2018-12-06 16:06:42,2026-02-12 06:39:53,2026-02-12 06:39:46,2196.0,20.0,124.0,19.0,604.0,38.0,177.0,597,21,True,2,2026-01-06 17:50:51,0.0.135,8393.0,137.0,100.0,31.0,,,,,,,,
28,nix-index-database,nix-community/nix-index-database,Weekly updated nix-index database.,command-line-tools,https://github.com/nix-community/nix-index-database,https://github.com/nix-community/nix-index-database,MIT,2020-12-09 08:37:01,2026-03-01 05:10:14,2026-03-01 05:10:13,564.0,24.0,45.0,3.0,129.0,3.0,41.0,501,21,True,1,2026-03-01 05:04:22,2026-03-01-044622,552857.0,22114.0,100.0,37.0,,,,,,,,
29,nix-installer-action,DeterminateSystems/nix-installer-action,"The fast, friendly, and reliable GitHub Action to install Nix with Flakes.",github-actions,https://github.com/DeterminateSystems/nix-installer-action,https://github.com/DeterminateSystems/nix-installer-action,LGPL-2.1,2023-01-13 18:03:12,2026-02-26 00:48:14,2026-02-25 20:27:18,366.0,13.0,26.0,3.0,193.0,16.0,26.0,222,21,True,2,2025-11-12 14:16:39,21,,,21.0,15.0,7980.0,7980.0,,,,,,
30,nixos-anywhere,nix-community/nixos-anywhere,Install NixOS everywhere via SSH.,installation-media,https://github.com/nix-community/nixos-anywhere,https://github.com/nix-community/nixos-anywhere,MIT,2022-11-09 12:36:38,2026-03-01 03:46:34,2026-02-01 14:29:00,880.0,19.0,193.0,17.0,409.0,72.0,143.0,2906,20,True,2,2025-11-13 15:01:46,1.13.0,,,16.0,80.0,,,,,,,,
31,ryan4yin/nix-config,ryan4yin/nix-config,Nix config for both desktops(NixOS+macOS) and homelab servers(NixOS).,nix-configurations,https://github.com/ryan4yin/nix-config,https://github.com/ryan4yin/nix-config,MIT,2023-04-22 17:29:16,2026-02-27 02:20:26,2026-02-27 02:20:13,1996.0,68.0,94.0,11.0,180.0,,63.0,1823,20,True,1,2026-01-05 05:30:48,0.15.0,,,33.0,14.0,,,,,,,,
32,nix-init,nix-community/nix-init,"Generate Nix packages from URLs with hash prefetching, dependency inference, license detection, and more.",command-line-tools,https://github.com/nix-community/nix-init,https://github.com/nix-community/nix-init,MPL-2.0,2023-01-18 19:45:48,2026-02-27 21:30:27,2026-02-27 21:30:25,1244.0,169.0,39.0,4.0,671.0,24.0,41.0,1313,20,True,1,2026-02-06 16:22:40,0.3.3,,,11.0,14.0,1.0,1.0,,,,,,
33,alejandra,kamadorueda/alejandra,An opinionated Nix code formatter optimized for speed and consistency.,command-line-tools,https://github.com/kamadorueda/alejandra,https://github.com/kamadorueda/alejandra,Unlicense,2022-01-26 22:52:25,2026-02-19 21:21:47,2026-01-11 18:15:55,565.0,1.0,53.0,7.0,313.0,63.0,98.0,1303,20,True,1,2025-04-10 22:34:11,4.0.0,35631.0,727.0,19.0,26.0,11.0,11.0,,,,,,
34,mobile-nixos,mobile-nixos/mobile-nixos,NixOS for mobile devices like phones.,distributions,https://github.com/mobile-nixos/mobile-nixos,https://github.com/mobile-nixos/mobile-nixos,MIT,2018-06-10 01:00:58,2026-02-28 14:45:54,2026-02-28 14:45:54,3170.0,28.0,211.0,47.0,554.0,144.0,167.0,1235,20,True,1,,,,,,52.0,,,,,,,,
35,poetry2nix,nix-community/poetry2nix,Build Python packages directly from Poetrys `poetry.lock` files.,programming-languages,https://github.com/nix-community/poetry2nix,https://github.com/nix-community/poetry2nix,MIT,2019-06-17 15:26:38,2026-03-01 21:10:28,2025-04-03 14:27:04,3486.0,,448.0,7.0,1416.0,170.0,324.0,938,20,True,1,2025-03-19 15:29:55,2025.3.1955794,,,100.0,334.0,,,,,['python'],,,
36,nixpkgs-review,Mic92/nixpkgs-review,The best tool to verify that a pull-request in Nixpkgs is building properly.,development,https://github.com/Mic92/nixpkgs-review,https://github.com/Mic92/nixpkgs-review,MIT,2018-03-17 13:30:00,2026-03-01 11:29:45,2026-03-01 08:35:56,997.0,56.0,90.0,10.0,388.0,57.0,155.0,574,20,True,1,2026-02-08 13:42:47,3.7.0,,,42.0,74.0,,,,,,,,
37,magic-nix-cache-action,DeterminateSystems/magic-nix-cache-action,"Save 30-50%+ of CI time without any effort or cost. Use Magic Nix Cache, a totally free and zero-configuration binary..",github-actions,https://github.com/DeterminateSystems/magic-nix-cache-action,https://github.com/DeterminateSystems/magic-nix-cache-action,MIT,2023-06-23 16:48:28,2026-02-25 20:32:28,2026-02-25 20:27:04,310.0,12.0,30.0,6.0,145.0,24.0,13.0,506,20,True,3,2025-07-15 02:38:56,13,,,13.0,14.0,5535.0,5535.0,,,,,,
38,NixOS & Flakes Book,ryan4yin/nixos-and-flakes-book,An unofficial and opinionated NixOS & Flakes book for beginners.,learning,https://github.com/ryan4yin/nixos-and-flakes-book,https://github.com/ryan4yin/nixos-and-flakes-book,CC-BY-SA-4.0,2023-06-23 05:59:01,2026-02-11 05:40:00,2026-02-11 05:38:05,644.0,9.0,140.0,17.0,153.0,3.0,50.0,3034,19,True,1,2026-02-11 05:43:48,0.7.0,1870.0,60.0,43.0,87.0,,,-1.0,,,,,
39,microvm,astro/microvm.nix,NixOS-based MicroVMs.,virtualisation,https://github.com/microvm-nix/microvm.nix,https://github.com/microvm-nix/microvm.nix,MIT,2021-06-24 00:35:04,2026-03-01 04:10:35,2026-03-01 04:10:35,1073.0,62.0,176.0,20.0,264.0,50.0,169.0,2330,19,True,1,,,,,,91.0,,,,microvm-nix/microvm.nix,,,,
40,lanzaboote,nix-community/lanzaboote,Secure Boot for NixOS.,nixos-modules,https://github.com/nix-community/lanzaboote,https://github.com/nix-community/lanzaboote,GPL-3.0,2022-11-21 11:10:07,2026-02-27 18:15:56,2026-02-27 18:15:04,965.0,68.0,94.0,16.0,385.0,30.0,139.0,1548,19,True,2,2025-12-10 16:06:43,1.0.0,,,8.0,47.0,,,,,,,,
41,rust-overlay,oxalica/rust-overlay,Pure and reproducible nix overlay of binary distributed Rust toolchains.,programming-languages,https://github.com/oxalica/rust-overlay,https://github.com/oxalica/rust-overlay,MIT,2021-01-01 12:18:06,2026-03-01 03:11:46,2026-03-01 03:11:16,2088.0,91.0,82.0,8.0,77.0,18.0,154.0,1412,19,True,1,,,,,,25.0,,,,,['rust'],,,
42,comin,nlewo/comin,A deployment tool to continuously pull from Git repositories.,deployment-tools,https://github.com/nlewo/comin,https://github.com/nlewo/comin,MIT,2022-12-10 09:13:26,2026-03-01 08:51:56,2026-03-01 08:28:17,372.0,51.0,43.0,6.0,83.0,27.0,32.0,823,19,True,1,2026-02-18 09:30:33,0.11.0,,,12.0,21.0,,,,,,,,
43,git-hooks.nix,cachix/git-hooks.nix,Seamless integration of git hooks with Nix.,development,https://github.com/cachix/git-hooks.nix,https://github.com/cachix/git-hooks.nix,Apache-2.0,2019-08-16 13:01:11,2026-02-25 12:59:02,2026-02-25 12:59:02,1185.0,54.0,216.0,4.0,492.0,61.0,138.0,786,19,True,1,,,,,,158.0,,,,,,,,
44,nix-update,Mic92/nix-update,Update versions/source hashes of nix packages.,development,https://github.com/Mic92/nix-update,https://github.com/Mic92/nix-update,MIT,2020-03-05 11:31:09,2026-03-01 04:15:30,2026-03-01 04:15:29,961.0,86.0,94.0,10.0,428.0,44.0,90.0,729,19,True,1,2025-12-11 21:03:54,1.14.0,,,48.0,75.0,,,,,,,,
45,catppuccin/nix,catppuccin/nix,Catppuccin for Nix brings the soothing pastel aesthetics of the Catppuccin theme to your NixOS and home-manager..,theming,https://github.com/catppuccin/nix,https://github.com/catppuccin/nix,MIT,2023-03-27 01:56:44,2026-02-27 14:02:59,2026-02-27 00:57:04,607.0,48.0,95.0,5.0,605.0,33.0,201.0,691,19,True,2,2026-01-06 15:38:24,25.11,,,9.0,84.0,,,,,,,,
46,emacs-overlay,nix-community/emacs-overlay,Bleeding edge Emacs overlay.,overlays,https://github.com/nix-community/emacs-overlay,https://github.com/nix-community/emacs-overlay,,2018-12-28 10:46:06,2026-03-01 16:30:01,2026-03-01 16:29:26,18390.0,606.0,174.0,10.0,221.0,7.0,292.0,608,19,True,1,,,,,,85.0,,,,,,,,
47,nixos-images,nix-community/nixos-images,Automatically build (netboot) images for NixOS.,installation-media,https://github.com/nix-community/nixos-images,https://github.com/nix-community/nixos-images,MIT,2021-06-10 04:52:45,2026-02-26 01:25:04,2025-12-26 17:26:55,671.0,11.0,57.0,4.0,358.0,7.0,27.0,364,19,True,2,2025-12-26 17:30:28,nixos-25.11,47673.0,934.0,13.0,25.0,,,,,,,,
48,awesome-nix,nix-community/awesome-nix,A curated list of the best resources in the Nix community.,learning,https://github.com/nix-community/awesome-nix,https://github.com/nix-community/awesome-nix,CC0-1.0,2019-05-15 14:59:41,2026-02-26 00:32:49,2026-02-22 03:50:51,406.0,23.0,190.0,78.0,287.0,8.0,29.0,4931,18,True,2,,,,,,124.0,8.0,8.0,,,,,,
49,nix-ld,nix-community/nix-ld,Run unpatched dynamic binaries on NixOS.,development,https://github.com/nix-community/nix-ld,https://github.com/nix-community/nix-ld,MIT,2020-11-15 09:46:18,2026-02-16 08:57:28,2026-02-16 08:54:45,498.0,26.0,23.0,13.0,183.0,10.0,30.0,1548,18,True,1,2025-10-01 21:29:45,2.0.6,,,16.0,17.0,,,,,,,,
50,comma,nix-community/comma,Quickly run any binary; wraps together `nix run` and `nix-index`.,command-line-tools,https://github.com/nix-community/comma,https://github.com/nix-community/comma,MIT,2020-04-28 22:00:21,2026-02-12 23:37:46,2026-02-12 23:37:46,212.0,6.0,60.0,42.0,70.0,6.0,38.0,1528,18,True,1,2025-07-29 12:52:53,2.3.3,,,23.0,28.0,,,,,,,,
51,System Manager,numtide/system-manager,A non-NixOS Linux system configuration tool built on Nix.,overlays,https://github.com/numtide/system-manager,https://github.com/numtide/system-manager,,2023-03-22 16:38:41,2026-02-28 05:55:19,2026-02-27 15:56:34,891.0,203.0,40.0,18.0,297.0,40.0,37.0,1431,18,True,2,2026-01-06 17:54:22,1.0.0,,,1.0,32.0,,,,,,,,
52,digga,divnix/digga,"A Nix flake utility library to structure your home, system, and development configurations.",development,https://github.com/divnix/digga,https://github.com/divnix/digga,MIT,2019-11-12 22:28:16,2024-05-17 10:20:04,2024-05-17 10:19:41,1358.0,,104.0,22.0,248.0,28.0,172.0,1025,18,False,1,2022-04-02 22:16:50,0.11.0,,,4.0,53.0,,,,,,,,
53,Jovian-NixOS,Jovian-Experiments/Jovian-NixOS,NixOS modules for gaming with Steam Deck compatibility.,nixos-modules,https://github.com/Jovian-Experiments/Jovian-NixOS,https://github.com/Jovian-Experiments/Jovian-NixOS,MIT,2022-03-23 02:29:23,2026-02-27 10:07:17,2026-02-27 10:07:06,1524.0,92.0,80.0,24.0,349.0,46.0,122.0,918,18,True,2,,,,,,23.0,,,,,,,,
54,nixos-shell,Mic92/nixos-shell,Simple headless VM configuration using Nix (similar to Vagrant).,virtualisation,https://github.com/Mic92/nixos-shell,https://github.com/Mic92/nixos-shell,MIT,2018-04-03 21:46:23,2026-03-01 04:40:00,2026-03-01 04:39:59,228.0,31.0,39.0,17.0,82.0,11.0,45.0,835,18,True,2,2026-02-15 16:15:07,2.1.0,,,6.0,24.0,,,,,,,,
55,hnix,haskell-nix/hnix,A Haskell re-implementation of the Nix expression language.,programming-languages,https://github.com/haskell-nix/hnix,https://github.com/haskell-nix/hnix,BSD-3-Clause,2014-06-28 23:30:50,2025-11-21 01:08:44,2025-11-21 01:08:38,3683.0,,116.0,31.0,593.0,132.0,368.0,829,18,True,2,2023-11-20 21:43:20,0.17.0,,,26.0,64.0,,,,,['haskell'],,,
56,vulnix,nix-community/vulnix,Vulnerability (CVE) scanner for Nix/NixOS.,security,https://github.com/nix-community/vulnix,https://github.com/nix-community/vulnix,BSD-3-Clause,2016-06-27 08:08:54,2026-02-17 09:01:01,2026-02-17 08:50:04,370.0,8.0,42.0,13.0,80.0,18.0,55.0,721,18,True,1,2026-02-17 09:02:10,1.12.3,,,7.0,27.0,3.0,3.0,,,,,,
57,nurl,nix-community/nurl,Generate Nix fetcher calls from repository URLs.,command-line-tools,https://github.com/nix-community/nurl,https://github.com/nix-community/nurl,MPL-2.0,2022-12-30 02:06:33,2026-02-24 02:26:52,2026-02-24 02:26:50,841.0,135.0,10.0,2.0,421.0,11.0,11.0,701,18,True,1,2026-02-06 15:24:05,0.4.0,1080.0,27.0,19.0,4.0,16.0,16.0,,,,,,
58,nixpkgs-wayland,nix-community/nixpkgs-wayland,Bleeding-edge Wayland packages.,overlays,https://github.com/nix-community/nixpkgs-wayland,https://github.com/nix-community/nixpkgs-wayland,,2018-10-24 01:30:44,2026-03-01 13:30:11,2026-03-01 13:25:20,11049.0,276.0,45.0,6.0,268.0,48.0,189.0,596,18,True,2,,,,,,34.0,,,,,,,,
59,lix,lix-project/lix,"A modern, delicious implementation of the Nix package manager, focused on correctness, usability, and growth.",command-line-tools,https://github.com/lix-project/lix,https://github.com/lix-project/lix,LGPL-2.1,2024-02-26 00:52:04,2026-03-01 23:30:16,2026-03-01 23:02:58,19027.0,390.0,14.0,10.0,17.0,,,537,18,True,1,,,,,,702.0,4.0,4.0,,,,,,
60,npins,andir/npins,A simple tool for handling different types of dependencies in a Nix project.,development,https://github.com/andir/npins,https://github.com/andir/npins,EUPL-1.2,2021-07-31 15:30:32,2026-03-01 14:18:22,2026-03-01 14:18:22,360.0,43.0,37.0,12.0,131.0,24.0,53.0,482,18,True,1,2025-12-21 17:49:31,0.4.0,,,7.0,30.0,,,,,,,,
61,vscode-nix-ide,nix-community/vscode-nix-ide,Nix language support for Visual Studio Code.,editors-and-ides,https://github.com/nix-community/vscode-nix-ide,https://github.com/nix-community/vscode-nix-ide,MIT,2020-07-12 23:06:57,2026-02-16 09:12:00,2026-02-16 09:11:52,478.0,16.0,38.0,6.0,441.0,16.0,66.0,462,18,True,2,2025-12-27 09:14:59,0.5.5,466.0,7.0,40.0,34.0,,,,,,,,
62,rnix-parser,nix-community/rnix-parser,A Nix parser written in Rust.,development,https://github.com/nix-community/rnix-parser,https://github.com/nix-community/rnix-parser,MIT,2018-08-11 12:29:05,2026-02-16 18:52:16,2026-02-16 18:52:15,414.0,48.0,50.0,6.0,124.0,7.0,52.0,449,18,True,1,2026-02-16 18:49:48,0.14.0,,,1.0,31.0,2.0,2.0,,,,,,
63,ngipkgs,ngi-nix/ngipkgs,Nix packages and services for projects supported through the NGI program.,overlays,https://github.com/ngi-nix/ngipkgs,https://github.com/ngi-nix/ngipkgs,MIT,2023-02-14 11:21:46,2026-03-01 03:48:40,2026-02-26 08:31:26,1909.0,266.0,52.0,7.0,994.0,448.0,770.0,80,18,True,2,,,,,,64.0,,,,,,,,
64,nh,nix-community/nh,"Better output for `nix`, `nixos-rebuild`, `home-manager` and nix-darwin CLI leveraging `dix` and `nix-output-monitor`.",command-line-tools,https://github.com/nix-community/nh,https://github.com/nix-community/nh,EUPL-1.2,2022-02-08 19:42:42,2026-03-01 14:41:35,2026-02-28 15:07:15,1038.0,159.0,86.0,6.0,255.0,62.0,245.0,2431,17,True,2,,,,,,47.0,1.0,1.0,,,,,,
65,NixOps,NixOS/nixops,"The official Nix deployment tool, compatible with AWS, Hetzner, and more.",deployment-tools,https://github.com/NixOS/nixops,https://github.com/NixOS/nixops,LGPL-3.0,2011-10-24 15:49:58,2025-12-28 16:45:15,2025-12-28 16:45:15,3603.0,2.0,354.0,54.0,606.0,311.0,539.0,2124,17,True,1,,,,,,159.0,,,,,,,,
66,Colmena,zhaofengli/colmena,"A simple, stateless NixOS deployment tool modeled after NixOps and morph.",deployment-tools,https://github.com/zhaofengli/colmena,https://github.com/zhaofengli/colmena,MIT,2020-12-16 04:21:43,2026-02-25 14:02:30,2025-11-01 22:07:36,630.0,,94.0,11.0,111.0,120.0,96.0,2031,17,True,1,2023-05-15 05:17:28,0.4.0,,,7.0,37.0,,,,,,,,
67,hlissner/dotfiles,hlissner/dotfiles,A comprehensive NixOS configuration example with detailed module structure.,nix-configurations,https://github.com/hlissner/dotfiles,https://github.com/hlissner/dotfiles,MIT,2013-03-01 08:33:14,2026-02-11 23:22:27,2026-02-11 23:21:23,2695.0,27.0,100.0,41.0,10.0,4.0,25.0,1893,17,True,2,,,,,,7.0,,,,,,,,
