,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,dependent_project_count,github_dependent_project_count,updated_github_id,trending,gitlab_id,gitlab_url
16,flox,flox/flox,"Manage and share development environments, package projects, and publish artifacts anywhere.",development,https://github.com/flox/flox,https://github.com/flox/flox,GPL-2.0,2022-12-22 15:52:43,2026-05-01 22:27:15,2026-05-01 16:25:12,5016.0,486.0,122.0,20.0,2488.0,366.0,1331.0,3947,22,True,1,2026-04-17 22:55:33,1.11.4,20.0,0.0,67.0,59.0,,,,,,
17,nix-direnv,nix-community/nix-direnv,A fast loader and flake-compliant configuration for the direnv environment auto-loader.,development,https://github.com/nix-community/nix-direnv,https://github.com/nix-community/nix-direnv,MIT,2019-09-27 07:43:47,2026-05-03 03:08:05,2026-05-03 03:06:24,1177.0,76.0,142.0,15.0,501.0,7.0,220.0,2639,22,True,1,2026-02-08 20:52:15,3.1.0,,,39.0,85.0,,,,,,
18,alejandra,kamadorueda/alejandra,An opinionated Nix code formatter optimized for speed and consistency.,command-line-tools,https://github.com/kamadorueda/alejandra,https://github.com/kamadorueda/alejandra,Unlicense,2022-01-26 22:52:25,2026-04-25 20:35:32,2026-04-25 20:33:50,578.0,13.0,54.0,6.0,328.0,61.0,100.0,1335,22,True,1,2025-04-10 22:34:11,4.0.0,39334.0,771.0,19.0,29.0,11.0,11.0,,,,
19,Athena,Athena-OS/athena,Arch/Nix-based distro focused on Cybersecurity.,distributions,https://github.com/Athena-OS/athena,https://github.com/Athena-OS/athena,MIT,2022-06-14 21:39:15,2026-04-19 21:24:23,2026-04-19 21:24:19,872.0,261.0,104.0,29.0,177.0,9.0,145.0,1207,22,True,1,2026-03-30 18:03:23,26.03,17223.0,366.0,15.0,10.0,,,,,,
20,crate2nix,nix-community/crate2nix,rebuild only changed crates in CI with crate2nix and nix.,programming-languages,https://github.com/nix-community/crate2nix,https://github.com/nix-community/crate2nix,Apache-2.0,2019-03-24 22:00:59,2026-04-29 14:39:16,2026-03-24 16:25:03,1452.0,24.0,111.0,9.0,248.0,101.0,120.0,492,22,True,1,2026-01-28 19:11:01,0.15.0,,,19.0,59.0,51.0,51.0,,-1.0,,
21,update-flake-lock,DeterminateSystems/update-flake-lock,This is a GitHub Action that updates the flake.lock file for your Nix flake whenever it is run.,github-actions,https://github.com/DeterminateSystems/update-flake-lock,https://github.com/DeterminateSystems/update-flake-lock,MIT,2021-10-18 18:39:57,2026-05-03 00:12:40,2026-04-29 23:15:00,359.0,45.0,42.0,5.0,213.0,26.0,31.0,389,22,True,2,2025-11-26 21:23:21,28,,,28.0,29.0,3596.0,3596.0,,,,
22,nix-darwin,nix-darwin/nix-darwin,Manage macOS configuration just like on NixOS.,nixos-modules,https://github.com/nix-darwin/nix-darwin,https://github.com/nix-darwin/nix-darwin,MIT,2016-10-16 14:26:46,2026-05-03 04:49:23,2026-05-03 03:57:46,2351.0,38.0,605.0,31.0,932.0,298.0,527.0,5381,21,True,1,,,,,,281.0,,,,,,
23,nix.dev,NixOS/nix.dev,Official documentation for getting things done with Nix.,learning,https://github.com/NixOS/nix.dev,https://github.com/NixOS/nix.dev,CC-BY-SA-4.0,2016-05-04 10:32:21,2026-05-03 03:52:48,2026-04-29 15:45:36,1943.0,16.0,319.0,41.0,893.0,131.0,193.0,3754,21,True,1,,,,,,196.0,,,,,,
24,NixVim,nix-community/nixvim,A NeoVim distribution built with Nix modules and Nixpkgs.,editors-and-ides,https://github.com/nix-community/nixvim,https://github.com/nix-community/nixvim,MIT,2020-12-30 01:08:04,2026-05-03 22:39:41,2026-04-26 20:45:45,4468.0,105.0,378.0,12.0,3105.0,139.0,806.0,2779,21,True,1,,,,,,284.0,,,,,,
25,Stylix,nix-community/stylix,System-wide colorscheming and typography for NixOS.,theming,https://github.com/nix-community/stylix,https://github.com/nix-community/stylix,MIT,2020-12-21 15:50:00,2026-05-03 19:04:51,2026-05-03 19:04:50,1404.0,52.0,323.0,13.0,1514.0,199.0,466.0,2249,21,True,1,,,,,,196.0,,,,,,
26,crane,ipetkov/crane,A Nix library for building Cargo projects with incremental artifact caching.,programming-languages,https://github.com/ipetkov/crane,https://github.com/ipetkov/crane,MIT,2022-01-16 04:23:52,2026-05-03 17:47:01,2026-05-03 17:46:28,854.0,50.0,131.0,7.0,553.0,29.0,283.0,1353,21,True,1,2026-04-17 03:06:54,0.23.3,,,61.0,74.0,,,,,,
27,nix-index-database,nix-community/nix-index-database,Weekly updated nix-index database.,command-line-tools,https://github.com/nix-community/nix-index-database,https://github.com/nix-community/nix-index-database,MIT,2020-12-09 08:37:01,2026-05-03 05:46:30,2026-05-03 05:46:29,589.0,31.0,47.0,3.0,135.0,4.0,42.0,562,21,True,1,2026-03-29 05:19:54,2026-03-29-050203,570948.0,21959.0,100.0,39.0,,,,,,
28,nix-installer-action,DeterminateSystems/nix-installer-action,"The fast, friendly, and reliable GitHub Action to install Nix with Flakes.",github-actions,https://github.com/DeterminateSystems/nix-installer-action,https://github.com/DeterminateSystems/nix-installer-action,LGPL-2.1,2023-01-13 18:03:12,2026-04-29 23:18:48,2026-04-29 23:17:31,382.0,23.0,27.0,3.0,206.0,17.0,27.0,232,21,True,2,2026-03-29 17:42:38,22,,,22.0,16.0,8607.0,8607.0,,,,
29,nh,nix-community/nh,"Better output for `nix`, `nixos-rebuild`, `home-manager` and nix-darwin CLI leveraging `dix` and `nix-output-monitor`.",command-line-tools,https://github.com/nix-community/nh,https://github.com/nix-community/nh,EUPL-1.2,2022-02-08 19:42:42,2026-05-03 20:27:39,2026-05-03 11:00:11,1129.0,141.0,96.0,6.0,282.0,72.0,260.0,2652,20,True,1,2026-04-26 16:50:43,4.3.2,5.0,5.0,1.0,50.0,,,,1.0,,
30,microvm,astro/microvm.nix,NixOS-based MicroVMs.,virtualisation,https://github.com/microvm-nix/microvm.nix,https://github.com/microvm-nix/microvm.nix,MIT,2021-06-24 00:35:04,2026-04-16 11:58:59,2026-04-16 11:58:59,1106.0,43.0,193.0,18.0,282.0,50.0,181.0,2536,20,True,1,,,,,,101.0,,,microvm-nix/microvm.nix,,,
31,ryan4yin/nix-config,ryan4yin/nix-config,Nix config for both desktops(NixOS+macOS) and homelab servers(NixOS).,nix-configurations,https://github.com/ryan4yin/nix-config,https://github.com/ryan4yin/nix-config,MIT,2023-04-22 17:29:16,2026-05-03 10:51:11,2026-05-03 10:48:36,2126.0,142.0,99.0,10.0,193.0,,65.0,1905,20,True,1,2026-01-05 05:30:48,0.15.0,,,33.0,15.0,,,,,,
32,comma,nix-community/comma,Quickly run any binary; wraps together `nix run` and `nix-index`.,command-line-tools,https://github.com/nix-community/comma,https://github.com/nix-community/comma,MIT,2020-04-28 22:00:21,2026-03-26 11:23:50,2026-03-26 11:23:50,220.0,11.0,62.0,42.0,73.0,7.0,38.0,1645,20,True,1,2026-03-17 15:00:57,2.4.0,,,24.0,29.0,,,,,,
33,lanzaboote,nix-community/lanzaboote,Secure Boot for NixOS.,nixos-modules,https://github.com/nix-community/lanzaboote,https://github.com/nix-community/lanzaboote,GPL-3.0,2022-11-21 11:10:07,2026-04-27 14:21:49,2026-04-27 14:20:56,1019.0,75.0,99.0,17.0,411.0,26.0,156.0,1639,20,True,2,2025-12-10 16:06:43,1.0.0,,,8.0,49.0,,,,,,
34,nixos-apple-silicon,nix-community/nixos-apple-silicon,Resources to install NixOS bare metal on Apple Silicon Macs.,installation-media,https://github.com/nix-community/nixos-apple-silicon,https://github.com/nix-community/nixos-apple-silicon,MIT,2021-12-14 00:25:40,2026-05-03 20:43:22,2026-04-30 12:46:07,743.0,40.0,145.0,36.0,205.0,18.0,226.0,1497,20,True,1,2025-11-20 01:51:21,release-2025-11-18,4979.0,99.0,86.0,50.0,,,,,,
35,nix-init,nix-community/nix-init,"Generate Nix packages from URLs with hash prefetching, dependency inference, license detection, and more.",command-line-tools,https://github.com/nix-community/nix-init,https://github.com/nix-community/nix-init,MPL-2.0,2023-01-18 19:45:48,2026-05-03 20:25:18,2026-05-03 20:25:16,1329.0,162.0,40.0,4.0,719.0,21.0,45.0,1386,20,True,1,2026-03-11 02:25:42,0.3.4,,,12.0,14.0,1.0,1.0,,,,
36,nixd,nix-community/nixd,"Nix language server, based on Nix libraries.",development,https://github.com/nix-community/nixd,https://github.com/nix-community/nixd,LGPL-3.0,2023-05-10 08:41:17,2026-04-28 09:43:22,2026-04-28 03:08:43,1384.0,17.0,64.0,8.0,520.0,67.0,228.0,1377,20,True,1,2026-04-28 09:45:08,2.9.1,,,33.0,54.0,,,,,,
37,poetry2nix,nix-community/poetry2nix,Build Python packages directly from Poetrys `poetry.lock` files.,programming-languages,https://github.com/nix-community/poetry2nix,https://github.com/nix-community/poetry2nix,MIT,2019-06-17 15:26:38,2026-05-03 20:32:22,2025-04-03 14:27:04,3486.0,,447.0,7.0,1416.0,170.0,324.0,939,20,False,1,2025-03-19 15:29:55,2025.3.1955794,,,100.0,334.0,,,,,,
38,hnix,haskell-nix/hnix,A Haskell re-implementation of the Nix expression language.,programming-languages,https://github.com/haskell-nix/hnix,https://github.com/haskell-nix/hnix,BSD-3-Clause,2014-06-28 23:30:50,2026-03-17 06:37:57,2026-03-17 06:36:57,3693.0,10.0,116.0,30.0,593.0,132.0,368.0,838,20,True,1,2023-11-20 21:43:20,0.17.0,,,26.0,64.0,,,,,,
39,KuberNix,saschagrunert/kubernix,Single-dependency Kubernetes clusters via Nix packages.,deployment-tools,https://github.com/saschagrunert/kubernix,https://github.com/saschagrunert/kubernix,Apache-2.0,2019-09-22 16:33:58,2026-04-30 06:53:45,2026-04-30 06:52:59,1085.0,49.0,26.0,9.0,1239.0,1.0,24.0,811,20,True,1,2026-03-30 13:50:41,0.3.1,103.0,1.0,5.0,8.0,51.0,51.0,,1.0,,
40,nixpkgs-review,Mic92/nixpkgs-review,The best tool to verify that a pull-request in Nixpkgs is building properly.,development,https://github.com/Mic92/nixpkgs-review,https://github.com/Mic92/nixpkgs-review,MIT,2018-03-17 13:30:00,2026-05-02 09:45:41,2026-05-02 09:45:40,1051.0,99.0,97.0,10.0,417.0,58.0,156.0,597,20,True,1,2026-02-08 13:42:47,3.7.0,,,42.0,79.0,,,,,,
41,magic-nix-cache-action,DeterminateSystems/magic-nix-cache-action,"Save 30-50%+ of CI time without any effort or cost. Use Magic Nix Cache, a totally free and zero-configuration binary..",github-actions,https://github.com/DeterminateSystems/magic-nix-cache-action,https://github.com/DeterminateSystems/magic-nix-cache-action,MIT,2023-06-23 16:48:28,2026-04-29 23:23:30,2026-04-29 23:15:56,316.0,11.0,35.0,6.0,153.0,25.0,13.0,530,20,True,3,2025-07-15 02:38:56,13,,,13.0,14.0,5998.0,5998.0,,,,
42,nixpkgs-vet,NixOS/nixpkgs-vet,"Tool to vet (check) Nixpkgs, including its pkgs/by-name directory.",command-line-tools,https://github.com/NixOS/nixpkgs-vet,https://github.com/NixOS/nixpkgs-vet,MIT,2024-03-16 08:35:08,2026-05-02 23:55:24,2026-05-02 23:55:24,609.0,67.0,19.0,10.0,183.0,33.0,24.0,71,20,True,1,2026-04-05 01:16:55,0.3.0,1163846.0,44763.0,7.0,15.0,,,,,,
43,NixOS & Flakes Book,ryan4yin/nixos-and-flakes-book,An unofficial and opinionated NixOS & Flakes book for beginners.,learning,https://github.com/ryan4yin/nixos-and-flakes-book,https://github.com/ryan4yin/nixos-and-flakes-book,CC-BY-SA-4.0,2023-06-23 05:59:01,2026-05-03 03:54:03,2026-05-03 03:54:02,646.0,3.0,145.0,17.0,155.0,3.0,50.0,3119,19,True,1,2026-02-11 05:43:48,0.7.0,2027.0,61.0,43.0,89.0,,,,1.0,,
44,System Manager,numtide/system-manager,A non-NixOS Linux system configuration tool built on Nix.,overlays,https://github.com/numtide/system-manager,https://github.com/numtide/system-manager,,2023-03-22 16:38:41,2026-05-03 22:13:34,2026-04-30 10:35:54,1018.0,200.0,51.0,19.0,373.0,26.0,68.0,1529,19,True,1,2026-03-12 12:02:51,1.1.0,,,2.0,35.0,,,,,,
45,rust-overlay,oxalica/rust-overlay,Pure and reproducible nix overlay of binary distributed Rust toolchains.,programming-languages,https://github.com/oxalica/rust-overlay,https://github.com/oxalica/rust-overlay,MIT,2021-01-01 12:18:06,2026-05-03 03:16:53,2026-05-03 03:16:23,2162.0,100.0,87.0,9.0,82.0,16.0,159.0,1465,19,True,2,,,,,,25.0,,,,,,
46,mobile-nixos,mobile-nixos/mobile-nixos,NixOS for mobile devices like phones.,distributions,https://github.com/mobile-nixos/mobile-nixos,https://github.com/mobile-nixos/mobile-nixos,MIT,2018-06-10 01:00:58,2026-02-28 14:45:54,2026-02-28 14:45:54,3170.0,28.0,219.0,48.0,557.0,145.0,167.0,1287,19,True,1,,,,,,52.0,,,,,,
47,nix-index,nix-community/nix-index,Quickly locate Nix packages with specific files.,command-line-tools,https://github.com/nix-community/nix-index,https://github.com/nix-community/nix-index,,2017-02-10 15:50:02,2026-05-01 11:45:08,2026-04-28 15:31:07,343.0,20.0,72.0,7.0,185.0,71.0,54.0,1274,19,True,2,2026-04-26 17:03:49,0.1.10,,,7.0,39.0,28.0,28.0,,,,
48,nixos-shell,Mic92/nixos-shell,Simple headless VM configuration using Nix (similar to Vagrant).,virtualisation,https://github.com/Mic92/nixos-shell,https://github.com/Mic92/nixos-shell,MIT,2018-04-03 21:46:23,2026-04-28 17:42:45,2026-04-28 17:42:43,263.0,46.0,43.0,17.0,98.0,9.0,48.0,873,19,True,2,2026-04-23 23:56:42,2.2.0,,,7.0,26.0,,,,,,
49,lorri,nix-community/lorri,A much better `nix-shell` for development that augments direnv.,development,https://github.com/nix-community/lorri,https://github.com/nix-community/lorri,Apache-2.0,2021-01-24 15:10:38,2026-04-29 23:16:46,2026-04-29 23:16:44,1192.0,48.0,27.0,9.0,91.0,25.0,51.0,861,19,True,1,2024-08-16 16:11:14,1.7.1,,,7.0,59.0,,,,,,
50,nix-update,Mic92/nix-update,Update versions/source hashes of nix packages.,development,https://github.com/Mic92/nix-update,https://github.com/Mic92/nix-update,MIT,2020-03-05 11:31:09,2026-05-03 05:23:33,2026-05-03 05:23:32,992.0,61.0,98.0,11.0,452.0,46.0,91.0,775,19,True,1,2025-12-11 21:03:54,1.14.0,,,48.0,76.0,,,,,,
51,catppuccin/nix,catppuccin/nix,Catppuccin for Nix brings the soothing pastel aesthetics of the Catppuccin theme to your NixOS and home-manager..,theming,https://github.com/catppuccin/nix,https://github.com/catppuccin/nix,MIT,2023-03-27 01:56:44,2026-05-02 15:03:10,2026-05-02 15:03:09,654.0,57.0,103.0,5.0,656.0,25.0,215.0,715,19,True,2,2026-01-06 15:38:24,25.11,,,9.0,88.0,,,,,,
52,emacs-overlay,nix-community/emacs-overlay,Bleeding edge Emacs overlay.,overlays,https://github.com/nix-community/emacs-overlay,https://github.com/nix-community/emacs-overlay,,2018-12-28 10:46:06,2026-05-03 16:52:45,2026-05-03 16:52:45,18809.0,573.0,173.0,10.0,225.0,6.0,295.0,616,19,True,1,,,,,,86.0,,,,,,
53,nix-bitcoin,fort-nix/nix-bitcoin,Modules and packages for Bitcoin nodes with higher-layer protocols with an emphasis on security.,nixos-modules,https://github.com/fort-nix/nix-bitcoin,https://github.com/fort-nix/nix-bitcoin,MIT,2018-12-06 16:06:42,2026-02-12 06:39:53,2026-02-12 06:39:46,2196.0,6.0,125.0,20.0,607.0,39.0,178.0,605,19,True,2,2026-01-06 17:50:51,0.0.135,8555.0,135.0,100.0,31.0,,,,,,
54,awesome-nix,nix-community/awesome-nix,A curated list of the best resources in the Nix community.,learning,https://github.com/nix-community/awesome-nix,https://github.com/nix-community/awesome-nix,CC0-1.0,2019-05-15 14:59:41,2026-05-01 20:24:59,2026-05-01 20:22:58,416.0,15.0,199.0,77.0,295.0,9.0,30.0,5099,18,True,2,,,,,,124.0,8.0,8.0,,,,
55,nixos-anywhere,nix-community/nixos-anywhere,Install NixOS everywhere via SSH.,installation-media,https://github.com/nix-community/nixos-anywhere,https://github.com/nix-community/nixos-anywhere,MIT,2022-11-09 12:36:38,2026-05-03 04:11:47,2026-02-01 14:29:00,880.0,,201.0,18.0,415.0,76.0,144.0,3091,18,True,2,2025-11-13 15:01:46,1.13.0,,,16.0,80.0,,,,-2.0,,
56,NixOps,NixOS/nixops,"The official Nix deployment tool, compatible with AWS, Hetzner, and more.",deployment-tools,https://github.com/NixOS/nixops,https://github.com/NixOS/nixops,LGPL-3.0,2011-10-24 15:49:58,2025-12-28 16:45:15,2025-12-28 16:45:15,3603.0,,355.0,54.0,606.0,311.0,539.0,2153,18,True,1,,,,,,159.0,,,,,,
57,digga,divnix/digga,"A Nix flake utility library to structure your home, system, and development configurations.",development,https://github.com/divnix/digga,https://github.com/divnix/digga,MIT,2019-11-12 22:28:16,2024-05-17 10:20:04,2024-05-17 10:19:41,1358.0,,104.0,21.0,248.0,28.0,172.0,1025,18,False,1,2022-04-02 22:16:50,0.11.0,,,4.0,53.0,,,,,,
58,Jovian-NixOS,Jovian-Experiments/Jovian-NixOS,NixOS modules for gaming with Steam Deck compatibility.,nixos-modules,https://github.com/Jovian-Experiments/Jovian-NixOS,https://github.com/Jovian-Experiments/Jovian-NixOS,MIT,2022-03-23 02:29:23,2026-05-03 19:18:12,2026-05-03 19:18:00,1600.0,108.0,81.0,24.0,355.0,47.0,130.0,952,18,True,2,,,,,,23.0,,,,,,
59,comin,nlewo/comin,A deployment tool to continuously pull from Git repositories.,deployment-tools,https://github.com/nlewo/comin,https://github.com/nlewo/comin,MIT,2022-12-10 09:13:26,2026-05-01 09:44:21,2026-04-16 13:20:20,388.0,31.0,47.0,6.0,93.0,26.0,35.0,866,18,True,1,2026-03-24 18:36:58,0.12.0,,,13.0,22.0,,,,,,
60,git-hooks.nix,cachix/git-hooks.nix,Seamless integration of git hooks with Nix.,development,https://github.com/cachix/git-hooks.nix,https://github.com/cachix/git-hooks.nix,Apache-2.0,2019-08-16 13:01:11,2026-04-21 18:33:56,2026-04-21 18:31:38,1206.0,41.0,218.0,5.0,501.0,61.0,143.0,810,18,True,1,,,,,,164.0,,,,,,
61,vulnix,nix-community/vulnix,Vulnerability (CVE) scanner for Nix/NixOS.,security,https://github.com/nix-community/vulnix,https://github.com/nix-community/vulnix,BSD-3-Clause,2016-06-27 08:08:54,2026-04-22 18:14:42,2026-02-17 08:50:04,370.0,5.0,44.0,12.0,88.0,18.0,55.0,756,18,True,1,2026-02-17 09:02:10,1.12.3,,,7.0,27.0,3.0,3.0,,,,
62,nurl,nix-community/nurl,Generate Nix fetcher calls from repository URLs.,command-line-tools,https://github.com/nix-community/nurl,https://github.com/nix-community/nurl,MPL-2.0,2022-12-30 02:06:33,2026-05-03 13:58:42,2026-05-03 13:58:39,886.0,76.0,12.0,2.0,442.0,12.0,12.0,730,18,True,2,2026-02-06 15:24:05,0.4.0,1281.0,31.0,19.0,4.0,16.0,16.0,,,,
63,nixpkgs-wayland,nix-community/nixpkgs-wayland,Bleeding-edge Wayland packages.,overlays,https://github.com/nix-community/nixpkgs-wayland,https://github.com/nix-community/nixpkgs-wayland,,2018-10-24 01:30:44,2026-05-03 13:59:52,2026-05-03 13:56:14,11288.0,345.0,45.0,6.0,273.0,50.0,189.0,608,18,True,2,,,,,,34.0,,,,,,
64,lix,lix-project/lix,"A modern, delicious implementation of the Nix package manager, focused on correctness, usability, and growth.",command-line-tools,https://github.com/lix-project/lix,https://github.com/lix-project/lix,LGPL-2.1,2024-02-26 00:52:04,2026-05-03 12:50:09,2026-05-03 11:05:46,19160.0,257.0,15.0,10.0,18.0,,,579,18,True,2,,,,,,704.0,4.0,4.0,,,,
65,NixOS Search,NixOS/nixos-search,Search NixOS packages and options.,discovery,https://github.com/NixOS/nixos-search,https://github.com/NixOS/nixos-search,MIT,2020-03-28 04:16:53,2026-05-03 21:59:47,2026-05-03 13:29:45,650.0,69.0,159.0,10.0,746.0,144.0,337.0,552,18,True,1,,,,,,116.0,,,,,,
66,npins,andir/npins,A simple tool for handling different types of dependencies in a Nix project.,development,https://github.com/andir/npins,https://github.com/andir/npins,EUPL-1.2,2021-07-31 15:30:32,2026-04-29 16:15:40,2026-04-29 16:15:40,399.0,55.0,40.0,12.0,148.0,26.0,56.0,522,18,True,1,2025-12-21 17:49:31,0.4.0,,,7.0,33.0,,,,,,
