,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,contributor_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,github_release_downloads,monthly_downloads,trending,labels,updated_github_id
71,Makes,fluidattacks/makes,"A Nix-based CI/CD pipeline framework for building, testing, and releasing projects in any language, from anywhere.",devops,https://github.com/fluidattacks/makes,https://github.com/fluidattacks/makes,MIT,2021-06-21 17:03:36,2025-07-30 22:07:23,2025-07-30 20:07:31,1434,4.0,46.0,9,1003.0,27.0,408.0,498,28.0,17,True,1,2024-08-12 19:34:11,24.09,25.0,,,168.0,3.0,,,
72,lix,lix-project/lix,"A modern, delicious implementation of the Nix package manager, focused on correctness, usability, and growth.",command-line-tools,https://github.com/lix-project/lix,https://github.com/lix-project/lix,LGPL-2.1,2024-02-26 00:52:04,2025-08-17 13:24:14,2025-08-17 12:55:13,18262,361.0,16.0,9,17.0,,,427,688.0,17,True,2,,,,,,,,,,
73,KubeNix,hall/kubenix,A Kubernetes resource builder using Nix.,deployment-tools,https://github.com/hall/kubenix,https://github.com/hall/kubenix,MIT,2022-08-12 02:40:33,2025-07-05 15:39:16,2025-07-05 15:38:58,419,12.0,30.0,12,40.0,15.0,21.0,389,22.0,17,True,2,2024-05-06 23:34:26,0.3.0,3.0,,,,,,,
74,nixidy,arnarg/nixidy,Kubernetes GitOps with Nix and Argo CD.,devops,https://github.com/arnarg/nixidy,https://github.com/arnarg/nixidy,MIT,2023-12-11 11:40:00,2025-08-17 20:56:48,2025-08-17 20:56:48,174,49.0,9.0,7,21.0,3.0,24.0,217,7.0,17,True,1,2025-08-04 06:18:14,0.15.0,16.0,2.0,2.0,,,,,
75,nix-eval-jobs,nix-community/nix-eval-jobs,Parallel nix evaluator with a streamable json output.,command-line-tools,https://github.com/nix-community/nix-eval-jobs,https://github.com/nix-community/nix-eval-jobs,GPL-3.0,2021-03-15 04:53:42,2025-08-10 15:41:43,2025-07-16 16:39:28,817,29.0,34.0,8,334.0,17.0,25.0,193,24.0,17,True,2,2025-07-16 16:42:16,2.30.0,34.0,,,,,,,
76,flake-checker-action,DeterminateSystems/flake-checker-action,A GitHub Action that performs health checks for your Nix flake.lock files.,github-actions,https://github.com/DeterminateSystems/flake-checker-action,https://github.com/DeterminateSystems/flake-checker-action,MIT,2023-06-05 11:10:57,2025-07-30 15:49:58,2025-07-30 15:49:58,147,12.0,4.0,3,76.0,1.0,6.0,71,4.0,17,True,3,2025-07-15 02:38:22,12,12.0,1425.0,1425.0,,,,,
77,nixpkgs-vet,NixOS/nixpkgs-vet,"Tool to vet (check) Nixpkgs, including its pkgs/by-name directory.",command-line-tools,https://github.com/NixOS/nixpkgs-vet,https://github.com/NixOS/nixpkgs-vet,MIT,2024-03-16 08:35:08,2025-06-16 23:33:38,2025-06-16 23:33:38,507,6.0,10.0,8,137.0,27.0,8.0,46,11.0,17,True,2,2024-08-29 22:48:06,0.1.4,5.0,,,1139924.0,67054.0,-1.0,,
78,mitchellh/nixos-config,mitchellh/nixos-config,"NixOS system configurations for a development environment, primarily running in a VM on macOS with VMware Fusion.",nix-configurations,https://github.com/mitchellh/nixos-config,https://github.com/mitchellh/nixos-config,MIT,2020-05-05 05:13:41,2025-07-30 14:31:27,2025-07-30 14:31:22,399,29.0,232.0,42,22.0,8.0,19.0,2586,8.0,16,True,2,,,,,,,,,,
79,Nixery,tazjin/nixery,A Docker-compatible container registry which builds images ad-hoc via Nix.,deployment-tools,https://github.com/tazjin/nixery,https://github.com/tazjin/nixery,Apache-2.0,2019-07-29 19:39:48,2025-07-20 10:49:55,2025-04-20 11:46:53,249,,72.0,28,94.0,31.0,48.0,1911,11.0,16,True,2,,,,5.0,5.0,,,,,
80,nix-on-droid,nix-community/nix-on-droid,Nix-enabled environment for your Android device.,distributions,https://github.com/nix-community/nix-on-droid,https://github.com/nix-community/nix-on-droid,MIT,2019-03-06 18:52:50,2025-07-23 12:54:09,2025-07-21 12:28:15,458,2.0,108.0,31,127.0,98.0,202.0,1717,22.0,16,True,2,,,,,,,,-1.0,['android'],
81,devshell,numtide/devshell,`mkShell` with extra bits and a toml config option to be able to onboard non-nix users.,development,https://github.com/numtide/devshell,https://github.com/numtide/devshell,MIT,2020-08-04 20:29:01,2025-08-15 19:37:29,2025-03-08 22:32:38,345,,92.0,26,195.0,69.0,71.0,1400,40.0,16,True,2,,,,,,,,,,
82,System Manager,numtide/system-manager,A non-NixOS Linux system configuration tool built on Nix.,overlays,https://github.com/numtide/system-manager,https://github.com/numtide/system-manager,MIT,2023-03-22 16:38:41,2025-08-16 18:31:20,2025-08-12 10:37:50,651,17.0,34.0,18,191.0,32.0,26.0,1112,22.0,16,True,2,,,,,,,,,,
83,nix-init,nix-community/nix-init,"Generate Nix packages from URLs with hash prefetching, dependency inference, license detection, and more.",command-line-tools,https://github.com/nix-community/nix-init,https://github.com/nix-community/nix-init,MPL-2.0,2023-01-18 19:45:48,2025-08-12 16:38:38,2025-05-04 06:51:38,1074,,30.0,6,584.0,33.0,27.0,1108,12.0,16,True,2,2024-08-16 05:45:38,0.3.1,10.0,1.0,1.0,,,,,
84,flake.parts,hercules-ci/flake-parts,Minimal Nix modules framework for Flakes: split your flakes into modules and get things done with community modules.,development,https://github.com/hercules-ci/flake-parts,https://github.com/hercules-ci/flake-parts,MIT,2021-10-27 09:03:42,2025-08-06 13:36:06,2025-08-06 13:36:06,394,19.0,53.0,21,170.0,51.0,55.0,973,21.0,16,True,2,,,,,,,,,,
85,morph,DBCDK/morph,A tool for managing existing NixOS hosts.,deployment-tools,https://github.com/DBCDK/morph,https://github.com/DBCDK/morph,MIT,2018-09-24 08:05:12,2025-07-23 06:09:02,2025-07-23 06:09:02,403,1.0,67.0,27,148.0,53.0,60.0,963,33.0,16,True,2,2024-10-23 08:41:20,1.8.0,10.0,,,,,,,
86,cachix,cachix/cachix,Command line client for Nix binary cache hosting.,development,https://github.com/cachix/cachix,https://github.com/cachix/cachix,,2018-02-25 19:55:01,2025-08-16 13:27:21,2025-08-09 09:54:24,1284,89.0,50.0,11,336.0,121.0,239.0,938,21.0,16,True,2,,,,,,,,,,
87,lorri,nix-community/lorri,A much better `nix-shell` for development that augments direnv.,development,https://github.com/nix-community/lorri,https://github.com/nix-community/lorri,Apache-2.0,2021-01-24 15:10:38,2025-04-19 22:07:58,2025-03-26 18:44:46,1144,,25.0,9,86.0,21.0,50.0,806,59.0,16,True,2,2024-08-16 16:11:14,1.7.1,7.0,,,,,,,
88,git-hooks.nix,cachix/git-hooks.nix,Seamless integration of git hooks with Nix.,development,https://github.com/cachix/git-hooks.nix,https://github.com/cachix/git-hooks.nix,Apache-2.0,2019-08-16 13:01:11,2025-08-17 16:02:17,2025-08-17 16:02:00,1039,13.0,184.0,5,439.0,51.0,125.0,694,131.0,16,True,2,,,,,,,,,,
89,comin,nlewo/comin,A deployment tool to continuously pull from Git repositories.,deployment-tools,https://github.com/nlewo/comin,https://github.com/nlewo/comin,MIT,2022-12-10 09:13:26,2025-08-13 07:25:10,2025-08-13 07:25:10,273,27.0,29.0,7,52.0,24.0,20.0,681,14.0,16,True,2,2025-07-13 16:38:40,0.8.0,9.0,,,,,,,
90,nixpkgs-fmt,nix-community/nixpkgs-fmt,Nix code formatter for nixpkgs.,command-line-tools,https://github.com/nix-community/nixpkgs-fmt,https://github.com/nix-community/nixpkgs-fmt,Apache-2.0,2019-05-02 19:38:08,2024-07-24 11:56:52,2024-07-24 11:56:51,527,,33.0,10,210.0,32.0,89.0,569,30.0,16,False,2,,,,145.0,145.0,,,,,
91,node2nix,svanderburg/node2nix,Generate Nix expression from a `package.json` (or `package-lock.json`) (to be stored as files).,programming-languages,https://github.com/svanderburg/node2nix,https://github.com/svanderburg/node2nix,MIT,2014-09-18 20:32:04,2024-11-18 23:19:58,2023-01-12 19:28:09,277,,97.0,8,91.0,118.0,128.0,558,50.0,16,False,2,2022-04-20 14:28:23,node2nix-1.11.0,16.0,13.0,13.0,,,,,
92,NixOS Search,NixOS/nixos-search,Search NixOS packages and options.,discovery,https://github.com/NixOS/nixos-search,https://github.com/NixOS/nixos-search,MIT,2020-03-28 04:16:53,2025-08-17 00:12:13,2025-08-12 01:45:31,500,35.0,136.0,16,572.0,121.0,278.0,468,96.0,16,True,1,,,,,,,,,,
93,cargo2nix,cargo2nix/cargo2nix,Granular builds of Rust projects for Nix.,programming-languages,https://github.com/cargo2nix/cargo2nix,https://github.com/cargo2nix/cargo2nix,MIT,2019-05-13 03:27:27,2025-06-19 20:24:21,2025-06-19 20:19:13,637,1.0,81.0,12,217.0,69.0,118.0,427,42.0,16,True,2,2025-06-19 20:23:17,0.12.0,15.0,,,,,,['rust'],
94,nix-pills,NixOS/nix-pills,Guided introduction to Nix fundamentals from basic concepts to advanced use cases.,learning,https://github.com/NixOS/nix-pills,https://github.com/NixOS/nix-pills,CC-BY-SA-4.0,2017-08-14 09:08:14,2025-07-23 18:49:40,2025-07-23 18:49:39,396,10.0,122.0,82,189.0,39.0,38.0,425,113.0,16,True,2,,,,,,,,,,
95,cabal2nix,NixOS/cabal2nix,Converts a Cabal file into a Nix build expression.,programming-languages,https://github.com/NixOS/cabal2nix,https://github.com/NixOS/cabal2nix,,2011-08-05 15:31:37,2025-08-10 13:48:15,2025-08-10 13:48:15,2602,15.0,153.0,15,334.0,77.0,246.0,383,131.0,16,True,2,,,,,,,,,,
96,terranix,terranix/terranix,Use Nix and the NixOS module system to write your Terraform code.,deployment-tools,https://github.com/terranix/terranix,https://github.com/terranix/terranix,GPL-3.0,2018-12-09 17:51:29,2025-06-08 11:21:24,2025-06-08 11:21:23,448,12.0,47.0,11,87.0,13.0,23.0,371,28.0,16,True,2,2024-10-15 02:32:47,2.8.0,15.0,,,,,,,
97,android-nixpkgs,tadfisher/android-nixpkgs,Nix-packaged Android SDK.,programming-languages,https://github.com/tadfisher/android-nixpkgs,https://github.com/tadfisher/android-nixpkgs,MIT,2018-10-21 06:17:39,2025-08-16 20:22:03,2025-08-16 20:21:25,1904,85.0,42.0,6,63.0,26.0,33.0,370,18.0,16,True,2,,,,,,,,,['android'],
98,Self Host Blocks,ibizaman/selfhostblocks,Modular server management based on NixOS modules and focused on best practices.,nixos-modules,https://github.com/ibizaman/selfhostblocks,https://github.com/ibizaman/selfhostblocks,AGPL-3.0,2022-12-17 23:39:16,2025-08-16 01:45:26,2025-08-10 14:47:01,765,64.0,11.0,10,396.0,77.0,33.0,335,11.0,16,True,2,2025-07-12 21:17:21,0.4.0,13.0,,,,,,,
99,nixos-cli,nix-community/nixos-cli,A unified NixOS tooling replacement for nixos-* utilities.,command-line-tools,https://github.com/nix-community/nixos-cli,https://github.com/nix-community/nixos-cli,GPL-3.0,2023-06-26 18:21:45,2025-08-10 18:27:03,2025-08-10 18:27:03,465,58.0,7.0,7,70.0,7.0,24.0,308,6.0,16,True,2,2025-07-13 22:56:26,0.13.0,14.0,,,,,,,
100,harmonia,nix-community/harmonia,Nix binary cache implemented in Rust.,development,https://github.com/nix-community/harmonia,https://github.com/nix-community/harmonia,MIT,2023-01-22 21:22:29,2025-08-14 02:12:27,2025-08-14 02:11:25,1056,109.0,24.0,2,566.0,9.0,14.0,283,25.0,16,True,2,2025-04-24 09:17:39,harmonia-v2.1.0,22.0,,,,,,,
101,flake-checker,DeterminateSystems/flake-checker,Health checks for your Nix flakes.,command-line-tools,https://github.com/DeterminateSystems/flake-checker,https://github.com/DeterminateSystems/flake-checker,Apache-2.0,2023-05-19 13:36:34,2025-08-16 00:27:36,2025-08-06 01:38:33,653,37.0,7.0,7,186.0,4.0,4.0,270,11.0,16,True,2,2025-07-03 14:06:00,0.2.8,30.0,1.0,1.0,1529.0,58.0,-1.0,,
102,omnix,juspay/omnix,A Nix companion to improve developer experience.,development,https://github.com/juspay/omnix,https://github.com/juspay/omnix,AGPL-3.0,2023-05-27 01:08:11,2025-08-14 08:07:24,2025-07-29 23:06:34,840,18.0,22.0,16,288.0,31.0,134.0,215,15.0,16,True,2,2025-07-15 18:56:39,1.3.0,6.0,,,,,,,
103,haskell-flake,srid/haskell-flake,A `flake-parts` Nix module for Haskell development.,programming-languages,https://github.com/srid/haskell-flake,https://github.com/srid/haskell-flake,MIT,2022-05-30 13:01:57,2025-08-17 17:45:05,2025-08-10 20:33:39,442,10.0,25.0,9,259.0,38.0,89.0,202,17.0,16,True,2,2024-06-24 17:17:26,0.5.0,5.0,,,,,,['haskell'],
104,nix-cargo-integration,yusdacra/nix-cargo-integration,Library to easily and effortlessly integrate Cargo projects with Nix.,programming-languages,https://github.com/90-008/nix-cargo-integration,https://github.com/90-008/nix-cargo-integration,MIT,2021-04-10 22:16:35,2025-08-17 06:18:28,2025-08-17 06:18:28,2249,89.0,23.0,4,74.0,2.0,83.0,202,15.0,16,True,2,,,,,,,,,['rust'],90-008/nix-cargo-integration
105,nix-idea,NixOS/nix-idea,Nix plugin for the IntelliJ IDEA IDE.,editors-and-ides,https://github.com/NixOS/nix-idea,https://github.com/NixOS/nix-idea,Apache-2.0,2016-09-08 08:44:59,2025-07-19 17:10:16,2025-07-19 16:39:00,308,10.0,29.0,45,59.0,11.0,24.0,197,17.0,16,True,3,2025-07-04 13:35:36,0.4.0.18,28.0,,,312.0,2.0,,,
106,nixos-generators,nix-community/nixos-generators,"Take a NixOS config and build multiple different images types including VirtualBox VMs, Azure images, and installation..",installation-media,https://github.com/nix-community/nixos-generators,https://github.com/nix-community/nixos-generators,MIT,2018-04-28 10:16:02,2025-08-14 01:06:25,2025-07-07 15:55:40,483,1.0,146.0,28,271.0,84.0,88.0,2239,68.0,15,True,2,,,,,,,,,,
107,hlissner/dotfiles,hlissner/dotfiles,A comprehensive NixOS configuration example with detailed module structure.,nix-configurations,https://github.com/hlissner/dotfiles,https://github.com/hlissner/dotfiles,MIT,2013-03-01 08:33:14,2025-05-14 17:05:48,2025-05-14 17:05:11,2621,,100.0,42,10.0,4.0,25.0,1825,7.0,15,True,2,,,,,,,,,,
108,flake-utils,numtide/flake-utils,Pure Nix flake utility functions to help with writing flakes.,development,https://github.com/numtide/flake-utils,https://github.com/numtide/flake-utils,MIT,2020-04-11 13:21:34,2024-11-13 21:27:18,2024-11-13 21:27:16,102,,82.0,21,81.0,16.0,24.0,1427,28.0,15,True,2,2022-05-21 09:05:05,1.0.0,1.0,,,,,,,
109,nix-output-monitor,maralorn/nix-output-monitor,A tool to produce useful graphs and statistics when building derivations.,command-line-tools,https://github.com/maralorn/nix-output-monitor,https://github.com/maralorn/nix-output-monitor,AGPL-3.0,2020-10-03 14:25:34,2025-08-17 11:40:09,2025-08-17 11:40:05,549,29.0,33.0,11,33.0,78.0,82.0,1199,17.0,15,True,2,2022-10-15 10:21:00,2.0.0.0,18.0,,,,,,,
110,nix-portable,DavHau/nix-portable,"Nix - Static, Permissionless, Installation-free, Pre-configured.",installation-media,https://github.com/DavHau/nix-portable,https://github.com/DavHau/nix-portable,MIT,2021-02-08 07:12:43,2025-08-18 00:11:29,2025-06-01 05:30:34,177,1.0,46.0,17,82.0,58.0,22.0,1096,13.0,15,True,2,2024-04-15 08:53:22,012,12.0,,,16861.0,312.0,,,
111,naersk,nix-community/naersk,Build Rust packages directly from `Cargo.lock`.,programming-languages,https://github.com/nix-community/naersk,https://github.com/nix-community/naersk,MIT,2019-06-13 11:27:21,2025-07-16 18:07:59,2025-07-16 18:07:57,380,21.0,91.0,8,201.0,55.0,111.0,866,54.0,15,True,2,,,,,,,,,['rust'],
112,KuberNix,saschagrunert/kubernix,Single-dependency Kubernetes clusters via Nix packages.,deployment-tools,https://github.com/saschagrunert/kubernix,https://github.com/saschagrunert/kubernix,MIT,2019-09-22 16:33:58,2023-01-25 11:05:38,2021-11-16 12:25:22,1036,,26.0,10,1179.0,17.0,8.0,786,8.0,15,False,2,2019-11-14 10:07:35,0.2.0,3.0,51.0,51.0,72.0,1.0,,,
113,rnix-lsp,nix-community/rnix-lsp,A syntax-checking language server for Nix.,development,https://github.com/nix-community/rnix-lsp,https://github.com/nix-community/rnix-lsp,MIT,2018-08-19 08:43:21,2024-01-15 11:53:04,2022-11-27 13:18:38,176,,38.0,13,75.0,17.0,21.0,718,24.0,15,False,2,,,,36.0,36.0,,,,,
114,robotnix,nix-community/robotnix,A declarative and reproducible build system for Android (AOSP) images.,development,https://github.com/nix-community/robotnix,https://github.com/nix-community/robotnix,,2019-06-20 15:20:44,2025-08-17 20:38:35,2025-08-17 20:38:19,1982,143.0,74.0,13,168.0,55.0,71.0,698,27.0,15,True,2,,,,,,,,3.0,['android'],
115,nix2container,nlewo/nix2container,An archive-less dockerTools.buildImage implementation.,deployment-tools,https://github.com/nlewo/nix2container,https://github.com/nlewo/nix2container,Apache-2.0,2021-12-23 09:45:34,2025-07-08 19:26:04,2025-07-08 19:26:03,203,10.0,60.0,13,78.0,49.0,48.0,688,29.0,15,True,2,,,,,,,,,,
116,flake-utils-plus,gytis-ivaskevicius/flake-utils-plus,A lightweight Nix library flake for painless NixOS flake configuration.,development,https://github.com/gytis-ivaskevicius/flake-utils-plus,https://github.com/gytis-ivaskevicius/flake-utils-plus,MIT,2021-03-13 13:37:12,2025-02-03 13:57:30,2025-02-03 13:57:20,317,,42.0,6,94.0,4.0,56.0,522,23.0,15,True,2,2024-07-02 21:31:57,1.5.1,9.0,,,,,,,
117,treefmt-nix,numtide/treefmt-nix,"A formatter that allows formatting all your project files with a single command, all via a single `.nix` file.",development,https://github.com/numtide/treefmt-nix,https://github.com/numtide/treefmt-nix,MIT,2022-09-23 09:13:45,2025-08-10 17:42:06,2025-08-10 17:42:06,466,22.0,125.0,10,297.0,37.0,65.0,437,109.0,15,True,2,,,,,,,,,,
118,nix-minecraft,Infinidoge/nix-minecraft,An attempt to better support Minecraft-related content for the Nix ecosystem.,nixos-modules,https://github.com/Infinidoge/nix-minecraft,https://github.com/Infinidoge/nix-minecraft,MIT,2022-04-25 05:15:48,2025-08-16 02:03:19,2025-08-16 02:03:18,963,69.0,48.0,3,62.0,21.0,52.0,401,20.0,15,True,2,,,,,,,,,,
119,neovim-nightly-overlay,nix-community/neovim-nightly-overlay,Bleeding edge Neovim overlay.,overlays,https://github.com/nix-community/neovim-nightly-overlay,https://github.com/nix-community/neovim-nightly-overlay,,2020-08-23 18:25:45,2025-08-18 00:01:07,2025-08-17 14:07:15,2042,88.0,65.0,6,893.0,1.0,85.0,379,25.0,15,True,2,,,,,,,,,,
120,npins,andir/npins,A simple tool for handling different types of dependencies in a Nix project.,development,https://github.com/andir/npins,https://github.com/andir/npins,EUPL-1.2,2021-07-31 15:30:32,2025-07-09 13:43:12,2025-07-09 13:43:12,288,8.0,31.0,12,105.0,22.0,38.0,373,19.0,15,True,2,2025-05-07 19:11:03,0.3.1,6.0,,,,,,,
121,donovanglover/nix-config,donovanglover/nix-config,"NixOS configuration with Nix Flakes, Home Manager, Stylix, and Hyprland.",nix-configurations,https://github.com/donovanglover/nix-config,https://github.com/donovanglover/nix-config,MIT,2017-10-21 09:31:19,2025-06-03 20:59:44,2025-06-03 20:59:17,3775,20.0,11.0,4,,1.0,4.0,352,,15,True,2,2018-12-13 04:54:01,0.2.0,2.0,,,,,,,
122,spicetify-nix,Gerg-L/spicetify-nix,A nix library for modifying spotify with spicetify.,theming,https://github.com/Gerg-L/spicetify-nix,https://github.com/Gerg-L/spicetify-nix,GPL-3.0,2023-11-30 23:44:32,2025-08-17 06:35:58,2025-08-17 04:39:09,906,17.0,26.0,4,248.0,10.0,52.0,331,24.0,15,True,2,2025-04-29 21:27:19,24.11,1.0,,,,,,,
123,nixos-unified,srid/nixos-unified,"Unify NixOS + nix-darwin + home-manager configuration in a single flake, while providing a consistent interface at DX..",nixos-modules,https://github.com/srid/nixos-unified,https://github.com/srid/nixos-unified,MIT,2023-03-15 17:35:12,2025-08-09 15:36:55,2025-08-09 15:36:52,178,5.0,31.0,3,63.0,17.0,38.0,306,8.0,15,True,2,2024-10-03 15:42:09,0.2.0,2.0,,,,,,,
124,gomod2nix,nix-community/gomod2nix,Convert applications using Go modules to Nix expressions.,programming-languages,https://github.com/nix-community/gomod2nix,https://github.com/nix-community/gomod2nix,MIT,2020-12-03 13:56:10,2025-08-11 14:41:25,2025-08-01 19:56:48,301,4.0,63.0,2,133.0,35.0,42.0,275,26.0,15,True,2,2024-10-20 18:50:38,1.6.0,7.0,,,,,,,
125,Typix,loqusion/typix,Deterministic Typst compilation with Nix.,development,https://github.com/loqusion/typix,https://github.com/loqusion/typix,MIT,2023-12-24 03:37:43,2025-08-07 08:49:58,2025-08-07 08:49:57,418,13.0,11.0,5,53.0,3.0,8.0,225,7.0,15,True,2,2025-06-27 08:35:45,0.3.2,13.0,,,,,,,
126,tree-sitter-nix,nix-community/tree-sitter-nix,Nix grammar for tree-sitter.,development,https://github.com/nix-community/tree-sitter-nix,https://github.com/nix-community/tree-sitter-nix,MIT,2019-03-22 10:12:10,2025-08-16 05:09:49,2025-08-11 14:30:35,185,9.0,42.0,2,103.0,18.0,29.0,206,21.0,15,True,2,,,,17.0,17.0,,,,,
127,nix-openwrt-imagebuilder,astro/nix-openwrt-imagebuilder,Build OpenWRT images in Nix derivations.,installation-media,https://github.com/astro/nix-openwrt-imagebuilder,https://github.com/astro/nix-openwrt-imagebuilder,MIT,2022-04-27 20:38:30,2025-08-17 09:01:30,2025-08-17 09:01:29,1318,96.0,23.0,6,36.0,5.0,17.0,203,11.0,15,True,2,,,,,,,,,,
128,nixdoc,nix-community/nixdoc,Tool to generate documentation for Nix library functions.,development,https://github.com/nix-community/nixdoc,https://github.com/nix-community/nixdoc,GPL-3.0,2018-10-25 16:07:24,2025-08-12 06:21:08,2025-02-11 21:34:07,223,,16.0,7,123.0,5.0,21.0,156,14.0,15,True,2,2025-02-11 21:35:04,3.1.0,14.0,12.0,12.0,,,,,
129,niv,nmattia/niv,Easy dependency management for Nix projects with package pinning.,development,https://github.com/nmattia/niv,https://github.com/nmattia/niv,MIT,2019-01-17 21:00:18,2025-03-02 23:46:25,2025-03-02 23:46:23,465,,77.0,18,221.0,80.0,113.0,1750,38.0,14,True,2,,,,,,,,,,
130,deploy-rs,serokell/deploy-rs,A simple multi-profile Nix-flake deploy tool.,deployment-tools,https://github.com/serokell/deploy-rs,https://github.com/serokell/deploy-rs,,2020-09-28 17:46:15,2025-08-11 02:00:45,2025-06-05 06:37:47,340,9.0,116.0,26,139.0,91.0,108.0,1739,39.0,14,True,3,,,,,,,,,,
131,nixos-infect,elitak/nixos-infect,Replace a running non-NixOS Linux host with NixOS.,installation-media,https://github.com/elitak/nixos-infect,https://github.com/elitak/nixos-infect,GPL-3.0,2016-04-18 22:10:28,2024-07-04 02:41:41,2024-03-11 15:41:57,165,,260.0,16,159.0,47.0,35.0,1605,86.0,14,False,3,,,,,,,,,,
132,impermanence,nix-community/impermanence,Lets you choose what files and directories you want to keep between reboots.,nixos-modules,https://github.com/nix-community/impermanence,https://github.com/nix-community/impermanence,MIT,2020-06-04 19:42:40,2025-05-26 13:55:47,2025-01-25 18:51:23,179,,106.0,18,110.0,76.0,87.0,1493,35.0,14,True,2,,,,,,,,,,
133,attic,zhaofengli/attic,Multi-tenant Nix Binary Cache.,development,https://github.com/zhaofengli/attic,https://github.com/zhaofengli/attic,,2022-12-31 23:43:41,2025-08-16 21:03:15,2025-08-16 21:03:15,409,32.0,119.0,13,108.0,110.0,57.0,1446,33.0,14,True,2,,,,,,,,,,
134,Zero to Nix,DeterminateSystems/zero-to-nix,"A beginners guide to Nix, providing step-by-step tutorials and explanations.",learning,https://github.com/DeterminateSystems/zero-to-nix,https://github.com/DeterminateSystems/zero-to-nix,,2022-11-07 18:38:33,2025-08-17 00:22:31,2025-08-11 12:41:46,1502,30.0,79.0,13,343.0,37.0,70.0,1086,53.0,14,True,2,,,,,,,,,,
135,proxmox-nixos,SaumonNet/proxmox-nixos,"The Proxmox Hypervisor, on NixOS.",virtualisation,https://github.com/SaumonNet/proxmox-nixos,https://github.com/SaumonNet/proxmox-nixos,AGPL-3.0,2024-02-18 13:54:11,2025-08-05 21:14:30,2025-08-05 21:14:30,431,65.0,49.0,20,126.0,19.0,40.0,991,17.0,14,True,2,,,,,,,,,,
136,nixGL,nix-community/nixGL,A wrapper tool for nix OpenGL application.,nixos-modules,https://github.com/nix-community/nixGL,https://github.com/nix-community/nixGL,MIT,2017-09-16 10:18:56,2025-07-09 09:52:44,2025-07-09 09:52:44,179,3.0,113.0,15,79.0,72.0,57.0,852,29.0,14,True,2,,,,,,,,,,
137,Arion,hercules-ci/arion,Run `docker-compose` with help from Nix/NixOS.,development,https://github.com/hercules-ci/arion,https://github.com/hercules-ci/arion,Apache-2.0,2018-12-17 16:25:48,2025-04-20 16:35:56,2025-04-20 16:15:25,435,,54.0,14,131.0,92.0,52.0,778,31.0,14,True,2,2024-12-11 12:03:22,0.2.2.0,3.0,,,,,,,
138,musnix,musnix/musnix,Do real-time audio work in NixOS.,nixos-modules,https://github.com/musnix/musnix,https://github.com/musnix/musnix,BSD-3-Clause,2014-12-22 20:57:55,2025-08-01 01:56:25,2025-03-06 23:27:52,416,,59.0,17,156.0,11.0,54.0,772,37.0,14,True,2,,,,,,,,,,
139,nixos-cosmic,lilyinstarlight/nixos-cosmic,Flake for using COSMIC on NixOS.,nixos-modules,https://github.com/lilyinstarlight/nixos-cosmic,https://github.com/lilyinstarlight/nixos-cosmic,MIT,2024-02-27 23:59:10,2025-08-17 23:12:10,2025-07-04 01:16:54,949,42.0,48.0,11,706.0,47.0,111.0,626,20.0,14,True,2,,,,,,,,,,
140,nurl,nix-community/nurl,Generate Nix fetcher calls from repository URLs.,command-line-tools,https://github.com/nix-community/nurl,https://github.com/nix-community/nurl,MPL-2.0,2022-12-30 02:06:33,2024-12-11 15:58:07,2024-09-16 16:53:16,701,,8.0,5,370.0,12.0,6.0,586,2.0,14,True,2,2023-07-21 21:21:31,0.3.13,18.0,16.0,16.0,742.0,23.0,,,
141,nixpkgs-update,nix-community/nixpkgs-update,Semi-automatic updating of nixpkgs packages.,development,https://github.com/nix-community/nixpkgs-update,https://github.com/nix-community/nixpkgs-update,CC0-1.0,2017-11-03 02:25:28,2025-08-14 23:06:50,2025-08-14 23:06:16,1074,5.0,84.0,16,200.0,102.0,180.0,518,52.0,14,True,2,,,,,,,,,,
142,kclejeune/system,kclejeune/system,"Declarative system configurations using nixOS, nix-darwin, and home-manager.",nix-configurations,https://github.com/kclejeune/system,https://github.com/kclejeune/system,MIT,2020-07-02 06:19:11,2025-08-17 08:07:02,2025-08-13 20:10:01,1174,14.0,44.0,6,368.0,,11.0,493,9.0,14,True,3,,,,,,,,,,
143,uv2nix,pyproject-nix/uv2nix,Ingest uv workspaces using Nix.,programming-languages,https://github.com/pyproject-nix/uv2nix,https://github.com/pyproject-nix/uv2nix,MIT,2024-08-22 04:29:29,2025-08-11 14:14:10,2025-08-11 14:13:40,342,29.0,26.0,8,179.0,4.0,45.0,480,13.0,14,True,2,,,,,,,,,['python'],
144,noogle,nix-community/noogle,Nix function exploring.,discovery,https://github.com/nix-community/noogle,https://github.com/nix-community/noogle,MIT,2022-11-26 09:35:35,2025-08-17 08:51:45,2025-08-17 08:51:45,1025,157.0,14.0,3,855.0,19.0,44.0,463,15.0,14,True,2,,,1.0,,,,,,,
