,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,contributor_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,github_release_downloads,monthly_downloads,labels,trending,updated_github_id,new_addition
113,nix-output-monitor,maralorn/nix-output-monitor,A tool to produce useful graphs and statistics when building derivations.,command-line-tools,https://github.com/maralorn/nix-output-monitor,https://github.com/maralorn/nix-output-monitor,AGPL-3.0,2020-10-03 14:25:34,2025-08-22 18:01:50,2025-08-22 04:03:51,550,19.0,33.0,11,34.0,80.0,82.0,1210,17.0,15,True,2,2022-10-15 10:21:00,2.0.0.0,18.0,,,,,,,,
114,naersk,nix-community/naersk,Build Rust packages directly from `Cargo.lock`.,programming-languages,https://github.com/nix-community/naersk,https://github.com/nix-community/naersk,MIT,2019-06-13 11:27:21,2025-07-16 18:07:59,2025-07-16 18:07:57,380,21.0,91.0,8,201.0,55.0,111.0,870,54.0,15,True,2,,,,,,,,['rust'],,,
115,KuberNix,saschagrunert/kubernix,Single-dependency Kubernetes clusters via Nix packages.,deployment-tools,https://github.com/saschagrunert/kubernix,https://github.com/saschagrunert/kubernix,MIT,2019-09-22 16:33:58,2023-01-25 11:05:38,2021-11-16 12:25:22,1036,,26.0,10,1179.0,17.0,8.0,787,8.0,15,False,2,2019-11-14 10:07:35,0.2.0,3.0,51.0,51.0,72.0,1.0,,,,
116,rnix-lsp,nix-community/rnix-lsp,A syntax-checking language server for Nix.,development,https://github.com/nix-community/rnix-lsp,https://github.com/nix-community/rnix-lsp,MIT,2018-08-19 08:43:21,2024-01-15 11:53:04,2022-11-27 13:18:38,176,,38.0,13,75.0,17.0,21.0,718,24.0,15,False,2,,,,36.0,36.0,,,,,,
117,robotnix,nix-community/robotnix,A declarative and reproducible build system for Android (AOSP) images.,development,https://github.com/nix-community/robotnix,https://github.com/nix-community/robotnix,,2019-06-20 15:20:44,2025-08-24 17:55:01,2025-08-24 17:55:01,1991,152.0,74.0,14,173.0,55.0,71.0,700,27.0,15,True,2,,,,,,,,['android'],,,
118,nix2container,nlewo/nix2container,An archive-less dockerTools.buildImage implementation.,deployment-tools,https://github.com/nlewo/nix2container,https://github.com/nlewo/nix2container,Apache-2.0,2021-12-23 09:45:34,2025-07-08 19:26:04,2025-07-08 19:26:03,203,10.0,61.0,13,78.0,49.0,48.0,693,29.0,15,True,2,,,,,,,,,,,
119,flake-utils-plus,gytis-ivaskevicius/flake-utils-plus,A lightweight Nix library flake for painless NixOS flake configuration.,development,https://github.com/gytis-ivaskevicius/flake-utils-plus,https://github.com/gytis-ivaskevicius/flake-utils-plus,MIT,2021-03-13 13:37:12,2025-02-03 13:57:30,2025-02-03 13:57:20,317,,42.0,6,94.0,4.0,56.0,522,23.0,15,True,2,2024-07-02 21:31:57,1.5.1,9.0,,,,,,,,
120,treefmt-nix,numtide/treefmt-nix,"A formatter that allows formatting all your project files with a single command, all via a single `.nix` file.",development,https://github.com/numtide/treefmt-nix,https://github.com/numtide/treefmt-nix,MIT,2022-09-23 09:13:45,2025-08-23 07:30:50,2025-08-23 07:30:50,469,23.0,127.0,10,300.0,37.0,66.0,442,110.0,15,True,2,,,,,,,,,,,
121,nix-minecraft,Infinidoge/nix-minecraft,An attempt to better support Minecraft-related content for the Nix ecosystem.,nixos-modules,https://github.com/Infinidoge/nix-minecraft,https://github.com/Infinidoge/nix-minecraft,MIT,2022-04-25 05:15:48,2025-08-24 02:10:40,2025-08-24 02:10:39,969,69.0,48.0,3,62.0,23.0,52.0,404,20.0,15,True,2,,,,,,,,,,,
122,neovim-nightly-overlay,nix-community/neovim-nightly-overlay,Bleeding edge Neovim overlay.,overlays,https://github.com/nix-community/neovim-nightly-overlay,https://github.com/nix-community/neovim-nightly-overlay,,2020-08-23 18:25:45,2025-08-25 00:14:31,2025-08-25 00:14:30,2050,89.0,66.0,6,900.0,1.0,85.0,380,25.0,15,True,2,,,,,,,,,,,
123,donovanglover/nix-config,donovanglover/nix-config,"NixOS configuration with Nix Flakes, Home Manager, Stylix, and Hyprland.",nix-configurations,https://github.com/donovanglover/nix-config,https://github.com/donovanglover/nix-config,MIT,2017-10-21 09:31:19,2025-06-03 20:59:44,2025-06-03 20:59:17,3775,15.0,11.0,4,,1.0,4.0,353,,15,True,2,2018-12-13 04:54:01,0.2.0,2.0,,,,,,,,
124,spicetify-nix,Gerg-L/spicetify-nix,A nix library for modifying spotify with spicetify.,theming,https://github.com/Gerg-L/spicetify-nix,https://github.com/Gerg-L/spicetify-nix,GPL-3.0,2023-11-30 23:44:32,2025-08-24 06:34:19,2025-08-24 04:32:19,908,17.0,26.0,4,249.0,9.0,53.0,335,24.0,15,True,2,2025-04-29 21:27:19,24.11,1.0,,,,,,,,
125,nixos-unified,srid/nixos-unified,"Unify NixOS + nix-darwin + home-manager configuration in a single flake, while providing a consistent interface at DX..",nixos-modules,https://github.com/srid/nixos-unified,https://github.com/srid/nixos-unified,MIT,2023-03-15 17:35:12,2025-08-09 15:36:55,2025-08-09 15:36:52,178,4.0,31.0,3,63.0,17.0,38.0,307,8.0,15,True,2,2024-10-03 15:42:09,0.2.0,2.0,,,,,,,,
126,Typix,loqusion/typix,Deterministic Typst compilation with Nix.,development,https://github.com/loqusion/typix,https://github.com/loqusion/typix,MIT,2023-12-24 03:37:43,2025-08-23 14:58:34,2025-08-23 14:58:22,424,18.0,12.0,5,56.0,3.0,9.0,228,7.0,15,True,2,2025-06-27 08:35:45,0.3.2,13.0,,,,,,,,
127,nix-openwrt-imagebuilder,astro/nix-openwrt-imagebuilder,Build OpenWRT images in Nix derivations.,installation-media,https://github.com/astro/nix-openwrt-imagebuilder,https://github.com/astro/nix-openwrt-imagebuilder,MIT,2022-04-27 20:38:30,2025-08-24 08:45:19,2025-08-24 08:22:13,1325,98.0,23.0,6,36.0,5.0,17.0,206,11.0,15,True,2,,,,,,,,,,,
128,tree-sitter-nix,nix-community/tree-sitter-nix,Nix grammar for tree-sitter.,development,https://github.com/nix-community/tree-sitter-nix,https://github.com/nix-community/tree-sitter-nix,MIT,2019-03-22 10:12:10,2025-08-24 03:46:24,2025-08-11 14:30:35,185,9.0,42.0,2,104.0,18.0,29.0,206,21.0,15,True,2,,,,17.0,17.0,,,,,,
129,nixdoc,nix-community/nixdoc,Tool to generate documentation for Nix library functions.,development,https://github.com/nix-community/nixdoc,https://github.com/nix-community/nixdoc,GPL-3.0,2018-10-25 16:07:24,2025-08-12 06:21:08,2025-02-11 21:34:07,223,,16.0,7,123.0,5.0,21.0,156,14.0,15,True,2,2025-02-11 21:35:04,3.1.0,14.0,12.0,12.0,,,,,,
130,niv,nmattia/niv,Easy dependency management for Nix projects with package pinning.,development,https://github.com/nmattia/niv,https://github.com/nmattia/niv,MIT,2019-01-17 21:00:18,2025-03-02 23:46:25,2025-03-02 23:46:23,465,,77.0,18,221.0,79.0,113.0,1753,38.0,14,True,2,,,,,,,,,,,
131,deploy-rs,serokell/deploy-rs,A simple multi-profile Nix-flake deploy tool.,deployment-tools,https://github.com/serokell/deploy-rs,https://github.com/serokell/deploy-rs,,2020-09-28 17:46:15,2025-08-18 02:00:50,2025-06-05 06:37:47,340,9.0,116.0,26,139.0,91.0,108.0,1747,39.0,14,True,3,,,,,,,,,,,
132,nixos-infect,elitak/nixos-infect,Replace a running non-NixOS Linux host with NixOS.,installation-media,https://github.com/elitak/nixos-infect,https://github.com/elitak/nixos-infect,GPL-3.0,2016-04-18 22:10:28,2024-07-04 02:41:41,2024-03-11 15:41:57,165,,260.0,16,159.0,47.0,35.0,1607,86.0,14,False,3,,,,,,,,,,,
133,impermanence,nix-community/impermanence,Lets you choose what files and directories you want to keep between reboots.,nixos-modules,https://github.com/nix-community/impermanence,https://github.com/nix-community/impermanence,MIT,2020-06-04 19:42:40,2025-05-26 13:55:47,2025-01-25 18:51:23,179,,106.0,18,110.0,77.0,87.0,1502,35.0,14,True,2,,,,,,,,,,,
134,attic,zhaofengli/attic,Multi-tenant Nix Binary Cache.,development,https://github.com/zhaofengli/attic,https://github.com/zhaofengli/attic,,2022-12-31 23:43:41,2025-08-24 17:00:46,2025-08-16 21:03:15,409,32.0,119.0,13,108.0,112.0,57.0,1462,33.0,14,True,2,,,,,,,,,,,
135,Zero to Nix,DeterminateSystems/zero-to-nix,"A beginners guide to Nix, providing step-by-step tutorials and explanations.",learning,https://github.com/DeterminateSystems/zero-to-nix,https://github.com/DeterminateSystems/zero-to-nix,,2022-11-07 18:38:33,2025-08-24 00:21:39,2025-08-20 15:20:14,1504,32.0,79.0,13,344.0,37.0,70.0,1087,53.0,14,True,2,,,,,,,,,,,
136,proxmox-nixos,SaumonNet/proxmox-nixos,"The Proxmox Hypervisor, on NixOS.",virtualisation,https://github.com/SaumonNet/proxmox-nixos,https://github.com/SaumonNet/proxmox-nixos,AGPL-3.0,2024-02-18 13:54:11,2025-08-05 21:14:30,2025-08-05 21:14:30,431,63.0,49.0,19,127.0,19.0,40.0,995,17.0,14,True,2,,,,,,,,,,,
137,nixGL,nix-community/nixGL,A wrapper tool for nix OpenGL application.,nixos-modules,https://github.com/nix-community/nixGL,https://github.com/nix-community/nixGL,MIT,2017-09-16 10:18:56,2025-07-09 09:52:44,2025-07-09 09:52:44,179,3.0,112.0,15,79.0,72.0,57.0,856,29.0,14,True,2,,,,,,,,,,,
138,Arion,hercules-ci/arion,Run `docker-compose` with help from Nix/NixOS.,development,https://github.com/hercules-ci/arion,https://github.com/hercules-ci/arion,Apache-2.0,2018-12-17 16:25:48,2025-04-20 16:35:56,2025-04-20 16:15:25,435,,53.0,14,125.0,92.0,52.0,779,30.0,14,True,2,2024-12-11 12:03:22,0.2.2.0,3.0,,,,,,,,
139,musnix,musnix/musnix,Do real-time audio work in NixOS.,nixos-modules,https://github.com/musnix/musnix,https://github.com/musnix/musnix,BSD-3-Clause,2014-12-22 20:57:55,2025-08-01 01:56:25,2025-03-06 23:27:52,416,,59.0,17,156.0,11.0,54.0,776,37.0,14,True,2,,,,,,,,,,,
140,nix-snapshotter,pdtpartners/nix-snapshotter,Brings native understanding of Nix packages to containerd.,virtualisation,https://github.com/pdtpartners/nix-snapshotter,https://github.com/pdtpartners/nix-snapshotter,MIT,2023-07-05 18:31:50,2025-08-23 05:09:43,2025-08-21 23:16:00,85,1.0,24.0,17,92.0,18.0,53.0,681,10.0,14,True,2,2025-08-21 23:47:50,0.2.2,6.0,,,,,,,,
141,nixos-cosmic,lilyinstarlight/nixos-cosmic,Flake for using COSMIC on NixOS.,nixos-modules,https://github.com/lilyinstarlight/nixos-cosmic,https://github.com/lilyinstarlight/nixos-cosmic,MIT,2024-02-27 23:59:10,2025-08-24 23:20:50,2025-07-04 01:16:54,949,35.0,47.0,11,706.0,47.0,111.0,628,20.0,14,True,2,,,,,,,,,,,
142,nurl,nix-community/nurl,Generate Nix fetcher calls from repository URLs.,command-line-tools,https://github.com/nix-community/nurl,https://github.com/nix-community/nurl,MPL-2.0,2022-12-30 02:06:33,2024-12-11 15:58:07,2024-09-16 16:53:16,701,,8.0,6,370.0,12.0,6.0,593,2.0,14,True,2,2023-07-21 21:21:31,0.3.13,18.0,16.0,16.0,742.0,23.0,,,,
143,nixpkgs-update,nix-community/nixpkgs-update,Semi-automatic updating of nixpkgs packages.,development,https://github.com/nix-community/nixpkgs-update,https://github.com/nix-community/nixpkgs-update,CC0-1.0,2017-11-03 02:25:28,2025-08-14 23:06:50,2025-08-14 23:06:16,1074,4.0,84.0,16,200.0,104.0,179.0,522,52.0,14,True,2,,,,,,,,,,,
144,kclejeune/system,kclejeune/system,"Declarative system configurations using nixOS, nix-darwin, and home-manager.",nix-configurations,https://github.com/kclejeune/system,https://github.com/kclejeune/system,MIT,2020-07-02 06:19:11,2025-08-24 08:06:49,2025-08-21 21:54:47,1180,17.0,44.0,6,369.0,,11.0,495,9.0,14,True,3,,,,,,,,,,,
145,uv2nix,pyproject-nix/uv2nix,Ingest uv workspaces using Nix.,programming-languages,https://github.com/pyproject-nix/uv2nix,https://github.com/pyproject-nix/uv2nix,MIT,2024-08-22 04:29:29,2025-08-24 01:03:47,2025-08-24 01:02:26,347,32.0,26.0,7,182.0,4.0,45.0,488,13.0,14,True,2,,,,,,,,['python'],,,
146,noogle,nix-community/noogle,Nix function exploring.,discovery,https://github.com/nix-community/noogle,https://github.com/nix-community/noogle,MIT,2022-11-26 09:35:35,2025-08-24 02:51:20,2025-08-24 02:04:09,1038,156.0,14.0,3,882.0,19.0,44.0,466,15.0,14,True,2,,,1.0,,,,,,,,
147,nixos-facter,nix-community/nixos-facter,Declarative hardware configuration for NixOS.,nixos-modules,https://github.com/nix-community/nixos-facter,https://github.com/nix-community/nixos-facter,,2024-06-12 08:51:04,2025-07-15 17:59:56,2025-07-15 17:57:25,337,15.0,10.0,12,128.0,36.0,47.0,432,9.0,14,True,2,2025-05-12 13:37:17,0.4.0,3.0,,,,,,,,
148,agenix-rekey,oddlama/agenix-rekey,An agenix extension adding secret generation and automatic rekeying using a YubiKey or master-identity.,security,https://github.com/oddlama/agenix-rekey,https://github.com/oddlama/agenix-rekey,MIT,2023-01-30 15:44:34,2025-08-06 14:57:56,2025-08-06 14:57:56,222,7.0,36.0,7,48.0,19.0,48.0,323,22.0,14,True,2,,,,,,,,,,,
149,raspberry-pi-nix,nix-community/raspberry-pi-nix,NixOS modules to aid in configuring NixOS for Raspberry PI products.,installation-media,https://github.com/nix-community/raspberry-pi-nix,https://github.com/nix-community/raspberry-pi-nix,MIT,2022-05-21 01:16:06,2025-03-23 01:24:31,2025-03-17 14:59:51,165,,80.0,9,46.0,13.0,53.0,305,14.0,14,True,3,2024-11-05 03:51:57,0.4.1,7.0,,,,,,,,
150,nixarr,rasmus-kirk/nixarr,The Media Server Nixos Module.,nixos-modules,https://github.com/rasmus-kirk/nixarr,https://github.com/rasmus-kirk/nixarr,GPL-3.0,2024-02-21 09:34:24,2025-08-19 11:11:33,2025-08-19 11:11:32,325,57.0,27.0,4,36.0,6.0,41.0,267,15.0,14,True,2,,,,,,,,,,,
151,NobbZ/nixos-config,NobbZ/nixos-config,An example of NixOS system configuration with home-manager integration.,nix-configurations,https://github.com/NobbZ/nixos-config,https://github.com/NobbZ/nixos-config,MIT,2020-10-28 15:25:22,2025-08-24 02:49:04,2025-08-24 02:49:02,4758,181.0,6.0,3,1301.0,11.0,4.0,260,8.0,14,True,3,,,,,,,,,,,
152,MCP-NixOS,utensils/mcp-nixos,"An MCP server that provides AI assistants with accurate information about NixOS packages, options, Home Manager, and..",development,https://github.com/utensils/mcp-nixos,https://github.com/utensils/mcp-nixos,MIT,2025-03-20 05:05:00,2025-08-16 22:36:28,2025-08-16 19:28:58,348,23.0,12.0,6,32.0,5.0,11.0,251,5.0,14,True,2,2025-08-03 09:15:15,1.0.1,2.0,,,,,,,,
153,pyproject.nix,pyproject-nix/pyproject.nix,A collection of Nix utilities to work with Python projects.,programming-languages,https://github.com/pyproject-nix/pyproject.nix,https://github.com/pyproject-nix/pyproject.nix,MIT,2023-07-17 10:21:45,2025-08-22 18:08:33,2025-08-22 18:08:15,503,19.0,25.0,9,311.0,2.0,41.0,247,14.0,14,True,2,,,,,,,,['python'],,,
154,nixpkgs-esp-dev,mirrexagon/nixpkgs-esp-dev,Nix flake and overlay for ESP8266 and ESP32 development.,overlays,https://github.com/mirrexagon/nixpkgs-esp-dev,https://github.com/mirrexagon/nixpkgs-esp-dev,CC0-1.0,2019-06-01 04:00:43,2025-08-19 07:13:37,2025-08-19 07:13:37,193,23.0,79.0,10,53.0,16.0,31.0,227,27.0,14,True,2,,,,,,,,,,,
155,cached-nix-shell,xzfc/cached-nix-shell,A `nix-shell` replacement that uses caching to open subsequent shells quickly.,development,https://github.com/xzfc/cached-nix-shell,https://github.com/xzfc/cached-nix-shell,Unlicense,2019-09-18 14:23:00,2024-11-24 23:00:19,2024-06-23 18:47:25,182,,15.0,7,7.0,7.0,21.0,224,6.0,14,False,2,2024-06-23 19:21:14,0.1.6,3.0,8.0,8.0,,,,,,
156,Easy PureScript Nix,justinwoo/easy-purescript-nix,A project to easily use PureScript and other tools with Nix.,programming-languages,https://github.com/justinwoo/easy-purescript-nix,https://github.com/justinwoo/easy-purescript-nix,MIT,2018-10-21 15:16:08,2025-08-03 20:23:24,2025-08-03 20:23:24,460,4.0,54.0,8,195.0,7.0,31.0,204,32.0,14,True,2,,,,,,,,,,,
157,sbomnix,tiiuae/sbomnix,A suite of utilities to help with software supply chain challenges on nix targets.,security,https://github.com/tiiuae/sbomnix,https://github.com/tiiuae/sbomnix,,2022-12-08 10:45:27,2025-08-22 08:42:38,2025-08-22 08:42:32,336,36.0,27.0,8,181.0,10.0,15.0,188,17.0,14,True,2,2025-03-21 09:32:33,1.7.2,17.0,,,386.0,12.0,,,,
158,clj-nix,jlesquembre/clj-nix,Nix helper functions for Clojure projects.,programming-languages,https://github.com/jlesquembre/clj-nix,https://github.com/jlesquembre/clj-nix,EPL-2.0,2022-04-02 19:16:53,2025-08-18 08:14:32,2025-07-13 12:55:49,254,8.0,24.0,6,101.0,27.0,46.0,167,16.0,14,True,2,2024-11-20 01:44:18,0.4.0,1.0,,,,,,,,
159,NixNeovimPlugins,NixNeovim/NixNeovimPlugins,Makes all neovim plugins available in nix (Auto updated).,overlays,https://github.com/NixNeovim/NixNeovimPlugins,https://github.com/NixNeovim/NixNeovimPlugins,MIT,2022-08-13 14:50:55,2025-08-24 14:24:56,2025-08-24 14:24:55,1403,26.0,26.0,2,95.0,1.0,43.0,139,34.0,14,True,2,,,,1.0,1.0,,,,,,
160,lon,nikstur/lon,Lock & update Nix dependencies.,command-line-tools,https://github.com/nikstur/lon,https://github.com/nikstur/lon,MIT,2024-08-09 17:21:27,2025-08-18 07:11:31,2025-08-18 07:11:29,122,45.0,3.0,4,41.0,2.0,4.0,34,5.0,14,True,2,2025-06-16 12:45:52,0.8.0,8.0,,,,,,,,
161,Misterio77/nix-starter-configs,Misterio77/nix-starter-configs,A few simple Nix Flake templates for getting started with NixOS + home-manager.,nix-configurations,https://github.com/Misterio77/nix-starter-configs,https://github.com/Misterio77/nix-starter-configs,CC0-1.0,2021-12-16 20:29:26,2024-09-07 01:05:58,2024-09-07 01:05:58,97,,157.0,51,21.0,22.0,50.0,3300,10.0,13,True,3,,,,,,,,,,,
162,dev-templates,the-nix-way/dev-templates,Dev environments for numerous languages based on Nix flakes.,learning,https://github.com/the-nix-way/dev-templates,https://github.com/the-nix-way/dev-templates,,2022-07-12 00:03:07,2025-08-05 11:53:33,2025-08-05 11:53:28,325,12.0,147.0,11,61.0,4.0,20.0,1862,29.0,13,True,2,,,,,,,,,,,
163,tvix,tvlfyi/tvix,Tvix - A Rust implementation of Nix.,programming-languages,https://github.com/tvlfyi/tvix,https://github.com/tvlfyi/tvix,GPL-3.0,2023-02-01 16:57:15,2025-08-20 07:45:17,2025-08-20 07:40:09,3203,36.0,14.0,19,3.0,,,885,50.0,13,True,2,,,,,,,,['rust'],,,
164,nix-topology,oddlama/nix-topology,Generate infrastructure and network diagrams directly from your NixOS configuration.,nixos-modules,https://github.com/oddlama/nix-topology,https://github.com/oddlama/nix-topology,MIT,2024-04-03 20:05:49,2025-07-09 20:44:38,2025-07-09 20:44:37,213,5.0,34.0,12,63.0,9.0,13.0,762,22.0,13,True,3,,,,,,,,,,,
165,nixbsd,nixos-bsd/nixbsd,An unofficial NixOS fork with a FreeBSD kernel.,distributions,https://github.com/nixos-bsd/nixbsd,https://github.com/nixos-bsd/nixbsd,MIT,2023-12-24 23:35:29,2025-06-13 05:33:40,2025-03-28 08:58:25,316,,26.0,23,12.0,13.0,19.0,758,6.0,13,True,2,,,,,,,,,,,
166,nix-bundle,nix-community/nix-bundle,Bundle Nix derivations to run anywhere!.,command-line-tools,https://github.com/nix-community/nix-bundle,https://github.com/nix-community/nix-bundle,MIT,2016-06-14 19:51:08,2024-10-16 16:12:21,2024-10-16 16:12:21,181,,55.0,27,44.0,45.0,33.0,750,20.0,13,True,2,2018-04-10 19:46:47,0.3.0,1.0,,,109.0,1.0,,,,
167,compose2nix,aksiksi/compose2nix,Generate a NixOS config from a Docker Compose project.,development,https://github.com/aksiksi/compose2nix,https://github.com/aksiksi/compose2nix,MIT,2023-11-01 01:22:49,2025-03-16 05:48:11,2025-03-04 03:38:02,240,,10.0,5,41.0,10.0,35.0,641,4.0,13,True,3,2024-10-14 02:50:13,0.3.1,18.0,,,,,,,,
168,deadnix,astro/deadnix,Scan Nix files for dead code.,command-line-tools,https://github.com/astro/deadnix,https://github.com/astro/deadnix,GPL-3.0,2021-12-05 23:06:43,2025-08-24 01:39:29,2025-07-21 15:13:49,290,11.0,19.0,3,80.0,3.0,22.0,637,18.0,13,True,2,,,,7.0,7.0,,,,,,
169,nixpkgs-mozilla,mozilla/nixpkgs-mozilla,Mozilla overlay for Nixpkgs.,overlays,https://github.com/mozilla/nixpkgs-mozilla,https://github.com/mozilla/nixpkgs-mozilla,MIT,2016-06-16 22:14:00,2025-04-14 09:54:33,2025-04-14 09:54:33,273,,126.0,15,201.0,51.0,92.0,564,65.0,13,True,3,,,,,,,,,,,
170,rnix-parser,nix-community/rnix-parser,A Nix parser written in Rust.,development,https://github.com/nix-community/rnix-parser,https://github.com/nix-community/rnix-parser,MIT,2018-08-11 12:29:05,2025-01-09 22:07:46,2025-01-09 22:07:46,362,,46.0,8,116.0,10.0,46.0,406,26.0,13,True,3,,,,2.0,2.0,,,,,,
171,flakelight,nix-community/flakelight,A modular flake framework aiming to minimize boilerplate.,development,https://github.com/nix-community/flakelight,https://github.com/nix-community/flakelight,MIT,2023-04-09 00:56:54,2025-08-18 12:53:44,2025-08-18 12:53:23,275,22.0,7.0,7,8.0,2.0,27.0,319,6.0,13,True,3,,,,,,,,,,,
172,juspay/nixos-unified-template,juspay/nixos-unified-template,A ready-made Nix configuration to manage either your Home environment or whole NixOS systems.,nix-configurations,https://github.com/juspay/nixos-unified-template,https://github.com/juspay/nixos-unified-template,AGPL-3.0,2023-04-01 13:43:05,2025-08-24 21:23:48,2025-08-24 21:23:46,307,17.0,62.0,12,126.0,8.0,36.0,309,14.0,13,True,3,,,,,,,,,,,
173,nix-mineral,cynicsketch/nix-mineral,Conveniently and reasonably harden NixOS.,nixos-modules,https://github.com/cynicsketch/nix-mineral,https://github.com/cynicsketch/nix-mineral,GPL-3.0,2024-05-10 21:02:28,2025-07-26 22:50:11,2025-07-26 22:50:11,191,17.0,16.0,6,26.0,25.0,27.0,309,6.0,13,True,3,,,7.0,,,,,,,,
174,nvfetcher,berberman/nvfetcher,Generate nix sources expr for the latest version of packages.,development,https://github.com/berberman/nvfetcher,https://github.com/berberman/nvfetcher,MIT,2021-04-20 04:07:58,2024-11-25 04:41:30,2024-11-25 02:19:45,178,,17.0,3,72.0,20.0,46.0,235,15.0,13,True,3,2024-11-21 07:05:00,0.7.0,9.0,,,,,,,,
175,nixpkgs-python,cachix/nixpkgs-python,"All Python versions, kept up-to-date on hourly basis using Nix.",programming-languages,https://github.com/cachix/nixpkgs-python,https://github.com/cachix/nixpkgs-python,Apache-2.0,2023-05-29 13:12:25,2025-08-24 14:02:51,2025-08-15 09:22:25,233,65.0,17.0,3,69.0,7.0,13.0,214,14.0,13,True,2,,,,,,,,['python'],,,
176,process-compose-flake,Platonic-Systems/process-compose-flake,A flake-parts module to spin up processes for development by leveraging process-compose.,devops,https://github.com/Platonic-Systems/process-compose-flake,https://github.com/Platonic-Systems/process-compose-flake,MIT,2022-12-08 17:19:30,2025-06-09 09:23:17,2025-06-08 21:35:57,159,1.0,23.0,9,55.0,12.0,22.0,151,15.0,13,True,2,2023-06-12 20:46:17,0.1.0,1.0,,,,,,,,
177,ghc.nix,alpmestan/ghc.nix,Nix (shell) expression for working on GHC.,programming-languages,https://github.com/alpmestan/ghc.nix,https://github.com/alpmestan/ghc.nix,BSD-3-Clause,2018-04-18 19:54:21,2025-08-24 01:23:16,2024-06-10 15:01:25,271,,51.0,14,135.0,27.0,29.0,147,29.0,13,False,2,,,,,,,,['haskell'],,,
178,hydra-check,nix-community/hydra-check,Check hydra for the build status of a package.,command-line-tools,https://github.com/nix-community/hydra-check,https://github.com/nix-community/hydra-check,MIT,2020-03-05 18:26:56,2025-08-12 14:21:23,2025-08-12 14:21:23,140,12.0,12.0,3,68.0,,15.0,107,10.0,13,True,2,2025-03-23 06:22:26,2.0.4,10.0,,,,,,,,
179,nix-unit,nix-community/nix-unit,Unit testing for Nix code.,development,https://github.com/nix-community/nix-unit,https://github.com/nix-community/nix-unit,GPL-3.0,2023-07-21 05:23:06,2025-08-12 07:53:47,2025-08-12 07:50:33,627,13.0,10.0,3,255.0,4.0,10.0,97,20.0,13,True,3,2025-08-12 07:35:02,2.30.0,4.0,,,,,,,,
180,nix-super,privatevoid-net/nix-super,A fork of the Nix package manager.,development,https://github.com/privatevoid-net/nix-super,https://github.com/privatevoid-net/nix-super,LGPL-2.1,2022-08-25 22:06:01,2025-07-28 01:12:19,2025-07-28 01:07:45,20453,171.0,2.0,4,16.0,1.0,2.0,86,824.0,13,True,3,,,,,,,,,-1.0,,
181,nix-phps,fossar/nix-phps,Flake containing old and unmaintained PHP versions (intended for CI use).,programming-languages,https://github.com/fossar/nix-phps,https://github.com/fossar/nix-phps,MIT,2021-01-09 21:40:06,2025-08-24 21:20:34,2025-08-10 12:21:55,451,21.0,22.0,3,431.0,6.0,25.0,77,17.0,13,True,2,,,,,,,,['php'],,,
182,lean4-nix,lenianiva/lean4-nix,"Nix flake build for Lean 4, and `lake2nix`.",programming-languages,https://github.com/lenianiva/lean4-nix,https://github.com/lenianiva/lean4-nix,Apache-2.0,2024-10-11 05:39:31,2025-08-17 01:35:08,2025-08-17 00:14:37,171,53.0,10.0,4,47.0,3.0,16.0,55,5.0,13,True,2,2024-12-10 06:09:58,0.2,2.0,,,,,,,,
183,haskell-nix,Gabriella439/haskell-nix,Nix and Haskell in production.,programming-languages,https://github.com/Gabriella439/haskell-nix,https://github.com/Gabriella439/haskell-nix,,2017-01-02 18:59:50,2023-09-22 15:53:46,2023-09-22 15:53:46,82,,112.0,32,35.0,26.0,38.0,1162,23.0,12,False,3,,,,,,,,['haskell'],,,
184,nix-tree,utdemir/nix-tree,Interactively browse the dependency graph of Nix derivations.,command-line-tools,https://github.com/utdemir/nix-tree,https://github.com/utdemir/nix-tree,BSD-3-Clause,2020-06-24 22:41:51,2025-08-01 00:40:03,2025-08-01 00:40:02,234,4.0,16.0,6,72.0,15.0,38.0,900,12.0,12,True,2,,,,,,,,,,,
185,nix-alien,thiagokokada/nix-alien,Run unpatched binaries on Nix/NixOS easily.,command-line-tools,https://github.com/thiagokokada/nix-alien,https://github.com/thiagokokada/nix-alien,MIT,2021-10-27 00:26:44,2025-08-15 10:23:12,2025-08-15 10:23:11,405,5.0,12.0,5,103.0,1.0,36.0,689,10.0,12,True,2,,,,,,,,,,,
186,NixOps4,nixops4/nixops4,Deploy with Nix and manage resources declaratively.,deployment-tools,https://github.com/nixops4/nixops4,https://github.com/nixops4/nixops4,LGPL-2.1,2024-03-18 14:07:58,2025-08-24 18:21:27,2025-08-02 01:17:46,354,11.0,13.0,33,72.0,23.0,7.0,634,6.0,12,True,3,,,,,,,,,,,
187,RFCs,NixOS/rfcs,The Nix community RFCs.,learning,https://github.com/NixOS/rfcs,https://github.com/NixOS/rfcs,CC-BY-SA-4.0,2017-02-11 15:41:27,2025-05-26 15:49:46,2025-05-26 15:49:41,76,,141.0,130,186.0,,,599,39.0,12,True,2,,,,,,,,,,,
