,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,dependent_project_count,github_dependent_project_count,trending,updated_github_id,gitlab_id,gitlab_url
0,nixpkgs,NixOS/nixpkgs,Nix Packages collection & NixOS.,discovery,https://github.com/NixOS/nixpkgs,https://github.com/NixOS/nixpkgs,MIT,2012-06-04 02:49:46,2026-05-11 00:22:02,2026-05-11 00:16:55,995785.0,48419.0,18607.0,273.0,462042.0,9027.0,46378.0,24670,33,True,1,,,,,,,,,,,,
1,Devbox,jetify-com/devbox,"Instant, portable, and predictable development environments.",development,https://github.com/jetify-com/devbox,https://github.com/jetify-com/devbox,Apache-2.0,2022-08-18 20:27:16,2026-04-22 19:20:56,2026-04-20 22:40:28,1746.0,17.0,309.0,42.0,1983.0,401.0,439.0,11553,29,True,1,2026-04-21 16:02:02,0.17.2,2261694.0,77989.0,100.0,102.0,,,,,,
2,Home Manager,nix-community/home-manager,Manage your user configuration just like NixOS.,nixos-modules,https://github.com/nix-community/home-manager,https://github.com/nix-community/home-manager,MIT,2017-01-14 12:11:06,2026-05-10 20:22:32,2026-05-10 20:22:32,6707.0,496.0,2356.0,49.0,6082.0,671.0,2482.0,9757,27,True,1,,,,,,1626.0,,,,,,
3,devenv,cachix/devenv,A Nix-based tool for creating developer shell environments quickly and reproducibly.,development,https://github.com/cachix/devenv,https://github.com/cachix/devenv,Apache-2.0,2022-10-22 20:10:10,2026-05-08 23:31:29,2026-05-08 23:04:49,6533.0,1086.0,483.0,26.0,1357.0,301.0,1145.0,6769,27,True,1,2026-05-05 13:54:47,2.1,,,49.0,280.0,1.0,1.0,-1.0,,,
4,nickel,tweag/nickel,Better configuration for less.,programming-languages,https://github.com/nickel-lang/nickel,https://github.com/nickel-lang/nickel,MIT,2019-01-08 21:43:11,2026-05-08 22:09:44,2026-05-02 10:21:31,5056.0,82.0,112.0,26.0,1758.0,141.0,561.0,2914,26,True,1,2026-02-27 01:18:35,1.16.0,161467.0,3229.0,29.0,95.0,,,,nickel-lang/nickel,,
5,llm-agents.nix,numtide/llm-agents.nix,Nix packages for AI coding agents and development tools. Automatically updated daily.,ai-tooling,https://github.com/numtide/llm-agents.nix,https://github.com/numtide/llm-agents.nix,MIT,2025-07-18 10:29:06,2026-05-10 21:40:12,2026-05-10 21:38:02,8808.0,4571.0,130.0,4.0,4631.0,2.0,156.0,1205,26,True,1,2025-10-28 07:09:55,assets,9053.0,1293.0,1.0,92.0,,,,,,
6,NixOS-WSL,nix-community/NixOS-WSL,Modules for running NixOS on the Windows Subsystem for Linux.,nixos-modules,https://github.com/nix-community/NixOS-WSL,https://github.com/nix-community/NixOS-WSL,Apache-2.0,2019-12-07 22:29:47,2026-05-08 10:17:02,2026-05-02 14:38:19,765.0,39.0,156.0,25.0,711.0,35.0,226.0,2903,25,True,1,2026-03-01 15:30:53,2511.7.1,74233.0,1178.0,11.0,54.0,,,-1.0,,,
7,install-nix-action,cachix/install-nix-action,Installs Nix on GitHub Actions for the supported platforms: Linux and macOS.,github-actions,https://github.com/cachix/install-nix-action,https://github.com/cachix/install-nix-action,Apache-2.0,2019-10-02 09:31:59,2026-05-04 22:32:37,2026-05-04 22:20:48,406.0,18.0,85.0,10.0,158.0,16.0,100.0,676,25,True,1,2026-05-04 22:31:36,31.10.6,,,59.0,34.0,37608.0,37608.0,,,,
8,nix-installer,DeterminateSystems/nix-installer,Opinionated alternative to the official Nix install scripts.,installation-media,https://github.com/DeterminateSystems/nix-installer,https://github.com/DeterminateSystems/nix-installer,LGPL-2.1,2022-09-02 19:10:48,2026-05-10 00:17:03,2026-05-08 16:41:11,824.0,21.0,94.0,13.0,906.0,393.0,523.0,3566,24,True,1,2026-05-07 19:57:02,3.20.0,1326671.0,44222.0,100.0,36.0,3.0,3.0,,,,
9,haskell.nix,input-output-hk/haskell.nix,Alternative Haskell Infrastructure for Nixpkgs.,programming-languages,https://github.com/input-output-hk/haskell.nix,https://github.com/input-output-hk/haskell.nix,Apache-2.0,2018-04-20 16:00:09,2026-05-10 23:57:32,2026-05-10 01:21:09,4233.0,112.0,251.0,17.0,1525.0,159.0,815.0,625,24,True,1,2026-05-03 23:52:19,nix-tools-0.4.3,28092.0,1080.0,18.0,165.0,,,,,,
10,patchelf,NixOS/patchelf,A small utility to modify the dynamic linker and RPATH of ELF executables.,command-line-tools,https://github.com/NixOS/patchelf,https://github.com/NixOS/patchelf,GPL-3.0,2011-12-06 21:27:51,2025-12-15 01:02:35,2025-11-11 16:03:03,981.0,,512.0,74.0,344.0,114.0,175.0,4199,23,True,1,2025-08-13 03:38:12,0.15.5,10650220.0,154351.0,32.0,99.0,,,,,,
11,nixos-hardware,NixOS/nixos-hardware,A collection of NixOS modules covering hardware quirks.,nixos-modules,https://github.com/NixOS/nixos-hardware,https://github.com/NixOS/nixos-hardware,CC0-1.0,2016-02-08 10:50:14,2026-05-07 09:04:21,2026-05-07 08:49:21,2740.0,131.0,904.0,59.0,1436.0,187.0,240.0,3102,23,True,1,2021-05-29 08:24:13,mnt-reform2-nitrogen8m-v1,1677.0,27.0,2.0,544.0,,,,,,
12,NUR,nix-community/NUR,Nix User Repositories.,overlays,https://github.com/nix-community/NUR,https://github.com/nix-community/NUR,MIT,2018-02-28 18:49:50,2026-05-10 23:06:59,2026-05-10 23:03:30,42790.0,3524.0,491.0,15.0,998.0,32.0,102.0,1838,23,True,1,,,,,,615.0,,,,,,
13,nixfmt,NixOS/nixfmt,"A formatter for Nix code, intended to easily apply a uniform style.",command-line-tools,https://github.com/NixOS/nixfmt,https://github.com/NixOS/nixfmt,MPL-2.0,2018-08-02 12:33:51,2026-05-09 15:29:12,2026-05-07 14:20:53,658.0,29.0,73.0,28.0,190.0,24.0,173.0,1506,23,True,1,2026-01-09 09:50:43,1.2.0,16395.0,199.0,10.0,43.0,,,,,,
14,nvf,notashelf/nvf,"Highly modular, configurable, extensible and easy to use Neovim configuration in Nix.",editors-and-ides,https://github.com/NotAShelf/nvf,https://github.com/NotAShelf/nvf,MIT,2023-02-01 17:13:58,2026-05-10 21:21:17,2026-05-10 10:28:27,3315.0,391.0,218.0,6.0,974.0,105.0,360.0,1490,23,True,1,2025-12-12 12:21:36,0.8,,,7.0,147.0,,,,,,
15,treefmt,numtide/treefmt,"One CLI to format the code tree, using formatters such as alejandra, prettier, etc.",command-line-tools,https://github.com/numtide/treefmt,https://github.com/numtide/treefmt,MIT,2020-12-18 10:30:54,2026-05-08 14:13:13,2026-04-15 15:55:34,842.0,36.0,54.0,12.0,459.0,58.0,165.0,996,23,True,1,2026-04-07 20:05:42,2.5.0,120364.0,2006.0,31.0,23.0,8.0,8.0,,,,
16,flox,flox/flox,"Manage and share development environments, package projects, and publish artifacts anywhere.",development,https://github.com/flox/flox,https://github.com/flox/flox,GPL-2.0,2022-12-22 15:52:43,2026-05-09 00:18:39,2026-05-08 20:06:56,5073.0,509.0,124.0,20.0,2507.0,367.0,1335.0,3968,22,True,1,2026-05-06 01:38:32,1.12.0,21.0,0.0,68.0,61.0,,,,,,
17,nix-direnv,nix-community/nix-direnv,A fast loader and flake-compliant configuration for the direnv environment auto-loader.,development,https://github.com/nix-community/nix-direnv,https://github.com/nix-community/nix-direnv,MIT,2019-09-27 07:43:47,2026-05-10 03:06:35,2026-05-10 03:04:32,1183.0,66.0,142.0,15.0,504.0,7.0,220.0,2647,22,True,1,2026-02-08 20:52:15,3.1.0,,,39.0,85.0,,,,,,
18,alejandra,kamadorueda/alejandra,An opinionated Nix code formatter optimized for speed and consistency.,command-line-tools,https://github.com/kamadorueda/alejandra,https://github.com/kamadorueda/alejandra,Unlicense,2022-01-26 22:52:25,2026-04-25 20:35:32,2026-04-25 20:33:50,578.0,13.0,54.0,6.0,328.0,61.0,100.0,1338,22,True,1,2025-04-10 22:34:11,4.0.0,39621.0,776.0,19.0,29.0,11.0,11.0,,,,
19,Athena,Athena-OS/athena,Arch/Nix-based distro focused on Cybersecurity.,distributions,https://github.com/Athena-OS/athena,https://github.com/Athena-OS/athena,MIT,2022-06-14 21:39:15,2026-05-07 08:09:56,2026-04-19 21:24:19,872.0,258.0,105.0,30.0,178.0,9.0,145.0,1220,22,True,1,2026-03-30 18:03:23,26.03,17468.0,371.0,15.0,10.0,,,,,,
20,crate2nix,nix-community/crate2nix,rebuild only changed crates in CI with crate2nix and nix.,programming-languages,https://github.com/nix-community/crate2nix,https://github.com/nix-community/crate2nix,Apache-2.0,2019-03-24 22:00:59,2026-05-09 01:07:35,2026-03-24 16:25:03,1452.0,21.0,111.0,9.0,251.0,101.0,120.0,493,22,True,1,2026-01-28 19:11:01,0.15.0,,,19.0,59.0,51.0,51.0,,,,
21,update-flake-lock,DeterminateSystems/update-flake-lock,This is a GitHub Action that updates the flake.lock file for your Nix flake whenever it is run.,github-actions,https://github.com/DeterminateSystems/update-flake-lock,https://github.com/DeterminateSystems/update-flake-lock,MIT,2021-10-18 18:39:57,2026-05-10 00:14:18,2026-05-08 20:29:53,362.0,47.0,42.0,5.0,216.0,26.0,31.0,390,22,True,2,2025-11-26 21:23:21,28,,,28.0,29.0,3603.0,3603.0,,,,
22,nix-darwin,nix-darwin/nix-darwin,Manage macOS configuration just like on NixOS.,nixos-modules,https://github.com/nix-darwin/nix-darwin,https://github.com/nix-darwin/nix-darwin,MIT,2016-10-16 14:26:46,2026-05-03 04:49:23,2026-05-03 03:57:46,2351.0,35.0,608.0,31.0,937.0,301.0,526.0,5414,21,True,1,,,,,,281.0,,,,,,
23,nix.dev,NixOS/nix.dev,Official documentation for getting things done with Nix.,learning,https://github.com/NixOS/nix.dev,https://github.com/NixOS/nix.dev,CC-BY-SA-4.0,2016-05-04 10:32:21,2026-05-06 03:52:49,2026-05-04 07:41:03,1944.0,17.0,319.0,41.0,894.0,131.0,193.0,3767,21,True,1,,,,,,196.0,,,,,,
24,NixVim,nix-community/nixvim,A NeoVim distribution built with Nix modules and Nixpkgs.,editors-and-ides,https://github.com/nix-community/nixvim,https://github.com/nix-community/nixvim,MIT,2020-12-30 01:08:04,2026-05-10 12:46:36,2026-05-05 14:29:13,4481.0,93.0,377.0,12.0,3108.0,143.0,807.0,2792,21,True,1,,,,,,284.0,,,,,,
25,crane,ipetkov/crane,A Nix library for building Cargo projects with incremental artifact caching.,programming-languages,https://github.com/ipetkov/crane,https://github.com/ipetkov/crane,MIT,2022-01-16 04:23:52,2026-05-06 22:24:44,2026-05-06 22:24:09,856.0,45.0,131.0,7.0,555.0,29.0,283.0,1359,21,True,1,2026-04-17 03:06:54,0.23.3,,,61.0,74.0,,,,,,
26,nix-index-database,nix-community/nix-index-database,Weekly updated nix-index database.,command-line-tools,https://github.com/nix-community/nix-index-database,https://github.com/nix-community/nix-index-database,MIT,2020-12-09 08:37:01,2026-05-10 06:10:40,2026-05-10 06:10:39,594.0,33.0,47.0,3.0,136.0,3.0,44.0,565,21,True,1,2026-05-10 06:08:14,2026-05-10-055239,570187.0,22807.0,100.0,39.0,,,,,,
27,nix-installer-action,DeterminateSystems/nix-installer-action,"The fast, friendly, and reliable GitHub Action to install Nix with Flakes.",github-actions,https://github.com/DeterminateSystems/nix-installer-action,https://github.com/DeterminateSystems/nix-installer-action,LGPL-2.1,2023-01-13 18:03:12,2026-05-08 20:29:58,2026-05-08 20:29:56,385.0,26.0,27.0,3.0,209.0,17.0,27.0,232,21,True,2,2026-03-29 17:42:38,22,,,22.0,16.0,8656.0,8656.0,,,,
28,nh,nix-community/nh,"Better output for `nix`, `nixos-rebuild`, `home-manager` and nix-darwin CLI leveraging `dix` and `nix-output-monitor`.",command-line-tools,https://github.com/nix-community/nh,https://github.com/nix-community/nh,EUPL-1.2,2022-02-08 19:42:42,2026-05-09 17:27:21,2026-05-09 17:27:17,1142.0,149.0,97.0,6.0,283.0,74.0,262.0,2704,20,True,1,2026-04-26 16:50:43,4.3.2,13.0,13.0,1.0,50.0,,,,,,
29,microvm,astro/microvm.nix,NixOS-based MicroVMs.,virtualisation,https://github.com/microvm-nix/microvm.nix,https://github.com/microvm-nix/microvm.nix,MIT,2021-06-24 00:35:04,2026-05-09 23:25:33,2026-05-09 23:25:33,1109.0,44.0,195.0,18.0,285.0,44.0,190.0,2545,20,True,1,,,,,,104.0,,,,microvm-nix/microvm.nix,,
30,Stylix,nix-community/stylix,System-wide colorscheming and typography for NixOS.,theming,https://github.com/nix-community/stylix,https://github.com/nix-community/stylix,MIT,2020-12-21 15:50:00,2026-05-06 22:04:17,2026-05-06 21:51:16,1406.0,42.0,324.0,13.0,1519.0,202.0,466.0,2255,20,True,1,,,,,,196.0,,,-1.0,,,
31,ryan4yin/nix-config,ryan4yin/nix-config,Nix config for both desktops(NixOS+macOS) and homelab servers(NixOS).,nix-configurations,https://github.com/ryan4yin/nix-config,https://github.com/ryan4yin/nix-config,MIT,2023-04-22 17:29:16,2026-05-09 10:12:19,2026-05-09 10:12:17,2130.0,146.0,99.0,10.0,194.0,,65.0,1911,20,True,1,2026-01-05 05:30:48,0.15.0,,,33.0,15.0,,,,,,
32,comma,nix-community/comma,Quickly run any binary; wraps together `nix run` and `nix-index`.,command-line-tools,https://github.com/nix-community/comma,https://github.com/nix-community/comma,MIT,2020-04-28 22:00:21,2026-03-26 11:23:50,2026-03-26 11:23:50,220.0,11.0,62.0,42.0,73.0,7.0,38.0,1649,20,True,1,2026-03-17 15:00:57,2.4.0,,,24.0,29.0,,,,,,
33,lanzaboote,nix-community/lanzaboote,Secure Boot for NixOS.,nixos-modules,https://github.com/nix-community/lanzaboote,https://github.com/nix-community/lanzaboote,GPL-3.0,2022-11-21 11:10:07,2026-05-04 08:11:35,2026-05-04 08:10:42,1021.0,73.0,99.0,17.0,412.0,25.0,158.0,1647,20,True,2,2025-12-10 16:06:43,1.0.0,,,8.0,49.0,,,,,,
34,nixos-apple-silicon,nix-community/nixos-apple-silicon,Resources to install NixOS bare metal on Apple Silicon Macs.,installation-media,https://github.com/nix-community/nixos-apple-silicon,https://github.com/nix-community/nixos-apple-silicon,MIT,2021-12-14 00:25:40,2026-05-10 20:43:29,2026-05-08 10:04:44,747.0,41.0,145.0,36.0,207.0,19.0,228.0,1509,20,True,1,2025-11-20 01:51:21,release-2025-11-18,5100.0,102.0,86.0,50.0,,,,,,
35,nix-init,nix-community/nix-init,"Generate Nix packages from URLs with hash prefetching, dependency inference, license detection, and more.",command-line-tools,https://github.com/nix-community/nix-init,https://github.com/nix-community/nix-init,MPL-2.0,2023-01-18 19:45:48,2026-05-08 08:55:27,2026-05-07 16:03:11,1333.0,127.0,40.0,4.0,723.0,21.0,45.0,1391,20,True,1,2026-03-11 02:25:42,0.3.4,,,12.0,14.0,1.0,1.0,,,,
36,nixd,nix-community/nixd,"Nix language server, based on Nix libraries.",development,https://github.com/nix-community/nixd,https://github.com/nix-community/nixd,LGPL-3.0,2023-05-10 08:41:17,2026-05-10 02:50:47,2026-05-10 02:50:04,1386.0,13.0,65.0,8.0,523.0,67.0,229.0,1382,20,True,1,2026-04-28 09:45:08,2.9.1,,,33.0,55.0,,,,,,
37,poetry2nix,nix-community/poetry2nix,Build Python packages directly from Poetrys `poetry.lock` files.,programming-languages,https://github.com/nix-community/poetry2nix,https://github.com/nix-community/poetry2nix,MIT,2019-06-17 15:26:38,2026-05-10 20:56:54,2025-04-03 14:27:04,3486.0,,447.0,7.0,1416.0,170.0,324.0,933,20,False,1,2025-03-19 15:29:55,2025.3.1955794,,,100.0,334.0,,,,,,
38,hnix,haskell-nix/hnix,A Haskell re-implementation of the Nix expression language.,programming-languages,https://github.com/haskell-nix/hnix,https://github.com/haskell-nix/hnix,BSD-3-Clause,2014-06-28 23:30:50,2026-03-17 06:37:57,2026-03-17 06:36:57,3693.0,10.0,116.0,30.0,593.0,132.0,368.0,838,20,True,1,2023-11-20 21:43:20,0.17.0,,,26.0,64.0,,,,,,
39,KuberNix,saschagrunert/kubernix,Single-dependency Kubernetes clusters via Nix packages.,deployment-tools,https://github.com/saschagrunert/kubernix,https://github.com/saschagrunert/kubernix,Apache-2.0,2019-09-22 16:33:58,2026-05-07 07:06:59,2026-05-07 07:06:56,1087.0,51.0,26.0,9.0,1241.0,1.0,24.0,814,20,True,1,2026-03-30 13:50:41,0.3.1,103.0,1.0,5.0,8.0,51.0,51.0,,,,
40,nixpkgs-review,Mic92/nixpkgs-review,The best tool to verify that a pull-request in Nixpkgs is building properly.,development,https://github.com/Mic92/nixpkgs-review,https://github.com/Mic92/nixpkgs-review,MIT,2018-03-17 13:30:00,2026-05-09 09:45:31,2026-05-09 09:45:30,1055.0,79.0,97.0,10.0,420.0,58.0,156.0,599,20,True,1,2026-02-08 13:42:47,3.7.0,,,42.0,79.0,,,,,,
41,magic-nix-cache-action,DeterminateSystems/magic-nix-cache-action,"Save 30-50%+ of CI time without any effort or cost. Use Magic Nix Cache, a totally free and zero-configuration binary..",github-actions,https://github.com/DeterminateSystems/magic-nix-cache-action,https://github.com/DeterminateSystems/magic-nix-cache-action,MIT,2023-06-23 16:48:28,2026-05-09 23:01:34,2026-05-08 20:37:18,317.0,12.0,35.0,6.0,156.0,25.0,13.0,531,20,True,3,2025-07-15 02:38:56,13,,,13.0,14.0,6031.0,6031.0,,,,
42,nixos-images,nix-community/nixos-images,Automatically build (netboot) images for NixOS.,installation-media,https://github.com/nix-community/nixos-images,https://github.com/nix-community/nixos-images,MIT,2021-06-10 04:52:45,2026-05-07 10:42:56,2026-05-07 10:42:05,683.0,12.0,60.0,4.0,368.0,7.0,27.0,388,20,True,1,2025-12-26 17:30:28,nixos-25.11,65215.0,1230.0,13.0,26.0,,,2.0,,,
43,nixpkgs-vet,NixOS/nixpkgs-vet,"Tool to vet (check) Nixpkgs, including its pkgs/by-name directory.",command-line-tools,https://github.com/NixOS/nixpkgs-vet,https://github.com/NixOS/nixpkgs-vet,MIT,2024-03-16 08:35:08,2026-05-04 21:57:18,2026-05-04 21:57:18,611.0,67.0,19.0,10.0,184.0,33.0,24.0,72,20,True,1,2026-04-05 01:16:55,0.3.0,1163853.0,44763.0,7.0,15.0,,,,,,
44,NixOS & Flakes Book,ryan4yin/nixos-and-flakes-book,An unofficial and opinionated NixOS & Flakes book for beginners.,learning,https://github.com/ryan4yin/nixos-and-flakes-book,https://github.com/ryan4yin/nixos-and-flakes-book,CC-BY-SA-4.0,2023-06-23 05:59:01,2026-05-03 03:54:03,2026-05-03 03:54:02,646.0,3.0,147.0,17.0,155.0,3.0,50.0,3128,19,True,1,2026-02-11 05:43:48,0.7.0,2054.0,62.0,43.0,89.0,,,,,,
45,rust-overlay,oxalica/rust-overlay,Pure and reproducible nix overlay of binary distributed Rust toolchains.,programming-languages,https://github.com/oxalica/rust-overlay,https://github.com/oxalica/rust-overlay,MIT,2021-01-01 12:18:06,2026-05-10 03:17:36,2026-05-10 03:17:05,2169.0,100.0,87.0,9.0,82.0,16.0,159.0,1471,19,True,2,,,,,,25.0,,,,,,
46,mobile-nixos,mobile-nixos/mobile-nixos,NixOS for mobile devices like phones.,distributions,https://github.com/mobile-nixos/mobile-nixos,https://github.com/mobile-nixos/mobile-nixos,MIT,2018-06-10 01:00:58,2026-02-28 14:45:54,2026-02-28 14:45:54,3170.0,28.0,219.0,48.0,557.0,146.0,167.0,1289,19,True,1,,,,,,52.0,,,,,,
47,nix-index,nix-community/nix-index,Quickly locate Nix packages with specific files.,command-line-tools,https://github.com/nix-community/nix-index,https://github.com/nix-community/nix-index,,2017-02-10 15:50:02,2026-05-06 03:57:09,2026-05-06 03:57:06,347.0,22.0,72.0,7.0,187.0,71.0,54.0,1277,19,True,2,2026-04-26 17:03:49,0.1.10,,,7.0,39.0,28.0,28.0,,,,
48,nixos-shell,Mic92/nixos-shell,Simple headless VM configuration using Nix (similar to Vagrant).,virtualisation,https://github.com/Mic92/nixos-shell,https://github.com/Mic92/nixos-shell,MIT,2018-04-03 21:46:23,2026-05-05 17:40:11,2026-05-05 17:40:10,265.0,46.0,43.0,17.0,99.0,9.0,48.0,875,19,True,2,2026-04-23 23:56:42,2.2.0,,,7.0,26.0,,,,,,
49,lorri,nix-community/lorri,A much better `nix-shell` for development that augments direnv.,development,https://github.com/nix-community/lorri,https://github.com/nix-community/lorri,Apache-2.0,2021-01-24 15:10:38,2026-04-29 23:16:46,2026-04-29 23:16:44,1192.0,48.0,27.0,9.0,91.0,25.0,51.0,862,19,True,1,2024-08-16 16:11:14,1.7.1,,,7.0,59.0,,,,,,
50,nix-update,Mic92/nix-update,Update versions/source hashes of nix packages.,development,https://github.com/Mic92/nix-update,https://github.com/Mic92/nix-update,MIT,2020-03-05 11:31:09,2026-05-10 05:26:56,2026-05-04 11:51:12,994.0,63.0,100.0,11.0,457.0,47.0,92.0,775,19,True,1,2026-05-04 12:14:35,1.15.0,,,49.0,76.0,,,,,,
51,catppuccin/nix,catppuccin/nix,Catppuccin for Nix brings the soothing pastel aesthetics of the Catppuccin theme to your NixOS and home-manager..,theming,https://github.com/catppuccin/nix,https://github.com/catppuccin/nix,MIT,2023-03-27 01:56:44,2026-05-10 09:51:05,2026-05-10 09:51:03,660.0,61.0,104.0,5.0,663.0,25.0,216.0,717,19,True,2,2026-01-06 15:38:24,25.11,,,9.0,88.0,,,,,,
52,emacs-overlay,nix-community/emacs-overlay,Bleeding edge Emacs overlay.,overlays,https://github.com/nix-community/emacs-overlay,https://github.com/nix-community/emacs-overlay,,2018-12-28 10:46:06,2026-05-10 17:43:25,2026-05-10 17:43:24,18845.0,569.0,173.0,11.0,225.0,8.0,295.0,618,19,True,1,,,,,,86.0,,,,,,
53,awesome-nix,nix-community/awesome-nix,A curated list of the best resources in the Nix community.,learning,https://github.com/nix-community/awesome-nix,https://github.com/nix-community/awesome-nix,CC0-1.0,2019-05-15 14:59:41,2026-05-01 20:24:59,2026-05-01 20:22:58,416.0,15.0,199.0,77.0,295.0,9.0,30.0,5114,18,True,2,,,,,,124.0,8.0,8.0,,,,
54,nixos-anywhere,nix-community/nixos-anywhere,Install NixOS everywhere via SSH.,installation-media,https://github.com/nix-community/nixos-anywhere,https://github.com/nix-community/nixos-anywhere,MIT,2022-11-09 12:36:38,2026-05-10 04:13:21,2026-02-01 14:29:00,880.0,,202.0,18.0,415.0,76.0,144.0,3101,18,True,2,2025-11-13 15:01:46,1.13.0,,,16.0,80.0,,,,,,
55,NixOps,NixOS/nixops,"The official Nix deployment tool, compatible with AWS, Hetzner, and more.",deployment-tools,https://github.com/NixOS/nixops,https://github.com/NixOS/nixops,LGPL-3.0,2011-10-24 15:49:58,2025-12-28 16:45:15,2025-12-28 16:45:15,3603.0,,355.0,54.0,606.0,311.0,539.0,2155,18,True,1,,,,,,159.0,,,,,,
56,System Manager,numtide/system-manager,A non-NixOS Linux system configuration tool built on Nix.,overlays,https://github.com/numtide/system-manager,https://github.com/numtide/system-manager,,2023-03-22 16:38:41,2026-05-04 06:11:04,2026-05-04 06:09:50,1021.0,157.0,51.0,19.0,375.0,26.0,68.0,1536,18,True,2,2026-03-12 12:02:51,1.1.0,,,2.0,35.0,,,,,,
57,digga,divnix/digga,"A Nix flake utility library to structure your home, system, and development configurations.",development,https://github.com/divnix/digga,https://github.com/divnix/digga,MIT,2019-11-12 22:28:16,2024-05-17 10:20:04,2024-05-17 10:19:41,1358.0,,104.0,21.0,248.0,28.0,172.0,1026,18,False,1,2022-04-02 22:16:50,0.11.0,,,4.0,53.0,,,,,,
58,Jovian-NixOS,Jovian-Experiments/Jovian-NixOS,NixOS modules for gaming with Steam Deck compatibility.,nixos-modules,https://github.com/Jovian-Experiments/Jovian-NixOS,https://github.com/Jovian-Experiments/Jovian-NixOS,MIT,2022-03-23 02:29:23,2026-05-10 10:52:00,2026-05-10 10:25:09,1611.0,109.0,81.0,24.0,355.0,47.0,131.0,958,18,True,2,,,,,,23.0,,,,,,
59,comin,nlewo/comin,A deployment tool to continuously pull from Git repositories.,deployment-tools,https://github.com/nlewo/comin,https://github.com/nlewo/comin,MIT,2022-12-10 09:13:26,2026-05-10 15:01:57,2026-05-08 05:59:32,393.0,30.0,48.0,6.0,94.0,27.0,35.0,873,18,True,1,2026-05-08 05:52:50,0.13.0,,,14.0,22.0,,,,,,
60,git-hooks.nix,cachix/git-hooks.nix,Seamless integration of git hooks with Nix.,development,https://github.com/cachix/git-hooks.nix,https://github.com/cachix/git-hooks.nix,Apache-2.0,2019-08-16 13:01:11,2026-04-21 18:33:56,2026-04-21 18:31:38,1206.0,39.0,220.0,5.0,503.0,63.0,143.0,814,18,True,1,,,,,,164.0,,,,,,
61,vulnix,nix-community/vulnix,Vulnerability (CVE) scanner for Nix/NixOS.,security,https://github.com/nix-community/vulnix,https://github.com/nix-community/vulnix,BSD-3-Clause,2016-06-27 08:08:54,2026-05-04 22:43:29,2026-02-17 08:50:04,370.0,5.0,44.0,12.0,89.0,18.0,55.0,762,18,True,1,2026-02-17 09:02:10,1.12.3,,,7.0,27.0,3.0,3.0,,,,
62,nurl,nix-community/nurl,Generate Nix fetcher calls from repository URLs.,command-line-tools,https://github.com/nix-community/nurl,https://github.com/nix-community/nurl,MPL-2.0,2022-12-30 02:06:33,2026-05-09 14:44:49,2026-05-09 14:44:46,892.0,63.0,12.0,2.0,445.0,12.0,12.0,733,18,True,2,2026-02-06 15:24:05,0.4.0,1396.0,34.0,19.0,4.0,16.0,16.0,,,,
63,MCP-NixOS,utensils/mcp-nixos,"An MCP server that provides AI assistants with accurate information about NixOS packages, options, Home Manager, and..",ai-tooling,https://github.com/utensils/mcp-nixos,https://github.com/utensils/mcp-nixos,MIT,2025-03-20 05:05:00,2026-05-06 18:47:24,2026-04-25 03:22:54,434.0,31.0,32.0,6.0,108.0,1.0,41.0,633,18,True,2,2026-04-25 03:23:49,2.4.3,,,16.0,9.0,4.0,4.0,1.0,,,
64,nixpkgs-wayland,nix-community/nixpkgs-wayland,Bleeding-edge Wayland packages.,overlays,https://github.com/nix-community/nixpkgs-wayland,https://github.com/nix-community/nixpkgs-wayland,,2018-10-24 01:30:44,2026-05-10 13:57:23,2026-05-10 13:56:26,11304.0,336.0,45.0,6.0,273.0,50.0,189.0,610,18,True,2,,,,,,34.0,,,,,,
65,nix-bitcoin,fort-nix/nix-bitcoin,Modules and packages for Bitcoin nodes with higher-layer protocols with an emphasis on security.,nixos-modules,https://github.com/fort-nix/nix-bitcoin,https://github.com/fort-nix/nix-bitcoin,MIT,2018-12-06 16:06:42,2026-02-12 06:39:53,2026-02-12 06:39:46,2196.0,2.0,126.0,20.0,607.0,40.0,178.0,605,18,True,2,2026-01-06 17:50:51,0.0.135,8562.0,135.0,100.0,31.0,,,,,,
66,lix,lix-project/lix,"A modern, delicious implementation of the Nix package manager, focused on correctness, usability, and growth.",command-line-tools,https://github.com/lix-project/lix,https://github.com/lix-project/lix,LGPL-2.1,2024-02-26 00:52:04,2026-05-08 13:36:02,2026-05-07 09:45:08,19178.0,259.0,15.0,10.0,18.0,,,586,18,True,2,,,,,,704.0,4.0,4.0,,,,
67,NixOS Search,NixOS/nixos-search,Search NixOS packages and options.,discovery,https://github.com/NixOS/nixos-search,https://github.com/NixOS/nixos-search,MIT,2020-03-28 04:16:53,2026-05-10 21:07:28,2026-05-10 11:30:58,659.0,77.0,159.0,10.0,758.0,148.0,339.0,554,18,True,1,,,,,,116.0,,,,,,
