,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,trending,updated_github_id,dependent_project_count,github_dependent_project_count,labels,new_addition,gitlab_id,gitlab_url
0,nixpkgs,NixOS/nixpkgs,Nix Packages collection & NixOS.,discovery,https://github.com/NixOS/nixpkgs,https://github.com/NixOS/nixpkgs,MIT,2012-06-04 02:49:46,2026-01-26 00:10:56,2026-01-26 00:05:49,934719.0,46916.0,17553.0,272.0,430104.0,8507.0,43778.0,23202,33,True,1,,,,,,,,,,,,,,
1,Devbox,jetify-com/devbox,"Instant, portable, and predictable development environments.",development,https://github.com/jetify-com/devbox,https://github.com/jetify-com/devbox,Apache-2.0,2022-08-18 20:27:16,2026-01-23 21:41:14,2026-01-23 21:41:10,1721.0,9.0,289.0,43.0,1945.0,391.0,428.0,11192,28,True,1,2025-08-18 20:03:27,0.16.0,1786733.0,68720.0,100.0,96.0,-1.0,,,,,,,
2,Home Manager,nix-community/home-manager,Manage your user configuration just like NixOS.,nixos-modules,https://github.com/nix-community/home-manager,https://github.com/nix-community/home-manager,MIT,2017-01-14 12:11:06,2026-01-25 22:56:02,2026-01-25 22:56:02,6152.0,470.0,2264.0,50.0,5577.0,686.0,2334.0,9272,27,True,1,,,,,,1522.0,,,,,,,,
3,nickel,tweag/nickel,Better configuration for less.,programming-languages,https://github.com/nickel-lang/nickel,https://github.com/nickel-lang/nickel,MIT,2019-01-08 21:43:11,2026-01-26 00:04:17,2026-01-25 22:27:55,4939.0,399.0,109.0,29.0,1711.0,137.0,552.0,2815,27,True,1,2025-12-11 22:41:35,1.15.1,156638.0,3405.0,28.0,93.0,,nickel-lang/nickel,,,,,,
4,devenv,cachix/devenv,A Nix-based tool for creating developer shell environments quickly and reproducibly.,development,https://github.com/cachix/devenv,https://github.com/cachix/devenv,Apache-2.0,2022-10-22 20:10:10,2026-01-24 14:00:19,2026-01-24 14:00:14,5263.0,635.0,452.0,25.0,1212.0,312.0,902.0,6215,26,True,1,2025-11-27 17:34:14,1.11.2,,,41.0,254.0,,,1.0,1.0,,,,
5,NixOS-WSL,nix-community/NixOS-WSL,Modules for running NixOS on the Windows Subsystem for Linux.,nixos-modules,https://github.com/nix-community/NixOS-WSL,https://github.com/nix-community/NixOS-WSL,Apache-2.0,2019-12-07 22:29:47,2026-01-24 01:24:25,2026-01-24 01:24:23,717.0,48.0,153.0,25.0,641.0,37.0,215.0,2698,26,True,1,2025-08-11 23:21:42,2505.7.0,67572.0,1145.0,10.0,48.0,,,,,,,,
6,patchelf,NixOS/patchelf,A small utility to modify the dynamic linker and RPATH of ELF executables.,command-line-tools,https://github.com/NixOS/patchelf,https://github.com/NixOS/patchelf,GPL-3.0,2011-12-06 21:27:51,2025-12-15 01:02:35,2025-11-11 16:03:03,981.0,4.0,502.0,75.0,340.0,114.0,175.0,4135,25,True,1,2025-08-13 03:38:12,0.15.5,9165099.0,141001.0,32.0,99.0,,,,,,,,
7,install-nix-action,cachix/install-nix-action,Installs Nix on GitHub Actions for the supported platforms: Linux and macOS.,github-actions,https://github.com/cachix/install-nix-action,https://github.com/cachix/install-nix-action,Apache-2.0,2019-10-02 09:31:59,2026-01-16 03:07:52,2025-12-11 15:19:38,388.0,13.0,87.0,10.0,151.0,16.0,98.0,647,25,True,1,2025-12-11 15:22:09,31.9.0,,,51.0,34.0,,,35952.0,35952.0,,,,
8,nix-installer,DeterminateSystems/nix-installer,Opinionated alternative to the official Nix install scripts.,installation-media,https://github.com/DeterminateSystems/nix-installer,https://github.com/DeterminateSystems/nix-installer,LGPL-2.1,2022-09-02 19:10:48,2026-01-25 00:03:56,2026-01-21 03:23:36,798.0,21.0,91.0,13.0,861.0,381.0,505.0,3403,24,True,1,2026-01-21 03:23:44,3.15.2,992049.0,29177.0,100.0,34.0,,,3.0,3.0,,,,
9,nixos-hardware,NixOS/nixos-hardware,A collection of NixOS modules covering hardware quirks.,nixos-modules,https://github.com/NixOS/nixos-hardware,https://github.com/NixOS/nixos-hardware,CC0-1.0,2016-02-08 10:50:14,2026-01-25 01:02:32,2026-01-25 00:48:57,2580.0,119.0,847.0,62.0,1334.0,173.0,232.0,2901,23,True,1,2021-05-29 08:24:13,mnt-reform2-nitrogen8m-v1,1597.0,28.0,2.0,514.0,,,,,,,,
10,NUR,nix-community/NUR,Nix User Repositories.,overlays,https://github.com/nix-community/NUR,https://github.com/nix-community/NUR,MIT,2018-02-28 18:49:50,2026-01-25 22:28:34,2026-01-25 22:25:06,38641.0,2997.0,465.0,15.0,936.0,30.0,99.0,1754,23,True,1,,,,,,571.0,,,,,,,,
11,treefmt,numtide/treefmt,"One CLI to format the code tree, using formatters such as alejandra, prettier, etc.",command-line-tools,https://github.com/numtide/treefmt,https://github.com/numtide/treefmt,MIT,2020-12-18 10:30:54,2026-01-08 14:08:14,2026-01-08 14:08:12,799.0,23.0,48.0,13.0,433.0,56.0,158.0,914,23,True,1,2025-10-18 17:45:57,2.4.0,81875.0,1462.0,29.0,21.0,,,8.0,8.0,,,,
12,haskell.nix,input-output-hk/haskell.nix,Alternative Haskell Infrastructure for Nixpkgs.,programming-languages,https://github.com/input-output-hk/haskell.nix,https://github.com/input-output-hk/haskell.nix,Apache-2.0,2018-04-20 16:00:09,2026-01-26 00:24:24,2026-01-25 00:52:26,4101.0,101.0,248.0,18.0,1497.0,166.0,804.0,621,23,True,1,2025-06-25 08:28:33,nix-tools-0.3.8,18460.0,839.0,15.0,162.0,,,,,['haskell'],,,
13,nix-darwin,nix-darwin/nix-darwin,Manage macOS configuration just like on NixOS.,nixos-modules,https://github.com/nix-darwin/nix-darwin,https://github.com/nix-darwin/nix-darwin,MIT,2016-10-16 14:26:46,2026-01-18 19:54:43,2026-01-18 19:31:43,2312.0,44.0,581.0,31.0,886.0,289.0,505.0,4989,22,True,1,,,,,,276.0,,,,,,,,
14,flox,flox/flox,"Manage and share development environments, package projects, and publish artifacts anywhere.",development,https://github.com/flox/flox,https://github.com/flox/flox,GPL-2.0,2022-12-22 15:52:43,2026-01-24 00:23:55,2026-01-23 17:44:44,4228.0,344.0,107.0,19.0,2281.0,372.0,1257.0,3730,22,True,1,2026-01-14 16:22:29,1.8.2,20.0,0.0,58.0,51.0,,,,,,,,
15,NixVim,nix-community/nixvim,A NeoVim distribution built with Nix modules and Nixpkgs.,editors-and-ides,https://github.com/nix-community/nixvim,https://github.com/nix-community/nixvim,MIT,2020-12-30 01:08:04,2026-01-25 20:11:39,2026-01-25 20:03:01,4356.0,417.0,368.0,12.0,3041.0,146.0,762.0,2622,22,True,1,,,,,,274.0,,,,,,,,
16,nixfmt,NixOS/nixfmt,"A formatter for Nix code, intended to easily apply a uniform style.",command-line-tools,https://github.com/NixOS/nixfmt,https://github.com/NixOS/nixfmt,MPL-2.0,2018-08-02 12:33:51,2026-01-09 09:50:43,2026-01-09 09:02:48,627.0,18.0,64.0,29.0,176.0,25.0,165.0,1405,22,True,1,2026-01-09 09:50:43,1.2.0,9584.0,122.0,10.0,37.0,,,,,,,,
17,nixos-apple-silicon,nix-community/nixos-apple-silicon,Resources to install NixOS bare metal on Apple Silicon Macs.,installation-media,https://github.com/nix-community/nixos-apple-silicon,https://github.com/nix-community/nixos-apple-silicon,MIT,2021-12-14 00:25:40,2026-01-23 00:01:27,2026-01-23 00:01:27,697.0,46.0,131.0,32.0,179.0,18.0,216.0,1343,22,True,1,2025-11-20 01:51:21,release-2025-11-18,4432.0,96.0,86.0,43.0,,,,,,,,
18,nvf,notashelf/nvf,"Highly modular, configurable, extensible and easy to use Neovim configuration in Nix.",editors-and-ides,https://github.com/NotAShelf/nvf,https://github.com/NotAShelf/nvf,MIT,2023-02-01 17:13:58,2026-01-25 02:30:40,2026-01-24 09:40:11,2873.0,178.0,190.0,5.0,832.0,91.0,313.0,1335,22,True,1,2025-12-12 12:21:36,0.8,,,7.0,127.0,,,,,,,,
19,update-flake-lock,DeterminateSystems/update-flake-lock,This is a GitHub Action that updates the flake.lock file for your Nix flake whenever it is run.,github-actions,https://github.com/DeterminateSystems/update-flake-lock,https://github.com/DeterminateSystems/update-flake-lock,MIT,2021-10-18 18:39:57,2026-01-25 00:01:22,2026-01-14 16:52:35,311.0,39.0,41.0,5.0,185.0,25.0,29.0,371,22,True,2,2025-11-26 21:23:21,28,,,28.0,28.0,,,3362.0,3362.0,,,,
20,nix.dev,NixOS/nix.dev,Official documentation for getting things done with Nix.,learning,https://github.com/NixOS/nix.dev,https://github.com/NixOS/nix.dev,CC-BY-SA-4.0,2016-05-04 10:32:21,2026-01-25 03:22:00,2026-01-22 09:09:13,1925.0,10.0,311.0,38.0,874.0,128.0,191.0,3572,21,True,1,,,,,,190.0,,,,,,,,
21,Stylix,nix-community/stylix,System-wide colorscheming and typography for NixOS.,theming,https://github.com/nix-community/stylix,https://github.com/nix-community/stylix,MIT,2020-12-21 15:50:00,2026-01-23 21:15:31,2026-01-23 21:15:31,1342.0,124.0,298.0,12.0,1424.0,190.0,439.0,2099,21,True,1,,,,,,183.0,,,,,,,,
22,nixd,nix-community/nixd,"Nix language server, based on Nix libraries.",development,https://github.com/nix-community/nixd,https://github.com/nix-community/nixd,LGPL-3.0,2023-05-10 08:41:17,2026-01-14 15:02:58,2026-01-14 15:02:13,1361.0,54.0,57.0,8.0,495.0,60.0,221.0,1290,21,True,1,2026-01-11 04:34:48,2.8.2,,,31.0,49.0,,,,,,,,
23,Athena,Athena-OS/athena,Arch/Nix-based distro focused on Cybersecurity.,distributions,https://github.com/Athena-OS/athena,https://github.com/Athena-OS/athena,MIT,2022-06-14 21:39:15,2026-01-15 18:07:12,2026-01-15 18:07:11,611.0,54.0,98.0,29.0,19.0,9.0,139.0,1183,21,True,1,2025-10-14 16:48:02,25.11,16042.0,373.0,14.0,8.0,,,,,,,,
24,nix-bitcoin,fort-nix/nix-bitcoin,Modules and packages for Bitcoin nodes with higher-layer protocols with an emphasis on security.,nixos-modules,https://github.com/fort-nix/nix-bitcoin,https://github.com/fort-nix/nix-bitcoin,MIT,2018-12-06 16:06:42,2026-01-06 17:50:57,2026-01-06 17:39:59,2190.0,17.0,121.0,19.0,599.0,36.0,177.0,592,21,True,2,2026-01-06 17:50:51,0.0.135,8329.0,141.0,100.0,31.0,,,,,,,,
25,nix-index-database,nix-community/nix-index-database,Weekly updated nix-index database.,command-line-tools,https://github.com/nix-community/nix-index-database,https://github.com/nix-community/nix-index-database,MIT,2020-12-09 08:37:01,2025-12-15 01:04:40,2025-12-09 07:59:41,556.0,26.0,45.0,4.0,129.0,4.0,39.0,487,21,True,1,2025-12-09 08:18:11,2025-12-09-080420,537980.0,23390.0,100.0,37.0,,,,,,,,
26,nix-installer-action,DeterminateSystems/nix-installer-action,"The fast, friendly, and reliable GitHub Action to install Nix with Flakes.",github-actions,https://github.com/DeterminateSystems/nix-installer-action,https://github.com/DeterminateSystems/nix-installer-action,LGPL-2.1,2023-01-13 18:03:12,2026-01-22 06:17:48,2026-01-20 17:18:36,357.0,13.0,25.0,3.0,180.0,16.0,26.0,219,21,True,2,2025-11-12 14:16:39,21,,,21.0,15.0,,,7746.0,7746.0,,,,
27,NixOS & Flakes Book,ryan4yin/nixos-and-flakes-book,An unofficial and opinionated NixOS & Flakes book for beginners.,learning,https://github.com/ryan4yin/nixos-and-flakes-book,https://github.com/ryan4yin/nixos-and-flakes-book,CC-BY-SA-4.0,2023-06-23 05:59:01,2026-01-25 05:15:34,2026-01-25 05:15:33,643.0,12.0,137.0,16.0,151.0,3.0,50.0,2976,20,True,1,2025-12-30 04:52:32,0.6.1,1773.0,61.0,42.0,86.0,,,,,,,,
28,nixos-anywhere,nix-community/nixos-anywhere,Install NixOS everywhere via SSH.,installation-media,https://github.com/nix-community/nixos-anywhere,https://github.com/nix-community/nixos-anywhere,MIT,2022-11-09 12:36:38,2026-01-25 03:32:14,2025-12-23 15:17:24,867.0,10.0,182.0,18.0,403.0,75.0,140.0,2791,20,True,2,2025-11-13 15:01:46,1.13.0,,,16.0,79.0,,,,,,,,
29,nix-direnv,nix-community/nix-direnv,A fast loader and flake-compliant configuration for the direnv environment auto-loader.,development,https://github.com/nix-community/nix-direnv,https://github.com/nix-community/nix-direnv,MIT,2019-09-27 07:43:47,2026-01-25 02:47:51,2026-01-18 02:48:50,1093.0,69.0,135.0,15.0,454.0,6.0,216.0,2502,20,True,1,2025-05-09 15:21:02,3.0.7,,,37.0,82.0,,,,,,,,
30,ryan4yin/nix-config,ryan4yin/nix-config,Nix config for both desktops(NixOS+macOS) and homelab servers(NixOS).,nix-configurations,https://github.com/ryan4yin/nix-config,https://github.com/ryan4yin/nix-config,MIT,2023-04-22 17:29:16,2026-01-24 10:55:33,2026-01-24 10:52:46,1983.0,88.0,91.0,11.0,180.0,,62.0,1763,20,True,1,2026-01-05 05:30:48,0.15.0,,,33.0,14.0,,,,,,,,
31,alejandra,kamadorueda/alejandra,An opinionated Nix code formatter optimized for speed and consistency.,command-line-tools,https://github.com/kamadorueda/alejandra,https://github.com/kamadorueda/alejandra,Unlicense,2022-01-26 22:52:25,2026-01-11 18:15:55,2026-01-11 18:15:55,565.0,1.0,53.0,7.0,312.0,63.0,98.0,1282,20,True,1,2025-04-10 22:34:11,4.0.0,33005.0,702.0,19.0,26.0,,,11.0,11.0,,,,
32,crane,ipetkov/crane,A Nix library for building Cargo projects with incremental artifact caching.,programming-languages,https://github.com/ipetkov/crane,https://github.com/ipetkov/crane,MIT,2022-01-16 04:23:52,2026-01-24 20:45:53,2026-01-24 20:45:25,803.0,31.0,119.0,6.0,507.0,25.0,273.0,1263,20,True,1,2026-01-13 16:03:53,0.23.0,,,58.0,66.0,,,,,['rust'],,,
33,poetry2nix,nix-community/poetry2nix,Build Python packages directly from Poetrys `poetry.lock` files.,programming-languages,https://github.com/nix-community/poetry2nix,https://github.com/nix-community/poetry2nix,MIT,2019-06-17 15:26:38,2026-01-25 22:07:26,2025-04-03 14:27:04,3486.0,,449.0,7.0,1416.0,170.0,324.0,938,20,True,1,2025-03-19 15:29:55,2025.3.1955794,,,100.0,334.0,,,,,['python'],,,
34,crate2nix,nix-community/crate2nix,rebuild only changed crates in CI with crate2nix and nix.,programming-languages,https://github.com/nix-community/crate2nix,https://github.com/nix-community/crate2nix,Apache-2.0,2019-03-24 22:00:59,2026-01-21 13:27:34,2025-02-13 19:12:43,1357.0,,101.0,10.0,202.0,100.0,115.0,451,20,True,1,2024-06-30 15:14:42,0.14.1,,,18.0,51.0,,,51.0,51.0,['rust'],,,
35,microvm,astro/microvm.nix,NixOS-based MicroVMs.,virtualisation,https://github.com/microvm-nix/microvm.nix,https://github.com/microvm-nix/microvm.nix,MIT,2021-06-24 00:35:04,2026-01-17 20:39:46,2026-01-17 20:39:46,1048.0,54.0,166.0,20.0,250.0,47.0,163.0,2115,19,True,1,,,,,,84.0,,microvm-nix/microvm.nix,,,,,,
36,lanzaboote,nix-community/lanzaboote,Secure Boot for NixOS.,nixos-modules,https://github.com/nix-community/lanzaboote,https://github.com/nix-community/lanzaboote,GPL-3.0,2022-11-21 11:10:07,2026-01-25 00:46:44,2026-01-25 00:45:52,938.0,91.0,88.0,17.0,372.0,32.0,137.0,1500,19,True,2,2025-12-10 16:06:43,1.0.0,,,8.0,45.0,,,,,,,,
37,rust-overlay,oxalica/rust-overlay,Pure and reproducible nix overlay of binary distributed Rust toolchains.,programming-languages,https://github.com/oxalica/rust-overlay,https://github.com/oxalica/rust-overlay,MIT,2021-01-01 12:18:06,2026-01-25 02:56:36,2026-01-25 02:56:08,2053.0,93.0,83.0,8.0,77.0,16.0,153.0,1385,19,True,1,,,,,,25.0,,,,,['rust'],,,
38,System Manager,numtide/system-manager,A non-NixOS Linux system configuration tool built on Nix.,overlays,https://github.com/numtide/system-manager,https://github.com/numtide/system-manager,MIT,2023-03-22 16:38:41,2026-01-24 12:33:27,2026-01-23 23:25:49,776.0,99.0,39.0,18.0,259.0,39.0,30.0,1347,19,True,1,2026-01-06 17:54:22,1.0.0,,,1.0,28.0,,,,,,,,
39,nix-init,nix-community/nix-init,"Generate Nix packages from URLs with hash prefetching, dependency inference, license detection, and more.",command-line-tools,https://github.com/nix-community/nix-init,https://github.com/nix-community/nix-init,MPL-2.0,2023-01-18 19:45:48,2026-01-23 21:18:19,2026-01-23 21:17:56,1145.0,70.0,37.0,4.0,623.0,25.0,39.0,1252,19,True,1,2024-08-16 05:45:38,0.3.1,,,10.0,13.0,1.0,,1.0,1.0,,,,
40,mobile-nixos,mobile-nixos/mobile-nixos,NixOS for mobile devices like phones.,distributions,https://github.com/mobile-nixos/mobile-nixos,https://github.com/mobile-nixos/mobile-nixos,MIT,2018-06-10 01:00:58,2025-11-13 20:18:58,2025-11-13 20:18:58,3139.0,6.0,205.0,46.0,542.0,143.0,167.0,1215,19,True,1,,,,,,51.0,,,,,,,,
41,hnix,haskell-nix/hnix,A Haskell re-implementation of the Nix expression language.,programming-languages,https://github.com/haskell-nix/hnix,https://github.com/haskell-nix/hnix,BSD-3-Clause,2014-06-28 23:30:50,2025-11-21 01:08:44,2025-11-21 01:08:38,3683.0,7.0,116.0,31.0,592.0,132.0,368.0,823,19,True,1,2023-11-20 21:43:20,0.17.0,,,26.0,64.0,,,,,['haskell'],,,
42,git-hooks.nix,cachix/git-hooks.nix,Seamless integration of git hooks with Nix.,development,https://github.com/cachix/git-hooks.nix,https://github.com/cachix/git-hooks.nix,Apache-2.0,2019-08-16 13:01:11,2026-01-22 08:11:32,2026-01-22 08:11:32,1159.0,54.0,214.0,4.0,485.0,60.0,137.0,765,19,True,1,,,,,,154.0,,,,,,,,
43,nix-update,Mic92/nix-update,Update versions/source hashes of nix packages.,development,https://github.com/Mic92/nix-update,https://github.com/Mic92/nix-update,MIT,2020-03-05 11:31:09,2026-01-25 03:47:27,2026-01-25 03:47:26,931.0,80.0,86.0,9.0,405.0,45.0,88.0,705,19,True,1,2025-12-11 21:03:54,1.14.0,,,48.0,71.0,,,,,,,,
44,catppuccin/nix,catppuccin/nix,Catppuccin for Nix brings the soothing pastel aesthetics of the Catppuccin theme to your NixOS and home-manager..,theming,https://github.com/catppuccin/nix,https://github.com/catppuccin/nix,MIT,2023-03-27 01:56:44,2026-01-23 19:50:41,2026-01-23 10:35:50,589.0,45.0,92.0,5.0,587.0,32.0,196.0,663,19,True,2,2026-01-06 15:38:24,25.11,,,9.0,81.0,,,,,,,,
45,emacs-overlay,nix-community/emacs-overlay,Bleeding edge Emacs overlay.,overlays,https://github.com/nix-community/emacs-overlay,https://github.com/nix-community/emacs-overlay,,2018-12-28 10:46:06,2026-01-25 17:13:21,2026-01-25 17:13:20,18177.0,582.0,174.0,10.0,220.0,7.0,292.0,598,19,True,1,,,,,,85.0,,,,,,,,
46,magic-nix-cache-action,DeterminateSystems/magic-nix-cache-action,"Save 30-50%+ of CI time without any effort or cost. Use Magic Nix Cache, a totally free and zero-configuration binary..",github-actions,https://github.com/DeterminateSystems/magic-nix-cache-action,https://github.com/DeterminateSystems/magic-nix-cache-action,MIT,2023-06-23 16:48:28,2026-01-23 02:11:47,2026-01-23 02:06:57,304.0,9.0,30.0,6.0,134.0,22.0,13.0,489,19,True,3,2025-07-15 02:38:56,13,,,13.0,14.0,,,5365.0,5365.0,,,,
47,nixos-images,nix-community/nixos-images,Automatically build (netboot) images for NixOS.,installation-media,https://github.com/nix-community/nixos-images,https://github.com/nix-community/nixos-images,MIT,2021-06-10 04:52:45,2026-01-22 01:13:45,2025-12-26 17:26:55,671.0,27.0,57.0,5.0,358.0,6.0,27.0,360,19,True,2,2025-12-26 17:30:28,nixos-25.11,32086.0,654.0,13.0,25.0,,,,,,,,
48,awesome-nix,nix-community/awesome-nix,A curated list of the best resources in the Nix community.,learning,https://github.com/nix-community/awesome-nix,https://github.com/nix-community/awesome-nix,CC0-1.0,2019-05-15 14:59:41,2026-01-25 23:50:10,2026-01-25 23:50:10,390.0,20.0,193.0,77.0,284.0,7.0,29.0,4813,18,True,2,,,,,,121.0,,,8.0,8.0,,,,
49,NixOps,NixOS/nixops,"The official Nix deployment tool, compatible with AWS, Hetzner, and more.",deployment-tools,https://github.com/NixOS/nixops,https://github.com/NixOS/nixops,LGPL-3.0,2011-10-24 15:49:58,2025-12-28 16:45:15,2025-12-28 16:45:15,3603.0,2.0,356.0,55.0,606.0,311.0,539.0,2103,18,True,1,,,,,,159.0,,,,,,,,
50,nix-ld,nix-community/nix-ld,Run unpatched dynamic binaries on NixOS.,development,https://github.com/nix-community/nix-ld,https://github.com/nix-community/nix-ld,MIT,2020-11-15 09:46:18,2026-01-19 09:38:02,2026-01-19 09:37:04,488.0,28.0,21.0,13.0,177.0,10.0,30.0,1510,18,True,1,2025-10-01 21:29:45,2.0.6,,,16.0,17.0,,,,,,,,
51,comma,nix-community/comma,Quickly run any binary; wraps together `nix run` and `nix-index`.,command-line-tools,https://github.com/nix-community/comma,https://github.com/nix-community/comma,MIT,2020-04-28 22:00:21,2025-12-08 12:48:18,2025-12-08 12:48:09,206.0,7.0,56.0,42.0,70.0,6.0,38.0,1492,18,True,1,2025-07-29 12:52:53,2.3.3,,,23.0,28.0,,,,,,,,
52,digga,divnix/digga,"A Nix flake utility library to structure your home, system, and development configurations.",development,https://github.com/divnix/digga,https://github.com/divnix/digga,MIT,2019-11-12 22:28:16,2024-05-17 10:20:04,2024-05-17 10:19:41,1358.0,,104.0,22.0,248.0,28.0,172.0,1023,18,False,1,2022-04-02 22:16:50,0.11.0,,,4.0,53.0,,,,,,,,
53,Jovian-NixOS,Jovian-Experiments/Jovian-NixOS,NixOS modules for gaming with Steam Deck compatibility.,nixos-modules,https://github.com/Jovian-Experiments/Jovian-NixOS,https://github.com/Jovian-Experiments/Jovian-NixOS,MIT,2022-03-23 02:29:23,2026-01-24 17:09:19,2026-01-24 16:56:57,1487.0,99.0,80.0,24.0,343.0,42.0,118.0,885,18,True,2,,,,,,23.0,,,,,,,,
54,comin,nlewo/comin,A deployment tool to continuously pull from Git repositories.,deployment-tools,https://github.com/nlewo/comin,https://github.com/nlewo/comin,MIT,2022-12-10 09:13:26,2026-01-22 07:28:55,2026-01-22 07:28:36,355.0,52.0,41.0,7.0,75.0,29.0,28.0,798,18,True,1,2026-01-01 10:31:00,0.10.0,,,11.0,19.0,,,,,,,,
55,vulnix,nix-community/vulnix,Vulnerability (CVE) scanner for Nix/NixOS.,security,https://github.com/nix-community/vulnix,https://github.com/nix-community/vulnix,BSD-3-Clause,2016-06-27 08:08:54,2026-01-22 18:14:37,2026-01-05 12:06:22,365.0,3.0,42.0,13.0,77.0,18.0,55.0,699,18,True,1,2025-10-20 07:01:44,1.12.2,,,6.0,27.0,,,3.0,3.0,,,,
56,nixpkgs-wayland,nix-community/nixpkgs-wayland,Bleeding-edge Wayland packages.,overlays,https://github.com/nix-community/nixpkgs-wayland,https://github.com/nix-community/nixpkgs-wayland,,2018-10-24 01:30:44,2026-01-25 13:34:58,2026-01-25 13:03:38,10913.0,241.0,45.0,6.0,266.0,48.0,189.0,590,18,True,2,,,,,,34.0,,,,,,,,
57,nixpkgs-review,Mic92/nixpkgs-review,The best tool to verify that a pull-request in Nixpkgs is building properly.,development,https://github.com/Mic92/nixpkgs-review,https://github.com/Mic92/nixpkgs-review,MIT,2018-03-17 13:30:00,2025-12-22 21:36:14,2025-12-22 19:39:19,950.0,9.0,89.0,9.0,371.0,59.0,150.0,563,18,True,1,2025-12-22 21:36:14,3.6.0,,,41.0,72.0,-1.0,,,,,,,
58,lix,lix-project/lix,"A modern, delicious implementation of the Nix package manager, focused on correctness, usability, and growth.",command-line-tools,https://github.com/lix-project/lix,https://github.com/lix-project/lix,LGPL-2.1,2024-02-26 00:52:04,2026-01-25 20:55:32,2026-01-25 18:47:24,18839.0,362.0,14.0,9.0,17.0,,,515,18,True,1,,,,,,701.0,,,4.0,4.0,,,,
59,vscode-nix-ide,nix-community/vscode-nix-ide,Nix language support for Visual Studio Code.,editors-and-ides,https://github.com/nix-community/vscode-nix-ide,https://github.com/nix-community/vscode-nix-ide,MIT,2020-07-12 23:06:57,2026-01-01 11:07:19,2025-12-27 09:21:04,475.0,22.0,38.0,6.0,441.0,15.0,66.0,457,18,True,2,2025-12-27 09:14:59,0.5.5,451.0,7.0,40.0,34.0,,,,,,,,
60,nix-fast-build,Mic92/nix-fast-build,Combine the power of nix-eval-jobs with nix-output-monitor to speed-up your evaluation and building process.,development,https://github.com/Mic92/nix-fast-build,https://github.com/Mic92/nix-fast-build,MIT,2023-09-08 08:11:43,2026-01-25 03:54:52,2026-01-18 03:55:37,402.0,72.0,26.0,4.0,248.0,12.0,28.0,444,18,True,1,2025-08-14 13:07:18,1.3.0,,,4.0,16.0,,,,,,,,
61,ngipkgs,ngi-nix/ngipkgs,Nix packages and services for projects supported through the NGI program.,overlays,https://github.com/ngi-nix/ngipkgs,https://github.com/ngi-nix/ngipkgs,MIT,2023-02-14 11:21:46,2026-01-22 16:02:34,2026-01-22 16:02:31,1784.0,229.0,51.0,7.0,953.0,337.0,709.0,74,18,True,2,,,,,,64.0,,,,,,,,
62,dustinlyons/nixos-config,dustinlyons/nixos-config,General purpose Nix configuration for macOS / NixOS (with starter templates).,nix-configurations,https://github.com/dustinlyons/nixos-config,https://github.com/dustinlyons/nixos-config,BSD-3-Clause,2021-10-22 07:25:20,2026-01-03 21:32:03,2026-01-03 21:32:03,2336.0,18.0,187.0,18.0,39.0,28.0,84.0,3327,17,True,2,,,,,,18.0,,,,,,,,
63,nh,nix-community/nh,"Better output for `nix`, `nixos-rebuild`, `home-manager` and nix-darwin CLI leveraging `dix` and `nix-output-monitor`.",command-line-tools,https://github.com/nix-community/nh,https://github.com/nix-community/nh,EUPL-1.2,2022-02-08 19:42:42,2026-01-25 11:48:45,2026-01-25 11:09:33,967.0,158.0,82.0,6.0,223.0,60.0,235.0,2323,17,True,2,,,,,,44.0,,,1.0,1.0,,,,
64,hlissner/dotfiles,hlissner/dotfiles,A comprehensive NixOS configuration example with detailed module structure.,nix-configurations,https://github.com/hlissner/dotfiles,https://github.com/hlissner/dotfiles,MIT,2013-03-01 08:33:14,2026-01-19 02:33:56,2026-01-19 02:27:01,2688.0,22.0,99.0,41.0,10.0,4.0,25.0,1875,17,True,2,,,,,,7.0,,,,,,,,
65,devshell,numtide/devshell,`mkShell` with extra bits and a toml config option to be able to onboard non-nix users.,development,https://github.com/numtide/devshell,https://github.com/numtide/devshell,MIT,2020-08-04 20:29:01,2026-01-19 10:23:42,2026-01-19 10:23:42,361.0,14.0,92.0,25.0,203.0,68.0,72.0,1466,17,True,2,,,,,,43.0,1.0,,,,,,,
66,nix-output-monitor,maralorn/nix-output-monitor,A tool to produce useful graphs and statistics when building derivations.,command-line-tools,https://github.com/maralorn/nix-output-monitor,https://github.com/maralorn/nix-output-monitor,AGPL-3.0,2020-10-03 14:25:34,2026-01-23 05:06:36,2026-01-23 05:02:56,655.0,83.0,45.0,9.0,63.0,87.0,92.0,1363,17,True,2,2022-10-15 10:21:00,2.0.0.0,,,18.0,23.0,,,,,,,,
67,morph,DBCDK/morph,A tool for managing existing NixOS hosts.,deployment-tools,https://github.com/DBCDK/morph,https://github.com/DBCDK/morph,MIT,2018-09-24 08:05:12,2025-11-24 09:26:17,2025-11-24 09:26:09,406.0,3.0,68.0,26.0,149.0,53.0,60.0,1006,17,True,1,2024-10-23 08:41:20,1.8.0,,,10.0,33.0,,,,,,,,
