,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,contributor_count,projectrank,show,projectrank_placing,trending,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,labels,updated_github_id,gitlab_id,gitlab_url
0,nixpkgs,NixOS/nixpkgs,Nix Packages collection & NixOS.,discovery,https://github.com/NixOS/nixpkgs,https://github.com/NixOS/nixpkgs,MIT,2012-06-04 02:49:46,2025-10-26 23:52:24,2025-10-26 23:48:37,885019.0,46842.0,16801.0,267.0,404285.0,8279.0,42066.0,22211,14048.0,37,True,1,4.0,,,,,,,,,,,
1,Devbox,jetify-com/devbox,"Instant, portable, and predictable development environments.",development,https://github.com/jetify-com/devbox,https://github.com/jetify-com/devbox,Apache-2.0,2022-08-18 20:27:16,2025-10-26 19:00:49,2025-10-26 19:00:49,1711.0,26.0,271.0,42.0,1934.0,381.0,415.0,10525,94.0,29,True,1,,2025-08-18 20:03:27,0.16.0,1523407.0,66235.0,100.0,,,,,,
2,Home Manager,nix-community/home-manager,Manage your user configuration just like NixOS.,nixos-modules,https://github.com/nix-community/home-manager,https://github.com/nix-community/home-manager,MIT,2017-01-14 12:11:06,2025-10-26 21:22:36,2025-10-26 21:21:41,5675.0,516.0,2164.0,49.0,5166.0,713.0,2147.0,8811,1442.0,27,True,1,,,,,,,,,,,,
3,patchelf,NixOS/patchelf,A small utility to modify the dynamic linker and RPATH of ELF executables.,command-line-tools,https://github.com/NixOS/patchelf,https://github.com/NixOS/patchelf,GPL-3.0,2011-12-06 21:27:51,2025-08-25 01:44:11,2025-08-13 03:50:38,974.0,99.0,494.0,75.0,331.0,113.0,174.0,4043,99.0,27,True,1,,2025-08-13 03:38:12,0.15.5,8053198.0,129890.0,32.0,,,,,,
4,nickel,tweag/nickel,Better configuration for less.,programming-languages,https://github.com/tweag/nickel,https://github.com/tweag/nickel,MIT,2019-01-08 21:43:11,2025-10-27 00:03:19,2025-10-24 15:00:33,4532.0,196.0,108.0,32.0,1626.0,134.0,540.0,2728,91.0,27,True,1,1.0,2025-10-02 17:04:30,1.14.0,153036.0,3558.0,27.0,,,,,,
5,NixOS-WSL,nix-community/NixOS-WSL,Modules for running NixOS on the Windows Subsystem for Linux.,nixos-modules,https://github.com/nix-community/NixOS-WSL,https://github.com/nix-community/NixOS-WSL,Apache-2.0,2019-12-07 22:29:47,2025-10-26 03:51:58,2025-10-26 03:50:49,668.0,55.0,151.0,26.0,531.0,34.0,204.0,2532,43.0,26,True,1,,2025-08-11 23:21:42,2505.7.0,62062.0,1108.0,10.0,,,,,,
6,devenv,cachix/devenv,A Nix-based tool for creating developer shell environments quickly and reproducibly.,development,https://github.com/cachix/devenv,https://github.com/cachix/devenv,Apache-2.0,2022-10-22 20:10:10,2025-10-25 21:33:10,2025-10-25 21:33:10,4594.0,523.0,429.0,24.0,1115.0,376.0,747.0,5841,244.0,25,True,1,,2025-10-07 00:04:47,1.10,,,38.0,1.0,1.0,,,,
7,install-nix-action,cachix/install-nix-action,Installs Nix on GitHub Actions for the supported platforms: Linux and macOS.,github-actions,https://github.com/cachix/install-nix-action,https://github.com/cachix/install-nix-action,Apache-2.0,2019-10-02 09:31:59,2025-10-15 07:03:21,2025-10-15 07:01:24,375.0,36.0,86.0,11.0,144.0,16.0,97.0,622,34.0,25,True,1,,2025-10-15 07:02:29,31.8.1,,,47.0,34611.0,34611.0,,,,
8,nix-installer,DeterminateSystems/nix-installer,Opinionated alternative to the official Nix install scripts.,installation-media,https://github.com/DeterminateSystems/nix-installer,https://github.com/DeterminateSystems/nix-installer,LGPL-2.1,2022-09-02 19:10:48,2025-10-25 00:49:44,2025-10-23 21:04:50,777.0,17.0,86.0,14.0,837.0,363.0,490.0,3202,32.0,24,True,1,,2025-10-09 19:39:23,3.11.3,925585.0,28048.0,97.0,3.0,3.0,,,,
9,haskell.nix,input-output-hk/haskell.nix,Alternative Haskell Infrastructure for Nixpkgs.,programming-languages,https://github.com/input-output-hk/haskell.nix,https://github.com/input-output-hk/haskell.nix,Apache-2.0,2018-04-20 16:00:09,2025-10-26 03:50:21,2025-10-26 03:50:20,3998.0,97.0,242.0,18.0,1475.0,167.0,798.0,609,160.0,24,True,1,,2025-06-25 08:28:33,nix-tools-0.3.8,16027.0,843.0,15.0,,,['haskell'],,,
10,nixos-hardware,NixOS/nixos-hardware,A collection of NixOS modules covering hardware quirks.,nixos-modules,https://github.com/NixOS/nixos-hardware,https://github.com/NixOS/nixos-hardware,CC0-1.0,2016-02-08 10:50:14,2025-10-20 11:19:12,2025-10-20 11:03:08,2457.0,129.0,798.0,60.0,1264.0,158.0,225.0,2742,495.0,23,True,1,,2021-05-29 08:24:13,mnt-reform2-nitrogen8m-v1,1538.0,29.0,2.0,,,,,,
11,NUR,nix-community/NUR,Nix User Repositories.,overlays,https://github.com/nix-community/NUR,https://github.com/nix-community/NUR,MIT,2018-02-28 18:49:50,2025-10-26 22:04:23,2025-10-26 22:01:00,35608.0,2379.0,443.0,16.0,889.0,29.0,94.0,1667,548.0,23,True,1,,,,,,,,,,,,
12,treefmt,numtide/treefmt,"One CLI to format the code tree, using formatters such as alejandra, prettier, etc.",command-line-tools,https://github.com/numtide/treefmt,https://github.com/numtide/treefmt,MIT,2020-12-18 10:30:54,2025-10-18 17:18:04,2025-10-18 17:03:02,776.0,45.0,49.0,13.0,423.0,53.0,155.0,852,21.0,23,True,1,,2025-10-18 17:45:57,2.4.0,40463.0,763.0,29.0,8.0,8.0,,,,
13,flox,flox/flox,"Manage and share development environments, package projects, and publish artifacts anywhere.",development,https://github.com/flox/flox,https://github.com/flox/flox,GPL-2.0,2022-12-22 15:52:43,2025-10-26 16:46:07,2025-10-24 14:06:24,3878.0,433.0,101.0,19.0,2128.0,347.0,1208.0,3535,50.0,22,True,1,,2025-10-21 21:22:44,1.7.5,20.0,0.0,52.0,,,,,,
14,NixVim,nix-community/nixvim,A NeoVim distribution built with Nix modules and Nixpkgs.,editors-and-ides,https://github.com/nix-community/nixvim,https://github.com/nix-community/nixvim,MIT,2020-12-30 01:08:04,2025-10-26 23:45:17,2025-10-26 12:54:28,3933.0,345.0,349.0,12.0,2786.0,137.0,724.0,2445,262.0,22,True,1,,,,,,,,,,,,
15,nixfmt,NixOS/nixfmt,"A formatter for Nix code, intended to easily apply a uniform style.",command-line-tools,https://github.com/NixOS/nixfmt,https://github.com/NixOS/nixfmt,MPL-2.0,2018-08-02 12:33:51,2025-10-18 18:09:47,2025-10-18 18:09:47,607.0,23.0,62.0,29.0,166.0,26.0,158.0,1333,34.0,22,True,1,,2025-10-07 16:00:45,1.1.0,8085.0,107.0,9.0,,,,,,
16,nixos-apple-silicon,nix-community/nixos-apple-silicon,Resources to install NixOS bare metal on Apple Silicon Macs.,installation-media,https://github.com/nix-community/nixos-apple-silicon,https://github.com/nix-community/nixos-apple-silicon,MIT,2021-12-14 00:25:40,2025-10-26 21:40:10,2025-10-26 21:40:10,650.0,51.0,125.0,33.0,155.0,29.0,186.0,1245,39.0,22,True,1,,2025-08-24 17:59:12,release-2025-08-23,3809.0,88.0,85.0,,,,,,
17,update-flake-lock,DeterminateSystems/update-flake-lock,This is a GitHub Action that updates the flake.lock file for your Nix flake whenever it is run.,github-actions,https://github.com/DeterminateSystems/update-flake-lock,https://github.com/DeterminateSystems/update-flake-lock,MIT,2021-10-18 18:39:57,2025-10-26 00:01:35,2025-09-12 12:55:19,270.0,13.0,36.0,4.0,163.0,24.0,28.0,344,27.0,22,True,2,,2025-07-15 02:37:41,27,,,27.0,3184.0,3184.0,,,,
18,nix-darwin,nix-darwin/nix-darwin,Manage macOS configuration just like on NixOS.,nixos-modules,https://github.com/nix-darwin/nix-darwin,https://github.com/nix-darwin/nix-darwin,MIT,2016-10-16 14:26:46,2025-10-24 21:27:03,2025-10-24 21:06:27,2264.0,31.0,553.0,30.0,854.0,280.0,482.0,4584,264.0,21,True,1,,,,,,,,,,,,
19,nixos-anywhere,nix-community/nixos-anywhere,Install NixOS everywhere via SSH.,installation-media,https://github.com/nix-community/nixos-anywhere,https://github.com/nix-community/nixos-anywhere,MIT,2022-11-09 12:36:38,2025-10-26 03:16:23,2025-10-10 14:49:50,857.0,45.0,170.0,17.0,393.0,65.0,139.0,2551,79.0,21,True,2,,2025-09-17 12:16:42,1.12.0,,,15.0,,,,,,
20,nix-direnv,nix-community/nix-direnv,A fast loader and flake-compliant configuration for the direnv environment auto-loader.,development,https://github.com/nix-community/nix-direnv,https://github.com/nix-community/nix-direnv,MIT,2019-09-27 07:43:47,2025-10-26 02:37:40,2025-10-26 02:34:29,1023.0,58.0,128.0,15.0,414.0,7.0,208.0,2375,78.0,21,True,1,,2025-05-09 15:21:02,3.0.7,,,37.0,,,,,,
21,Stylix,nix-community/stylix,System-wide colorscheming and typography for NixOS.,theming,https://github.com/nix-community/stylix,https://github.com/nix-community/stylix,MIT,2020-12-21 15:50:00,2025-10-21 06:40:16,2025-10-21 06:40:16,1218.0,72.0,266.0,12.0,1264.0,181.0,405.0,1933,164.0,21,True,1,,,,,,,,,,,,
22,nvf,notashelf/nvf,"Highly modular, configurable, extensible and easy to use Neovim configuration in Nix.",editors-and-ides,https://github.com/NotAShelf/nvf,https://github.com/NotAShelf/nvf,MIT,2023-02-01 17:13:58,2025-10-26 21:43:22,2025-10-26 13:49:00,2519.0,70.0,162.0,8.0,740.0,68.0,288.0,1175,99.0,21,True,2,,2024-12-04 14:22:01,0.7,,,6.0,,,,,,
23,mobile-nixos,mobile-nixos/mobile-nixos,NixOS for mobile devices like phones.,distributions,https://github.com/mobile-nixos/mobile-nixos,https://github.com/mobile-nixos/mobile-nixos,MIT,2018-06-10 01:00:58,2025-09-30 19:43:38,2025-09-30 19:43:37,3133.0,45.0,201.0,43.0,536.0,140.0,164.0,1164,51.0,21,True,1,,,,,,,,,,,,
24,nix-bitcoin,fort-nix/nix-bitcoin,Modules and packages for Bitcoin nodes with higher-layer protocols with an emphasis on security.,nixos-modules,https://github.com/fort-nix/nix-bitcoin,https://github.com/fort-nix/nix-bitcoin,MIT,2018-12-06 16:06:42,2025-10-23 14:57:48,2025-10-23 14:55:03,2170.0,22.0,115.0,19.0,593.0,35.0,176.0,578,31.0,21,True,1,,2025-10-23 14:57:40,0.0.132,8104.0,144.0,100.0,,,,,,
25,nix-index-database,nix-community/nix-index-database,Weekly updated nix-index database.,command-line-tools,https://github.com/nix-community/nix-index-database,https://github.com/nix-community/nix-index-database,MIT,2020-12-09 08:37:01,2025-10-26 03:56:41,2025-10-26 03:56:40,530.0,26.0,45.0,3.0,124.0,3.0,38.0,446,35.0,21,True,1,,2025-10-26 03:35:11,2025-10-26-033509,516334.0,23469.0,100.0,,,,,,
26,nix-installer-action,DeterminateSystems/nix-installer-action,"The fast, friendly, and reliable GitHub Action to install Nix with Flakes.",github-actions,https://github.com/DeterminateSystems/nix-installer-action,https://github.com/DeterminateSystems/nix-installer-action,LGPL-2.1,2023-01-13 18:03:12,2025-10-25 02:24:30,2025-10-25 02:24:28,344.0,12.0,25.0,3.0,165.0,15.0,25.0,212,14.0,21,True,3,,2025-09-09 14:56:05,20,,,20.0,7233.0,7233.0,,,,
27,nix.dev,NixOS/nix.dev,Official documentation for getting things done with Nix.,learning,https://github.com/NixOS/nix.dev,https://github.com/NixOS/nix.dev,CC-BY-SA-4.0,2016-05-04 10:32:21,2025-10-18 02:54:35,2025-10-11 13:44:14,1912.0,9.0,297.0,35.0,858.0,126.0,188.0,3369,185.0,20,True,1,-1.0,,,,,,,,,,,
28,NixOS & Flakes Book,ryan4yin/nixos-and-flakes-book,An unofficial and opinionated NixOS & Flakes book for beginners.,learning,https://github.com/ryan4yin/nixos-and-flakes-book,https://github.com/ryan4yin/nixos-and-flakes-book,CC-BY-SA-4.0,2023-06-23 05:59:01,2025-10-16 04:32:28,2025-10-16 04:31:57,630.0,20.0,133.0,16.0,144.0,3.0,48.0,2835,83.0,20,True,1,,2025-09-11 11:45:18,0.5.6,1551.0,59.0,39.0,,,,,,
29,ryan4yin/nix-config,ryan4yin/nix-config,Nix config for both desktops(NixOS+macOS) and homelab servers(NixOS).,nix-configurations,https://github.com/ryan4yin/nix-config,https://github.com/ryan4yin/nix-config,MIT,2023-04-22 17:29:16,2025-10-21 05:18:13,2025-10-21 05:17:51,1895.0,139.0,84.0,10.0,169.0,,60.0,1640,14.0,20,True,1,,2025-10-02 03:53:24,0.13.0,,,31.0,,,,,,
30,comma,nix-community/comma,Quickly run any binary; wraps together `nix run` and `nix-index`.,command-line-tools,https://github.com/nix-community/comma,https://github.com/nix-community/comma,MIT,2020-04-28 22:00:21,2025-09-29 16:26:40,2025-09-29 16:26:38,199.0,12.0,57.0,42.0,66.0,6.0,38.0,1424,25.0,20,True,1,,2025-07-29 12:52:53,2.3.3,,,23.0,,,,,,
31,alejandra,kamadorueda/alejandra,An opinionated Nix code formatter optimized for speed and consistency.,command-line-tools,https://github.com/kamadorueda/alejandra,https://github.com/kamadorueda/alejandra,Unlicense,2022-01-26 22:52:25,2025-07-03 03:30:47,2025-07-03 03:30:46,564.0,,48.0,7.0,311.0,63.0,97.0,1230,25.0,20,True,1,,2025-04-10 22:34:11,4.0.0,28650.0,651.0,19.0,10.0,10.0,,,,
32,nixd,nix-community/nixd,"Nix language server, based on Nix libraries.",development,https://github.com/nix-community/nixd,https://github.com/nix-community/nixd,LGPL-3.0,2023-05-10 08:41:17,2025-10-07 09:51:58,2025-10-07 09:51:09,1306.0,11.0,49.0,8.0,464.0,52.0,208.0,1201,44.0,20,True,1,,2025-09-20 16:17:34,2.7.0,,,28.0,,,,,,
33,crane,ipetkov/crane,A Nix library for building Cargo projects with incremental artifact caching.,programming-languages,https://github.com/ipetkov/crane,https://github.com/ipetkov/crane,MIT,2022-01-16 04:23:52,2025-10-21 00:16:03,2025-10-20 01:48:54,772.0,27.0,113.0,6.0,480.0,23.0,266.0,1181,63.0,20,True,1,,2025-09-25 00:23:18,0.21.1,,,54.0,,,['rust'],,,
34,Athena,Athena-OS/athena,Arch/Nix-based distro focused on Cybersecurity.,distributions,https://github.com/Athena-OS/athena,https://github.com/Athena-OS/athena,MIT,2022-06-14 21:39:15,2025-10-26 22:15:58,2025-10-26 22:15:55,555.0,65.0,94.0,29.0,19.0,11.0,134.0,1165,7.0,20,True,1,,2024-01-30 23:39:23,23.11,13988.0,349.0,14.0,,,,,,
35,magic-nix-cache-action,DeterminateSystems/magic-nix-cache-action,"Save 30-50%+ of CI time without any effort or cost. Use Magic Nix Cache, a totally free and zero-configuration binary..",github-actions,https://github.com/DeterminateSystems/magic-nix-cache-action,https://github.com/DeterminateSystems/magic-nix-cache-action,MIT,2023-06-23 16:48:28,2025-09-12 13:31:34,2025-09-12 13:24:06,295.0,3.0,28.0,6.0,118.0,19.0,11.0,464,13.0,20,True,3,,2025-07-15 02:38:56,13,,,13.0,5034.0,5034.0,,,,
36,crate2nix,nix-community/crate2nix,rebuild only changed crates in CI with crate2nix and nix.,programming-languages,https://github.com/nix-community/crate2nix,https://github.com/nix-community/crate2nix,Apache-2.0,2019-03-24 22:00:59,2025-10-22 13:10:34,2025-02-13 19:12:43,1357.0,,99.0,10.0,196.0,96.0,114.0,435,51.0,20,True,1,,2024-06-30 15:14:42,0.14.1,,,18.0,51.0,51.0,['rust'],,,
37,poetry2nix,nix-community/poetry2nix,Build Python packages directly from Poetrys `poetry.lock` files.,programming-languages,https://github.com/nix-community/poetry2nix,https://github.com/nix-community/poetry2nix,MIT,2019-06-17 15:26:38,2025-04-03 14:27:04,2025-04-03 14:27:04,3486.0,,455.0,7.0,1414.0,169.0,324.0,933,334.0,19,True,1,,2025-03-19 15:29:55,2025.3.1955794,,,100.0,,,['python'],,,
38,nix-update,Mic92/nix-update,Update versions/source hashes of nix packages.,development,https://github.com/Mic92/nix-update,https://github.com/Mic92/nix-update,MIT,2020-03-05 11:31:09,2025-10-26 03:09:26,2025-10-26 03:09:25,851.0,146.0,82.0,9.0,367.0,40.0,82.0,671,67.0,19,True,1,,2025-09-22 21:37:35,1.13.1,,,47.0,,,,,,
39,vulnix,nix-community/vulnix,Vulnerability (CVE) scanner for Nix/NixOS.,security,https://github.com/nix-community/vulnix,https://github.com/nix-community/vulnix,BSD-3-Clause,2016-06-27 08:08:54,2025-10-15 18:19:07,2025-10-13 06:40:04,362.0,13.0,39.0,13.0,68.0,18.0,55.0,646,26.0,19,True,1,,2025-10-20 07:01:44,1.12.2,,,6.0,3.0,3.0,,,,
40,catppuccin/nix,catppuccin/nix,Catppuccin for Nix brings the soothing pastel aesthetics of the Catppuccin theme to your NixOS and home-manager..,theming,https://github.com/catppuccin/nix,https://github.com/catppuccin/nix,MIT,2023-03-27 01:56:44,2025-10-24 00:21:46,2025-10-20 09:38:19,543.0,72.0,80.0,5.0,530.0,37.0,177.0,602,72.0,19,True,2,,2025-08-02 01:03:45,25.05,,,8.0,,,,,,
41,emacs-overlay,nix-community/emacs-overlay,Bleeding edge Emacs overlay.,overlays,https://github.com/nix-community/emacs-overlay,https://github.com/nix-community/emacs-overlay,,2018-12-28 10:46:06,2025-10-26 17:24:15,2025-10-26 17:24:15,17582.0,753.0,170.0,9.0,211.0,7.0,289.0,573,84.0,19,True,1,,,,,,,,,,,,
42,nixpkgs-review,Mic92/nixpkgs-review,The best tool to verify that a pull-request in Nixpkgs is building properly.,development,https://github.com/Mic92/nixpkgs-review,https://github.com/Mic92/nixpkgs-review,MIT,2018-03-17 13:30:00,2025-10-23 15:14:25,2025-10-23 15:14:24,941.0,79.0,85.0,11.0,364.0,57.0,148.0,534,70.0,19,True,1,,2025-09-21 09:14:25,3.5.1,,,40.0,,,,,,
43,awesome-nix,nix-community/awesome-nix,A curated list of the best resources in the Nix community.,learning,https://github.com/nix-community/awesome-nix,https://github.com/nix-community/awesome-nix,CC0-1.0,2019-05-15 14:59:41,2025-10-17 00:01:32,2025-10-17 00:00:24,366.0,27.0,181.0,80.0,265.0,7.0,29.0,4522,117.0,18,True,2,,,,,,,8.0,8.0,,,,
44,dustinlyons/nixos-config,dustinlyons/nixos-config,General purpose Nix configuration for macOS / NixOS (with starter templates).,nix-configurations,https://github.com/dustinlyons/nixos-config,https://github.com/dustinlyons/nixos-config,BSD-3-Clause,2021-10-22 07:25:20,2025-10-01 12:35:49,2025-10-01 12:35:45,2318.0,106.0,174.0,16.0,37.0,27.0,83.0,3116,17.0,18,True,2,,,,,,,,,,,,
45,NixOps,NixOS/nixops,"The official Nix deployment tool, compatible with AWS, Hetzner, and more.",deployment-tools,https://github.com/NixOS/nixops,https://github.com/NixOS/nixops,LGPL-3.0,2011-10-24 15:49:58,2025-02-12 08:16:03,2025-02-12 08:16:03,3601.0,,353.0,55.0,605.0,311.0,539.0,2060,158.0,18,True,1,,,,,,,,,,,,
46,rust-overlay,oxalica/rust-overlay,Pure and reproducible nix overlay of binary distributed Rust toolchains.,programming-languages,https://github.com/oxalica/rust-overlay,https://github.com/oxalica/rust-overlay,MIT,2021-01-01 12:18:06,2025-10-26 02:38:00,2025-10-26 02:37:39,1958.0,94.0,81.0,8.0,74.0,16.0,148.0,1296,25.0,18,True,1,,,,,,,,,['rust'],,,
47,digga,divnix/digga,"A Nix flake utility library to structure your home, system, and development configurations.",development,https://github.com/divnix/digga,https://github.com/divnix/digga,MIT,2019-11-12 22:28:16,2024-05-17 10:20:04,2024-05-17 10:19:41,1358.0,,104.0,22.0,248.0,28.0,172.0,1019,52.0,18,False,1,,2022-04-02 22:16:50,0.11.0,,,4.0,,,,,,
48,hnix,haskell-nix/hnix,A Haskell re-implementation of the Nix expression language.,programming-languages,https://github.com/haskell-nix/hnix,https://github.com/haskell-nix/hnix,BSD-3-Clause,2014-06-28 23:30:50,2024-03-08 05:48:35,2024-02-18 08:51:56,3676.0,,113.0,32.0,590.0,131.0,368.0,813,64.0,18,False,1,,2023-11-20 21:43:20,0.17.0,,,26.0,,,['haskell'],,,
49,Jovian-NixOS,Jovian-Experiments/Jovian-NixOS,NixOS modules for gaming with Steam Deck compatibility.,nixos-modules,https://github.com/Jovian-Experiments/Jovian-NixOS,https://github.com/Jovian-Experiments/Jovian-NixOS,MIT,2022-03-23 02:29:23,2025-10-25 07:19:05,2025-10-25 07:18:52,1388.0,61.0,75.0,25.0,340.0,41.0,109.0,780,21.0,18,True,2,,,,,,,,,,,,
50,git-hooks.nix,cachix/git-hooks.nix,Seamless integration of git hooks with Nix.,development,https://github.com/cachix/git-hooks.nix,https://github.com/cachix/git-hooks.nix,Apache-2.0,2019-08-16 13:01:11,2025-10-17 01:07:58,2025-10-17 01:07:17,1099.0,58.0,197.0,4.0,457.0,57.0,130.0,722,142.0,18,True,1,,,,,,,,,,,,
51,services-flake,juspay/services-flake,A NixOS-like service configuration framework for Nix flakes.,development,https://github.com/juspay/services-flake,https://github.com/juspay/services-flake,MIT,2023-06-19 21:44:26,2025-10-26 00:46:53,2025-10-26 00:46:52,611.0,44.0,55.0,11.0,472.0,37.0,90.0,644,33.0,18,True,1,,2024-12-10 12:11:02,0.4.0,,,4.0,,,,,,
52,chaotic-nyx,chaotic-cx/nyx,Daily bumped bleeding edge packages like `mesa_git` & others that arent yet in Nixpkgs. Created by the makers of..,overlays,https://github.com/chaotic-cx/nyx,https://github.com/chaotic-cx/nyx,MIT,2023-03-27 20:33:14,2025-10-26 22:42:49,2025-10-24 22:27:35,2414.0,217.0,68.0,4.0,1105.0,15.0,107.0,598,49.0,18,True,1,,,,,,,,,,,,
53,nixpkgs-wayland,nix-community/nixpkgs-wayland,Bleeding-edge Wayland packages.,overlays,https://github.com/nix-community/nixpkgs-wayland,https://github.com/nix-community/nixpkgs-wayland,,2018-10-24 01:30:44,2025-10-26 13:04:28,2025-10-26 13:02:55,10671.0,276.0,45.0,6.0,264.0,46.0,189.0,577,34.0,18,True,1,,,,,,,,,,,,
54,vscode-nix-ide,nix-community/vscode-nix-ide,Nix language support for Visual Studio Code.,editors-and-ides,https://github.com/nix-community/vscode-nix-ide,https://github.com/nix-community/vscode-nix-ide,MIT,2020-07-12 23:06:57,2025-10-21 11:29:57,2025-10-18 18:57:40,443.0,15.0,39.0,6.0,431.0,15.0,64.0,429,34.0,18,True,2,,2025-10-10 07:30:36,0.5.0,409.0,7.0,37.0,,,,,,
55,nix-fast-build,Mic92/nix-fast-build,Combine the power of nix-eval-jobs with nix-output-monitor to speed-up your evaluation and building process.,development,https://github.com/Mic92/nix-fast-build,https://github.com/Mic92/nix-fast-build,MIT,2023-09-08 08:11:43,2025-10-26 03:17:22,2025-10-26 03:17:21,330.0,57.0,22.0,4.0,205.0,11.0,26.0,417,13.0,18,True,1,,2025-08-14 13:07:18,1.3.0,,,4.0,,,,,,
56,nixos-images,nix-community/nixos-images,Automatically build (netboot) images for NixOS.,installation-media,https://github.com/nix-community/nixos-images,https://github.com/nix-community/nixos-images,MIT,2021-06-10 04:52:45,2025-10-23 01:02:59,2025-08-29 15:18:46,644.0,6.0,54.0,5.0,345.0,6.0,24.0,328,24.0,18,True,2,,2025-05-28 16:15:29,nixos-25.05,47079.0,1023.0,12.0,,,,,,
57,nix-eval-jobs,nix-community/nix-eval-jobs,Parallel nix evaluator with a streamable json output.,command-line-tools,https://github.com/nix-community/nix-eval-jobs,https://github.com/nix-community/nix-eval-jobs,GPL-3.0,2021-03-15 04:53:42,2025-10-14 21:48:34,2025-10-14 21:45:25,870.0,53.0,38.0,8.0,346.0,15.0,29.0,205,26.0,18,True,1,,2025-10-14 21:48:34,2.32.1,,,37.0,,,,,,
58,ngipkgs,ngi-nix/ngipkgs,Nix packages and services for projects supported through the NGI program.,overlays,https://github.com/ngi-nix/ngipkgs,https://github.com/ngi-nix/ngipkgs,MIT,2023-02-14 11:21:46,2025-10-23 13:36:37,2025-10-23 13:36:37,1550.0,224.0,48.0,7.0,843.0,280.0,590.0,68,62.0,18,True,1,,,,,,,,,,,,
59,nixpkgs-vet,NixOS/nixpkgs-vet,"Tool to vet (check) Nixpkgs, including its pkgs/by-name directory.",command-line-tools,https://github.com/NixOS/nixpkgs-vet,https://github.com/NixOS/nixpkgs-vet,MIT,2024-03-16 08:35:08,2025-09-28 05:48:32,2025-09-28 05:48:32,518.0,11.0,13.0,8.0,143.0,29.0,9.0,50,12.0,18,True,1,,2024-08-29 22:48:06,0.1.4,1152133.0,60638.0,5.0,,,,,,
60,agenix,ryantm/agenix,age-encrypted secrets for NixOS and Home manager.,security,https://github.com/ryantm/agenix,https://github.com/ryantm/agenix,CC0-1.0,2020-09-01 04:38:08,2025-10-19 01:19:09,2025-10-19 01:19:09,354.0,21.0,135.0,14.0,166.0,82.0,92.0,2025,56.0,17,True,1,,2023-12-20 16:42:54,0.15.0,,,12.0,,,,,,
61,nh,nix-community/nh,"Better output for `nix`, `nixos-rebuild`, `home-manager` and nix-darwin CLI leveraging `dix` and `nix-output-monitor`.",command-line-tools,https://github.com/nix-community/nh,https://github.com/nix-community/nh,EUPL-1.2,2022-02-08 19:42:42,2025-10-23 12:49:51,2025-10-20 11:54:29,804.0,123.0,68.0,9.0,181.0,56.0,205.0,2021,38.0,17,True,2,,,,,,,1.0,1.0,,,,
62,microvm,astro/microvm.nix,NixOS-based MicroVMs.,virtualisation,https://github.com/microvm-nix/microvm.nix,https://github.com/microvm-nix/microvm.nix,MIT,2021-06-24 00:35:04,2025-10-16 00:25:03,2025-10-16 00:24:56,994.0,21.0,147.0,19.0,224.0,46.0,152.0,1963,72.0,17,True,1,,,,,,,,,,microvm-nix/microvm.nix,,
63,hlissner/dotfiles,hlissner/dotfiles,A comprehensive NixOS configuration example with detailed module structure.,nix-configurations,https://github.com/hlissner/dotfiles,https://github.com/hlissner/dotfiles,MIT,2013-03-01 08:33:14,2025-10-16 07:05:03,2025-10-16 07:04:04,2659.0,38.0,98.0,41.0,10.0,4.0,25.0,1848,7.0,17,True,2,,,,,,,,,,,,
64,Colmena,zhaofengli/colmena,"A simple, stateless NixOS deployment tool modeled after NixOps and morph.",deployment-tools,https://github.com/zhaofengli/colmena,https://github.com/zhaofengli/colmena,MIT,2020-12-16 04:21:43,2025-10-22 11:46:28,2025-08-15 15:38:08,628.0,6.0,88.0,12.0,104.0,116.0,95.0,1794,36.0,17,True,1,,2023-05-15 05:17:28,0.4.0,,,7.0,,,,,,
65,nil,oxalica/nil,"NIx Language server, an incremental analysis assistent for writing in Nix.",development,https://github.com/oxalica/nil,https://github.com/oxalica/nil,Apache-2.0,2022-07-19 08:55:08,2025-09-07 04:30:58,2025-09-07 04:30:51,549.0,3.0,55.0,9.0,66.0,24.0,90.0,1701,31.0,17,True,2,,2025-06-13 06:48:41,2025-06-13,,,17.0,,,,,,
66,nix-ld,nix-community/nix-ld,Run unpatched dynamic binaries on NixOS.,development,https://github.com/nix-community/nix-ld,https://github.com/nix-community/nix-ld,MIT,2020-11-15 09:46:18,2025-10-20 08:40:19,2025-10-20 08:28:51,456.0,38.0,19.0,13.0,160.0,9.0,30.0,1398,17.0,17,True,2,,2025-10-01 21:29:45,2.0.6,,,16.0,,,,,,
67,nix-portable,DavHau/nix-portable,"Nix - Static, Permissionless, Installation-free, Pre-configured.",installation-media,https://github.com/DavHau/nix-portable,https://github.com/DavHau/nix-portable,MIT,2021-02-08 07:12:43,2025-09-22 00:10:34,2025-06-01 05:30:34,177.0,,50.0,16.0,82.0,58.0,23.0,1142,13.0,17,True,2,,2024-04-15 08:53:22,012,21654.0,386.0,12.0,,,,,,
