,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,updated_github_id,dependent_project_count,github_dependent_project_count,labels,trending,gitlab_id,gitlab_url
138,nixdoc,nix-community/nixdoc,Tool to generate documentation for Nix library functions.,development,https://github.com/nix-community/nixdoc,https://github.com/nix-community/nixdoc,GPL-3.0,2018-10-25 16:07:24,2026-01-19 22:39:13,2025-11-18 21:22:40,229.0,3.0,16.0,4.0,132.0,5.0,21.0,161,15,True,2,2025-02-11 21:35:04,3.1.0,,,14.0,14.0,,12.0,12.0,,,,
139,NixNeovimPlugins,NixNeovim/NixNeovimPlugins,Makes all neovim plugins available in nix (Auto updated).,overlays,https://github.com/NixNeovim/NixNeovimPlugins,https://github.com/NixNeovim/NixNeovimPlugins,MIT,2022-08-13 14:50:55,2026-02-01 14:38:25,2026-02-01 14:38:24,1469.0,42.0,28.0,1.0,102.0,1.0,47.0,151,15,True,2,,,,,,37.0,,1.0,1.0,,,,
140,agenix,ryantm/agenix,age-encrypted secrets for NixOS and Home manager.,security,https://github.com/ryantm/agenix,https://github.com/ryantm/agenix,CC0-1.0,2020-09-01 04:38:08,2025-11-08 16:12:15,2025-11-08 16:12:14,358.0,1.0,147.0,15.0,177.0,85.0,94.0,2182,14,True,1,2023-12-20 16:42:54,0.15.0,,,12.0,56.0,,,,,-2.0,,
141,Nixery,tazjin/nixery,A Docker-compatible container registry which builds images ad-hoc via Nix.,deployment-tools,https://github.com/tazjin/nixery,https://github.com/tazjin/nixery,Apache-2.0,2019-07-29 19:39:48,2025-11-07 07:51:23,2025-11-07 07:42:50,257.0,1.0,76.0,26.0,100.0,32.0,51.0,1965,14,True,2,,,,,,11.0,,5.0,5.0,,,,
142,niv,nmattia/niv,Easy dependency management for Nix projects with package pinning.,development,https://github.com/nmattia/niv,https://github.com/nmattia/niv,MIT,2019-01-17 21:00:18,2025-03-02 23:46:25,2025-03-02 23:46:23,465.0,,77.0,17.0,221.0,79.0,113.0,1800,14,True,3,,,,,,38.0,,,,,,,
143,flake-utils,numtide/flake-utils,Pure Nix flake utility functions to help with writing flakes.,development,https://github.com/numtide/flake-utils,https://github.com/numtide/flake-utils,MIT,2020-04-11 13:21:34,2024-11-13 21:27:18,2024-11-13 21:27:16,102.0,,84.0,20.0,81.0,17.0,24.0,1546,14,False,3,2022-05-21 09:05:05,1.0.0,,,1.0,28.0,,,,,,,
144,naersk,nix-community/naersk,Build Rust packages directly from `Cargo.lock`.,programming-languages,https://github.com/nix-community/naersk,https://github.com/nix-community/naersk,MIT,2019-06-13 11:27:21,2026-01-30 19:04:18,2026-01-30 19:04:17,385.0,5.0,93.0,6.0,205.0,60.0,113.0,941,14,True,2,,,,,,56.0,,,,['rust'],,,
145,musnix,musnix/musnix,Do real-time audio work in NixOS.,nixos-modules,https://github.com/musnix/musnix,https://github.com/musnix/musnix,BSD-3-Clause,2014-12-22 20:57:55,2026-02-01 02:23:59,2026-01-01 01:53:22,420.0,3.0,62.0,16.0,160.0,14.0,56.0,847,14,True,3,,,,,,38.0,,,,,,,
146,nix-bundle,nix-community/nix-bundle,Bundle Nix derivations to run anywhere.,command-line-tools,https://github.com/nix-community/nix-bundle,https://github.com/nix-community/nix-bundle,MIT,2016-06-14 19:51:08,2025-09-01 14:14:28,2025-09-01 14:14:16,186.0,,56.0,26.0,45.0,47.0,33.0,806,14,True,2,2018-04-10 19:46:47,0.3.0,117.0,1.0,1.0,21.0,,,,,,,
147,uv2nix,pyproject-nix/uv2nix,Ingest uv workspaces using Nix.,programming-languages,https://github.com/pyproject-nix/uv2nix,https://github.com/pyproject-nix/uv2nix,MIT,2024-08-22 04:29:29,2026-02-01 14:49:52,2026-02-01 14:49:52,412.0,27.0,36.0,7.0,227.0,2.0,55.0,663,14,True,2,,,,,,17.0,,,,['python'],,,
148,nix-pills,NixOS/nix-pills,Guided introduction to Nix fundamentals from basic concepts to advanced use cases.,learning,https://github.com/NixOS/nix-pills,https://github.com/NixOS/nix-pills,CC-BY-SA-4.0,2017-08-14 09:08:14,2025-08-25 18:50:18,2025-08-25 18:50:18,398.0,,123.0,78.0,190.0,40.0,38.0,457,14,True,2,,,,,,114.0,,,,,,,
149,spicetify-nix,Gerg-L/spicetify-nix,A nix library for modifying spotify with spicetify.,theming,https://github.com/Gerg-L/spicetify-nix,https://github.com/Gerg-L/spicetify-nix,GPL-3.0,2023-11-30 23:44:32,2026-02-01 23:00:27,2026-02-01 23:00:20,957.0,36.0,32.0,4.0,269.0,2.0,67.0,370,14,True,2,2025-04-29 21:27:19,24.11,,,1.0,31.0,,,,,,,
150,raspberry-pi-nix,nix-community/raspberry-pi-nix,NixOS modules to aid in configuring NixOS for Raspberry PI products.,installation-media,https://github.com/nix-community/raspberry-pi-nix,https://github.com/nix-community/raspberry-pi-nix,MIT,2022-05-21 01:16:06,2025-03-23 01:24:31,2025-03-17 14:59:51,165.0,,82.0,8.0,46.0,13.0,53.0,312,14,True,3,2024-11-05 03:51:57,0.4.1,,,7.0,14.0,,,,,,,
151,pyproject.nix,pyproject-nix/pyproject.nix,A collection of Nix utilities to work with Python projects.,programming-languages,https://github.com/pyproject-nix/pyproject.nix,https://github.com/pyproject-nix/pyproject.nix,MIT,2023-07-17 10:21:45,2026-02-01 09:00:01,2026-02-01 09:00:01,524.0,12.0,33.0,7.0,356.0,3.0,46.0,288,14,True,2,,,,,,17.0,,,,['python'],,,
152,nixpkgs-esp-dev,mirrexagon/nixpkgs-esp-dev,Nix flake and overlay for ESP8266 and ESP32 development.,overlays,https://github.com/mirrexagon/nixpkgs-esp-dev,https://github.com/mirrexagon/nixpkgs-esp-dev,CC0-1.0,2019-06-01 04:00:43,2026-01-08 09:44:01,2026-01-08 09:43:27,210.0,11.0,92.0,9.0,62.0,18.0,36.0,280,14,True,2,,,,,,33.0,,,,,,,
153,NobbZ/nixos-config,NobbZ/nixos-config,An example of NixOS system configuration with home-manager integration.,nix-configurations,https://github.com/NobbZ/nixos-config,https://github.com/NobbZ/nixos-config,MIT,2020-10-28 15:25:22,2026-02-01 03:18:47,2026-02-01 03:18:46,5125.0,209.0,6.0,2.0,1467.0,11.0,4.0,263,14,True,3,,,,,,9.0,,,,,,,
154,cached-nix-shell,xzfc/cached-nix-shell,A `nix-shell` replacement that uses caching to open subsequent shells quickly.,development,https://github.com/xzfc/cached-nix-shell,https://github.com/xzfc/cached-nix-shell,Unlicense,2019-09-18 14:23:00,2024-11-24 23:00:19,2024-06-23 18:47:25,182.0,,15.0,6.0,7.0,7.0,21.0,227,14,False,3,2024-06-23 19:21:14,0.1.6,,,3.0,6.0,,8.0,8.0,,,,
155,nix-idea,NixOS/nix-idea,Nix plugin for the IntelliJ IDEA IDE.,editors-and-ides,https://github.com/NixOS/nix-idea,https://github.com/NixOS/nix-idea,Apache-2.0,2016-09-08 08:44:59,2026-01-04 06:31:03,2026-01-04 06:25:27,312.0,3.0,28.0,42.0,60.0,13.0,24.0,208,14,True,3,2025-07-04 13:35:36,0.4.0.18,316.0,2.0,28.0,17.0,,,,,,,
156,clj-nix,jlesquembre/clj-nix,Nix helper functions for Clojure projects.,programming-languages,https://github.com/jlesquembre/clj-nix,https://github.com/jlesquembre/clj-nix,EPL-2.0,2022-04-02 19:16:53,2026-01-26 04:38:52,2025-12-30 20:52:06,258.0,3.0,24.0,5.0,105.0,27.0,47.0,171,14,True,2,2024-11-20 01:44:18,0.4.0,,,1.0,17.0,,,,,,,
157,nix-super,privatevoid-net/nix-super,A fork of the Nix package manager.,development,https://github.com/privatevoid-net/nix-super,https://github.com/privatevoid-net/nix-super,LGPL-2.1,2022-08-25 22:06:01,2025-12-10 23:56:39,2025-12-10 23:56:11,22422.0,448.0,3.0,2.0,16.0,2.0,2.0,89,14,True,3,,,,,,870.0,,,,,,,
158,flake-edit,a-kenji/flake-edit,Edit your flake inputs with ease.,development,https://github.com/a-kenji/flake-edit,https://github.com/a-kenji/flake-edit,MIT,2023-10-06 21:58:29,2026-01-28 12:01:47,2026-01-28 12:01:47,1058.0,166.0,1.0,1.0,395.0,13.0,25.0,49,14,True,3,2026-01-19 20:26:02,0.3.3,,,6.0,4.0,,,,,,,
159,Misterio77/nix-starter-configs,Misterio77/nix-starter-configs,A few simple Nix Flake templates for getting started with NixOS + home-manager.,nix-configurations,https://github.com/Misterio77/nix-starter-configs,https://github.com/Misterio77/nix-starter-configs,CC0-1.0,2021-12-16 20:29:26,2025-11-15 14:24:20,2025-11-15 14:23:54,102.0,5.0,168.0,50.0,23.0,23.0,50.0,3545,13,True,3,,,,,,14.0,,,,,,,
160,deploy-rs,serokell/deploy-rs,A simple multi-profile Nix-flake deploy tool.,deployment-tools,https://github.com/serokell/deploy-rs,https://github.com/serokell/deploy-rs,,2020-09-28 17:46:15,2026-01-26 02:00:46,2025-12-18 09:51:58,346.0,2.0,141.0,22.0,153.0,93.0,115.0,1960,13,True,2,,,,,,43.0,,,,,,,
161,attic,zhaofengli/attic,Multi-tenant Nix Binary Cache.,development,https://github.com/zhaofengli/attic,https://github.com/zhaofengli/attic,,2022-12-31 23:43:41,2026-01-28 14:00:47,2025-09-24 10:59:48,425.0,,140.0,12.0,130.0,119.0,63.0,1695,13,True,3,,,,,,35.0,,,,,,,
162,tvix,tvlfyi/tvix,Tvix - A Rust implementation of Nix.,programming-languages,https://github.com/tvlfyi/tvix,https://github.com/tvlfyi/tvix,GPL-3.0,2023-02-01 16:57:15,2026-02-01 22:50:11,2026-02-01 22:42:19,3228.0,15.0,15.0,18.0,3.0,,,973,13,True,2,,,,,,51.0,,,,['rust'],,,
163,nixGL,nix-community/nixGL,A wrapper tool for nix OpenGL application.,nixos-modules,https://github.com/nix-community/nixGL,https://github.com/nix-community/nixGL,MIT,2017-09-16 10:18:56,2025-11-02 13:41:21,2025-11-02 13:41:20,181.0,,125.0,14.0,83.0,75.0,60.0,931,13,True,3,,,,,,30.0,,,,,,,
164,NixOps4,nixops4/nixops4,Deploy with Nix and manage resources declaratively.,deployment-tools,https://github.com/nixops4/nixops4,https://github.com/nixops4/nixops4,LGPL-2.1,2024-03-18 14:07:58,2026-02-01 13:13:13,2026-01-26 13:44:01,509.0,81.0,16.0,30.0,105.0,15.0,12.0,792,13,True,2,,,,,,8.0,,,,,,,
165,nix-snapshotter,pdtpartners/nix-snapshotter,Brings native understanding of Nix packages to containerd.,virtualisation,https://github.com/pdtpartners/nix-snapshotter,https://github.com/pdtpartners/nix-snapshotter,MIT,2023-07-05 18:31:50,2025-08-26 02:14:29,2025-08-26 02:02:16,87.0,,28.0,15.0,98.0,19.0,54.0,771,13,True,3,2025-08-26 02:14:30,0.3.0,,,7.0,10.0,,,,,,,
166,nixos-cosmic,lilyinstarlight/nixos-cosmic,Flake for using COSMIC on NixOS.,nixos-modules,https://github.com/lilyinstarlight/nixos-cosmic,https://github.com/lilyinstarlight/nixos-cosmic,MIT,2024-02-27 23:59:10,2026-02-01 11:05:42,2025-07-04 01:16:54,949.0,,47.0,7.0,711.0,45.0,113.0,656,13,True,3,,,,,,20.0,,,,,,,
167,noogle,nix-community/noogle,Nix function exploring.,discovery,https://github.com/nix-community/noogle,https://github.com/nix-community/noogle,MIT,2022-11-26 09:35:35,2026-02-01 03:49:17,2026-02-01 03:49:15,1179.0,25.0,16.0,2.0,1247.0,20.0,45.0,521,13,True,2,,,,,1.0,19.0,,,,,,,
168,terranix,terranix/terranix,Use Nix and the NixOS module system to write your Terraform code.,deployment-tools,https://github.com/terranix/terranix,https://github.com/terranix/terranix,GPL-3.0,2018-12-09 17:51:29,2025-11-06 23:37:06,2025-11-06 23:37:06,458.0,1.0,51.0,11.0,92.0,17.0,28.0,409,13,True,2,2024-10-15 02:32:47,2.8.0,,,15.0,31.0,,,,,-2.0,,
169,flakelight,nix-community/flakelight,A modular flake framework aiming to minimize boilerplate.,development,https://github.com/nix-community/flakelight,https://github.com/nix-community/flakelight,MIT,2023-04-09 00:56:54,2026-01-30 18:30:28,2026-01-30 18:30:28,315.0,17.0,10.0,8.0,12.0,2.0,27.0,372,13,True,3,,,,,,7.0,,,,,,,
170,agenix-rekey,oddlama/agenix-rekey,An agenix extension adding secret generation and automatic rekeying using a YubiKey or master-identity.,security,https://github.com/oddlama/agenix-rekey,https://github.com/oddlama/agenix-rekey,MIT,2023-01-30 15:44:34,2025-10-05 21:31:48,2025-10-05 21:31:48,244.0,,43.0,4.0,59.0,23.0,57.0,371,13,True,2,,,,,,27.0,,,,,,,
171,juspay/nixos-unified-template,juspay/nixos-unified-template,A ready-made Nix configuration to manage either your Home environment or whole NixOS systems.,nix-configurations,https://github.com/juspay/nixos-unified-template,https://github.com/juspay/nixos-unified-template,AGPL-3.0,2023-04-01 13:43:05,2026-02-01 23:36:18,2026-02-01 23:36:17,330.0,11.0,66.0,9.0,147.0,9.0,39.0,359,13,True,3,,,,,,16.0,,,,,,,
172,nixarr,rasmus-kirk/nixarr,The Media Server Nixos Module.,nixos-modules,https://github.com/nix-media-server/nixarr,https://github.com/nix-media-server/nixarr,GPL-3.0,2024-02-21 09:34:24,2026-01-28 21:22:01,2025-12-14 16:56:44,384.0,21.0,43.0,6.0,75.0,8.0,56.0,340,13,True,3,,,,,,20.0,nix-media-server/nixarr,,,,,,
173,Typix,loqusion/typix,Deterministic Typst compilation with Nix.,development,https://github.com/loqusion/typix,https://github.com/loqusion/typix,MIT,2023-12-24 03:37:43,2026-01-22 08:52:03,2026-01-22 08:52:02,438.0,8.0,12.0,3.0,67.0,4.0,10.0,289,13,True,3,2025-06-27 08:35:45,0.3.2,,,13.0,7.0,,,,,,,
174,nvfetcher,berberman/nvfetcher,Generate nix sources expr for the latest version of packages.,development,https://github.com/berberman/nvfetcher,https://github.com/berberman/nvfetcher,MIT,2021-04-20 04:07:58,2025-12-14 07:51:05,2025-12-14 07:45:11,186.0,2.0,19.0,2.0,77.0,14.0,52.0,268,13,True,3,2025-12-14 07:46:13,0.8.0,,,10.0,17.0,,,,,,,
175,nixos-avf,nix-community/nixos-avf,NixOS for Android Terminal (Android Virtualization Framework).,distributions,https://github.com/nix-community/nixos-avf,https://github.com/nix-community/nixos-avf,GPL-3.0,2025-03-24 22:04:05,2026-01-23 01:34:49,2026-01-23 01:34:42,150.0,31.0,15.0,5.0,18.0,7.0,12.0,258,13,True,2,2025-11-26 01:53:27,nixos-25.11,,,3.0,5.0,,,,['android'],,,
176,dix,bloxx12/dix,A blazingly fast tool to diff Nix related things.,command-line-tools,https://github.com/faukah/dix,https://github.com/faukah/dix,GPL-3.0,2025-05-04 12:13:11,2026-02-01 11:49:13,2026-02-01 11:49:11,202.0,35.0,6.0,2.0,39.0,2.0,10.0,223,13,True,2,2026-01-31 21:39:02,1.4.2,,,12.0,7.0,faukah/dix,2.0,2.0,,,,
177,Easy PureScript Nix,justinwoo/easy-purescript-nix,A project to easily use PureScript and other tools with Nix.,programming-languages,https://github.com/justinwoo/easy-purescript-nix,https://github.com/justinwoo/easy-purescript-nix,MIT,2018-10-21 15:16:08,2025-11-22 12:21:39,2025-11-22 12:21:39,463.0,3.0,55.0,7.0,198.0,6.0,31.0,207,13,True,2,,,,,,32.0,,,,,,,
178,ghc.nix,alpmestan/ghc.nix,Nix (shell) expression for working on GHC.,programming-languages,https://github.com/alpmestan/ghc.nix,https://github.com/alpmestan/ghc.nix,BSD-3-Clause,2018-04-18 19:54:21,2026-02-01 02:01:47,2024-06-10 15:01:25,271.0,,50.0,13.0,135.0,27.0,29.0,147,13,False,2,,,,,,29.0,,,,['haskell'],,,
179,hydra-check,nix-community/hydra-check,Check hydra for the build status of a package.,command-line-tools,https://github.com/nix-community/hydra-check,https://github.com/nix-community/hydra-check,MIT,2020-03-05 18:26:56,2026-01-27 06:23:18,2026-01-27 05:57:22,178.0,29.0,11.0,2.0,76.0,,16.0,129,13,True,2,2026-01-07 05:40:11,2.0.5,,,11.0,10.0,,,,,,,
180,bombon,nikstur/bombon,Nix CycloneDX Software Bills of Materials (SBOMs).,security,https://github.com/nikstur/bombon,https://github.com/nikstur/bombon,MIT,2022-08-18 23:06:53,2026-02-01 01:25:16,2025-12-03 09:18:12,436.0,7.0,12.0,3.0,161.0,12.0,16.0,125,13,True,2,2025-10-09 16:53:17,0.4.0,,,4.0,9.0,,,,,,,
181,userborn,nikstur/userborn,Declaratively bear (manage) Linux users and groups.,nixos-modules,https://github.com/nikstur/userborn,https://github.com/nikstur/userborn,MIT,2024-07-22 19:33:25,2026-01-31 23:54:59,2026-01-26 17:22:11,88.0,11.0,5.0,4.0,28.0,4.0,7.0,119,13,True,3,2026-01-31 23:38:30,0.5.0,,,5.0,7.0,,,,,2.0,,
182,angrr,linyinfeng/angrr,Auto Nix GC Roots Retention. This tool simply deletes auto GC roots based on the modified time of their symbolic link..,command-line-tools,https://github.com/linyinfeng/angrr,https://github.com/linyinfeng/angrr,MIT,2024-03-15 02:58:43,2026-01-30 16:37:39,2026-01-30 16:32:59,659.0,129.0,2.0,2.0,33.0,5.0,8.0,110,13,True,2,2026-01-01 04:17:49,0.2.3,,,9.0,4.0,,,,,,,
183,lean4-nix,lenianiva/lean4-nix,"Nix flake build for Lean 4, and `lake2nix`.",programming-languages,https://github.com/lenianiva/lean4-nix,https://github.com/lenianiva/lean4-nix,Apache-2.0,2024-10-11 05:39:31,2026-01-29 00:03:24,2026-01-10 06:19:17,257.0,40.0,13.0,3.0,72.0,5.0,33.0,84,13,True,2,2024-12-10 06:09:58,0.2,,,2.0,5.0,,,,,,,
184,nix-security-tracker,Nix-Security-WG/nix-security-tracker,Web service for managing information on vulnerabilities in software distributed through Nixpkgs.,security,https://github.com/NixOS/nix-security-tracker,https://github.com/NixOS/nix-security-tracker,,2023-08-31 16:49:45,2026-01-30 21:59:44,2026-01-30 21:48:17,742.0,193.0,14.0,9.0,472.0,87.0,162.0,71,13,True,2,,,,,,18.0,NixOS/nix-security-tracker,,,,,,
185,haskell-nix,Gabriella439/haskell-nix,Nix and Haskell in production.,programming-languages,https://github.com/Gabriella439/haskell-nix,https://github.com/Gabriella439/haskell-nix,,2017-01-02 18:59:50,2023-09-22 15:53:46,2023-09-22 15:53:46,82.0,,110.0,31.0,35.0,26.0,38.0,1168,12,False,3,,,,,,23.0,,,,['haskell'],,,
186,nix-alien,thiagokokada/nix-alien,Run unpatched binaries on Nix/NixOS easily.,command-line-tools,https://github.com/thiagokokada/nix-alien,https://github.com/thiagokokada/nix-alien,MIT,2021-10-27 00:26:44,2026-01-20 10:19:16,2026-01-20 10:19:16,416.0,6.0,13.0,4.0,112.0,1.0,37.0,761,12,True,2,,,,,,11.0,,,,,,,
187,RFCs,NixOS/rfcs,The Nix community RFCs.,learning,https://github.com/NixOS/rfcs,https://github.com/NixOS/rfcs,CC-BY-SA-4.0,2017-02-11 15:41:27,2025-05-26 15:49:46,2025-05-26 15:49:41,76.0,,142.0,134.0,194.0,,,620,12,True,2,,,,,,39.0,,,,,,,
188,nixpkgs-mozilla,mozilla/nixpkgs-mozilla,Mozilla overlay for Nixpkgs.,overlays,https://github.com/mozilla/nixpkgs-mozilla,https://github.com/mozilla/nixpkgs-mozilla,MIT,2016-06-16 22:14:00,2025-11-04 11:34:56,2025-11-04 11:34:56,274.0,1.0,128.0,14.0,203.0,51.0,92.0,574,12,True,3,,,,,,66.0,,,,,,,
189,ragenix,yaxitech/ragenix,age-encrypted secrets for NixOS; drop-in replacement for agenix.,security,https://github.com/yaxitech/ragenix,https://github.com/yaxitech/ragenix,Apache-2.0,2021-05-07 22:41:54,2026-01-06 18:21:34,2025-10-30 14:01:53,169.0,,22.0,6.0,147.0,13.0,6.0,432,12,True,2,,,,,,14.0,,,,,,,
190,nix-security-box,fabaff/nix-security-box,Tool set for Information security professionals and all others.,security,https://github.com/fabaff/nix-security-box,https://github.com/fabaff/nix-security-box,MIT,2020-12-22 22:36:28,2026-01-24 22:59:50,2026-01-24 22:59:49,697.0,29.0,26.0,9.0,4.0,2.0,2.0,375,12,True,2,,,,,,,,,,,,,
191,Home Manager Option Search,mipmip/home-manager-option-search,Search through all 2000+ Home Manager options and read how to use them.,discovery,https://github.com/ekstranix/home-manager-option-search,https://github.com/ekstranix/home-manager-option-search,Apache-2.0,2022-01-04 22:27:08,2025-12-30 04:48:33,2025-12-01 11:02:49,151.0,2.0,19.0,,23.0,16.0,21.0,371,12,True,2,2023-12-12 22:53:06,1.4,,,4.0,15.0,ekstranix/home-manager-option-search,,,,,,
192,nixos-unified,srid/nixos-unified,"Unify NixOS + nix-darwin + home-manager configuration in a single flake, while providing a consistent interface at DX..",nixos-modules,https://github.com/srid/nixos-unified,https://github.com/srid/nixos-unified,MIT,2023-03-15 17:35:12,2025-11-25 13:14:07,2025-11-25 13:14:07,189.0,1.0,37.0,2.0,71.0,21.0,40.0,341,12,True,3,2024-10-03 15:42:09,0.2.0,,,2.0,10.0,,,,,-2.0,,
193,nix-mode,NixOS/nix-mode,An Emacs major mode for editing Nix expressions.,editors-and-ides,https://github.com/NixOS/nix-mode,https://github.com/NixOS/nix-mode,LGPL-2.1,2016-08-17 20:46:39,2024-06-25 16:56:44,2023-04-21 20:36:55,564.0,,75.0,15.0,114.0,37.0,57.0,329,12,False,3,,,,,,39.0,,,,,,,
194,NixVirt,AshleyYakeley/NixVirt,LibVirt domain management for Nix.,virtualisation,https://github.com/AshleyYakeley/NixVirt,https://github.com/AshleyYakeley/NixVirt,MIT,2024-01-27 19:54:59,2025-12-06 21:40:14,2025-12-06 21:40:11,421.0,1.0,41.0,2.0,54.0,7.0,36.0,315,12,True,3,,,,,,23.0,,,,,,,
195,styx,styx-static/styx,Static site generator in Nix expression language.,development,https://github.com/styx-static/styx,https://github.com/styx-static/styx,MIT,2016-10-02 22:24:18,2023-01-13 16:06:57,2023-01-13 16:06:53,338.0,,24.0,11.0,51.0,15.0,35.0,234,12,False,3,,,,,,13.0,,,,,,,
196,nixos-docker-sd-image-builder,Robertof/nixos-docker-sd-image-builder,Build custom SD images of NixOS for your Raspberry Pi (or any other supported AArch64 device) in 5-20 minutes.,installation-media,https://github.com/Robertof/nixos-docker-sd-image-builder,https://github.com/Robertof/nixos-docker-sd-image-builder,MIT,2020-05-04 23:32:19,2026-01-30 00:43:05,2026-01-30 00:42:47,77.0,4.0,34.0,7.0,7.0,5.0,22.0,226,12,True,3,,,,,,7.0,,,,,,,
197,nixpkgs-python,cachix/nixpkgs-python,"All Python versions, kept up-to-date on hourly basis using Nix.",programming-languages,https://github.com/cachix/nixpkgs-python,https://github.com/cachix/nixpkgs-python,Apache-2.0,2023-05-29 13:12:25,2025-12-31 17:28:40,2025-12-06 20:24:16,258.0,10.0,19.0,3.0,83.0,9.0,14.0,222,12,True,3,,,,,,15.0,,,,['python'],,,
198,Nix Templates,jonringer/nix-template,Collection of Nix templates for different types of projects.,learning,https://github.com/jonringer/nix-template,https://github.com/jonringer/nix-template,CC0-1.0,2020-07-17 00:41:15,2024-11-20 19:15:33,2024-11-20 19:15:29,149.0,,8.0,8.0,22.0,9.0,26.0,218,12,False,2,2022-12-17 17:56:21,0.4.1,,,9.0,6.0,,,,,,,
199,Bundix,nix-community/bundix,Generates a Nix expression for your Bundler-managed application.,programming-languages,https://github.com/nix-community/bundix,https://github.com/nix-community/bundix,,2016-01-24 20:36:56,2024-07-01 18:19:19,2023-11-08 07:54:39,118.0,,55.0,3.0,57.0,38.0,26.0,179,12,False,3,2021-04-01 08:26:58,2.5.1,,,5.0,18.0,,3.0,3.0,['ruby'],,,
200,nix-shell,loophp/nix-shell,Nix shells for PHP development.,programming-languages,https://github.com/loophp/nix-shell,https://github.com/loophp/nix-shell,MIT,2021-06-20 06:59:35,2026-01-24 19:11:36,2026-01-24 19:11:20,671.0,12.0,14.0,4.0,279.0,4.0,12.0,177,12,True,3,,,,,,9.0,,,,['php'],,,
201,dns.nix,nix-community/dns.nix,A Nix DSL for DNS zone files.,nixos-modules,https://github.com/nix-community/dns.nix,https://github.com/nix-community/dns.nix,MPL-2.0,2019-03-08 17:27:59,2026-01-11 15:04:14,2026-01-11 15:04:14,104.0,1.0,31.0,5.0,33.0,10.0,9.0,176,12,True,3,2021-10-26 18:34:12,1.1.2,,,4.0,15.0,,,,,,,
202,nixos-facter-modules,nix-community/nixos-facter-modules,A series of NixOS modules to be used in conjunction with nixos-facter.,nixos-modules,https://github.com/nix-community/nixos-facter-modules,https://github.com/nix-community/nixos-facter-modules,MIT,2024-07-25 10:32:17,2025-12-24 06:36:33,2025-12-24 06:35:41,202.0,15.0,19.0,8.0,72.0,16.0,14.0,176,12,True,3,,,,,,16.0,,,,,,,
203,nixos-rk3588,ryan4yin/nixos-rk3588,"Minimal NixOS running on RK3588/RK3588s based SBC(Orange Pi 5 Plus, Orange Pi 5, Rock 5A, etc).",distributions,https://github.com/ryan4yin/nixos-rk3588,https://github.com/ryan4yin/nixos-rk3588,MIT,2023-06-02 03:05:44,2025-06-02 15:58:26,2025-06-02 15:58:19,121.0,,30.0,9.0,35.0,12.0,24.0,168,12,True,3,2024-03-24 10:25:24,2024032400,501.0,16.0,2.0,10.0,,,,,,,
204,NüschtOS Search,NuschtOS/search,Simple and fast static-page NixOS option search.,discovery,https://github.com/NuschtOS/search,https://github.com/NuschtOS/search,MIT,2024-06-23 20:04:47,2026-01-27 22:04:33,2026-01-12 20:30:18,263.0,1.0,10.0,4.0,237.0,24.0,36.0,135,12,True,2,2026-01-19 17:41:10,0.1.0,,,1.0,13.0,,,,,,,
205,nix-unit,nix-community/nix-unit,Unit testing for Nix code.,development,https://github.com/nix-community/nix-unit,https://github.com/nix-community/nix-unit,GPL-3.0,2023-07-21 05:23:06,2025-12-03 19:00:06,2025-11-10 11:29:46,639.0,11.0,14.0,2.0,263.0,8.0,12.0,114,12,True,3,2025-08-12 07:35:02,2.30.0,,,4.0,22.0,,,,,,,
206,nixcasks,jcszymansk/nixcasks,"Homebrew casks, nixified.",overlays,https://github.com/jcszymansk/nixcasks,https://github.com/jcszymansk/nixcasks,MIT,2023-07-24 21:17:33,2026-02-01 21:42:56,2026-02-01 21:42:55,1011.0,92.0,4.0,3.0,7.0,5.0,7.0,90,12,True,3,,,,,,5.0,,,,,,,
207,nixpkgs-xr,nix-community/nixpkgs-xr,Automated packages for XR/AR/VR tools and apps for NixOS.,overlays,https://github.com/nix-community/nixpkgs-xr,https://github.com/nix-community/nixpkgs-xr,,2024-01-01 14:10:58,2026-02-01 02:21:54,2026-02-01 02:21:53,1504.0,152.0,10.0,3.0,597.0,7.0,22.0,86,12,True,3,,,,,,11.0,,,,,,,
208,nix-phps,fossar/nix-phps,Flake containing old and unmaintained PHP versions (intended for CI use).,programming-languages,https://github.com/fossar/nix-phps,https://github.com/fossar/nix-phps,MIT,2021-01-09 21:40:06,2026-02-02 00:13:59,2026-01-26 06:26:44,467.0,9.0,24.0,3.0,459.0,5.0,27.0,81,12,True,3,,,,,,17.0,,,,['php'],,,
209,purs-nix,purs-nix/purs-nix,CLI and library combo designed for managing PureScript projects using Nix.,programming-languages,https://github.com/purs-nix/purs-nix,https://github.com/purs-nix/purs-nix,MIT,2021-02-25 04:10:19,2026-01-26 16:52:36,2026-01-26 16:51:59,613.0,24.0,28.0,2.0,21.0,6.0,33.0,79,12,True,3,,,,,,7.0,,,,,,,
