,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,contributor_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,github_release_downloads,monthly_downloads,labels,trending,updated_github_id
71,comma,nix-community/comma,Quickly run any binary; wraps together `nix run` and `nix-index`.,command-line-tools,https://github.com/nix-community/comma,https://github.com/nix-community/comma,MIT,2020-04-28 22:00:21,2025-03-19 19:12:48,2025-03-19 19:12:40,145,,52.0,53,57.0,10.0,31.0,1279,21.0,16,True,2,2024-09-18 17:38:33,1.9.0,16.0,,,,,,,
72,nix-ld,nix-community/nix-ld,Run unpatched dynamic binaries on NixOS.,development,https://github.com/nix-community/nix-ld,https://github.com/nix-community/nix-ld,MIT,2020-11-15 09:46:18,2025-06-16 08:38:59,2025-06-16 08:37:54,398,40.0,17.0,14,129.0,11.0,26.0,1253,17.0,16,True,2,2024-12-27 23:11:16,2.0.4,14.0,,,,,,,
73,nix-init,nix-community/nix-init,"Generate Nix packages from URLs with hash prefetching, dependency inference, license detection, and more.",command-line-tools,https://github.com/nix-community/nix-init,https://github.com/nix-community/nix-init,MPL-2.0,2023-01-18 19:45:48,2025-05-05 09:09:39,2025-05-04 06:51:38,1074,18.0,30.0,6,578.0,29.0,27.0,1081,12.0,16,True,2,2024-08-16 05:45:38,0.3.1,10.0,1.0,1.0,,,,,
74,nix-index,nix-community/nix-index,Quickly locate Nix packages with specific files.,command-line-tools,https://github.com/nix-community/nix-index,https://github.com/nix-community/nix-index,,2017-02-10 15:50:02,2025-06-08 10:47:32,2025-06-08 10:47:32,311,3.0,58.0,8,160.0,66.0,50.0,1019,34.0,16,True,2,2024-05-22 21:15:06,0.1.8,5.0,28.0,28.0,,,,,
75,comin,nlewo/comin,A deployment tool to continuously pull from Git repositories.,deployment-tools,https://github.com/nlewo/comin,https://github.com/nlewo/comin,MIT,2022-12-10 09:13:26,2025-06-22 19:00:12,2025-06-22 19:00:12,257,19.0,25.0,7,48.0,25.0,17.0,655,13.0,16,True,2,2025-06-08 16:26:30,0.7.1,8.0,,,,,,,
76,nixpkgs-fmt,nix-community/nixpkgs-fmt,Nix code formatter for nixpkgs.,command-line-tools,https://github.com/nix-community/nixpkgs-fmt,https://github.com/nix-community/nixpkgs-fmt,Apache-2.0,2019-05-02 19:38:08,2024-07-24 11:56:52,2024-07-24 11:56:51,527,,33.0,10,210.0,32.0,89.0,576,30.0,16,True,2,,,,140.0,140.0,,,,,
77,node2nix,svanderburg/node2nix,Generate Nix expression from a `package.json` (or `package-lock.json`) (to be stored as files).,programming-languages,https://github.com/svanderburg/node2nix,https://github.com/svanderburg/node2nix,MIT,2014-09-18 20:32:04,2024-11-18 23:19:58,2023-01-12 19:28:09,277,,96.0,8,89.0,118.0,124.0,551,49.0,16,False,2,2022-04-20 14:28:23,node2nix-1.11.0,16.0,13.0,13.0,,,,,
78,NixOS Search,NixOS/nixos-search,Search NixOS packages and options.,discovery,https://github.com/NixOS/nixos-search,https://github.com/NixOS/nixos-search,MIT,2020-03-28 04:16:53,2025-06-22 00:12:19,2025-06-17 11:29:08,481,35.0,130.0,16,544.0,115.0,272.0,453,93.0,16,True,2,,,,,,,,,,
79,treefmt-nix,numtide/treefmt-nix,A Nix configuration for `treefmt`.,development,https://github.com/numtide/treefmt-nix,https://github.com/numtide/treefmt-nix,MIT,2022-09-23 09:13:45,2025-06-06 07:29:33,2025-06-06 07:29:33,449,43.0,110.0,10,278.0,31.0,59.0,413,103.0,16,True,2,,,,,,,,,,
80,cabal2nix,NixOS/cabal2nix,Converts a Cabal file into a Nix build expression.,programming-languages,https://github.com/NixOS/cabal2nix,https://github.com/NixOS/cabal2nix,,2011-08-05 15:31:37,2025-06-14 12:05:36,2025-06-14 12:05:36,2595,28.0,152.0,15,331.0,77.0,246.0,376,131.0,16,True,2,,,,,,,,,,
81,terranix,terranix/terranix,Use Nix and the NixOS module system to write your Terraform code.,deployment-tools,https://github.com/terranix/terranix,https://github.com/terranix/terranix,GPL-3.0,2018-12-09 17:51:29,2025-06-08 11:21:24,2025-06-08 11:21:23,448,19.0,44.0,11,82.0,13.0,23.0,359,28.0,16,True,2,2024-10-15 02:32:47,2.8.0,15.0,,,,,,,
82,android-nixpkgs,tadfisher/android-nixpkgs,Nix-packaged Android SDK.,programming-languages,https://github.com/tadfisher/android-nixpkgs,https://github.com/tadfisher/android-nixpkgs,MIT,2018-10-21 06:17:39,2025-06-22 20:21:16,2025-06-22 20:20:59,1850,85.0,41.0,6,63.0,27.0,29.0,358,17.0,16,True,2,,,,,,,,,,
83,donovanglover/nix-config,donovanglover/nix-config,"NixOS configuration with Nix Flakes, Home Manager, Stylix, and Hyprland.",learning,https://github.com/donovanglover/nix-config,https://github.com/donovanglover/nix-config,MIT,2017-10-21 09:31:19,2025-06-03 20:59:44,2025-06-03 20:59:17,3775,45.0,10.0,3,,,4.0,346,,16,True,2,2018-12-13 04:54:01,0.2.0,2.0,,,,,,,
84,nixos-cli,nix-community/nixos-cli,A unified NixOS tooling replacement for nixos-* utilities.,command-line-tools,https://github.com/nix-community/nixos-cli,https://github.com/nix-community/nixos-cli,GPL-3.0,2023-06-26 18:21:45,2025-06-22 21:35:10,2025-06-22 21:35:08,422,116.0,6.0,7,46.0,6.0,21.0,290,5.0,16,True,2,2025-05-11 01:47:13,0.12.2,12.0,,,,,,,
85,harmonia,nix-community/harmonia,Nix binary cache implemented in Rust.,development,https://github.com/nix-community/harmonia,https://github.com/nix-community/harmonia,MIT,2023-01-22 21:22:29,2025-06-19 02:06:03,2025-06-09 16:35:43,955,58.0,23.0,2,541.0,7.0,14.0,258,25.0,16,True,2,2025-04-24 09:17:39,harmonia-v2.1.0,22.0,,,,,,,
86,Typix,loqusion/typix,Deterministic Typst compilation with Nix.,development,https://github.com/loqusion/typix,https://github.com/loqusion/typix,MIT,2023-12-24 03:37:43,2025-06-22 08:46:30,2025-06-22 08:46:29,408,56.0,9.0,5,47.0,2.0,7.0,200,6.0,16,True,2,2025-04-02 22:22:38,0.3.1,12.0,,,,,,,
87,nix-cargo-integration,yusdacra/nix-cargo-integration,Library to easily and effortlessly integrate Cargo projects with Nix.,programming-languages,https://github.com/90-008/nix-cargo-integration,https://github.com/90-008/nix-cargo-integration,MIT,2021-04-10 22:16:35,2025-06-22 06:17:48,2025-06-22 06:17:47,2193,88.0,24.0,4,74.0,2.0,83.0,200,15.0,16,True,2,,,,,,,,['rust'],,90-008/nix-cargo-integration
88,haskell-flake,srid/haskell-flake,A `flake-parts` Nix module for Haskell development.,programming-languages,https://github.com/srid/haskell-flake,https://github.com/srid/haskell-flake,MIT,2022-05-30 13:01:57,2025-06-22 05:20:32,2025-06-05 06:34:04,435,15.0,25.0,9,251.0,35.0,88.0,196,17.0,16,True,2,2024-06-24 17:17:26,0.5.0,5.0,,,,,['haskell'],,
89,nixdoc,nix-community/nixdoc,Tool to generate documentation for Nix library functions.,development,https://github.com/nix-community/nixdoc,https://github.com/nix-community/nixdoc,GPL-3.0,2018-10-25 16:07:24,2025-05-05 22:17:10,2025-02-11 21:34:07,223,,16.0,7,122.0,5.0,21.0,149,14.0,16,True,2,2025-02-11 21:35:04,3.1.0,14.0,12.0,12.0,,,,,
90,nixos-generators,nix-community/nixos-generators,"Take a NixOS config and build multiple different images types including VirtualBox VMs, Azure images, and installation..",installation-media,https://github.com/nix-community/nixos-generators,https://github.com/nix-community/nixos-generators,MIT,2018-04-28 10:16:02,2025-06-23 01:08:36,2025-05-19 13:59:45,482,1.0,144.0,27,267.0,82.0,87.0,2164,68.0,15,True,3,,,,,,,,,-1.0,
91,Nixery,tazjin/nixery,A Docker-compatible container registry which builds images ad-hoc via Nix.,deployment-tools,https://github.com/tazjin/nixery,https://github.com/tazjin/nixery,Apache-2.0,2019-07-29 19:39:48,2025-04-20 11:52:03,2025-04-20 11:46:53,249,1.0,71.0,28,92.0,31.0,48.0,1887,11.0,15,True,2,,,,5.0,5.0,,,,,
92,deploy-rs,serokell/deploy-rs,A simple multi-profile Nix-flake deploy tool.,deployment-tools,https://github.com/serokell/deploy-rs,https://github.com/serokell/deploy-rs,,2020-09-28 17:46:15,2025-06-16 02:00:43,2025-06-05 06:37:47,340,12.0,110.0,25,136.0,88.0,107.0,1646,39.0,15,True,2,,,,,,,,,,
93,impermanence,nix-community/impermanence,Lets you choose what files and directories you want to keep between reboots.,nixos-modules,https://github.com/nix-community/impermanence,https://github.com/nix-community/impermanence,MIT,2020-06-04 19:42:40,2025-05-26 13:55:47,2025-01-25 18:51:23,179,,103.0,18,110.0,73.0,87.0,1438,35.0,15,True,2,,,,,,,,,,
94,flake-utils,numtide/flake-utils,Pure Nix flake utility functions to help with writing flakes.,development,https://github.com/numtide/flake-utils,https://github.com/numtide/flake-utils,MIT,2020-04-11 13:21:34,2024-11-13 21:27:18,2024-11-13 21:27:16,102,,80.0,21,81.0,16.0,24.0,1395,28.0,15,True,2,2022-05-21 09:05:05,1.0.0,1.0,,,,,,,
95,devshell,numtide/devshell,`mkShell` with extra bits and a toml config option to be able to onboard non-nix users.,development,https://github.com/numtide/devshell,https://github.com/numtide/devshell,MIT,2020-08-04 20:29:01,2025-03-17 10:38:59,2025-03-08 22:32:38,345,,91.0,26,194.0,69.0,70.0,1384,40.0,15,True,2,,,,,,,,,,
96,nix-output-monitor,maralorn/nix-output-monitor,A tool to produce useful graphs and statistics when building derivations.,command-line-tools,https://github.com/maralorn/nix-output-monitor,https://github.com/maralorn/nix-output-monitor,AGPL-3.0,2020-10-03 14:25:34,2025-06-20 05:02:03,2025-06-20 04:03:43,539,24.0,32.0,11,32.0,77.0,80.0,1134,17.0,15,True,2,2022-10-15 10:21:00,2.0.0.0,18.0,,,,,,,
97,Zero to Nix,DeterminateSystems/zero-to-nix,"A beginners guide to Nix, providing step-by-step tutorials and explanations.",learning,https://github.com/DeterminateSystems/zero-to-nix,https://github.com/DeterminateSystems/zero-to-nix,,2022-11-07 18:38:33,2025-06-22 00:22:37,2025-06-18 17:39:21,1493,98.0,76.0,13,337.0,33.0,70.0,1048,53.0,15,True,2,,,,,,,,,,
98,System Manager,numtide/system-manager,A non-NixOS Linux system configuration tool built on Nix.,overlays,https://github.com/numtide/system-manager,https://github.com/numtide/system-manager,MIT,2023-03-22 16:38:41,2025-06-16 04:01:45,2025-05-26 09:34:52,645,14.0,32.0,18,184.0,31.0,26.0,1031,21.0,15,True,2,,,,,,,,,,
99,flake.parts,hercules-ci/flake-parts,Minimal Nix modules framework for Flakes: split your flakes into modules and get things done with community modules.,development,https://github.com/hercules-ci/flake-parts,https://github.com/hercules-ci/flake-parts,MIT,2021-10-27 09:03:42,2025-06-08 15:59:34,2025-06-08 15:59:32,379,10.0,51.0,21,165.0,52.0,51.0,937,18.0,15,True,2,,,,,,,,,,
100,KuberNix,saschagrunert/kubernix,Single-dependency Kubernetes clusters via Nix packages.,deployment-tools,https://github.com/saschagrunert/kubernix,https://github.com/saschagrunert/kubernix,MIT,2019-09-22 16:33:58,2023-01-25 11:05:38,2021-11-16 12:25:22,1036,,26.0,10,1179.0,17.0,8.0,784,8.0,15,False,2,2019-11-14 10:07:35,0.2.0,3.0,51.0,51.0,72.0,1.0,,,
101,rnix-lsp,nix-community/rnix-lsp,A syntax-checking language server for Nix.,development,https://github.com/nix-community/rnix-lsp,https://github.com/nix-community/rnix-lsp,MIT,2018-08-19 08:43:21,2024-01-15 11:53:04,2022-11-27 13:18:38,176,,38.0,13,75.0,17.0,21.0,715,24.0,15,False,2,,,,36.0,36.0,,,,,
102,nix2container,nlewo/nix2container,An archive-less dockerTools.buildImage implementation.,deployment-tools,https://github.com/nlewo/nix2container,https://github.com/nlewo/nix2container,Apache-2.0,2021-12-23 09:45:34,2025-06-05 21:19:36,2025-06-05 21:19:36,201,10.0,56.0,13,76.0,49.0,48.0,662,28.0,15,True,2,,,,,,,,,,
103,git-hooks.nix,cachix/git-hooks.nix,Seamless integration of git hooks with Nix.,development,https://github.com/cachix/git-hooks.nix,https://github.com/cachix/git-hooks.nix,Apache-2.0,2019-08-16 13:01:11,2025-06-11 10:13:47,2025-06-11 10:13:43,1027,5.0,176.0,5,427.0,49.0,121.0,659,130.0,15,True,2,,,,,,,,,,
104,flake-utils-plus,gytis-ivaskevicius/flake-utils-plus,A lightweight Nix library flake for painless NixOS flake configuration.,development,https://github.com/gytis-ivaskevicius/flake-utils-plus,https://github.com/gytis-ivaskevicius/flake-utils-plus,MIT,2021-03-13 13:37:12,2025-02-03 13:57:30,2025-02-03 13:57:20,317,,43.0,6,94.0,4.0,56.0,514,23.0,15,True,2,2024-07-02 21:31:57,1.5.1,9.0,,,,,,,
105,nix-pills,NixOS/nix-pills,Guided introduction to Nix fundamentals from basic concepts to advanced use cases.,learning,https://github.com/NixOS/nix-pills,https://github.com/NixOS/nix-pills,CC-BY-SA-4.0,2017-08-14 09:08:14,2025-06-22 21:23:47,2025-06-22 21:23:47,393,7.0,121.0,84,187.0,39.0,38.0,414,110.0,15,True,2,,,,,,,,,,
106,neovim-nightly-overlay,nix-community/neovim-nightly-overlay,Bleeding edge Neovim overlay.,overlays,https://github.com/nix-community/neovim-nightly-overlay,https://github.com/nix-community/neovim-nightly-overlay,,2020-08-23 18:25:45,2025-06-23 00:01:37,2025-06-22 12:52:17,1985,88.0,63.0,6,842.0,1.0,84.0,362,25.0,15,True,2,,,,,,,,,,
107,agenix-rekey,oddlama/agenix-rekey,An agenix extension adding secret generation and automatic rekeying using a YubiKey or master-identity.,security,https://github.com/oddlama/agenix-rekey,https://github.com/oddlama/agenix-rekey,MIT,2023-01-30 15:44:34,2025-06-07 09:48:13,2025-06-07 09:48:13,218,10.0,32.0,6,44.0,17.0,46.0,307,21.0,15,True,2,,,,,,,,,,
108,Self Host Blocks,ibizaman/selfhostblocks,Modular server management based on NixOS modules and focused on best practices.,nixos-modules,https://github.com/ibizaman/selfhostblocks,https://github.com/ibizaman/selfhostblocks,AGPL-3.0,2022-12-17 23:39:16,2025-06-21 01:45:47,2025-06-16 09:26:04,715,20.0,11.0,11,371.0,72.0,31.0,293,10.0,15,True,2,2025-06-08 22:32:56,0.3.0,11.0,,,,,,,
109,NixOS Configuration Examples,NobbZ/nixos-config,An example of NixOS system configuration with home-manager integration.,learning,https://github.com/NobbZ/nixos-config,https://github.com/NobbZ/nixos-config,MIT,2020-10-28 15:25:22,2025-06-22 02:49:58,2025-06-22 02:49:57,4632,196.0,6.0,3,1240.0,11.0,4.0,259,8.0,15,True,2,,,,,,,,,,
110,nix-openwrt-imagebuilder,astro/nix-openwrt-imagebuilder,Build OpenWRT images in Nix derivations.,installation-media,https://github.com/astro/nix-openwrt-imagebuilder,https://github.com/astro/nix-openwrt-imagebuilder,MIT,2022-04-27 20:38:30,2025-06-22 08:45:48,2025-06-22 08:22:26,1254,96.0,22.0,6,35.0,6.0,16.0,193,11.0,15,True,3,,,,,,,,,,
111,niv,nmattia/niv,Easy dependency management for Nix projects with package pinning.,development,https://github.com/nmattia/niv,https://github.com/nmattia/niv,MIT,2019-01-17 21:00:18,2025-03-02 23:46:25,2025-03-02 23:46:23,465,,77.0,18,221.0,79.0,113.0,1726,38.0,14,True,3,,,,,,,,,,
112,nixos-infect,elitak/nixos-infect,Replace a running non-NixOS Linux host with NixOS.,installation-media,https://github.com/elitak/nixos-infect,https://github.com/elitak/nixos-infect,GPL-3.0,2016-04-18 22:10:28,2024-07-04 02:41:41,2024-03-11 15:41:57,165,,256.0,16,158.0,46.0,35.0,1561,86.0,14,False,3,,,,,,,,,,
113,proxmox-nixos,SaumonNet/proxmox-nixos,"The Proxmox Hypervisor, on NixOS.",virtualisation,https://github.com/SaumonNet/proxmox-nixos,https://github.com/SaumonNet/proxmox-nixos,AGPL-3.0,2024-02-18 13:54:11,2025-06-16 09:01:10,2025-06-16 09:01:09,421,70.0,48.0,19,118.0,18.0,39.0,933,15.0,14,True,2,,,,,,,,,,
114,cachix,cachix/cachix,Command line client for Nix binary cache hosting.,development,https://github.com/cachix/cachix,https://github.com/cachix/cachix,,2018-02-25 19:55:01,2025-06-02 17:10:48,2025-06-02 17:01:05,1211,27.0,49.0,11,329.0,120.0,239.0,910,20.0,14,True,3,,,,,,,,,,
115,naersk,nix-community/naersk,Build Rust packages directly from `Cargo.lock`.,programming-languages,https://github.com/nix-community/naersk,https://github.com/nix-community/naersk,MIT,2019-06-13 11:27:21,2025-04-29 11:24:10,2025-04-29 11:24:10,359,6.0,90.0,7,190.0,55.0,111.0,832,52.0,14,True,2,,,,,,,,['rust'],,
116,Arion,hercules-ci/arion,Run `docker-compose` with help from Nix/NixOS.,development,https://github.com/hercules-ci/arion,https://github.com/hercules-ci/arion,Apache-2.0,2018-12-17 16:25:48,2025-04-20 16:35:56,2025-04-20 16:15:25,435,2.0,52.0,14,125.0,92.0,52.0,767,30.0,14,True,3,2024-12-11 12:03:22,0.2.2.0,3.0,,,,,,,
117,nixos-shell,Mic92/nixos-shell,Simple headless VM configuration using Nix (similar to Vagrant).,virtualisation,https://github.com/Mic92/nixos-shell,https://github.com/Mic92/nixos-shell,MIT,2018-04-03 21:46:23,2025-05-16 14:48:26,2025-05-16 14:48:23,145,8.0,38.0,19,40.0,9.0,44.0,746,19.0,14,True,2,2024-08-14 06:20:05,2.0.0,5.0,,,,,,,
118,musnix,musnix/musnix,Do real-time audio work in NixOS.,nixos-modules,https://github.com/musnix/musnix,https://github.com/musnix/musnix,BSD-3-Clause,2014-12-22 20:57:55,2025-06-21 21:06:23,2025-03-06 23:27:52,416,,57.0,17,156.0,11.0,54.0,746,37.0,14,True,3,,,,,,,,,,
119,robotnix,nix-community/robotnix,A declarative and reproducible build system for Android (AOSP) images.,development,https://github.com/nix-community/robotnix,https://github.com/nix-community/robotnix,,2019-06-20 15:20:44,2025-04-19 07:48:35,2025-04-19 07:48:35,1839,23.0,73.0,13,167.0,55.0,71.0,689,27.0,14,True,3,,,,,,,,,,
120,statix,oppiliappan/statix,A linter/fixer to check for and fix antipatterns in Nix code.,command-line-tools,https://github.com/oppiliappan/statix,https://github.com/oppiliappan/statix,MIT,2021-10-24 12:42:29,2025-03-04 02:58:13,2025-03-04 02:58:13,152,,24.0,7,33.0,27.0,34.0,663,16.0,14,True,2,2023-09-09 11:41:50,0.5.8,6.0,,,,,,,
121,nurl,nix-community/nurl,Generate Nix fetcher calls from repository URLs.,command-line-tools,https://github.com/nix-community/nurl,https://github.com/nix-community/nurl,MPL-2.0,2022-12-30 02:06:33,2024-12-11 15:58:07,2024-09-16 16:53:16,701,,9.0,5,370.0,12.0,6.0,570,2.0,14,True,2,2023-07-21 21:21:31,0.3.13,18.0,16.0,16.0,739.0,24.0,,,
122,nixpkgs-update,nix-community/nixpkgs-update,Semi-automatic updating of nixpkgs packages.,development,https://github.com/nix-community/nixpkgs-update,https://github.com/nix-community/nixpkgs-update,CC0-1.0,2017-11-03 02:25:28,2025-06-07 23:15:11,2025-05-20 23:46:17,1070,3.0,80.0,16,195.0,102.0,177.0,505,48.0,14,True,3,,,,,,,,,,
123,kclejeune/system,kclejeune/system,"Declarative system configurations using nixOS, nix-darwin, and home-manager.",learning,https://github.com/kclejeune/system,https://github.com/kclejeune/system,MIT,2020-07-02 06:19:11,2025-06-22 08:06:25,2025-06-13 19:27:44,1166,15.0,44.0,6,361.0,,11.0,489,9.0,14,True,3,,,,,,,,,,
124,noogle,nix-community/noogle,Nix function exploring.,discovery,https://github.com/nix-community/noogle,https://github.com/nix-community/noogle,MIT,2022-11-26 09:35:35,2025-06-22 02:53:18,2025-06-22 02:07:59,928,121.0,15.0,3,683.0,20.0,43.0,448,14.0,14,True,2,,,1.0,,,,,,,
125,nix-minecraft,Infinidoge/nix-minecraft,An attempt to better support Minecraft-related content for the Nix ecosystem.,nixos-modules,https://github.com/Infinidoge/nix-minecraft,https://github.com/Infinidoge/nix-minecraft,MIT,2022-04-25 05:15:48,2025-06-22 02:21:39,2025-06-22 02:21:38,919,74.0,46.0,2,57.0,24.0,46.0,377,18.0,14,True,3,,,,,,,,,,
126,KubeNix,hall/kubenix,A Kubernetes resource builder using Nix.,deployment-tools,https://github.com/hall/kubenix,https://github.com/hall/kubenix,MIT,2022-08-12 02:40:33,2024-06-26 05:41:48,2024-06-25 11:00:14,407,,29.0,11,36.0,15.0,20.0,361,21.0,14,True,3,2024-05-06 23:34:26,0.3.0,3.0,,,,,,,
127,raspberry-pi-nix,nix-community/raspberry-pi-nix,NixOS modules to aid in configuring NixOS for Raspberry PI products.,installation-media,https://github.com/nix-community/raspberry-pi-nix,https://github.com/nix-community/raspberry-pi-nix,MIT,2022-05-21 01:16:06,2025-03-23 01:24:31,2025-03-17 14:59:51,165,,80.0,10,46.0,13.0,53.0,301,14.0,14,True,3,2024-11-05 03:51:57,0.4.1,7.0,,,,,,,
128,cached-nix-shell,xzfc/cached-nix-shell,A `nix-shell` replacement that uses caching to open subsequent shells quickly.,development,https://github.com/xzfc/cached-nix-shell,https://github.com/xzfc/cached-nix-shell,Unlicense,2019-09-18 14:23:00,2024-11-24 23:00:19,2024-06-23 18:47:25,182,,15.0,7,7.0,7.0,21.0,221,6.0,14,True,3,2024-06-23 19:21:14,0.1.6,3.0,8.0,8.0,,,,,
129,nixpkgs-esp-dev,mirrexagon/nixpkgs-esp-dev,Nix flake and overlay for ESP8266 and ESP32 development.,overlays,https://github.com/mirrexagon/nixpkgs-esp-dev,https://github.com/mirrexagon/nixpkgs-esp-dev,CC0-1.0,2019-06-01 04:00:43,2025-05-08 07:57:19,2025-05-08 07:45:06,168,23.0,79.0,10,50.0,15.0,30.0,205,26.0,14,True,3,,,,,,,,,,
130,nixidy,arnarg/nixidy,Kubernetes GitOps with Nix and Argo CD.,devops,https://github.com/arnarg/nixidy,https://github.com/arnarg/nixidy,MIT,2023-12-11 11:40:00,2025-06-17 15:32:21,2025-06-17 15:24:26,131,10.0,6.0,3,10.0,3.0,19.0,177,3.0,14,True,2,2025-06-17 15:36:12,0.11.0,12.0,2.0,2.0,,,,,
131,sbomnix,tiiuae/sbomnix,A suite of utilities to help with software supply chain challenges on nix targets.,security,https://github.com/tiiuae/sbomnix,https://github.com/tiiuae/sbomnix,,2022-12-08 10:45:27,2025-06-16 12:01:44,2025-06-16 12:01:36,313,19.0,26.0,8,154.0,11.0,13.0,177,16.0,14,True,2,2025-03-21 09:32:33,1.7.2,17.0,,,383.0,13.0,,,
132,clj-nix,jlesquembre/clj-nix,Nix helper functions for Clojure projects.,programming-languages,https://github.com/jlesquembre/clj-nix,https://github.com/jlesquembre/clj-nix,EPL-2.0,2022-04-02 19:16:53,2025-06-18 15:27:17,2025-06-18 15:27:17,252,8.0,24.0,6,99.0,24.0,46.0,163,16.0,14,True,2,2024-11-20 01:44:18,0.4.0,1.0,,,,,,,
133,MCP-NixOS,utensils/mcp-nixos,"An MCP server that provides AI assistants with accurate information about NixOS packages, options, Home Manager, and..",development,https://github.com/utensils/mcp-nixos,https://github.com/utensils/mcp-nixos,MIT,2025-03-20 05:05:00,2025-06-22 06:17:10,2025-06-22 06:17:10,330,278.0,11.0,4,25.0,1.0,7.0,145,4.0,14,True,3,2025-05-26 22:43:15,1.0.0,1.0,,,,,,,
134,NixNeovimPlugins,NixNeovim/NixNeovimPlugins,Makes all neovim plugins available in nix (Auto updated).,overlays,https://github.com/NixNeovim/NixNeovimPlugins,https://github.com/NixNeovim/NixNeovimPlugins,MIT,2022-08-13 14:50:55,2025-06-22 14:26:45,2025-06-22 14:26:44,1385,32.0,27.0,2,94.0,1.0,43.0,136,35.0,14,True,3,,,,1.0,1.0,,,,,
135,Nix Starter Config,Misterio77/nix-starter-configs,A few simple Nix Flake templates for getting started with NixOS + home-manager.,learning,https://github.com/Misterio77/nix-starter-configs,https://github.com/Misterio77/nix-starter-configs,CC0-1.0,2021-12-16 20:29:26,2024-09-07 01:05:58,2024-09-07 01:05:58,97,,158.0,48,21.0,21.0,50.0,3195,10.0,13,True,3,,,,,,,,,,
136,nix-bundle,nix-community/nix-bundle,Bundle Nix derivations to run anywhere!.,command-line-tools,https://github.com/nix-community/nix-bundle,https://github.com/nix-community/nix-bundle,MIT,2016-06-14 19:51:08,2024-10-16 16:12:21,2024-10-16 16:12:21,181,,55.0,27,44.0,45.0,33.0,731,20.0,13,True,2,2018-04-10 19:46:47,0.3.0,1.0,,,105.0,1.0,,,
137,nix-topology,oddlama/nix-topology,Generate infrastructure and network diagrams directly from your NixOS configuration.,nixos-modules,https://github.com/oddlama/nix-topology,https://github.com/oddlama/nix-topology,MIT,2024-04-03 20:05:49,2025-04-08 19:57:44,2025-04-08 19:57:44,208,4.0,33.0,12,60.0,9.0,13.0,727,21.0,13,True,3,,,,,,,,,,
138,nixbsd,nixos-bsd/nixbsd,An unofficial NixOS fork with a FreeBSD kernel.,distributions,https://github.com/nixos-bsd/nixbsd,https://github.com/nixos-bsd/nixbsd,MIT,2023-12-24 23:35:29,2025-06-13 05:33:40,2025-03-28 08:58:25,316,5.0,25.0,22,12.0,12.0,18.0,708,6.0,13,True,2,,,,,,,,,,
139,nix-snapshotter,pdtpartners/nix-snapshotter,Brings native understanding of Nix packages to containerd.,virtualisation,https://github.com/pdtpartners/nix-snapshotter,https://github.com/pdtpartners/nix-snapshotter,MIT,2023-07-05 18:31:50,2024-12-15 19:04:03,2024-12-15 19:04:03,84,,22.0,15,88.0,22.0,49.0,665,10.0,13,True,3,2024-10-24 14:57:35,0.2.1,5.0,,,,,,,
140,compose2nix,aksiksi/compose2nix,Generate a NixOS config from a Docker Compose project.,development,https://github.com/aksiksi/compose2nix,https://github.com/aksiksi/compose2nix,MIT,2023-11-01 01:22:49,2025-03-16 05:48:11,2025-03-04 03:38:02,240,,8.0,6,40.0,10.0,34.0,590,4.0,13,True,3,2024-10-14 02:50:13,0.3.1,18.0,,,,,,,
141,nixpkgs-mozilla,mozilla/nixpkgs-mozilla,Mozilla overlay for Nixpkgs.,overlays,https://github.com/mozilla/nixpkgs-mozilla,https://github.com/mozilla/nixpkgs-mozilla,MIT,2016-06-16 22:14:00,2025-04-14 09:54:33,2025-04-14 09:54:33,273,1.0,128.0,15,201.0,50.0,92.0,558,65.0,13,True,3,,,,,,,,,,
142,rnix-parser,nix-community/rnix-parser,A Nix parser written in Rust.,development,https://github.com/nix-community/rnix-parser,https://github.com/nix-community/rnix-parser,MIT,2018-08-11 12:29:05,2025-01-09 22:07:46,2025-01-09 22:07:46,362,,46.0,8,116.0,9.0,46.0,397,26.0,13,True,3,,,,2.0,2.0,,,,,
143,flakelight,nix-community/flakelight,A modular flake framework aiming to minimize boilerplate.,development,https://github.com/nix-community/flakelight,https://github.com/nix-community/flakelight,MIT,2023-04-09 00:56:54,2025-06-16 12:51:36,2025-06-16 12:51:12,261,19.0,7.0,6,7.0,3.0,23.0,302,5.0,13,True,3,,,,,,,,,,
144,nix-mineral,cynicsketch/nix-mineral,Conveniently and reasonably harden NixOS.,nixos-modules,https://github.com/cynicsketch/nix-mineral,https://github.com/cynicsketch/nix-mineral,GPL-3.0,2024-05-10 21:02:28,2025-06-11 14:20:58,2025-06-11 14:20:58,185,30.0,14.0,4,25.0,26.0,22.0,285,6.0,13,True,3,,,7.0,,,,,,,
145,NixVirt,AshleyYakeley/NixVirt,LibVirt domain management for Nix.,virtualisation,https://github.com/AshleyYakeley/NixVirt,https://github.com/AshleyYakeley/NixVirt,MIT,2024-01-27 19:54:59,2025-05-25 04:01:24,2025-05-25 02:26:43,407,6.0,32.0,3,49.0,5.0,35.0,259,19.0,13,True,3,,,,,,,,,,
