,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,dependent_project_count,github_dependent_project_count,updated_github_id,labels,trending,gitlab_id,gitlab_url
96,nix-snapshotter,pdtpartners/nix-snapshotter,Brings native understanding of Nix packages to containerd.,virtualisation,https://github.com/pdtpartners/nix-snapshotter,https://github.com/pdtpartners/nix-snapshotter,MIT,2023-07-05 18:31:50,2026-02-24 20:46:33,2026-02-24 19:44:30,89.0,2.0,30.0,15.0,105.0,22.0,55.0,800,16,True,2,2026-02-24 20:46:33,0.4.0,,,8.0,12.0,18.0,18.0,,,,,
97,node2nix,svanderburg/node2nix,Generate Nix expression from a `package.json` (or `package-lock.json`) (to be stored as files).,programming-languages,https://github.com/svanderburg/node2nix,https://github.com/svanderburg/node2nix,MIT,2014-09-18 20:32:04,2024-11-18 23:19:58,2023-01-12 19:28:09,277.0,,97.0,6.0,90.0,119.0,124.0,582,16,False,2,2022-04-20 14:28:23,node2nix-1.11.0,,,16.0,49.0,13.0,13.0,,,,,
98,nixpkgs-update,nix-community/nixpkgs-update,Semi-automatic updating of nixpkgs packages.,development,https://github.com/nix-community/nixpkgs-update,https://github.com/nix-community/nixpkgs-update,CC0-1.0,2017-11-03 02:25:28,2026-03-30 03:25:14,2026-03-30 03:25:12,1116.0,12.0,90.0,16.0,230.0,113.0,185.0,579,16,True,2,,,,,,59.0,,,,,,,
99,treefmt-nix,numtide/treefmt-nix,"A formatter that allows formatting all your project files with a single command, all via a single `.nix` file.",development,https://github.com/numtide/treefmt-nix,https://github.com/numtide/treefmt-nix,MIT,2022-09-23 09:13:45,2026-04-02 10:30:35,2026-04-02 10:30:35,547.0,31.0,158.0,9.0,371.0,46.0,75.0,578,16,True,2,,,,,,135.0,,,,,,,
100,nixpkgs-fmt,nix-community/nixpkgs-fmt,Nix code formatter for nixpkgs.,command-line-tools,https://github.com/nix-community/nixpkgs-fmt,https://github.com/nix-community/nixpkgs-fmt,Apache-2.0,2019-05-02 19:38:08,2024-07-24 11:56:52,2024-07-24 11:56:51,527.0,,32.0,9.0,210.0,32.0,89.0,564,16,False,2,,,,,,30.0,150.0,150.0,,,,,
101,nix-minecraft,Infinidoge/nix-minecraft,An attempt to better support Minecraft-related content for the Nix ecosystem.,nixos-modules,https://github.com/Infinidoge/nix-minecraft,https://github.com/Infinidoge/nix-minecraft,MIT,2022-04-25 05:15:48,2026-04-05 03:25:39,2026-04-05 03:25:38,1097.0,50.0,73.0,2.0,78.0,27.0,61.0,534,16,True,2,,,,,,29.0,,,,,,,
102,Makes,fluidattacks/makes,"A Nix-based CI/CD pipeline framework for building, testing, and releasing projects in any language, from anywhere.",devops,https://github.com/fluidattacks/makes,https://github.com/fluidattacks/makes,MIT,2021-06-21 17:03:36,2025-09-01 18:51:09,2025-07-30 20:07:31,1434.0,,45.0,8.0,1003.0,27.0,408.0,497,16,True,1,2024-08-12 19:34:11,24.09,173.0,3.0,25.0,27.0,,,,,,,
103,Self Host Blocks,ibizaman/selfhostblocks,Modular server management based on NixOS modules and focused on best practices.,nixos-modules,https://github.com/ibizaman/selfhostblocks,https://github.com/ibizaman/selfhostblocks,AGPL-3.0,2022-12-17 23:39:16,2026-04-02 02:54:48,2026-04-02 02:54:47,1029.0,84.0,16.0,10.0,524.0,101.0,60.0,446,16,True,2,2026-02-03 06:22:29,0.7.3,,,25.0,16.0,,,,,,,
104,terranix,terranix/terranix,Use Nix and the NixOS module system to write your Terraform code.,deployment-tools,https://github.com/terranix/terranix,https://github.com/terranix/terranix,GPL-3.0,2018-12-09 17:51:29,2026-03-16 22:40:38,2026-03-16 22:40:38,473.0,15.0,51.0,11.0,99.0,22.0,30.0,440,16,True,2,2024-10-15 02:32:47,2.8.0,,,15.0,34.0,,,,,,,
105,android-nixpkgs,tadfisher/android-nixpkgs,Nix-packaged Android SDK.,programming-languages,https://github.com/tadfisher/android-nixpkgs,https://github.com/tadfisher/android-nixpkgs,MIT,2018-10-21 06:17:39,2026-04-05 20:31:58,2026-04-05 20:31:38,2097.0,79.0,46.0,5.0,65.0,30.0,34.0,408,16,True,2,,,,,,18.0,,,,['android'],,,
106,cabal2nix,NixOS/cabal2nix,Converts a Cabal file into a Nix build expression.,programming-languages,https://github.com/NixOS/cabal2nix,https://github.com/NixOS/cabal2nix,,2011-08-05 15:31:37,2026-03-30 10:04:52,2026-03-30 10:04:52,2702.0,40.0,156.0,13.0,381.0,75.0,252.0,399,16,True,2,,,,,,134.0,,,,,,,
107,nixos-cli,nix-community/nixos-cli,A unified NixOS tooling replacement for nixos-* utilities.,command-line-tools,https://github.com/nix-community/nixos-cli,https://github.com/nix-community/nixos-cli,GPL-3.0,2023-06-26 18:21:45,2026-04-05 07:24:59,2026-04-05 07:24:59,695.0,124.0,11.0,6.0,159.0,5.0,47.0,358,16,True,2,2025-11-09 12:19:57,0.15.0,,,16.0,12.0,,,,,,,
108,flake-checker,DeterminateSystems/flake-checker,Health checks for your Nix flakes.,command-line-tools,https://github.com/DeterminateSystems/flake-checker,https://github.com/DeterminateSystems/flake-checker,Apache-2.0,2023-05-19 13:36:34,2026-03-27 14:59:21,2026-03-27 14:59:20,708.0,16.0,9.0,6.0,209.0,3.0,11.0,319,16,True,2,2026-01-08 12:47:32,0.2.11,2251.0,66.0,33.0,12.0,,,,,,,
109,nixidy,arnarg/nixidy,Kubernetes GitOps with Nix and Argo CD.,devops,https://github.com/arnarg/nixidy,https://github.com/arnarg/nixidy,MIT,2023-12-11 11:40:00,2026-03-24 08:39:44,2026-03-24 08:33:14,236.0,14.0,16.0,6.0,46.0,6.0,35.0,300,16,True,1,2025-12-11 13:41:42,0.18.1,,,20.0,14.0,2.0,2.0,,,,,
110,nix-openwrt-imagebuilder,astro/nix-openwrt-imagebuilder,Build OpenWRT images in Nix derivations.,installation-media,https://github.com/astro/nix-openwrt-imagebuilder,https://github.com/astro/nix-openwrt-imagebuilder,MIT,2022-04-27 20:38:30,2026-04-05 08:52:30,2026-04-05 08:52:30,1586.0,108.0,28.0,6.0,47.0,6.0,26.0,242,16,True,2,,,,,,15.0,,,,,,,
111,haskell-flake,srid/haskell-flake,A `flake-parts` Nix module for Haskell development.,programming-languages,https://github.com/srid/haskell-flake,https://github.com/srid/haskell-flake,MIT,2022-05-30 13:01:57,2026-04-05 21:44:41,2026-04-05 21:44:39,485.0,12.0,26.0,9.0,297.0,38.0,92.0,227,16,True,2,2024-06-24 17:17:26,0.5.0,,,5.0,17.0,,,,['haskell'],,,
112,nothing-but-nix,wimpysworld/nothing-but-nix,Create a 130GB Nix store in GitHub runners by ruthlessly purging unnecessary software and configuring BTRFS RAID-0 for..,github-actions,https://github.com/wimpysworld/nothing-but-nix,https://github.com/wimpysworld/nothing-but-nix,MIT,2025-05-13 15:16:25,2026-02-14 02:30:30,2026-02-14 01:27:40,88.0,14.0,8.0,1.0,32.0,,15.0,217,16,True,3,2026-02-14 02:30:30,10,,,9.0,7.0,226.0,226.0,,,,,
113,nix-cargo-integration,yusdacra/nix-cargo-integration,Library to easily and effortlessly integrate Cargo projects with Nix.,programming-languages,https://github.com/90-008/nix-cargo-integration,https://github.com/90-008/nix-cargo-integration,MIT,2021-04-10 22:16:35,2026-04-05 06:55:51,2026-04-05 06:55:51,2455.0,88.0,24.0,3.0,75.0,5.0,84.0,217,16,True,2,,,,,,15.0,,,90-008/nix-cargo-integration,['rust'],,,
114,NixNeovimPlugins,NixNeovim/NixNeovimPlugins,Makes all neovim plugins available in nix (Auto updated).,editors-and-ides,https://github.com/NixNeovim/NixNeovimPlugins,https://github.com/NixNeovim/NixNeovimPlugins,MIT,2022-08-13 14:50:55,2026-04-05 14:54:10,2026-04-05 14:54:09,1495.0,46.0,29.0,1.0,104.0,2.0,47.0,155,16,True,2,,,,,,38.0,1.0,1.0,,,,,
115,flake-checker-action,DeterminateSystems/flake-checker-action,A GitHub Action that performs health checks for your Nix flake.lock files.,github-actions,https://github.com/DeterminateSystems/flake-checker-action,https://github.com/DeterminateSystems/flake-checker-action,MIT,2023-06-05 11:10:57,2026-04-02 15:26:07,2026-03-31 14:07:14,192.0,35.0,5.0,2.0,105.0,1.0,7.0,79,16,True,3,2025-07-15 02:38:22,12,,,12.0,4.0,1644.0,1644.0,,,,,
116,flake-edit,a-kenji/flake-edit,Edit your flake inputs with ease.,development,https://github.com/a-kenji/flake-edit,https://github.com/a-kenji/flake-edit,MIT,2023-10-06 21:58:29,2026-04-02 19:23:27,2026-04-02 19:23:27,1205.0,263.0,1.0,2.0,463.0,13.0,26.0,53,16,True,2,2026-03-18 21:06:19,0.3.4,,,7.0,4.0,,,,,,,
117,mitchellh/nixos-config,mitchellh/nixos-config,"NixOS system configurations for a development environment, primarily running in a VM on macOS with VMware Fusion.",nix-configurations,https://github.com/mitchellh/nixos-config,https://github.com/mitchellh/nixos-config,MIT,2020-05-05 05:13:41,2026-04-04 21:31:30,2026-04-04 21:31:24,419.0,7.0,246.0,42.0,23.0,8.0,20.0,2952,15,True,2,,,,,,8.0,,,,,,,
118,nixos-generators,nix-community/nixos-generators,"Take a NixOS config and build multiple different images types including VirtualBox VMs, Azure images, and installation..",installation-media,https://github.com/nix-community/nixos-generators,https://github.com/nix-community/nixos-generators,MIT,2018-04-28 10:16:02,2026-01-30 22:50:15,2026-01-30 22:50:15,487.0,2.0,153.0,26.0,275.0,87.0,90.0,2406,15,True,3,,,,,,69.0,,,,,-1.0,,
119,agenix,ryantm/agenix,age-encrypted secrets for NixOS and Home manager.,security,https://github.com/ryantm/agenix,https://github.com/ryantm/agenix,CC0-1.0,2020-09-01 04:38:08,2026-02-04 00:31:49,2026-02-04 00:31:49,359.0,1.0,144.0,15.0,178.0,87.0,94.0,2292,15,True,2,2023-12-20 16:42:54,0.15.0,,,12.0,57.0,,,,,,,
120,Nixery,tazjin/nixery,A Docker-compatible container registry which builds images ad-hoc via Nix.,deployment-tools,https://github.com/tazjin/nixery,https://github.com/tazjin/nixery,Apache-2.0,2019-07-29 19:39:48,2026-03-19 08:20:29,2026-03-14 09:20:29,258.0,1.0,79.0,26.0,102.0,32.0,51.0,1984,15,True,2,,,,,,12.0,5.0,5.0,,,,,
121,nil,oxalica/nil,"NIx Language server, an incremental analysis assistent for writing in Nix.",development,https://github.com/oxalica/nil,https://github.com/oxalica/nil,Apache-2.0,2022-07-19 08:55:08,2025-12-10 00:33:51,2025-12-10 00:33:51,550.0,,64.0,9.0,70.0,29.0,92.0,1817,15,True,2,2025-06-13 06:48:41,2025-06-13,,,17.0,31.0,,,,,,,
122,impermanence,nix-community/impermanence,Lets you choose what files and directories you want to keep between reboots.,nixos-modules,https://github.com/nix-community/impermanence,https://github.com/nix-community/impermanence,MIT,2020-06-04 19:42:40,2026-01-27 21:09:45,2026-01-27 21:09:29,203.0,11.0,123.0,16.0,123.0,78.0,114.0,1735,15,True,2,,,,,,37.0,,,,,,,
123,flake-utils,numtide/flake-utils,Pure Nix flake utility functions to help with writing flakes.,development,https://github.com/numtide/flake-utils,https://github.com/numtide/flake-utils,MIT,2020-04-11 13:21:34,2024-11-13 21:27:18,2024-11-13 21:27:16,102.0,,84.0,21.0,81.0,17.0,24.0,1573,15,False,2,2022-05-21 09:05:05,1.0.0,,,1.0,28.0,,,,,,,
124,dream2nix,nix-community/dream2nix,A framework for automatically converting packages from other build systems to Nix.,development,https://github.com/nix-community/dream2nix,https://github.com/nix-community/dream2nix,MIT,2021-09-03 15:30:51,2025-12-17 06:30:15,2025-12-17 06:30:15,2444.0,,143.0,11.0,831.0,174.0,128.0,1244,15,True,2,,,,,,80.0,,,,,,,
125,proxmox-nixos,SaumonNet/proxmox-nixos,"The Proxmox Hypervisor, on NixOS.",virtualisation,https://github.com/SaumonNet/proxmox-nixos,https://github.com/SaumonNet/proxmox-nixos,AGPL-3.0,2024-02-18 13:54:11,2026-04-03 15:06:03,2026-04-03 15:06:03,603.0,61.0,63.0,19.0,151.0,27.0,49.0,1226,15,True,3,,,,,,18.0,,,,,,,
126,cachix,cachix/cachix,Command line client for Nix binary cache hosting.,development,https://github.com/cachix/cachix,https://github.com/cachix/cachix,,2018-02-25 19:55:01,2026-04-01 11:16:47,2026-03-20 14:40:33,1405.0,39.0,53.0,10.0,349.0,120.0,250.0,1022,15,True,2,,,,,,21.0,,,,,,,
127,nix-topology,oddlama/nix-topology,Generate infrastructure and network diagrams directly from your NixOS configuration.,nixos-modules,https://github.com/oddlama/nix-topology,https://github.com/oddlama/nix-topology,MIT,2024-04-03 20:05:49,2026-03-29 22:53:10,2026-03-29 22:53:10,322.0,67.0,43.0,11.0,114.0,10.0,17.0,905,15,True,2,,,,,,27.0,,,,,,,
128,Arion,hercules-ci/arion,Run `docker-compose` with help from Nix/NixOS.,development,https://github.com/hercules-ci/arion,https://github.com/hercules-ci/arion,Apache-2.0,2018-12-17 16:25:48,2026-04-05 02:39:16,2026-02-05 02:45:57,456.0,3.0,56.0,13.0,135.0,91.0,56.0,877,15,True,2,2024-12-11 12:03:22,0.2.2.0,,,3.0,31.0,,,,,,,
129,statix,oppiliappan/statix,A linter/fixer to check for and fix antipatterns in Nix code.,command-line-tools,https://github.com/oppiliappan/statix,https://github.com/oppiliappan/statix,MIT,2021-10-24 12:42:29,2026-04-03 02:57:00,2025-10-16 06:31:33,283.0,,32.0,7.0,76.0,39.0,44.0,865,15,True,2,2023-09-09 11:41:50,0.5.8,,,6.0,20.0,,,,,,,
130,compose2nix,aksiksi/compose2nix,Generate a NixOS config from a Docker Compose project.,development,https://github.com/aksiksi/compose2nix,https://github.com/aksiksi/compose2nix,MIT,2023-11-01 01:22:49,2026-03-30 16:42:47,2026-03-30 16:42:47,264.0,5.0,15.0,4.0,52.0,9.0,42.0,819,15,True,2,2025-11-03 13:53:54,0.3.3,,,20.0,6.0,,,,,,,
131,robotnix,nix-community/robotnix,A declarative and reproducible build system for Android (AOSP) images.,development,https://github.com/nix-community/robotnix,https://github.com/nix-community/robotnix,,2019-06-20 15:20:44,2026-04-05 21:48:10,2026-04-05 09:26:23,2176.0,90.0,87.0,12.0,241.0,63.0,73.0,771,15,True,2,,,,,,33.0,,,,['android'],,,
132,rnix-lsp,nix-community/rnix-lsp,A syntax-checking language server for Nix.,development,https://github.com/nix-community/rnix-lsp,https://github.com/nix-community/rnix-lsp,MIT,2018-08-19 08:43:21,2024-01-15 11:53:04,2022-11-27 13:18:38,176.0,,39.0,12.0,75.0,17.0,21.0,712,15,False,2,,,,,,24.0,36.0,36.0,,,,,
133,uv2nix,pyproject-nix/uv2nix,Ingest uv workspaces using Nix.,programming-languages,https://github.com/pyproject-nix/uv2nix,https://github.com/pyproject-nix/uv2nix,MIT,2024-08-22 04:29:29,2026-04-05 10:49:07,2026-04-05 10:48:59,452.0,47.0,37.0,6.0,255.0,1.0,59.0,696,15,True,2,,,,,,19.0,,,,['python'],,,
134,nixos-facter,nix-community/nixos-facter,Declarative hardware configuration for NixOS.,nixos-modules,https://github.com/nix-community/nixos-facter,https://github.com/nix-community/nixos-facter,,2024-06-12 08:51:04,2026-04-05 04:36:54,2026-04-03 04:30:43,618.0,122.0,14.0,12.0,406.0,48.0,55.0,599,15,True,2,2025-12-30 04:15:59,0.4.3,,,6.0,14.0,,,,,,,
135,flake-utils-plus,gytis-ivaskevicius/flake-utils-plus,A lightweight Nix library flake for painless NixOS flake configuration.,development,https://github.com/gytis-ivaskevicius/flake-utils-plus,https://github.com/gytis-ivaskevicius/flake-utils-plus,MIT,2021-03-13 13:37:12,2025-02-03 13:57:30,2025-02-03 13:57:20,317.0,,46.0,5.0,95.0,4.0,57.0,548,15,False,2,2024-07-02 21:31:57,1.5.1,,,9.0,23.0,,,,,,,
136,noogle,nix-community/noogle,Nix function exploring.,discovery,https://github.com/nix-community/noogle,https://github.com/nix-community/noogle,MIT,2022-11-26 09:35:35,2026-04-05 03:57:04,2026-03-17 10:43:23,1204.0,44.0,19.0,2.0,1299.0,20.0,46.0,543,15,True,2,,,,,1.0,21.0,,,,,,,
137,kclejeune/system,kclejeune/system,"Declarative system configurations using nixOS, nix-darwin, and home-manager.",nix-configurations,https://github.com/kclejeune/system,https://github.com/kclejeune/system,MIT,2020-07-02 06:19:11,2026-04-05 22:35:26,2026-04-05 22:35:24,1344.0,57.0,42.0,5.0,406.0,,11.0,513,15,True,2,,,,,,9.0,,,,,,,
138,nix-mineral,cynicsketch/nix-mineral,Conveniently and reasonably harden NixOS.,nixos-modules,https://github.com/cynicsketch/nix-mineral,https://github.com/cynicsketch/nix-mineral,GPL-3.0,2024-05-10 21:02:28,2026-03-16 17:39:53,2026-03-16 17:38:54,458.0,72.0,25.0,9.0,47.0,31.0,44.0,462,15,True,2,,,,,11.0,15.0,,,,,,,
139,cargo2nix,cargo2nix/cargo2nix,Granular builds of Rust projects for Nix.,programming-languages,https://github.com/cargo2nix/cargo2nix,https://github.com/cargo2nix/cargo2nix,MIT,2019-05-13 03:27:27,2025-06-19 20:24:21,2025-06-19 20:19:13,637.0,,85.0,12.0,218.0,71.0,119.0,454,15,True,2,2025-06-19 20:23:17,0.12.0,,,15.0,42.0,,,,['rust'],,,
140,neovim-nightly-overlay,nix-community/neovim-nightly-overlay,Bleeding edge Neovim overlay.,editors-and-ides,https://github.com/nix-community/neovim-nightly-overlay,https://github.com/nix-community/neovim-nightly-overlay,,2020-08-23 18:25:45,2026-04-06 00:01:14,2026-04-05 22:22:34,2289.0,100.0,68.0,5.0,1130.0,1.0,91.0,411,15,True,2,,,,,,27.0,,,,,,,
141,agenix-rekey,oddlama/agenix-rekey,An agenix extension adding secret generation and automatic rekeying using a YubiKey or master-identity.,security,https://github.com/oddlama/agenix-rekey,https://github.com/oddlama/agenix-rekey,MIT,2023-01-30 15:44:34,2026-03-26 10:53:59,2026-03-26 10:53:59,254.0,10.0,47.0,4.0,66.0,22.0,59.0,398,15,True,2,,,,,,29.0,,,,,,,
142,dix,bloxx12/dix,A blazingly fast tool to diff Nix related things.,command-line-tools,https://github.com/faukah/dix,https://github.com/faukah/dix,GPL-3.0,2025-05-04 12:13:11,2026-02-22 21:51:30,2026-02-22 21:50:51,232.0,55.0,6.0,2.0,42.0,1.0,13.0,248,15,True,2,2026-01-31 21:39:02,1.4.2,,,12.0,7.0,3.0,3.0,faukah/dix,,,,
143,nix-your-shell,MercuryTechnologies/nix-your-shell,A nix and nix-shell wrapper for shells other than bash.,command-line-tools,https://github.com/MercuryTechnologies/nix-your-shell,https://github.com/MercuryTechnologies/nix-your-shell,MIT,2023-02-09 22:45:07,2026-03-25 16:21:52,2026-03-25 16:16:54,98.0,19.0,23.0,11.0,95.0,6.0,17.0,248,15,True,2,2026-03-25 16:21:54,1.4.10,265.0,6.0,19.0,15.0,1.0,1.0,,,,,
144,mcp-servers-nix,natsukium/mcp-servers-nix,A Nix-based configuration framework for Model Control Protocol (MCP) servers with ready-to-use packages.,ai-tooling,https://github.com/natsukium/mcp-servers-nix,https://github.com/natsukium/mcp-servers-nix,Apache-2.0,2025-04-06 17:58:14,2026-04-05 12:31:58,2026-04-01 01:33:50,752.0,253.0,32.0,3.0,400.0,5.0,14.0,234,15,True,2,,,,,,12.0,,,,,,,
145,tree-sitter-nix,nix-community/tree-sitter-nix,Nix grammar for tree-sitter.,development,https://github.com/nix-community/tree-sitter-nix,https://github.com/nix-community/tree-sitter-nix,MIT,2019-03-22 10:12:10,2026-04-03 13:33:47,2025-12-03 17:15:50,188.0,,48.0,2.0,118.0,21.0,30.0,228,15,True,2,,,,,,21.0,18.0,18.0,,,,,
146,clj-nix,jlesquembre/clj-nix,Nix helper functions for Clojure projects.,programming-languages,https://github.com/jlesquembre/clj-nix,https://github.com/jlesquembre/clj-nix,EPL-2.0,2022-04-02 19:16:53,2026-03-30 05:36:20,2026-03-10 14:11:27,272.0,14.0,25.0,4.0,114.0,27.0,48.0,178,15,True,2,2024-11-20 01:44:18,0.4.0,,,1.0,17.0,,,,,,,
147,nix4vscode,nix-community/nix4vscode,Nix overlay for VSCode.,editors-and-ides,https://github.com/nix-community/nix4vscode,https://github.com/nix-community/nix4vscode,Apache-2.0,2023-09-07 13:34:42,2026-04-05 03:05:38,2026-04-05 03:05:25,1411.0,202.0,13.0,3.0,332.0,,,123,15,True,2,2025-03-24 04:06:13,nix4vscode-v0.0.12,219.0,10.0,12.0,15.0,,,,,,,
148,niv,nmattia/niv,Easy dependency management for Nix projects with package pinning.,development,https://github.com/nmattia/niv,https://github.com/nmattia/niv,MIT,2019-01-17 21:00:18,2026-03-26 20:53:06,2026-03-26 20:53:05,466.0,1.0,77.0,17.0,222.0,80.0,113.0,1817,14,True,2,,,,,,38.0,,,,,,,
149,attic,zhaofengli/attic,Multi-tenant Nix Binary Cache.,development,https://github.com/zhaofengli/attic,https://github.com/zhaofengli/attic,,2022-12-31 23:43:41,2026-03-17 22:02:29,2025-09-24 10:59:48,425.0,,155.0,14.0,137.0,122.0,67.0,1807,14,True,2,,,,,,35.0,,,,,,,
150,nixbsd,nixos-bsd/nixbsd,An unofficial NixOS fork with a FreeBSD kernel.,distributions,https://github.com/nixos-bsd/nixbsd,https://github.com/nixos-bsd/nixbsd,MIT,2023-12-24 23:35:29,2026-03-24 20:22:18,2026-03-24 20:12:43,347.0,5.0,34.0,26.0,20.0,15.0,21.0,923,14,True,2,,,,,,8.0,,,,,,,
151,musnix,musnix/musnix,Do real-time audio work in NixOS.,nixos-modules,https://github.com/musnix/musnix,https://github.com/musnix/musnix,BSD-3-Clause,2014-12-22 20:57:55,2026-04-01 02:34:35,2026-03-10 23:31:16,424.0,4.0,63.0,16.0,163.0,13.0,57.0,879,14,True,3,,,,,,39.0,,,,,,,
152,nix-bundle,nix-community/nix-bundle,Bundle Nix derivations to run anywhere.,command-line-tools,https://github.com/nix-community/nix-bundle,https://github.com/nix-community/nix-bundle,MIT,2016-06-14 19:51:08,2025-09-01 14:14:28,2025-09-01 14:14:16,186.0,,57.0,26.0,46.0,47.0,33.0,830,14,True,2,2018-04-10 19:46:47,0.3.0,121.0,1.0,1.0,21.0,,,,,,,
153,chaotic-nyx,chaotic-cx/nyx,Daily bumped bleeding edge packages like `mesa_git` & others that arent yet in Nixpkgs. Created by the makers of..,overlays,https://github.com/chaotic-cx/nyx,https://github.com/chaotic-cx/nyx,MIT,2023-03-27 20:33:14,2025-12-08 14:39:14,2025-12-08 14:32:21,2479.0,,78.0,4.0,1134.0,,128.0,656,14,True,2,,,,,,52.0,,,,,,,
154,nix-pills,NixOS/nix-pills,Guided introduction to Nix fundamentals from basic concepts to advanced use cases.,learning,https://github.com/NixOS/nix-pills,https://github.com/NixOS/nix-pills,CC-BY-SA-4.0,2017-08-14 09:08:14,2025-08-25 18:50:18,2025-08-25 18:50:18,398.0,,126.0,77.0,191.0,40.0,38.0,467,14,True,2,,,,,,114.0,,,,,,,
155,spicetify-nix,Gerg-L/spicetify-nix,A nix library for modifying spotify with spicetify.,theming,https://github.com/Gerg-L/spicetify-nix,https://github.com/Gerg-L/spicetify-nix,GPL-3.0,2023-11-30 23:44:32,2026-04-05 20:45:33,2026-04-05 20:45:33,983.0,36.0,36.0,4.0,281.0,5.0,67.0,384,14,True,2,2025-04-29 21:27:19,24.11,,,1.0,33.0,,,,,,,
156,hjem,feel-co/hjem,"Streamlined, elegant $HOME management with Nix.",nixos-modules,https://github.com/feel-co/hjem,https://github.com/feel-co/hjem,MPL-2.0,2024-12-13 17:28:48,2026-04-05 12:07:04,2026-04-05 12:00:58,301.0,34.0,21.0,10.0,81.0,17.0,23.0,361,14,True,3,,,,,,15.0,,,,,,,
157,nixos-unified,srid/nixos-unified,"Unify NixOS + nix-darwin + home-manager configuration in a single flake, while providing a consistent interface at DX..",nixos-modules,https://github.com/srid/nixos-unified,https://github.com/srid/nixos-unified,MIT,2023-03-15 17:35:12,2025-11-25 13:14:07,2025-11-25 13:14:07,189.0,,36.0,3.0,71.0,21.0,40.0,359,14,True,3,2024-10-03 15:42:09,0.2.0,,,2.0,10.0,,,,,,,
158,raspberry-pi-nix,nix-community/raspberry-pi-nix,NixOS modules to aid in configuring NixOS for Raspberry PI products.,installation-media,https://github.com/nix-community/raspberry-pi-nix,https://github.com/nix-community/raspberry-pi-nix,MIT,2022-05-21 01:16:06,2025-03-23 01:24:31,2025-03-17 14:59:51,165.0,,83.0,8.0,46.0,13.0,53.0,312,14,False,3,2024-11-05 03:51:57,0.4.1,,,7.0,14.0,,,,,,,
159,pyproject.nix,pyproject-nix/pyproject.nix,A collection of Nix utilities to work with Python projects.,programming-languages,https://github.com/pyproject-nix/pyproject.nix,https://github.com/pyproject-nix/pyproject.nix,MIT,2023-07-17 10:21:45,2026-04-05 09:01:33,2026-04-05 08:41:43,540.0,19.0,36.0,7.0,376.0,3.0,50.0,297,14,True,2,,,,,,18.0,,,,['python'],,,
160,omnix,juspay/omnix,A Nix companion to improve developer experience.,development,https://github.com/juspay/omnix,https://github.com/juspay/omnix,AGPL-3.0,2023-05-27 01:08:11,2026-02-06 15:20:22,2026-02-06 15:20:13,850.0,2.0,25.0,12.0,303.0,36.0,137.0,267,14,True,2,2026-01-05 20:09:06,1.3.2,,,8.0,16.0,,,,,,,
161,NobbZ/nixos-config,NobbZ/nixos-config,An example of NixOS system configuration with home-manager integration.,nix-configurations,https://github.com/NobbZ/nixos-config,https://github.com/NobbZ/nixos-config,MIT,2020-10-28 15:25:22,2026-04-05 03:23:01,2026-04-05 03:23:00,5305.0,242.0,6.0,2.0,1554.0,11.0,4.0,265,14,True,3,,,,,,9.0,,,,,,,
162,sbomnix,tiiuae/sbomnix,A suite of utilities to help with software supply chain challenges on nix targets.,security,https://github.com/tiiuae/sbomnix,https://github.com/tiiuae/sbomnix,,2022-12-08 10:45:27,2026-04-01 06:51:49,2026-03-23 07:03:39,373.0,16.0,31.0,7.0,229.0,10.0,19.0,250,14,True,2,2026-03-09 07:57:09,1.7.5,428.0,10.0,20.0,18.0,,,,,,,
163,nix-search-tv,3timeslazy/nix-search-tv,"CLI fuzzy finder for packages and options from Nixpkgs, Home Manager, and more.",discovery,https://github.com/3timeslazy/nix-search-tv,https://github.com/3timeslazy/nix-search-tv,GPL-3.0,2025-01-29 09:30:56,2026-03-31 22:39:58,2026-02-19 01:37:59,150.0,11.0,7.0,,8.0,,17.0,239,14,True,2,2026-02-19 01:54:05,2.2.7,,,19.0,4.0,,,,,,,
164,cached-nix-shell,xzfc/cached-nix-shell,A `nix-shell` replacement that uses caching to open subsequent shells quickly.,development,https://github.com/xzfc/cached-nix-shell,https://github.com/xzfc/cached-nix-shell,Unlicense,2019-09-18 14:23:00,2024-11-24 23:00:19,2024-06-23 18:47:25,182.0,,15.0,6.0,7.0,6.0,22.0,229,14,False,2,2024-06-23 19:21:14,0.1.6,,,3.0,6.0,8.0,8.0,,,,,
165,nix-idea,NixOS/nix-idea,Nix plugin for the IntelliJ IDEA IDE.,editors-and-ides,https://github.com/NixOS/nix-idea,https://github.com/NixOS/nix-idea,Apache-2.0,2016-09-08 08:44:59,2026-04-05 11:46:40,2026-04-05 03:28:43,320.0,8.0,28.0,42.0,60.0,14.0,24.0,212,14,True,3,2025-07-04 13:35:36,0.4.0.18,343.0,2.0,28.0,17.0,,,,,,,
