,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,dependent_project_count,github_dependent_project_count,updated_github_id,labels,trending,gitlab_id,gitlab_url
166,Misterio77/nix-starter-configs,Misterio77/nix-starter-configs,A few simple Nix Flake templates for getting started with NixOS + home-manager.,nix-configurations,https://github.com/Misterio77/nix-starter-configs,https://github.com/Misterio77/nix-starter-configs,CC0-1.0,2021-12-16 20:29:26,2025-11-15 14:24:20,2025-11-15 14:23:54,102.0,,169.0,48.0,25.0,23.0,50.0,3619,13,True,3,,,,,,14.0,,,,,,,
167,deploy-rs,serokell/deploy-rs,A simple multi-profile Nix-flake deploy tool.,deployment-tools,https://github.com/serokell/deploy-rs,https://github.com/serokell/deploy-rs,,2020-09-28 17:46:15,2026-03-30 02:00:39,2026-02-02 07:59:41,348.0,1.0,143.0,22.0,156.0,95.0,118.0,2059,13,True,2,,,,,,44.0,,,,,,,
168,tvix,tvlfyi/tvix,Tvix - A Rust implementation of Nix.,programming-languages,https://github.com/tvlfyi/tvix,https://github.com/tvlfyi/tvix,GPL-3.0,2023-02-01 16:57:15,2026-03-25 13:34:09,2026-03-25 13:23:58,3233.0,14.0,16.0,19.0,3.0,,,1011,13,True,2,,,,,,51.0,,,,['rust'],,,
169,naersk,nix-community/naersk,Build Rust packages directly from `Cargo.lock`.,programming-languages,https://github.com/nix-community/naersk,https://github.com/nix-community/naersk,MIT,2019-06-13 11:27:21,2026-01-30 19:04:18,2026-01-30 19:04:17,385.0,4.0,92.0,6.0,205.0,61.0,114.0,966,13,True,2,,,,,,56.0,,,,['rust'],,,
170,nixGL,nix-community/nixGL,A wrapper tool for nix OpenGL application.,nixos-modules,https://github.com/nix-community/nixGL,https://github.com/nix-community/nixGL,MIT,2017-09-16 10:18:56,2025-11-02 13:41:21,2025-11-02 13:41:20,181.0,,126.0,14.0,83.0,76.0,60.0,962,13,True,3,,,,,,30.0,,,,,,,
171,NixOps4,nixops4/nixops4,Deploy with Nix and manage resources declaratively.,deployment-tools,https://github.com/nixops4/nixops4,https://github.com/nixops4/nixops4,LGPL-2.1,2024-03-18 14:07:58,2026-04-02 00:58:02,2026-02-03 23:37:37,521.0,76.0,16.0,32.0,111.0,15.0,12.0,858,13,True,2,,,,,,8.0,,,,,,,
172,nix2container,nlewo/nix2container,An archive-less dockerTools.buildImage implementation.,deployment-tools,https://github.com/nlewo/nix2container,https://github.com/nlewo/nix2container,Apache-2.0,2021-12-23 09:45:34,2026-03-20 06:25:55,2026-03-20 06:25:55,224.0,2.0,71.0,14.0,92.0,49.0,54.0,818,13,True,2,,,,,,31.0,,,,,,,
173,nixos-cosmic,lilyinstarlight/nixos-cosmic,Flake for using COSMIC on NixOS.,nixos-modules,https://github.com/lilyinstarlight/nixos-cosmic,https://github.com/lilyinstarlight/nixos-cosmic,MIT,2024-02-27 23:59:10,2026-04-05 11:09:27,2025-07-04 01:16:54,949.0,,47.0,8.0,712.0,43.0,115.0,658,13,True,3,,,,,,20.0,,,,,,,
174,nixpkgs-mozilla,mozilla/nixpkgs-mozilla,Mozilla overlay for Nixpkgs.,overlays,https://github.com/mozilla/nixpkgs-mozilla,https://github.com/mozilla/nixpkgs-mozilla,MIT,2016-06-16 22:14:00,2026-03-26 18:34:07,2026-03-26 18:34:06,275.0,1.0,128.0,14.0,204.0,52.0,92.0,580,13,True,2,,,,,,66.0,,,,,,,
175,flakelight,nix-community/flakelight,A modular flake framework aiming to minimize boilerplate.,development,https://github.com/nix-community/flakelight,https://github.com/nix-community/flakelight,MIT,2023-04-09 00:56:54,2026-03-30 13:45:40,2026-03-30 13:45:11,324.0,13.0,10.0,8.0,12.0,3.0,27.0,387,13,True,3,,,,,,7.0,,,,,,,
176,donovanglover/nix-config,donovanglover/nix-config,"NixOS configuration with Nix Flakes, Home Manager, Stylix, and Hyprland.",nix-configurations,https://github.com/donovanglover/nix-config,https://github.com/donovanglover/nix-config,MIT,2017-10-21 09:31:19,2025-12-17 19:51:29,2025-12-17 19:38:23,3826.0,,12.0,3.0,2.0,1.0,4.0,382,13,True,3,2018-12-13 04:54:01,0.2.0,,,2.0,,,,,,,,
177,Home Manager Option Search,mipmip/home-manager-option-search,Search through all 2000+ Home Manager options and read how to use them.,discovery,https://github.com/ekstranix/home-manager-option-search,https://github.com/ekstranix/home-manager-option-search,Apache-2.0,2022-01-04 22:27:08,2026-04-05 05:51:09,2026-03-24 12:19:37,156.0,5.0,19.0,,24.0,16.0,23.0,381,13,True,2,2023-12-12 22:53:06,1.4,,,4.0,15.0,,,ekstranix/home-manager-option-search,,,,
178,juspay/nixos-unified-template,juspay/nixos-unified-template,A ready-made Nix configuration to manage either your Home environment or whole NixOS systems.,nix-configurations,https://github.com/juspay/nixos-unified-template,https://github.com/juspay/nixos-unified-template,AGPL-3.0,2023-04-01 13:43:05,2026-04-05 00:20:27,2026-04-01 11:14:08,339.0,11.0,67.0,9.0,157.0,9.0,39.0,376,13,True,3,,,,,,17.0,,,,,,,
179,nixarr,rasmus-kirk/nixarr,The Media Server Nixos Module.,nixos-modules,https://github.com/nix-media-server/nixarr,https://github.com/nix-media-server/nixarr,GPL-3.0,2024-02-21 09:34:24,2026-04-03 17:43:21,2026-02-08 09:14:26,388.0,4.0,44.0,6.0,83.0,7.0,59.0,369,13,True,3,,,,,,21.0,,,nix-media-server/nixarr,,,,
180,NixVirt,AshleyYakeley/NixVirt,LibVirt domain management for Nix.,virtualisation,https://github.com/AshleyYakeley/NixVirt,https://github.com/AshleyYakeley/NixVirt,MIT,2024-01-27 19:54:59,2026-03-22 08:00:36,2026-03-22 08:00:36,424.0,3.0,44.0,2.0,57.0,7.0,36.0,333,13,True,3,,,,,,26.0,,,,,,,
181,nixpkgs-hammering,jtojnar/nixpkgs-hammering,An opinionated linter for Nixpkgs package expressions.,command-line-tools,https://github.com/jtojnar/nixpkgs-hammering,https://github.com/jtojnar/nixpkgs-hammering,MIT,2020-04-26 04:27:10,2026-03-22 08:47:02,2026-03-22 08:30:14,243.0,21.0,19.0,6.0,111.0,48.0,41.0,325,13,True,2,,,,,,14.0,,,,,,,
182,Typix,loqusion/typix,Deterministic Typst compilation with Nix.,development,https://github.com/loqusion/typix,https://github.com/loqusion/typix,MIT,2023-12-24 03:37:43,2026-02-07 08:51:26,2026-02-07 08:51:25,439.0,4.0,13.0,3.0,69.0,4.0,10.0,307,13,True,3,2025-06-27 08:35:45,0.3.2,,,13.0,7.0,,,,,,,
183,nvfetcher,berberman/nvfetcher,Generate nix sources expr for the latest version of packages.,development,https://github.com/berberman/nvfetcher,https://github.com/berberman/nvfetcher,MIT,2021-04-20 04:07:58,2026-03-13 05:28:27,2026-03-13 05:22:07,188.0,2.0,19.0,2.0,80.0,15.0,54.0,273,13,True,3,2025-12-14 07:46:13,0.8.0,,,10.0,18.0,,,,,,,
184,Nix Templates,jonringer/nix-template,Collection of Nix templates for different types of projects.,learning,https://github.com/jonringer/nix-template,https://github.com/jonringer/nix-template,CC0-1.0,2020-07-17 00:41:15,2026-04-04 03:25:55,2026-04-04 03:25:55,153.0,4.0,8.0,8.0,25.0,6.0,29.0,219,13,True,2,2022-12-17 17:56:21,0.4.1,,,9.0,6.0,,,,,,,
185,Easy PureScript Nix,justinwoo/easy-purescript-nix,A project to easily use PureScript and other tools with Nix.,programming-languages,https://github.com/justinwoo/easy-purescript-nix,https://github.com/justinwoo/easy-purescript-nix,MIT,2018-10-21 15:16:08,2025-11-22 12:21:39,2025-11-22 12:21:39,463.0,,54.0,7.0,198.0,6.0,31.0,210,13,True,2,,,,,,32.0,,,,,,,
186,nixdoc,nix-community/nixdoc,Tool to generate documentation for Nix library functions.,development,https://github.com/nix-community/nixdoc,https://github.com/nix-community/nixdoc,GPL-3.0,2018-10-25 16:07:24,2026-02-16 21:43:14,2025-11-18 21:22:40,229.0,,15.0,4.0,135.0,5.0,21.0,167,13,True,3,2025-02-11 21:35:04,3.1.0,,,14.0,14.0,,,,,,,
187,NüschtOS Search,NuschtOS/search,Simple and fast static-page NixOS option search.,discovery,https://github.com/NuschtOS/search,https://github.com/NuschtOS/search,MIT,2024-06-23 20:04:47,2026-03-23 21:12:21,2026-03-15 20:44:21,265.0,3.0,10.0,4.0,241.0,24.0,36.0,148,13,True,2,2026-01-19 17:41:10,0.1.0,,,1.0,13.0,,,,,,,
188,ghc.nix,alpmestan/ghc.nix,Nix (shell) expression for working on GHC.,programming-languages,https://github.com/alpmestan/ghc.nix,https://github.com/alpmestan/ghc.nix,BSD-3-Clause,2018-04-18 19:54:21,2026-04-05 02:07:02,2024-06-10 15:01:25,271.0,,49.0,13.0,135.0,27.0,29.0,147,13,False,2,,,,,,29.0,,,,['haskell'],,,
189,hydra-check,nix-community/hydra-check,Check hydra for the build status of a package.,command-line-tools,https://github.com/nix-community/hydra-check,https://github.com/nix-community/hydra-check,MIT,2020-03-05 18:26:56,2026-02-28 16:16:25,2026-02-28 15:50:07,187.0,20.0,11.0,2.0,80.0,,16.0,138,13,True,2,2026-02-28 16:16:25,2.1.0,,,12.0,11.0,,,,,,,
190,lean4-nix,lenianiva/lean4-nix,"Nix flake build for Lean 4, and `lake2nix`.",programming-languages,https://github.com/lenianiva/lean4-nix,https://github.com/lenianiva/lean4-nix,Apache-2.0,2024-10-11 05:39:31,2026-04-04 01:44:03,2026-04-04 01:44:03,274.0,18.0,16.0,3.0,79.0,6.0,34.0,100,13,True,2,2024-12-10 06:09:58,0.2,,,2.0,7.0,,,,,,,
191,nix-phps,fossar/nix-phps,Flake containing old and unmaintained PHP versions (intended for CI use).,programming-languages,https://github.com/fossar/nix-phps,https://github.com/fossar/nix-phps,MIT,2021-01-09 21:40:06,2026-04-05 05:02:39,2026-03-01 11:36:48,487.0,21.0,24.0,3.0,471.0,5.0,27.0,81,13,True,2,,,,,,18.0,,,,['php'],,,
192,haskell-nix,Gabriella439/haskell-nix,Nix and Haskell in production.,programming-languages,https://github.com/Gabriella439/haskell-nix,https://github.com/Gabriella439/haskell-nix,,2017-01-02 18:59:50,2023-09-22 15:53:46,2023-09-22 15:53:46,82.0,,109.0,31.0,35.0,26.0,38.0,1166,12,False,3,,,,,,23.0,,,,['haskell'],,,
193,nix-tree,utdemir/nix-tree,Interactively browse the dependency graph of Nix derivations.,command-line-tools,https://github.com/utdemir/nix-tree,https://github.com/utdemir/nix-tree,BSD-3-Clause,2020-06-24 22:41:51,2026-04-01 00:49:06,2026-01-06 09:13:22,241.0,1.0,21.0,5.0,81.0,17.0,39.0,995,12,True,2,,,,,,14.0,,,,,,,
194,nix-alien,thiagokokada/nix-alien,Run unpatched binaries on Nix/NixOS easily.,command-line-tools,https://github.com/thiagokokada/nix-alien,https://github.com/thiagokokada/nix-alien,MIT,2021-10-27 00:26:44,2026-03-27 12:16:51,2026-03-27 12:16:45,419.0,6.0,12.0,4.0,114.0,1.0,37.0,788,12,True,2,,,,,,11.0,,,,,,,
195,RFCs,NixOS/rfcs,The Nix community RFCs.,learning,https://github.com/NixOS/rfcs,https://github.com/NixOS/rfcs,CC-BY-SA-4.0,2017-02-11 15:41:27,2025-05-26 15:49:46,2025-05-26 15:49:41,76.0,,145.0,133.0,197.0,,,631,12,True,3,,,,,,39.0,,,,,,,
196,nix-colors,Misterio77/nix-colors,Modules and schemes to make theming with Nix awesome.,theming,https://github.com/Misterio77/nix-colors,https://github.com/Misterio77/nix-colors,GPL-3.0,2021-10-01 19:43:28,2024-05-23 18:39:21,2024-02-13 11:51:18,97.0,,47.0,6.0,28.0,16.0,21.0,588,12,False,3,2023-04-21 20:19:53,4.0.0,,,4.0,12.0,,,,,,,
197,ragenix,yaxitech/ragenix,age-encrypted secrets for NixOS; drop-in replacement for agenix.,security,https://github.com/yaxitech/ragenix,https://github.com/yaxitech/ragenix,Apache-2.0,2021-05-07 22:41:54,2026-03-25 21:37:20,2025-10-30 14:01:53,169.0,,23.0,6.0,149.0,13.0,6.0,451,12,True,2,,,,,,14.0,,,,,,,
198,haumea,nix-community/haumea,"Filesystem-based module system for the Nix language similar to traditional programming languages, with support for..",development,https://github.com/nix-community/haumea,https://github.com/nix-community/haumea,MPL-2.0,2023-04-01 00:50:18,2026-04-01 16:16:13,2026-04-01 16:16:10,103.0,9.0,9.0,5.0,41.0,10.0,4.0,392,12,True,3,2023-05-26 20:34:06,0.2.2,,,5.0,4.0,,,,,,,
199,nix-security-box,fabaff/nix-security-box,Tool set for Information security professionals and all others.,security,https://github.com/fabaff/nix-security-box,https://github.com/fabaff/nix-security-box,MIT,2020-12-22 22:36:28,2026-03-25 20:16:40,2026-03-25 20:16:40,705.0,20.0,24.0,9.0,4.0,2.0,2.0,387,12,True,2,,,,,,,,,,,,,
200,nix-mode,NixOS/nix-mode,An Emacs major mode for editing Nix expressions.,editors-and-ides,https://github.com/NixOS/nix-mode,https://github.com/NixOS/nix-mode,LGPL-2.1,2016-08-17 20:46:39,2024-06-25 16:56:44,2023-04-21 20:36:55,564.0,,75.0,15.0,114.0,37.0,57.0,332,12,False,3,,,,,,39.0,,,,,,,
201,nixpkgs-esp-dev,mirrexagon/nixpkgs-esp-dev,Nix flake and overlay for ESP8266 and ESP32 development.,overlays,https://github.com/mirrexagon/nixpkgs-esp-dev,https://github.com/mirrexagon/nixpkgs-esp-dev,CC0-1.0,2019-06-01 04:00:43,2026-01-08 09:44:01,2026-01-08 09:43:27,210.0,4.0,95.0,9.0,65.0,20.0,36.0,299,12,True,2,,,,,,33.0,,,,,-2.0,,
202,nix-melt,nix-community/nix-melt,A ranger-like flake.,command-line-tools,https://github.com/nix-community/nix-melt,https://github.com/nix-community/nix-melt,MPL-2.0,2023-04-25 22:20:20,2026-04-03 23:35:34,2026-04-03 23:35:32,364.0,15.0,2.0,2.0,227.0,2.0,3.0,297,12,True,2,2024-09-16 15:29:34,0.1.3,364.0,10.0,4.0,3.0,1.0,1.0,,,,,
203,nixos-avf,nix-community/nixos-avf,NixOS for Android Terminal (Android Virtualization Framework).,distributions,https://github.com/nix-community/nixos-avf,https://github.com/nix-community/nixos-avf,GPL-3.0,2025-03-24 22:04:05,2026-01-23 01:34:49,2026-01-23 01:34:42,150.0,28.0,22.0,7.0,20.0,8.0,12.0,289,12,True,2,2025-11-26 01:53:27,nixos-25.11,4.0,0.0,3.0,5.0,,,,['android'],,,
204,styx,styx-static/styx,Static site generator in Nix expression language.,development,https://github.com/styx-static/styx,https://github.com/styx-static/styx,MIT,2016-10-02 22:24:18,2023-01-13 16:06:57,2023-01-13 16:06:53,338.0,,23.0,11.0,51.0,15.0,35.0,234,12,False,3,,,,,,13.0,,,,,,,
205,process-compose-flake,Platonic-Systems/process-compose-flake,A flake-parts module to spin up processes for development by leveraging process-compose.,devops,https://github.com/Platonic-Systems/process-compose-flake,https://github.com/Platonic-Systems/process-compose-flake,MIT,2022-12-08 17:19:30,2026-01-08 09:18:05,2026-01-08 09:18:05,173.0,1.0,29.0,8.0,65.0,13.0,26.0,186,12,True,2,2023-06-12 20:46:17,0.1.0,,,1.0,18.0,,,,,,,
206,Bundix,nix-community/bundix,Generates a Nix expression for your Bundler-managed application.,programming-languages,https://github.com/nix-community/bundix,https://github.com/nix-community/bundix,,2016-01-24 20:36:56,2024-07-01 18:19:19,2023-11-08 07:54:39,118.0,,56.0,3.0,57.0,38.0,26.0,180,12,False,3,2021-04-01 08:26:58,2.5.1,,,5.0,18.0,3.0,3.0,,['ruby'],,,
207,nixos-rk3588,ryan4yin/nixos-rk3588,"Minimal NixOS running on RK3588/RK3588s based SBC(Orange Pi 5 Plus, Orange Pi 5, Rock 5A, etc).",distributions,https://github.com/ryan4yin/nixos-rk3588,https://github.com/ryan4yin/nixos-rk3588,MIT,2023-06-02 03:05:44,2025-06-02 15:58:26,2025-06-02 15:58:19,121.0,,29.0,9.0,35.0,12.0,25.0,170,12,True,2,2024-03-24 10:25:24,2024032400,507.0,15.0,2.0,10.0,,,,,,,
208,userborn,nikstur/userborn,Declaratively bear (manage) Linux users and groups.,nixos-modules,https://github.com/nikstur/userborn,https://github.com/nikstur/userborn,MIT,2024-07-22 19:33:25,2026-03-23 18:44:53,2026-01-26 17:22:11,88.0,8.0,6.0,4.0,32.0,5.0,7.0,133,12,True,3,2026-01-31 23:38:30,0.5.0,,,5.0,7.0,,,,,,,
209,bombon,nikstur/bombon,Nix CycloneDX Software Bills of Materials (SBOMs).,security,https://github.com/nikstur/bombon,https://github.com/nikstur/bombon,MIT,2022-08-18 23:06:53,2026-04-02 05:44:28,2026-03-26 13:32:44,440.0,4.0,13.0,3.0,164.0,12.0,16.0,133,12,True,2,2025-10-09 16:53:17,0.4.0,,,4.0,10.0,,,,,,,
210,angrr,linyinfeng/angrr,Auto Nix GC Roots Retention. This tool simply deletes auto GC roots based on the modified time of their symbolic link..,command-line-tools,https://github.com/linyinfeng/angrr,https://github.com/linyinfeng/angrr,MIT,2024-03-15 02:58:43,2026-04-03 16:15:42,2026-04-03 16:11:25,677.0,30.0,2.0,2.0,33.0,4.0,9.0,115,12,True,2,2026-01-01 04:17:49,0.2.3,,,9.0,4.0,,,,,,,
211,nixcasks,jcszymansk/nixcasks,"Homebrew casks, nixified.",overlays,https://github.com/jcszymansk/nixcasks,https://github.com/jcszymansk/nixcasks,MIT,2023-07-24 21:17:33,2026-04-05 21:47:20,2026-04-05 21:47:19,1073.0,89.0,4.0,3.0,7.0,5.0,7.0,90,12,True,2,,,,,,5.0,,,,,,,
212,nixpkgs-xr,nix-community/nixpkgs-xr,Automated packages for XR/AR/VR tools and apps for NixOS.,overlays,https://github.com/nix-community/nixpkgs-xr,https://github.com/nix-community/nixpkgs-xr,,2024-01-01 14:10:58,2026-04-05 02:30:12,2026-04-05 02:30:11,1622.0,152.0,10.0,3.0,650.0,7.0,23.0,90,12,True,2,,,,,,11.0,,,,,,,
213,amis,NixOS/amis,Home for NixOS AMI automation.,devops,https://github.com/NixOS/amis,https://github.com/NixOS/amis,MIT,2023-11-24 12:54:23,2026-04-05 07:04:43,2026-04-05 07:04:02,317.0,17.0,18.0,3.0,309.0,18.0,29.0,77,12,True,2,,,,,,14.0,,,,,,,
214,nixpkgs-firefox-darwin,bandithedoge/nixpkgs-firefox-darwin,Automatically updated Firefox binary packages for macOS.,overlays,https://github.com/bandithedoge/nixpkgs-firefox-darwin,https://github.com/bandithedoge/nixpkgs-firefox-darwin,MIT,2021-12-12 17:28:12,2026-04-05 01:52:17,2026-04-05 01:52:17,1098.0,86.0,8.0,2.0,11.0,3.0,6.0,73,12,True,2,,,,,,10.0,,,,,,,
215,not-os,cleverca22/not-os,"An operating system generator, based on NixOS, that outputs a small read-only squashfs for a runit-based operating..",distributions,https://github.com/cleverca22/not-os,https://github.com/cleverca22/not-os,MIT,2016-06-03 05:40:23,2025-01-12 16:03:40,2025-01-12 16:03:38,98.0,,39.0,36.0,24.0,6.0,4.0,976,11,False,3,,,,,,5.0,,,,,,,
216,nixos-in-production,Gabriella439/nixos-in-production,"Source files for the book NixOS in Production, a practical guide for using NixOS in professional environments.",learning,https://github.com/Gabriella439/nixos-in-production,https://github.com/Gabriella439/nixos-in-production,,2022-09-09 01:41:56,2024-10-06 12:50:20,2024-10-06 12:49:49,127.0,,27.0,27.0,5.0,7.0,21.0,640,11,False,3,2024-09-23 06:00:28,0.10,,,10.0,6.0,,,,,,,
217,nixos-vscode-server,nix-community/nixos-vscode-server,Visual Studio Code Server support in NixOS.,development,https://github.com/nix-community/nixos-vscode-server,https://github.com/nix-community/nixos-vscode-server,MIT,2020-04-02 12:49:32,2026-02-03 13:17:35,2026-02-03 13:17:35,92.0,1.0,80.0,9.0,42.0,12.0,47.0,534,11,True,3,,,,,,20.0,,,,,,,
218,Standard,divnix/std,"An opinionated Nix Flakes framework to keep Nix code in large projects organized, accompanied by a friendly CLI/TUI..",devops,https://github.com/divnix/std,https://github.com/divnix/std,,2021-11-14 10:56:16,2025-08-25 16:03:19,2025-08-17 20:42:10,813.0,,47.0,13.0,250.0,42.0,129.0,483,11,True,2,,,,,,43.0,,,,,,,
219,terraform-nixos,nix-community/terraform-nixos,A set of Terraform modules designed to deploy NixOS.,deployment-tools,https://github.com/nix-community/terraform-nixos,https://github.com/nix-community/terraform-nixos,Apache-2.0,2018-12-05 17:07:26,2024-08-04 10:19:37,2021-08-26 20:33:37,76.0,,60.0,34.0,54.0,23.0,10.0,404,11,False,3,,,,,,16.0,,,,,,,
220,trustix,nix-community/trustix,Distributed trust and reproducibility tracking for binary caches.,security,https://github.com/nix-community/trustix,https://github.com/nix-community/trustix,,2020-12-03 15:30:40,2024-08-15 14:03:26,2024-08-14 20:49:19,1208.0,,21.0,8.0,353.0,36.0,24.0,359,11,False,3,,,,,,17.0,,,,,,,
221,any-nix-shell,haslersn/any-nix-shell,fish and zsh support for the nix run and nix-shell environments of the Nix package manager.,development,https://github.com/haslersn/any-nix-shell,https://github.com/haslersn/any-nix-shell,MIT,2018-09-10 16:36:27,2024-09-01 22:49:17,2024-09-01 22:49:17,51.0,,16.0,8.0,18.0,7.0,16.0,325,11,False,3,2024-07-23 16:03:52,2.0.1,,,7.0,10.0,,,,,,,
222,extra-container,erikarvstedt/extra-container,Run declarative NixOS containers from the command line.,virtualisation,https://github.com/erikarvstedt/extra-container,https://github.com/erikarvstedt/extra-container,MIT,2018-07-14 13:32:14,2026-01-10 20:57:00,2025-12-19 14:48:47,155.0,,19.0,10.0,7.0,3.0,29.0,285,11,True,3,,,,,,3.0,,,,,,,
223,nixos-docker-sd-image-builder,Robertof/nixos-docker-sd-image-builder,Build custom SD images of NixOS for your Raspberry Pi (or any other supported AArch64 device) in 5-20 minutes.,installation-media,https://github.com/Robertof/nixos-docker-sd-image-builder,https://github.com/Robertof/nixos-docker-sd-image-builder,MIT,2020-05-04 23:32:19,2026-01-30 00:43:05,2026-01-30 00:42:47,77.0,4.0,34.0,7.0,7.0,5.0,22.0,226,11,True,3,,,,,,7.0,,,,,,,
224,nixpkgs-python,cachix/nixpkgs-python,"All Python versions, kept up-to-date on hourly basis using Nix.",programming-languages,https://github.com/cachix/nixpkgs-python,https://github.com/cachix/nixpkgs-python,Apache-2.0,2023-05-29 13:12:25,2026-03-28 01:11:13,2026-03-20 17:00:14,288.0,28.0,19.0,2.0,94.0,10.0,15.0,224,11,True,3,,,,,,17.0,,,,['python'],,,
225,nix-search-cli,peterldowns/nix-search-cli,CLI for searching packages on search.nixos.org.,discovery,https://github.com/peterldowns/nix-search-cli,https://github.com/peterldowns/nix-search-cli,MIT,2023-02-19 19:14:30,2025-11-03 16:36:04,2025-11-03 16:35:37,82.0,,8.0,2.0,8.0,3.0,15.0,217,11,True,3,2025-11-03 16:36:04,0.3+commit.ab0d515,830.0,21.0,34.0,2.0,6.0,6.0,,,,,
226,nixos-facter-modules,nix-community/nixos-facter-modules,A series of NixOS modules to be used in conjunction with nixos-facter.,nixos-modules,https://github.com/nix-community/nixos-facter-modules,https://github.com/nix-community/nixos-facter-modules,MIT,2024-07-25 10:32:17,2026-03-30 04:39:56,2026-03-18 18:31:30,205.0,3.0,20.0,8.0,77.0,17.0,14.0,181,11,True,3,,,,,,17.0,,,,,,,
227,dns.nix,nix-community/dns.nix,A Nix DSL for DNS zone files.,nixos-modules,https://github.com/nix-community/dns.nix,https://github.com/nix-community/dns.nix,MPL-2.0,2019-03-08 17:27:59,2026-01-11 15:04:14,2026-01-11 15:04:14,104.0,1.0,33.0,5.0,33.0,10.0,9.0,178,11,True,3,2021-10-26 18:34:12,1.1.2,,,4.0,15.0,,,,,,,
228,nixpkgs-lint,nix-community/nixpkgs-lint,A fast semantic linter for Nix using tree-sitter.,command-line-tools,https://github.com/nix-community/nixpkgs-lint,https://github.com/nix-community/nixpkgs-lint,MIT,2022-03-31 03:02:17,2025-11-27 17:08:59,2025-11-27 17:08:51,134.0,,8.0,4.0,27.0,4.0,6.0,171,11,True,2,2023-06-02 21:31:33,0.3.0,,,3.0,6.0,,,,,,,
229,rippkgs,replit/rippkgs,A CLI for indexing and searching packages in Nix expressions.,discovery,https://github.com/replit/rippkgs,https://github.com/replit/rippkgs,MIT,2024-02-08 16:38:09,2025-05-17 04:12:44,2025-05-17 04:12:43,53.0,,5.0,20.0,35.0,6.0,4.0,163,11,True,3,2025-02-11 22:56:58,1.2.0,,,5.0,4.0,,,,,,,
230,npmlock2nix,nix-community/npmlock2nix,"Generate Nix expressions from a `package-lock.json` (in-memory), primarily for web projects.",programming-languages,https://github.com/nix-community/npmlock2nix,https://github.com/nix-community/npmlock2nix,Apache-2.0,2020-07-22 14:21:40,2025-09-17 09:20:11,2025-09-17 09:20:11,289.0,,37.0,3.0,137.0,37.0,20.0,149,11,True,3,,,,,,16.0,,,,,,,
231,ruby-nix,inscapist/ruby-nix,Generates reproducible ruby/bundler app environment with Nix.,programming-languages,https://github.com/inscapist/ruby-nix,https://github.com/inscapist/ruby-nix,MIT,2022-12-20 08:37:50,2025-08-13 04:24:12,2025-08-13 04:24:12,145.0,,17.0,6.0,45.0,4.0,17.0,149,11,True,3,2024-09-07 03:26:11,0.2.2,,,8.0,6.0,,,,['ruby'],,,
232,namaka,nix-community/namaka,Snapshot testing for Nix based on haumea.,development,https://github.com/nix-community/namaka,https://github.com/nix-community/namaka,MPL-2.0,2023-04-09 02:24:14,2026-04-03 16:32:01,2026-04-03 16:31:59,386.0,26.0,4.0,2.0,214.0,2.0,2.0,138,11,True,3,2024-11-17 00:47:49,0.2.1,,,4.0,4.0,1.0,1.0,,,,,
233,zmk-nix,lilyinstarlight/zmk-nix,Build system and configuration files for generating and building ZMK firmware with Nix.,development,https://github.com/lilyinstarlight/zmk-nix,https://github.com/lilyinstarlight/zmk-nix,MIT,2023-11-27 21:50:04,2026-04-05 01:01:03,2026-04-05 01:00:28,336.0,17.0,28.0,2.0,260.0,6.0,5.0,136,11,True,3,,,,,,9.0,,,,,,,
234,nix-unit,nix-community/nix-unit,Unit testing for Nix code.,development,https://github.com/nix-community/nix-unit,https://github.com/nix-community/nix-unit,GPL-3.0,2023-07-21 05:23:06,2026-03-29 21:37:20,2025-11-10 11:29:46,639.0,,14.0,2.0,265.0,8.0,12.0,119,11,True,3,2025-08-12 07:35:02,2.30.0,,,4.0,22.0,,,,,,,
235,zon2nix,nix-community/zon2nix,Convert the dependencies in `build.zig.zon` to a Nix expression.,programming-languages,https://github.com/nix-community/zon2nix,https://github.com/nix-community/zon2nix,MPL-2.0,2023-08-08 19:18:56,2026-03-30 13:37:32,2026-02-06 00:21:46,96.0,8.0,19.0,4.0,45.0,7.0,12.0,113,11,True,3,2023-09-03 23:31:23,0.1.2,,,3.0,8.0,,,,,,,
236,optnix,water-sucks/optnix,"A fast, terminal-based options searcher for Nix module systems.",discovery,https://github.com/water-sucks/optnix,https://github.com/water-sucks/optnix,GPL-3.0,2025-01-15 22:29:57,2026-03-26 21:15:49,2026-03-26 21:14:24,122.0,3.0,4.0,3.0,26.0,1.0,8.0,98,11,True,3,2025-12-11 02:30:32,0.3.1,,,6.0,3.0,1.0,1.0,,,,,
237,opam2nix,timbertson/opam2nix,Generate Nix expressions from opam packages.,programming-languages,https://github.com/timbertson/opam2nix,https://github.com/timbertson/opam2nix,MIT,2015-08-06 10:42:08,2025-01-29 21:52:55,2025-01-29 05:58:48,370.0,,26.0,10.0,29.0,17.0,45.0,92,11,False,3,,,,,,11.0,,,,,,,
