,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,contributor_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,github_release_downloads,monthly_downloads,labels,trending,updated_github_id,gitlab_id,gitlab_url
200,zmk-nix,lilyinstarlight/zmk-nix,Build system and configuration files for generating and building ZMK firmware with Nix.,development,https://github.com/lilyinstarlight/zmk-nix,https://github.com/lilyinstarlight/zmk-nix,MIT,2023-11-27 21:50:04,2025-09-14 00:39:43,2025-09-14 00:39:08,293.0,25.0,24.0,3.0,214.0,4.0,5.0,106,9.0,12,True,3.0,,,,,,,,,,,,
201,userborn,nikstur/userborn,Declaratively bear (manage) Linux users and groups.,nixos-modules,https://github.com/nikstur/userborn,https://github.com/nikstur/userborn,MIT,2024-07-22 19:33:25,2025-09-14 21:06:10,2025-09-14 20:45:53,62.0,14.0,3.0,4.0,21.0,4.0,5.0,96,6.0,12,True,3.0,2025-03-16 16:15:43,0.4.0,4.0,,,,,,,,,
202,nixcasks,jcszymansk/nixcasks,"Homebrew casks, nixified.",overlays,https://github.com/jcszymansk/nixcasks,https://github.com/jcszymansk/nixcasks,MIT,2023-07-24 21:17:33,2025-09-14 21:39:12,2025-09-14 21:39:11,866.0,96.0,4.0,4.0,5.0,4.0,5.0,88,4.0,12,True,3.0,,,,,,,,,,,,
203,nixpkgs-firefox-darwin,bandithedoge/nixpkgs-firefox-darwin,Automatically updated Firefox binary packages for macOS.,overlays,https://github.com/bandithedoge/nixpkgs-firefox-darwin,https://github.com/bandithedoge/nixpkgs-firefox-darwin,MIT,2021-12-12 17:28:12,2025-09-14 01:04:24,2025-09-14 01:04:24,905.0,87.0,8.0,3.0,11.0,3.0,6.0,69,10.0,12,True,3.0,,,,,,,,,,,,
204,nixpkgs-xr,nix-community/nixpkgs-xr,Automated packages for XR/AR/VR tools and apps for NixOS.,overlays,https://github.com/nix-community/nixpkgs-xr,https://github.com/nix-community/nixpkgs-xr,,2024-01-01 14:10:58,2025-09-14 19:11:35,2025-09-14 19:11:33,1225.0,198.0,8.0,3.0,476.0,5.0,10.0,69,8.0,12,True,3.0,,,,,,,,,,,,
205,amis,NixOS/amis,Home for NixOS AMI automation.,devops,https://github.com/NixOS/amis,https://github.com/NixOS/amis,MIT,2023-11-24 12:54:23,2025-09-13 04:12:07,2025-09-12 18:15:42,283.0,13.0,15.0,4.0,272.0,12.0,28.0,67,13.0,12,True,2.0,,,,,,,,,,,,
206,lean4-nix,lenianiva/lean4-nix,"Nix flake build for Lean 4, and `lake2nix`.",programming-languages,https://github.com/lenianiva/lean4-nix,https://github.com/lenianiva/lean4-nix,Apache-2.0,2024-10-11 05:39:31,2025-09-14 08:05:30,2025-08-17 00:14:37,171.0,41.0,10.0,4.0,48.0,4.0,17.0,56,5.0,12,True,3.0,2024-12-10 06:09:58,0.2,2.0,,,,,,,,,
207,not-os,cleverca22/not-os,"An operating system generator, based on NixOS, that outputs a small read-only squashfs for a runit-based operating..",distributions,https://github.com/cleverca22/not-os,https://github.com/cleverca22/not-os,MIT,2016-06-03 05:40:23,2025-01-12 16:03:40,2025-01-12 16:03:38,98.0,,38.0,37.0,24.0,6.0,4.0,920,5.0,11,True,3.0,,,,,,,,,,,,
208,nixos-in-production,Gabriella439/nixos-in-production,"Source files for the book NixOS in Production, a practical guide for using NixOS in professional environments.",learning,https://github.com/Gabriella439/nixos-in-production,https://github.com/Gabriella439/nixos-in-production,,2022-09-09 01:41:56,2024-10-06 12:50:20,2024-10-06 12:49:49,127.0,,26.0,31.0,5.0,6.0,21.0,618,6.0,11,True,3.0,2024-09-23 06:00:28,0.10,10.0,,,,,,,,,
209,nix-colors,Misterio77/nix-colors,Modules and schemes to make theming with Nix awesome.,theming,https://github.com/Misterio77/nix-colors,https://github.com/Misterio77/nix-colors,GPL-3.0,2021-10-01 19:43:28,2024-05-23 18:39:21,2024-02-13 11:51:18,97.0,,43.0,8.0,28.0,16.0,19.0,570,12.0,11,False,3.0,2023-04-21 20:19:53,4.0.0,4.0,,,,,,,,,
210,nixos-vscode-server,nix-community/nixos-vscode-server,Visual Studio Code Server support in NixOS.,development,https://github.com/nix-community/nixos-vscode-server,https://github.com/nix-community/nixos-vscode-server,MIT,2020-04-02 12:49:32,2025-07-26 14:57:06,2025-07-26 14:57:06,91.0,2.0,76.0,10.0,39.0,12.0,46.0,507,19.0,11,True,3.0,,,,,,,,,,,,
211,Standard,divnix/std,"An opinionated Nix Flakes framework to keep Nix code in large projects organized, accompanied by a friendly CLI/TUI..",devops,https://github.com/divnix/std,https://github.com/divnix/std,,2021-11-14 10:56:16,2025-08-25 16:03:19,2025-08-17 20:42:10,813.0,1.0,48.0,15.0,245.0,39.0,130.0,458,43.0,11,True,2.0,,,,,,,,,,,,
212,ragenix,yaxitech/ragenix,age-encrypted secrets for NixOS; drop-in replacement for agenix.,security,https://github.com/yaxitech/ragenix,https://github.com/yaxitech/ragenix,Apache-2.0,2021-05-07 22:41:54,2025-08-31 02:32:16,2025-04-17 13:51:54,167.0,,20.0,9.0,143.0,11.0,6.0,386,13.0,11,True,2.0,,,,,,,,,,,,
213,terraform-nixos,nix-community/terraform-nixos,A set of Terraform modules designed to deploy NixOS.,deployment-tools,https://github.com/nix-community/terraform-nixos,https://github.com/nix-community/terraform-nixos,Apache-2.0,2018-12-05 17:07:26,2024-08-04 10:19:37,2021-08-26 20:33:37,76.0,,60.0,37.0,54.0,23.0,10.0,380,16.0,11,False,3.0,,,,,,,,,,,,
214,haumea,nix-community/haumea,"Filesystem-based module system for the Nix language similar to traditional programming languages, with support for..",development,https://github.com/nix-community/haumea,https://github.com/nix-community/haumea,MPL-2.0,2023-04-01 00:50:18,2024-06-05 05:11:22,2024-02-19 20:38:18,93.0,,9.0,6.0,38.0,10.0,4.0,360,4.0,11,False,3.0,2023-05-26 20:34:06,0.2.2,5.0,,,,,,,,,
215,any-nix-shell,haslersn/any-nix-shell,fish and zsh support for the nix run and nix-shell environments of the Nix package manager.,development,https://github.com/haslersn/any-nix-shell,https://github.com/haslersn/any-nix-shell,MIT,2018-09-10 16:36:27,2024-09-01 22:49:17,2024-09-01 22:49:17,51.0,,14.0,8.0,18.0,5.0,16.0,315,10.0,11,True,3.0,2024-07-23 16:03:52,2.0.1,7.0,,,,,,,,,
216,nix-melt,nix-community/nix-melt,A ranger-like flake.,command-line-tools,https://github.com/nix-community/nix-melt,https://github.com/nix-community/nix-melt,MPL-2.0,2023-04-25 22:20:20,2024-12-13 23:10:06,2024-09-16 15:27:16,347.0,,2.0,3.0,221.0,2.0,3.0,279,3.0,11,True,2.0,2024-09-16 15:29:34,0.1.3,4.0,1.0,1.0,309.0,10.0,,,,,
217,appvm,jollheef/appvm,Nix-based app VMs.,virtualisation,https://github.com/jollheef/appvm,https://github.com/jollheef/appvm,GPL-3.0,2018-06-30 22:15:18,2025-04-21 17:49:19,2025-04-21 17:49:02,234.0,,19.0,13.0,12.0,8.0,11.0,267,5.0,11,True,3.0,2025-04-21 17:52:13,0.6,4.0,,,,,,,,,
218,schizofox,schizofox/schizofox,Hardened Firefox flake for the delusional and the schizophrenics.,security,https://github.com/schizofox/schizofox,https://github.com/schizofox/schizofox,,2023-08-23 18:59:04,2025-08-27 15:22:07,2025-08-27 15:22:07,293.0,7.0,18.0,5.0,97.0,14.0,24.0,262,16.0,11,True,2.0,2023-10-06 14:20:19,0.0.1,1.0,,,,,,,,,
219,extra-container,erikarvstedt/extra-container,Run declarative NixOS containers from the command line.,virtualisation,https://github.com/erikarvstedt/extra-container,https://github.com/erikarvstedt/extra-container,MIT,2018-07-14 13:32:14,2025-07-09 13:55:54,2025-07-09 13:50:38,153.0,1.0,18.0,11.0,7.0,2.0,28.0,248,3.0,11,True,3.0,,,,,,,,,,,,
220,nixos-docker-sd-image-builder,Robertof/nixos-docker-sd-image-builder,Build custom SD images of NixOS for your Raspberry Pi (or any other supported AArch64 device) in 5-20 minutes.,installation-media,https://github.com/Robertof/nixos-docker-sd-image-builder,https://github.com/Robertof/nixos-docker-sd-image-builder,MIT,2020-05-04 23:32:19,2024-05-27 17:16:26,2024-05-27 17:16:26,73.0,,33.0,8.0,7.0,5.0,22.0,225,7.0,11,False,3.0,,,,,,,,,,,,
221,nix-your-shell,MercuryTechnologies/nix-your-shell,A nix and nix-shell wrapper for shells other than bash.,command-line-tools,https://github.com/MercuryTechnologies/nix-your-shell,https://github.com/MercuryTechnologies/nix-your-shell,MIT,2023-02-09 22:45:07,2025-08-22 21:43:22,2025-08-22 21:43:22,78.0,1.0,19.0,12.0,70.0,6.0,13.0,202,10.0,11,True,2.0,2024-09-24 17:23:11,1.4.6,15.0,1.0,1.0,246.0,7.0,,,,,
222,nixsa,noamraph/nixsa,A Nix Standalone Environment.,installation-media,https://github.com/noamraph/nixsa,https://github.com/noamraph/nixsa,LGPL-2.1,2024-08-05 19:57:39,2025-09-01 15:49:23,2025-04-01 21:30:56,69.0,,4.0,2.0,19.0,3.0,9.0,177,4.0,11,True,3.0,2024-11-17 20:35:16,0.2.0,6.0,,,346.0,26.0,,,,,
223,nix-shell,loophp/nix-shell,Nix shells for PHP development.,programming-languages,https://github.com/loophp/nix-shell,https://github.com/loophp/nix-shell,MIT,2021-06-20 06:59:35,2025-09-04 18:07:50,2025-09-04 18:07:47,650.0,9.0,14.0,5.0,274.0,3.0,12.0,173,9.0,11,True,3.0,,,,,,,,['php'],,,,
224,dix,bloxx12/dix,A blazingly fast tool to diff Nix related things.,command-line-tools,https://github.com/faukah/dix,https://github.com/faukah/dix,GPL-3.0,2025-05-04 12:13:11,2025-09-05 16:54:21,2025-09-05 14:06:03,165.0,23.0,2.0,2.0,32.0,,7.0,160,6.0,11,True,2.0,2025-08-31 13:00:15,1.3.0,9.0,2.0,2.0,,,,,faukah/dix,,
225,nixpkgs-lint,nix-community/nixpkgs-lint,A fast semantic linter for Nix using tree-sitter.,command-line-tools,https://github.com/nix-community/nixpkgs-lint,https://github.com/nix-community/nixpkgs-lint,MIT,2022-03-31 03:02:17,2025-08-27 21:44:09,2025-08-27 21:44:02,129.0,2.0,8.0,5.0,26.0,3.0,5.0,155,5.0,11,True,2.0,2023-06-02 21:31:33,0.3.0,3.0,,,,,,,,,
226,nixos-facter-modules,nix-community/nixos-facter-modules,A series of NixOS modules to be used in conjunction with nixos-facter.,nixos-modules,https://github.com/nix-community/nixos-facter-modules,https://github.com/nix-community/nixos-facter-modules,MIT,2024-07-25 10:32:17,2025-08-29 18:26:24,2025-08-29 18:26:21,170.0,18.0,15.0,7.0,58.0,17.0,11.0,142,12.0,11,True,3.0,,,,,,,,,,,,
227,lollypops,pinpox/lollypops,Lollypop Operations - NixOS Deployment Tool.,deployment-tools,https://github.com/pinpox/lollypops,https://github.com/pinpox/lollypops,GPL-3.0,2022-06-22 21:34:16,2025-09-11 12:08:42,2025-09-11 12:08:38,142.0,30.0,17.0,3.0,37.0,4.0,20.0,141,11.0,11,True,3.0,2024-04-10 18:07:50,2.0.0,2.0,,,,,,,,,
228,zon2nix,nix-community/zon2nix,Convert the dependencies in `build.zig.zon` to a Nix expression.,programming-languages,https://github.com/nix-community/zon2nix,https://github.com/nix-community/zon2nix,MPL-2.0,2023-08-08 19:18:56,2025-09-10 12:09:09,2025-03-20 22:10:34,80.0,,15.0,4.0,40.0,7.0,7.0,99,7.0,11,True,3.0,2023-09-03 23:31:23,0.1.2,3.0,,,,,,,,,
229,bombon,nikstur/bombon,Nix CycloneDX Software Bills of Materials (SBOMs).,security,https://github.com/nikstur/bombon,https://github.com/nikstur/bombon,MIT,2022-08-18 23:06:53,2025-06-01 23:00:47,2025-06-01 23:00:46,400.0,,12.0,5.0,148.0,11.0,12.0,97,8.0,11,True,2.0,2024-10-23 16:12:33,0.3.0,3.0,,,,,,,,,
230,composer2nix,svanderburg/composer2nix,Generate Nix expressions to build composer packages.,programming-languages,https://github.com/svanderburg/composer2nix,https://github.com/svanderburg/composer2nix,MIT,2017-07-07 20:51:06,2022-08-18 10:35:27,2022-03-01 23:41:50,64.0,,26.0,3.0,19.0,10.0,11.0,93,7.0,11,False,3.0,2022-03-05 11:16:43,0.0.6,6.0,,,,,,,,,
231,opam2nix,timbertson/opam2nix,Generate Nix expressions from opam packages.,programming-languages,https://github.com/timbertson/opam2nix,https://github.com/timbertson/opam2nix,MIT,2015-08-06 10:42:08,2025-01-29 21:52:55,2025-01-29 05:58:48,370.0,,27.0,11.0,29.0,17.0,45.0,93,11.0,11,True,3.0,,,,,,,,,,,,
232,nix-security-tracker,Nix-Security-WG/nix-security-tracker,Web service for managing information on vulnerabilities in software distributed through Nixpkgs.,security,https://github.com/Nix-Security-WG/nix-security-tracker,https://github.com/Nix-Security-WG/nix-security-tracker,,2023-08-31 16:49:45,2025-09-08 01:00:38,2025-08-08 12:30:33,525.0,50.0,10.0,9.0,367.0,106.0,110.0,60,15.0,11,True,2.0,,,,,,,,,,,,
233,patsh,nix-community/patsh,A command-line tool for patching shell scripts inspired by resholve.,command-line-tools,https://github.com/nix-community/patsh,https://github.com/nix-community/patsh,MPL-2.0,2022-11-26 03:13:01,2024-05-16 11:25:23,2024-02-19 21:21:25,262.0,,1.0,3.0,135.0,2.0,,50,2.0,11,False,2.0,2023-08-18 14:59:05,0.2.1,6.0,19.0,19.0,,,,,,,
234,hydra-cli,nlewo/hydra-cli,A client for the Hydra Nix CI.,command-line-tools,https://github.com/nlewo/hydra-cli,https://github.com/nlewo/hydra-cli,MIT,2019-06-18 12:48:30,2024-07-22 08:10:00,2023-12-19 22:16:49,208.0,,13.0,5.0,61.0,5.0,6.0,48,5.0,11,False,2.0,2020-11-15 08:04:35,0.3.0,2.0,,,,,,,,,
235,zellij-nix,a-kenji/zellij-nix,Zellij Nix Environment.,development,https://github.com/a-kenji/zellij-nix,https://github.com/a-kenji/zellij-nix,MIT,2021-02-23 21:35:40,2025-09-14 07:17:03,2025-09-14 07:16:26,1570.0,103.0,3.0,2.0,743.0,3.0,1.0,45,5.0,11,True,3.0,,,,,,,,,,,,
236,flake-edit,a-kenji/flake-edit,Edit your flake inputs with ease.,development,https://github.com/a-kenji/flake-edit,https://github.com/a-kenji/flake-edit,MIT,2023-10-06 21:58:29,2025-09-08 10:16:53,2025-09-08 10:16:47,862.0,68.0,,1.0,299.0,24.0,13.0,43,2.0,11,True,3.0,2024-11-04 14:25:55,0.0.2,2.0,,,,,,,,,
237,manix,mlvzk/manix,"Find configuration options and function documentation for Nixpkgs, NixOS, and Home Manager.",command-line-tools,https://github.com/mlvzk/manix,https://github.com/mlvzk/manix,MPL-2.0,2020-08-15 17:14:06,2024-01-28 15:07:18,2021-04-19 23:47:08,82.0,,14.0,15.0,17.0,10.0,7.0,408,3.0,10,False,3.0,2021-04-19 23:51:39,0.6.3,4.0,,,123.0,2.0,,,,,
238,static-haskell-nix,nh2/static-haskell-nix,Easily build most Haskell programs into fully static Linux executables.,programming-languages,https://github.com/nh2/static-haskell-nix,https://github.com/nh2/static-haskell-nix,,2018-06-13 01:06:17,2024-06-30 13:23:08,2024-06-15 22:58:11,257.0,,35.0,17.0,57.0,19.0,53.0,398,12.0,10,False,3.0,2024-06-15 23:02:38,2024-06-16,5.0,,,64.0,0.0,['haskell'],,,,
239,NixNG,nix-community/NixNG,"A GNU/Linux distribution similar to NixOS, defining difference is a focus on containers and lightweightness.",distributions,https://github.com/nix-community/NixNG,https://github.com/nix-community/NixNG,,2021-06-21 05:05:39,2025-08-23 18:11:34,2025-07-18 12:33:29,339.0,10.0,19.0,16.0,46.0,19.0,6.0,391,10.0,10,True,3.0,,,,,,,,,,,,
240,Nix Package Versions,lazamar/nix-package-versions,Find all versions of a package that were available in a channel and the revision you can download it from.,discovery,https://github.com/lazamar/nix-package-versions,https://github.com/lazamar/nix-package-versions,,2020-02-11 23:23:47,2025-06-19 13:42:50,2025-06-19 13:42:45,318.0,4.0,31.0,8.0,19.0,9.0,29.0,380,12.0,10,True,3.0,,,,,,,,,,,,
241,trustix,nix-community/trustix,Distributed trust and reproducibility tracking for binary caches.,security,https://github.com/nix-community/trustix,https://github.com/nix-community/trustix,,2020-12-03 15:30:40,2024-08-15 14:03:26,2024-08-14 20:49:19,1208.0,,20.0,8.0,353.0,36.0,24.0,341,17.0,10,False,3.0,,,,,,,,,,,,
242,Nixinate,MatthewCroughan/nixinate,A Nix flake library to provide app outputs for managing existing NixOS hosts over SSH.,deployment-tools,https://github.com/MatthewCroughan/nixinate,https://github.com/MatthewCroughan/nixinate,MIT,2022-01-03 09:39:11,2025-03-23 13:46:49,2025-03-23 13:46:47,59.0,,33.0,12.0,27.0,14.0,15.0,271,7.0,10,True,3.0,,,,,,,,,,,,
243,gitignore.nix,hercules-ci/gitignore.nix,The most feature-complete and easy-to-use `.gitignore` integration.,development,https://github.com/hercules-ci/gitignore.nix,https://github.com/hercules-ci/gitignore.nix,Unlicense,2019-05-12 11:51:55,2025-08-14 18:44:59,2024-02-28 02:28:52,101.0,,20.0,10.0,35.0,24.0,11.0,271,12.0,10,False,3.0,,,,,,,,,,,,
244,base16.nix,SenchoPens/base16.nix,"Flake way to theme programs in base16 colorschemes, mustache template support included.",theming,https://github.com/SenchoPens/base16.nix,https://github.com/SenchoPens/base16.nix,MIT,2021-05-06 15:19:06,2025-08-21 23:34:00,2025-08-21 23:34:00,69.0,2.0,10.0,2.0,9.0,2.0,14.0,248,8.0,10,True,3.0,2024-02-27 10:09:57,2.2.1,7.0,,,,,,,,,
245,lf-doc,lf-/nix-doc,An interactive Nix documentation tool providing CLI for function search.,discovery,https://github.com/lf-/nix-doc,https://github.com/lf-/nix-doc,,2020-07-16 08:49:20,2024-05-15 22:15:48,2024-05-15 22:15:48,80.0,,6.0,6.0,4.0,8.0,17.0,221,3.0,10,False,3.0,2021-07-09 03:37:24,0.5.1,2.0,5.0,5.0,,,,,,,
246,nixus,infinisil/nixus,Experimental deployment tool supporting multi-host abstractions.,deployment-tools,https://github.com/infinisil/nixus,https://github.com/infinisil/nixus,GPL-3.0,2019-12-22 04:35:22,2024-12-19 22:06:35,2024-12-19 22:06:35,157.0,,15.0,12.0,29.0,10.0,23.0,221,10.0,10,True,3.0,,,,,,,,,,,,
247,nix-appimage,ralismark/nix-appimage,Convert a nixos derivation into a self-contained binary.,command-line-tools,https://github.com/ralismark/nix-appimage,https://github.com/ralismark/nix-appimage,MIT,2022-08-07 06:20:32,2025-06-13 04:57:30,2025-06-04 03:01:07,39.0,,23.0,6.0,7.0,6.0,14.0,218,4.0,10,True,3.0,,,,,,,,,,,,
248,nixcloud-webservices,nixcloud/nixcloud-webservices,"This nixpkgs extension, called nixcloud-webservices, focuses on ease of deployment of web-related technologies.",deployment-tools,https://github.com/nixcloud/nixcloud-webservices,https://github.com/nixcloud/nixcloud-webservices,,2017-11-17 23:06:20,2024-10-18 11:02:38,2024-10-18 11:02:38,467.0,,25.0,13.0,29.0,18.0,40.0,183,14.0,10,True,3.0,,,,,,,,,,,,
249,buildkit-nix,reproducible-containers/buildkit-nix,Nix derivations as Dockerfiles.,virtualisation,https://github.com/reproducible-containers/buildkit-nix,https://github.com/reproducible-containers/buildkit-nix,Apache-2.0,2021-12-03 12:53:28,2023-09-13 10:51:18,2023-09-13 10:51:18,33.0,,17.0,11.0,15.0,6.0,3.0,176,2.0,10,False,3.0,2023-09-13 09:41:32,0.1.1,4.0,,,,,,,,,
250,nixiosk,matthewbauer/nixiosk,Declarative Kiosk systems built with NixOS.,nixos-modules,https://github.com/matthewbauer/nixiosk,https://github.com/matthewbauer/nixiosk,MIT,2020-02-22 21:05:04,2023-03-19 01:28:23,2023-03-19 01:28:04,289.0,,12.0,7.0,10.0,14.0,5.0,162,6.0,10,False,3.0,,,,,,,,,,,,
251,ruby-nix,inscapist/ruby-nix,Generates reproducible ruby/bundler app environment with Nix.,programming-languages,https://github.com/inscapist/ruby-nix,https://github.com/inscapist/ruby-nix,MIT,2022-12-20 08:37:50,2025-08-13 04:24:12,2025-08-13 04:24:12,145.0,2.0,16.0,7.0,45.0,4.0,17.0,140,6.0,10,True,3.0,2024-09-07 03:26:11,0.2.2,8.0,,,,,['ruby'],,,,
252,npmlock2nix,nix-community/npmlock2nix,"Generate Nix expressions from a `package-lock.json` (in-memory), primarily for web projects.",programming-languages,https://github.com/nix-community/npmlock2nix,https://github.com/nix-community/npmlock2nix,Apache-2.0,2020-07-22 14:21:40,2024-01-20 21:45:48,2023-01-11 14:30:13,286.0,,37.0,4.0,137.0,37.0,20.0,139,15.0,10,False,3.0,,,,,,,,,,,,
253,gradle2nix,tadfisher/gradle2nix,Generate Nix expressions which build Gradle-based projects.,programming-languages,https://github.com/tadfisher/gradle2nix,https://github.com/tadfisher/gradle2nix,MIT,2019-04-01 16:26:33,2025-08-22 22:43:27,2023-09-30 19:19:09,51.0,,56.0,6.0,35.0,37.0,18.0,135,5.0,10,False,3.0,,,,,,,,,,,,
254,NixNeovim,NixNeovim/NixNeovim,Configure Neovim with Nix.,editors-and-ides,https://github.com/NixNeovim/NixNeovim,https://github.com/NixNeovim/NixNeovim,MIT,2022-08-13 11:03:23,2024-08-23 13:37:39,2024-08-23 13:37:31,754.0,,15.0,3.0,78.0,6.0,42.0,133,18.0,10,False,3.0,,,,1.0,1.0,,,,,,,
255,namaka,nix-community/namaka,Snapshot testing for Nix based on haumea.,development,https://github.com/nix-community/namaka,https://github.com/nix-community/namaka,MPL-2.0,2023-04-09 02:24:14,2025-02-12 16:53:55,2024-11-17 00:47:29,359.0,,4.0,4.0,202.0,3.0,1.0,126,3.0,10,True,3.0,2024-11-17 00:47:49,0.2.1,4.0,1.0,1.0,,,,,,,
256,elm2nix,cachix/elm2nix,Convert `elm.json` into Nix expressions.,programming-languages,https://github.com/cachix/elm2nix,https://github.com/cachix/elm2nix,BSD-3-Clause,2017-12-14 14:31:58,2025-09-09 11:32:43,2025-09-09 11:32:43,135.0,17.0,17.0,8.0,34.0,4.0,17.0,118,14.0,10,True,3.0,,,,,,,,,,,,
257,purs-nix,purs-nix/purs-nix,CLI and library combo designed for managing PureScript projects using Nix.,programming-languages,https://github.com/purs-nix/purs-nix,https://github.com/purs-nix/purs-nix,MIT,2021-02-25 04:10:19,2025-05-09 21:12:06,2025-05-08 17:27:14,589.0,,27.0,2.0,21.0,7.0,30.0,77,7.0,10,True,3.0,,,,,,,,,,,,
258,hyprland-protocols,hyprwm/hyprland-protocols,Wayland protocol extensions for Hyprland.,nixos-modules,https://github.com/hyprwm/hyprland-protocols,https://github.com/hyprwm/hyprland-protocols,BSD-3-Clause,2022-11-25 19:55:10,2025-06-04 14:18:34,2025-06-04 14:18:34,42.0,,10.0,3.0,19.0,,1.0,77,7.0,10,True,3.0,2025-04-03 21:14:56,0.6.4,9.0,,,,,,,,,
259,optnix,water-sucks/optnix,"A fast, terminal-based options searcher for Nix module systems.",discovery,https://github.com/water-sucks/optnix,https://github.com/water-sucks/optnix,GPL-3.0,2025-01-15 22:29:57,2025-09-06 06:30:07,2025-09-06 06:29:33,104.0,69.0,,2.0,23.0,2.0,5.0,70,2.0,10,True,3.0,2025-08-11 08:55:35,0.3.0,5.0,1.0,1.0,,,,,,,
260,nijs,svanderburg/nijs,NiJS: An internal DSL for Nix in JavaScript.,programming-languages,https://github.com/svanderburg/nijs,https://github.com/svanderburg/nijs,MIT,2013-01-25 20:44:29,2022-05-01 15:31:03,2022-05-01 15:30:50,170.0,,4.0,7.0,,6.0,,58,2.0,10,False,3.0,,,,29.0,29.0,,,,,,,
261,genealogos,tweag/genealogos,A Nix sbom generator.,security,https://github.com/tweag/genealogos,https://github.com/tweag/genealogos,MIT,2023-03-10 13:44:54,2025-04-04 20:47:07,2025-02-06 16:37:21,223.0,,1.0,12.0,48.0,4.0,19.0,49,9.0,10,True,3.0,2024-06-13 12:15:00,1.0.0,4.0,,,75.0,3.0,,,,,
262,geospatial-nix,imincik/geospatial-nix,Geospatial packages repository and environment.,overlays,https://github.com/imincik/geospatial-nix,https://github.com/imincik/geospatial-nix,MIT,2022-10-27 10:29:43,2024-11-27 09:13:35,2024-11-27 09:13:33,894.0,,5.0,3.0,536.0,4.0,1.0,47,3.0,10,True,3.0,2024-10-06 23:00:45,2024.40.0,42.0,,,,,,,,,
263,angrr,linyinfeng/angrr,Auto Nix GC Roots Retention. This tool simply deletes auto GC roots based on the modified time of their symbolic link..,command-line-tools,https://github.com/linyinfeng/angrr,https://github.com/linyinfeng/angrr,MIT,2024-03-15 02:58:43,2025-09-12 16:16:11,2025-09-12 16:14:17,507.0,46.0,1.0,4.0,8.0,1.0,2.0,46,4.0,10,True,3.0,,,,,,,,,,,,
264,nix-forecast,getchoo/nix-forecast,Check the forecast for todays Nix builds.,command-line-tools,https://github.com/getchoo/nix-forecast,https://github.com/getchoo/nix-forecast,MPL-2.0,2024-09-13 21:05:29,2025-09-13 01:16:05,2025-05-11 22:37:12,62.0,,1.0,2.0,79.0,2.0,3.0,43,4.0,10,True,3.0,2025-05-11 22:40:20,0.4.0,4.0,,,,,,,,,
265,crystal2nix,nix-community/crystal2nix,Convert `shard.lock` into Nix expressions.,programming-languages,https://github.com/nix-community/crystal2nix,https://github.com/nix-community/crystal2nix,MIT,2020-12-22 04:10:33,2025-07-09 13:53:46,2025-07-09 13:50:51,25.0,5.0,5.0,2.0,19.0,3.0,4.0,19,4.0,10,True,3.0,2025-07-09 13:53:46,0.3.1,3.0,,,,,,,,,
266,Snowfall Lib,snowfallorg/lib,A library that makes it easy to manage your Nix flake by imposing an opinionated file structure.,development,https://github.com/snowfallorg/lib,https://github.com/snowfallorg/lib,,2022-09-08 00:07:34,2025-01-06 02:28:15,2025-01-06 02:28:15,93.0,,54.0,13.0,34.0,38.0,108.0,557,12.0,9,True,3.0,,,,,,,,,,,,
267,nix-du,symphorien/nix-du,Visualise which gc-roots to delete to free some space in your Nix store.,command-line-tools,https://github.com/symphorien/nix-du,https://github.com/symphorien/nix-du,LGPL-3.0,2018-01-15 21:42:01,2025-05-12 18:23:16,2025-05-12 12:00:00,300.0,,6.0,6.0,11.0,3.0,15.0,447,3.0,9,True,3.0,,,,,,,,,,,,
268,nix-diff,Gabriella439/nix-diff,A tool to explain why two Nix derivations differ.,command-line-tools,https://github.com/Gabriella439/nix-diff,https://github.com/Gabriella439/nix-diff,BSD-3-Clause,2017-09-30 19:02:53,2025-09-06 14:19:15,2025-09-06 14:19:15,121.0,1.0,19.0,11.0,71.0,11.0,20.0,437,17.0,9,True,3.0,,,,,,,,,,,,
269,high-quality-nix-content,gytis-ivaskevicius/high-quality-nix-content,GitHub repository containing highest quality Nix/NixOS content.,theming,https://github.com/gytis-ivaskevicius/high-quality-nix-content,https://github.com/gytis-ivaskevicius/high-quality-nix-content,MIT,2021-05-28 18:31:02,2025-06-25 11:51:02,2025-06-25 11:51:02,86.0,2.0,24.0,14.0,25.0,1.0,3.0,345,18.0,9,True,3.0,,,,,,,,,,,,
270,bento,rapenne-s/bento,A KISS deployment tool to keep your NixOS fleet (servers & workstations) up to date.,deployment-tools,https://github.com/rapenne-s/bento,https://github.com/rapenne-s/bento,MIT,2022-09-08 20:16:38,2024-12-29 17:24:56,2024-12-29 17:24:56,157.0,,11.0,8.0,9.0,3.0,2.0,294,6.0,9,True,3.0,,,,,,,,,,,,
