,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,contributor_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,github_release_downloads,monthly_downloads,labels,trending,updated_github_id,gitlab_id,gitlab_url
0,nixpkgs,NixOS/nixpkgs,Nix Packages collection & NixOS.,discovery,https://github.com/NixOS/nixpkgs,https://github.com/NixOS/nixpkgs,MIT,2012-06-04 02:49:46,2025-09-15 00:14:52,2025-09-15 00:11:59,862019.0,43009.0,16459.0,272.0,392137.0,8739.0,40740.0,21775,13791.0,37,True,1.0,,,,,,,,,,,,
1,devenv,cachix/devenv,A Nix-based tool for creating developer shell environments quickly and reproducibly.,development,https://github.com/cachix/devenv,https://github.com/cachix/devenv,Apache-2.0,2022-10-22 20:10:10,2025-09-14 12:23:21,2025-09-14 12:23:21,4239.0,421.0,415.0,25.0,1065.0,392.0,691.0,5646,234.0,30,True,1.0,2025-08-21 17:25:28,1.8.2,34.0,290.0,290.0,,,,,,,
2,Devbox,jetify-com/devbox,"Instant, portable, and predictable development environments.",development,https://github.com/jetify-com/devbox,https://github.com/jetify-com/devbox,Apache-2.0,2022-08-18 20:27:16,2025-09-12 22:14:24,2025-08-29 13:46:22,1696.0,32.0,261.0,45.0,1909.0,377.0,408.0,10338,88.0,29,True,1.0,2025-08-18 20:03:27,0.16.0,100.0,,,1367580.0,62162.0,,,,,
3,Home Manager,nix-community/home-manager,Manage your user configuration just like NixOS.,nixos-modules,https://github.com/nix-community/home-manager,https://github.com/nix-community/home-manager,MIT,2017-01-14 12:11:06,2025-09-14 03:59:38,2025-09-14 00:32:33,5387.0,491.0,2117.0,53.0,4974.0,691.0,2114.0,8620,1403.0,27,True,1.0,,,,,,,,,,,,
4,patchelf,NixOS/patchelf,A small utility to modify the dynamic linker and RPATH of ELF executables.,command-line-tools,https://github.com/NixOS/patchelf,https://github.com/NixOS/patchelf,GPL-3.0,2011-12-06 21:27:51,2025-08-25 01:44:11,2025-08-13 03:50:38,974.0,99.0,490.0,80.0,330.0,113.0,174.0,3997,99.0,27,True,1.0,2025-08-13 03:38:12,0.15.5,32.0,,,7532585.0,123485.0,,,,,
5,nickel,tweag/nickel,Better configuration for less.,programming-languages,https://github.com/tweag/nickel,https://github.com/tweag/nickel,MIT,2019-01-08 21:43:11,2025-09-14 15:46:00,2025-09-14 15:35:40,4422.0,97.0,105.0,37.0,1588.0,133.0,533.0,2690,89.0,26,True,1.0,2025-08-18 19:00:32,1.13.0,26.0,,,150216.0,3576.0,,,,,
6,install-nix-action,cachix/install-nix-action,Installs Nix on GitHub Actions for the supported platforms: Linux and macOS.,github-actions,https://github.com/cachix/install-nix-action,https://github.com/cachix/install-nix-action,Apache-2.0,2019-10-02 09:31:59,2025-09-12 22:56:38,2025-09-06 10:04:07,353.0,23.0,84.0,12.0,141.0,18.0,95.0,613,34.0,25,True,1.0,2025-09-06 10:10:42,31.6.1,43.0,34091.0,34091.0,,,,,,,
7,nix-installer,DeterminateSystems/nix-installer,Opinionated alternative to the official Nix install scripts.,installation-media,https://github.com/DeterminateSystems/nix-installer,https://github.com/DeterminateSystems/nix-installer,LGPL-2.1,2022-09-02 19:10:48,2025-09-12 19:49:52,2025-09-12 19:48:21,775.0,29.0,82.0,16.0,826.0,352.0,488.0,3124,32.0,24,True,1.0,2025-09-12 19:48:30,3.11.2,95.0,3.0,3.0,906391.0,28324.0,,,,,
8,NixOS-WSL,nix-community/NixOS-WSL,Modules for running NixOS on the Windows Subsystem for Linux.,nixos-modules,https://github.com/nix-community/NixOS-WSL,https://github.com/nix-community/NixOS-WSL,Apache-2.0,2019-12-07 22:29:47,2025-09-13 19:59:48,2025-09-12 10:00:25,647.0,53.0,148.0,27.0,481.0,34.0,201.0,2457,43.0,24,True,1.0,2025-08-11 23:21:42,2505.7.0,10.0,,,59531.0,1082.0,,,,,
9,haskell.nix,input-output-hk/haskell.nix,Alternative Haskell Infrastructure for Nixpkgs.,programming-languages,https://github.com/input-output-hk/haskell.nix,https://github.com/input-output-hk/haskell.nix,Apache-2.0,2018-04-20 16:00:09,2025-09-14 00:51:41,2025-09-14 00:51:41,3953.0,113.0,240.0,19.0,1470.0,166.0,796.0,604,160.0,24,True,1.0,2025-06-25 08:28:33,nix-tools-0.3.8,15.0,,,15000.0,833.0,['haskell'],,,,
10,flox,flox/flox,"Manage and share development environments, package projects, and publish artifacts anywhere.",development,https://github.com/flox/flox,https://github.com/flox/flox,GPL-2.0,2022-12-22 15:52:43,2025-09-12 23:25:00,2025-09-12 08:59:06,3695.0,505.0,97.0,21.0,2061.0,348.0,1178.0,3449,48.0,23,True,1.0,2025-09-03 20:02:57,1.7.2,49.0,,,20.0,0.0,,,,,
11,nixos-hardware,NixOS/nixos-hardware,A collection of NixOS modules covering hardware quirks.,nixos-modules,https://github.com/NixOS/nixos-hardware,https://github.com/NixOS/nixos-hardware,CC0-1.0,2016-02-08 10:50:14,2025-09-14 23:20:20,2025-09-14 23:03:45,2420.0,143.0,783.0,64.0,1235.0,147.0,222.0,2667,484.0,23,True,1.0,2021-05-29 08:24:13,mnt-reform2-nitrogen8m-v1,2.0,,,1515.0,29.0,,,,,
12,NUR,nix-community/NUR,Nix User Repositories.,overlays,https://github.com/nix-community/NUR,https://github.com/nix-community/NUR,MIT,2018-02-28 18:49:50,2025-09-14 19:47:49,2025-09-14 19:44:26,34500.0,2315.0,423.0,19.0,852.0,29.0,94.0,1622,527.0,23,True,1.0,,,,,,,,,,,,
13,NixVim,nix-community/nixvim,A NeoVim distribution built with Nix modules and Nixpkgs.,editors-and-ides,https://github.com/nix-community/nixvim,https://github.com/nix-community/nixvim,MIT,2020-12-30 01:08:04,2025-09-14 15:43:30,2025-09-14 15:39:43,3699.0,249.0,344.0,13.0,2641.0,136.0,697.0,2385,255.0,22,True,1.0,,,,,,,,,,,,
14,nixfmt,NixOS/nixfmt,"A formatter for Nix code, intended to easily apply a uniform style.",command-line-tools,https://github.com/NixOS/nixfmt,https://github.com/NixOS/nixfmt,MPL-2.0,2018-08-02 12:33:51,2025-08-20 23:02:07,2025-08-20 23:02:07,590.0,20.0,59.0,31.0,155.0,30.0,151.0,1284,31.0,22,True,1.0,2025-07-14 11:01:33,1.0.0,7.0,,,6827.0,92.0,,,,,
15,treefmt,numtide/treefmt,"One CLI to format the code tree, using formatters such as alejandra, prettier, etc.",command-line-tools,https://github.com/numtide/treefmt,https://github.com/numtide/treefmt,MIT,2020-12-18 10:30:54,2025-09-08 20:33:59,2025-09-08 07:15:59,740.0,40.0,48.0,14.0,417.0,50.0,153.0,823,21.0,22,True,1.0,2025-05-21 12:33:45,2.3.1,28.0,8.0,8.0,23165.0,445.0,,,,,
16,update-flake-lock,DeterminateSystems/update-flake-lock,This is a GitHub Action that updates the flake.lock file for your Nix flake whenever it is run.,github-actions,https://github.com/DeterminateSystems/update-flake-lock,https://github.com/DeterminateSystems/update-flake-lock,MIT,2021-10-18 18:39:57,2025-09-14 00:01:11,2025-09-12 12:55:19,270.0,32.0,37.0,5.0,162.0,24.0,28.0,333,27.0,22,True,2.0,2025-07-15 02:37:41,27,27.0,3101.0,3101.0,,,,,,,
17,nix-darwin,nix-darwin/nix-darwin,Manage macOS configuration just like on NixOS.,nixos-modules,https://github.com/nix-darwin/nix-darwin,https://github.com/nix-darwin/nix-darwin,MIT,2016-10-16 14:26:46,2025-09-09 15:37:43,2025-09-09 15:02:04,2249.0,40.0,549.0,33.0,839.0,275.0,475.0,4440,259.0,21,True,1.0,,,,,,,,,-1.0,,,
18,nixos-anywhere,nix-community/nixos-anywhere,Install NixOS everywhere via SSH.,installation-media,https://github.com/nix-community/nixos-anywhere,https://github.com/nix-community/nixos-anywhere,MIT,2022-11-09 12:36:38,2025-09-14 03:10:51,2025-08-28 08:28:14,835.0,44.0,164.0,18.0,385.0,61.0,139.0,2457,79.0,21,True,1.0,2025-06-05 06:49:06,1.11.0,14.0,,,,,,,,,
19,Stylix,nix-community/stylix,System-wide colorscheming and typography for NixOS.,theming,https://github.com/nix-community/stylix,https://github.com/nix-community/stylix,MIT,2020-12-21 15:50:00,2025-09-08 20:01:53,2025-09-08 19:33:25,1192.0,189.0,253.0,13.0,1229.0,182.0,392.0,1858,158.0,21,True,1.0,,,,,,,,,-1.0,,,
20,ryan4yin/nix-config,ryan4yin/nix-config,Nix config for both desktops(NixOS+macOS) and homelab servers(NixOS).,nix-configurations,https://github.com/ryan4yin/nix-config,https://github.com/ryan4yin/nix-config,MIT,2023-04-22 17:29:16,2025-09-14 15:57:54,2025-09-14 15:57:27,1849.0,193.0,82.0,11.0,162.0,,58.0,1582,14.0,21,True,1.0,2025-08-20 05:05:17,0.12.0,30.0,,,,,,1.0,,,
21,comma,nix-community/comma,Quickly run any binary; wraps together `nix run` and `nix-index`.,command-line-tools,https://github.com/nix-community/comma,https://github.com/nix-community/comma,MIT,2020-04-28 22:00:21,2025-08-27 21:45:28,2025-08-27 21:45:14,197.0,52.0,57.0,51.0,66.0,6.0,38.0,1401,25.0,21,True,1.0,2025-07-29 12:52:53,2.3.3,23.0,,,,,,,,,
22,nixos-apple-silicon,nix-community/nixos-apple-silicon,Resources to install NixOS bare metal on Apple Silicon Macs.,installation-media,https://github.com/nix-community/nixos-apple-silicon,https://github.com/nix-community/nixos-apple-silicon,MIT,2021-12-14 00:25:40,2025-08-25 08:24:46,2025-08-25 08:24:46,621.0,39.0,123.0,35.0,144.0,42.0,168.0,1207,38.0,21,True,1.0,2025-08-24 17:59:12,release-2025-08-23,85.0,,,3566.0,84.0,,,,,
23,alejandra,kamadorueda/alejandra,An opinionated Nix code formatter optimized for speed and consistency.,command-line-tools,https://github.com/kamadorueda/alejandra,https://github.com/kamadorueda/alejandra,Unlicense,2022-01-26 22:52:25,2025-07-03 03:30:47,2025-07-03 03:30:46,564.0,1.0,47.0,8.0,311.0,61.0,97.0,1199,25.0,21,True,1.0,2025-04-10 22:34:11,4.0.0,19.0,10.0,10.0,27098.0,630.0,,,,,
24,mobile-nixos,mobile-nixos/mobile-nixos,NixOS for mobile devices like phones.,distributions,https://github.com/mobile-nixos/mobile-nixos,https://github.com/mobile-nixos/mobile-nixos,MIT,2018-06-10 01:00:58,2025-09-06 16:07:43,2025-09-06 16:07:43,3124.0,53.0,200.0,48.0,535.0,138.0,163.0,1129,50.0,21,True,1.0,,,,,,,,,,,,
25,nvf,notashelf/nvf,"Highly modular, configurable, extensible and easy to use Neovim configuration in Nix.",editors-and-ides,https://github.com/NotAShelf/nvf,https://github.com/NotAShelf/nvf,MIT,2023-02-01 17:13:58,2025-09-14 00:04:25,2025-09-13 14:31:45,2500.0,180.0,156.0,8.0,713.0,65.0,273.0,1102,96.0,21,True,2.0,2024-12-04 14:22:01,0.7,6.0,,,,,,1.0,,,
26,nix-bitcoin,fort-nix/nix-bitcoin,Modules and packages for Bitcoin nodes with higher-layer protocols with an emphasis on security.,nixos-modules,https://github.com/fort-nix/nix-bitcoin,https://github.com/fort-nix/nix-bitcoin,MIT,2018-12-06 16:06:42,2025-09-14 19:50:15,2025-09-14 18:56:24,2164.0,25.0,115.0,20.0,591.0,33.0,175.0,571,31.0,21,True,1.0,2025-09-14 19:50:06,0.0.130,100.0,,,7990.0,142.0,,,,,
27,nix-index-database,nix-community/nix-index-database,Weekly updated nix-index database.,command-line-tools,https://github.com/nix-community/nix-index-database,https://github.com/nix-community/nix-index-database,MIT,2020-12-09 08:37:01,2025-09-14 04:03:40,2025-09-14 04:03:39,518.0,30.0,41.0,4.0,121.0,3.0,38.0,438,35.0,21,True,1.0,2025-09-14 03:25:04,2025-09-14-032502,100.0,,,513802.0,23354.0,,,,,
28,nix-installer-action,DeterminateSystems/nix-installer-action,"The fast, friendly, and reliable GitHub Action to install Nix with Flakes.",github-actions,https://github.com/DeterminateSystems/nix-installer-action,https://github.com/DeterminateSystems/nix-installer-action,LGPL-2.1,2023-01-13 18:03:12,2025-09-12 12:52:15,2025-09-12 12:50:59,343.0,16.0,23.0,4.0,163.0,15.0,25.0,210,14.0,21,True,3.0,2025-09-09 14:56:05,20,20.0,6985.0,6985.0,,,,1.0,,,
29,nix.dev,NixOS/nix.dev,Official documentation for getting things done with Nix.,learning,https://github.com/NixOS/nix.dev,https://github.com/NixOS/nix.dev,CC-BY-SA-4.0,2016-05-04 10:32:21,2025-09-13 02:52:36,2025-07-28 11:18:44,1903.0,7.0,292.0,37.0,851.0,122.0,186.0,3298,183.0,20,True,1.0,,,,,,,,,,,,
30,NixOS & Flakes Book,ryan4yin/nixos-and-flakes-book,An unofficial and opinionated NixOS & Flakes book for beginners.,learning,https://github.com/ryan4yin/nixos-and-flakes-book,https://github.com/ryan4yin/nixos-and-flakes-book,CC-BY-SA-4.0,2023-06-23 05:59:01,2025-09-14 07:56:16,2025-09-14 07:56:16,628.0,26.0,129.0,19.0,143.0,3.0,48.0,2747,82.0,20,True,1.0,2025-09-11 11:45:18,0.5.6,39.0,,,1449.0,57.0,,,,,
31,nix-direnv,nix-community/nix-direnv,A fast loader and flake-compliant configuration for the direnv environment auto-loader.,development,https://github.com/nix-community/nix-direnv,https://github.com/nix-community/nix-direnv,MIT,2019-09-27 07:43:47,2025-09-14 02:36:23,2025-09-14 02:32:39,994.0,34.0,122.0,15.0,396.0,7.0,207.0,2323,77.0,20,True,1.0,2025-05-09 15:21:02,3.0.7,37.0,,,,,,,,,
32,crane,ipetkov/crane,A Nix library for building Cargo projects with incremental artifact caching.,programming-languages,https://github.com/ipetkov/crane,https://github.com/ipetkov/crane,MIT,2022-01-16 04:23:52,2025-09-06 18:31:48,2025-09-06 18:31:06,758.0,20.0,113.0,7.0,466.0,23.0,263.0,1148,62.0,20,True,1.0,2025-07-19 17:45:06,0.21.0,53.0,,,,,['rust'],,,,
33,magic-nix-cache-action,DeterminateSystems/magic-nix-cache-action,"Save 30-50%+ of CI time without any effort or cost. Use Magic Nix Cache, a totally free and zero-configuration binary..",github-actions,https://github.com/DeterminateSystems/magic-nix-cache-action,https://github.com/DeterminateSystems/magic-nix-cache-action,MIT,2023-06-23 16:48:28,2025-09-12 13:31:34,2025-09-12 13:24:06,295.0,8.0,26.0,7.0,118.0,19.0,11.0,459,13.0,20,True,3.0,2025-07-15 02:38:56,13,13.0,4900.0,4900.0,,,,-1.0,,,
34,crate2nix,nix-community/crate2nix,rebuild only changed crates in CI with crate2nix and nix.,programming-languages,https://github.com/nix-community/crate2nix,https://github.com/nix-community/crate2nix,Apache-2.0,2019-03-24 22:00:59,2025-09-10 13:04:20,2025-02-13 19:12:43,1357.0,,96.0,12.0,194.0,96.0,114.0,430,51.0,20,True,1.0,2024-06-30 15:14:42,0.14.1,18.0,51.0,51.0,,,['rust'],,,,
35,nixd,nix-community/nixd,"Nix language server, based on Nix libraries.",development,https://github.com/nix-community/nixd,https://github.com/nix-community/nixd,LGPL-3.0,2023-05-10 08:41:17,2025-08-30 14:21:38,2025-08-30 14:20:52,1299.0,4.0,44.0,8.0,457.0,51.0,206.0,1164,43.0,19,True,1.0,2025-05-09 18:54:40,2.6.4,27.0,,,,,,,,,
36,Athena,Athena-OS/athena,Arch/Nix-based distro focused on Cybersecurity.,distributions,https://github.com/Athena-OS/athena,https://github.com/Athena-OS/athena,MIT,2022-06-14 21:39:15,2025-08-26 09:26:58,2025-08-26 09:26:57,509.0,23.0,94.0,30.0,19.0,10.0,134.0,1154,6.0,19,True,1.0,2024-01-30 23:39:23,23.11,13.0,,,16261.0,416.0,,,,,
37,poetry2nix,nix-community/poetry2nix,Build Python packages directly from Poetrys `poetry.lock` files.,programming-languages,https://github.com/nix-community/poetry2nix,https://github.com/nix-community/poetry2nix,MIT,2019-06-17 15:26:38,2025-04-03 14:27:04,2025-04-03 14:27:04,3486.0,,454.0,8.0,1413.0,169.0,324.0,930,334.0,19,True,1.0,2025-03-19 15:29:55,2025.3.1955794,100.0,,,,,['python'],,,,
38,nix-update,Mic92/nix-update,Update versions/source hashes of nix packages.,development,https://github.com/Mic92/nix-update,https://github.com/Mic92/nix-update,MIT,2020-03-05 11:31:09,2025-09-14 22:24:22,2025-08-18 09:25:30,730.0,50.0,81.0,10.0,329.0,37.0,79.0,648,59.0,19,True,1.0,2025-08-08 15:21:09,1.12.1,45.0,,,,,,,,,
39,vulnix,nix-community/vulnix,Vulnerability (CVE) scanner for Nix/NixOS.,security,https://github.com/nix-community/vulnix,https://github.com/nix-community/vulnix,BSD-3-Clause,2016-06-27 08:08:54,2025-09-09 08:01:44,2025-09-09 08:01:36,360.0,12.0,39.0,14.0,63.0,19.0,54.0,621,26.0,19,True,1.0,2025-09-01 12:37:04,1.12.1,5.0,3.0,3.0,,,,1.0,,,
40,catppuccin/nix,catppuccin/nix,Catppuccin for Nix brings the soothing pastel aesthetics of the Catppuccin theme to your NixOS and home-manager..,theming,https://github.com/catppuccin/nix,https://github.com/catppuccin/nix,MIT,2023-03-27 01:56:44,2025-09-13 22:00:50,2025-09-08 08:40:03,520.0,78.0,78.0,6.0,502.0,36.0,172.0,587,69.0,19,True,2.0,2025-08-02 01:03:45,25.05,8.0,,,,,,,,,
41,emacs-overlay,nix-community/emacs-overlay,Bleeding edge Emacs overlay.,overlays,https://github.com/nix-community/emacs-overlay,https://github.com/nix-community/emacs-overlay,,2018-12-28 10:46:06,2025-09-14 17:05:57,2025-09-14 17:05:57,17220.0,726.0,169.0,10.0,210.0,7.0,287.0,565,83.0,19,True,1.0,,,,,,,,,,,,
42,nixpkgs-review,Mic92/nixpkgs-review,The best tool to verify that a pull-request in Nixpkgs is building properly.,development,https://github.com/Mic92/nixpkgs-review,https://github.com/Mic92/nixpkgs-review,MIT,2018-03-17 13:30:00,2025-09-13 19:17:09,2025-09-13 19:17:08,894.0,54.0,83.0,12.0,357.0,57.0,148.0,526,70.0,19,True,1.0,2025-08-29 13:42:53,3.5.0,39.0,,,,,,,,,
43,nixos-images,nix-community/nixos-images,Automatically build (netboot) images for NixOS.,installation-media,https://github.com/nix-community/nixos-images,https://github.com/nix-community/nixos-images,MIT,2021-06-10 04:52:45,2025-09-11 01:00:46,2025-08-29 15:18:46,644.0,10.0,53.0,6.0,345.0,6.0,24.0,320,24.0,19,True,2.0,2025-05-28 16:15:29,nixos-25.05,12.0,,,35006.0,777.0,,,,,
44,awesome-nix,nix-community/awesome-nix,A curated list of the best resources in the Nix community.,learning,https://github.com/nix-community/awesome-nix,https://github.com/nix-community/awesome-nix,CC0-1.0,2019-05-15 14:59:41,2025-09-02 23:41:17,2025-09-02 23:41:17,362.0,38.0,178.0,78.0,260.0,6.0,29.0,4391,117.0,18,True,2.0,,,,8.0,8.0,,,,,,,
45,dustinlyons/nixos-config,dustinlyons/nixos-config,General purpose Nix configuration for macOS / NixOS (with starter templates).,nix-configurations,https://github.com/dustinlyons/nixos-config,https://github.com/dustinlyons/nixos-config,BSD-3-Clause,2021-10-22 07:25:20,2025-09-11 18:41:08,2025-09-11 18:40:58,2303.0,157.0,172.0,17.0,37.0,26.0,82.0,3003,17.0,18,True,2.0,,,,,,,,,,,,
46,NixOps,NixOS/nixops,"The official Nix deployment tool, compatible with AWS, Hetzner, and more.",deployment-tools,https://github.com/NixOS/nixops,https://github.com/NixOS/nixops,LGPL-3.0,2011-10-24 15:49:58,2025-02-12 08:16:03,2025-02-12 08:16:03,3601.0,,353.0,58.0,605.0,311.0,539.0,2042,158.0,18,True,1.0,,,,,,,,,,,,
47,nh,nix-community/nh,"Better output for `nix`, `nixos-rebuild`, `home-manager` and nix-darwin CLI leveraging `dix` and `nix-output-monitor`.",command-line-tools,https://github.com/nix-community/nh,https://github.com/nix-community/nh,EUPL-1.2,2022-02-08 19:42:42,2025-09-14 10:37:02,2025-09-14 10:37:02,774.0,214.0,69.0,8.0,171.0,40.0,198.0,1917,38.0,18,True,1.0,,,,1.0,1.0,,,,,,,
48,Colmena,zhaofengli/colmena,"A simple, stateless NixOS deployment tool modeled after NixOps and morph.",deployment-tools,https://github.com/zhaofengli/colmena,https://github.com/zhaofengli/colmena,MIT,2020-12-16 04:21:43,2025-09-14 20:41:57,2025-08-15 15:38:08,628.0,26.0,86.0,13.0,104.0,115.0,95.0,1708,36.0,18,True,1.0,2023-05-15 05:17:28,0.4.0,7.0,,,,,,,,,
49,nil,oxalica/nil,"NIx Language server, an incremental analysis assistent for writing in Nix.",development,https://github.com/oxalica/nil,https://github.com/oxalica/nil,Apache-2.0,2022-07-19 08:55:08,2025-09-07 04:30:58,2025-09-07 04:30:51,549.0,10.0,53.0,9.0,65.0,24.0,89.0,1664,31.0,18,True,1.0,2025-06-13 06:48:41,2025-06-13,17.0,,,,,,,,,
50,rust-overlay,oxalica/rust-overlay,Pure and reproducible nix overlay of binary distributed Rust toolchains.,programming-languages,https://github.com/oxalica/rust-overlay,https://github.com/oxalica/rust-overlay,MIT,2021-01-01 12:18:06,2025-09-14 02:35:38,2025-09-14 02:35:11,1913.0,94.0,79.0,10.0,72.0,17.0,144.0,1260,25.0,18,True,1.0,,,,,,,,['rust'],,,,
51,digga,divnix/digga,"A Nix flake utility library to structure your home, system, and development configurations.",development,https://github.com/divnix/digga,https://github.com/divnix/digga,MIT,2019-11-12 22:28:16,2024-05-17 10:20:04,2024-05-17 10:19:41,1358.0,,104.0,23.0,248.0,28.0,172.0,1019,52.0,18,False,1.0,2022-04-02 22:16:50,0.11.0,4.0,,,,,,,,,
52,hnix,haskell-nix/hnix,A Haskell re-implementation of the Nix expression language.,programming-languages,https://github.com/haskell-nix/hnix,https://github.com/haskell-nix/hnix,BSD-3-Clause,2014-06-28 23:30:50,2024-03-08 05:48:35,2024-02-18 08:51:56,3676.0,,113.0,33.0,590.0,131.0,368.0,806,64.0,18,False,1.0,2023-11-20 21:43:20,0.17.0,26.0,,,,,['haskell'],,,,
53,Jovian-NixOS,Jovian-Experiments/Jovian-NixOS,NixOS modules for gaming with Steam Deck compatibility.,nixos-modules,https://github.com/Jovian-Experiments/Jovian-NixOS,https://github.com/Jovian-Experiments/Jovian-NixOS,MIT,2022-03-23 02:29:23,2025-09-07 07:45:14,2025-09-07 07:36:23,1363.0,84.0,71.0,23.0,340.0,41.0,107.0,759,21.0,18,True,2.0,,,,,,,,,,,,
54,services-flake,juspay/services-flake,A NixOS-like service configuration framework for Nix flakes.,development,https://github.com/juspay/services-flake,https://github.com/juspay/services-flake,MIT,2023-06-19 21:44:26,2025-09-14 01:10:19,2025-09-14 01:10:19,589.0,49.0,56.0,12.0,451.0,37.0,90.0,629,32.0,18,True,1.0,2024-12-10 12:11:02,0.4.0,4.0,,,,,,,,,
55,nixpkgs-wayland,nix-community/nixpkgs-wayland,Bleeding-edge Wayland packages.,overlays,https://github.com/nix-community/nixpkgs-wayland,https://github.com/nix-community/nixpkgs-wayland,,2018-10-24 01:30:44,2025-09-14 02:24:00,2025-09-14 02:16:53,10556.0,268.0,44.0,7.0,260.0,46.0,187.0,575,33.0,18,True,1.0,,,,,,,,,,,,
56,chaotic-nyx,chaotic-cx/nyx,Daily bumped bleeding edge packages like `mesa_git` & others that arent yet in Nixpkgs. Created by the makers of..,overlays,https://github.com/chaotic-cx/nyx,https://github.com/chaotic-cx/nyx,MIT,2023-03-27 20:33:14,2025-09-13 18:59:14,2025-09-13 18:57:13,2336.0,268.0,61.0,5.0,1075.0,17.0,99.0,562,46.0,18,True,1.0,,,,,,,,,,,,
57,nix-fast-build,Mic92/nix-fast-build,Combine the power of nix-eval-jobs with nix-output-monitor to speed-up your evaluation and building process.,development,https://github.com/Mic92/nix-fast-build,https://github.com/Mic92/nix-fast-build,MIT,2023-09-08 08:11:43,2025-09-14 03:01:42,2025-09-07 03:12:53,310.0,54.0,22.0,5.0,190.0,11.0,26.0,390,13.0,18,True,1.0,2025-08-14 13:07:18,1.3.0,4.0,,,,,,,,,
58,nix-eval-jobs,nix-community/nix-eval-jobs,Parallel nix evaluator with a streamable json output.,command-line-tools,https://github.com/nix-community/nix-eval-jobs,https://github.com/nix-community/nix-eval-jobs,GPL-3.0,2021-03-15 04:53:42,2025-09-11 21:51:40,2025-09-11 21:41:31,856.0,53.0,34.0,9.0,341.0,15.0,28.0,200,24.0,18,True,1.0,2025-09-11 21:51:40,2.31.0,35.0,,,,,,,,,
59,flake-checker-action,DeterminateSystems/flake-checker-action,A GitHub Action that performs health checks for your Nix flake.lock files.,github-actions,https://github.com/DeterminateSystems/flake-checker-action,https://github.com/DeterminateSystems/flake-checker-action,MIT,2023-06-05 11:10:57,2025-09-12 12:54:19,2025-09-12 12:54:19,151.0,14.0,4.0,3.0,79.0,1.0,6.0,73,4.0,18,True,3.0,2025-07-15 02:38:22,12,12.0,1441.0,1441.0,,,,,,,
60,ngipkgs,ngi-nix/ngipkgs,Nix packages and services for projects supported through the NGI program.,overlays,https://github.com/ngi-nix/ngipkgs,https://github.com/ngi-nix/ngipkgs,MIT,2023-02-14 11:21:46,2025-09-08 12:55:15,2025-09-08 12:55:13,1400.0,311.0,48.0,10.0,802.0,262.0,551.0,67,61.0,18,True,1.0,,,,,,,,,,,,
61,agenix,ryantm/agenix,age-encrypted secrets for NixOS and Home manager.,security,https://github.com/ryantm/agenix,https://github.com/ryantm/agenix,CC0-1.0,2020-09-01 04:38:08,2025-08-06 14:55:13,2025-08-05 22:37:08,352.0,22.0,134.0,15.0,164.0,80.0,91.0,1978,55.0,17,True,1.0,2023-12-20 16:42:54,0.15.0,12.0,,,,,,,,,
62,microvm,astro/microvm.nix,NixOS-based MicroVMs.,virtualisation,https://github.com/microvm-nix/microvm.nix,https://github.com/microvm-nix/microvm.nix,MIT,2021-06-24 00:35:04,2025-09-12 17:47:24,2025-09-10 15:28:06,985.0,61.0,142.0,19.0,215.0,47.0,146.0,1895,69.0,17,True,1.0,,,,,,,,,,microvm-nix/microvm.nix,,
63,nix-ld,nix-community/nix-ld,Run unpatched dynamic binaries on NixOS.,development,https://github.com/nix-community/nix-ld,https://github.com/nix-community/nix-ld,MIT,2020-11-15 09:46:18,2025-09-08 08:40:48,2025-09-08 08:37:54,434.0,36.0,19.0,15.0,147.0,10.0,27.0,1347,17.0,17,True,2.0,2025-07-15 07:22:01,2.0.5,15.0,,,,,,,,,
64,lanzaboote,nix-community/lanzaboote,Secure Boot for NixOS.,nixos-modules,https://github.com/nix-community/lanzaboote,https://github.com/nix-community/lanzaboote,GPL-3.0,2022-11-21 11:10:07,2025-09-01 16:35:44,2025-09-01 16:34:39,847.0,18.0,68.0,19.0,331.0,47.0,102.0,1315,37.0,17,True,2.0,2025-01-23 13:56:40,0.4.2,6.0,,,,,,,,,
65,nix-portable,DavHau/nix-portable,"Nix - Static, Permissionless, Installation-free, Pre-configured.",installation-media,https://github.com/DavHau/nix-portable,https://github.com/DavHau/nix-portable,MIT,2021-02-08 07:12:43,2025-09-15 00:10:22,2025-06-01 05:30:34,177.0,,49.0,17.0,82.0,57.0,23.0,1112,13.0,17,True,2.0,2024-04-15 08:53:22,012,12.0,,,19809.0,360.0,,,,,
66,nix-index,nix-community/nix-index,Quickly locate Nix packages with specific files.,command-line-tools,https://github.com/nix-community/nix-index,https://github.com/nix-community/nix-index,,2017-02-10 15:50:02,2025-08-25 09:19:14,2025-08-25 09:19:14,321.0,9.0,60.0,8.0,165.0,65.0,52.0,1087,34.0,17,True,2.0,2025-07-17 14:30:55,0.1.9,6.0,28.0,28.0,,,,-1.0,,,
